policy_entropy,nupdates,fps,approxkl,clipfrac,explained_variance,value_loss,time_elapsed,eprewmean,serial_timesteps,total_timesteps,policy_loss,eplenmean
1.2672278,362,349,0.010504293,0.15288086,0.8223672360181808,0.113353394,2166.2911405563354,10.71,741376,741376,-0.0038121038,764.3
1.2758625,363,352,0.018228624,0.19018555,0.1563352346420288,0.9887608,2172.0974793434143,10.88,743424,743424,-0.0015304442,774.11
1.1472208,364,327,0.01871747,0.19892578,0.21990090608596802,0.038200516,2178.3470125198364,10.42,745472,745472,-0.004530084,778.24
1.2938449,365,352,0.014648683,0.20507812,0.6499845683574677,0.16837153,2184.155563354492,9.86,747520,747520,-0.0054324893,783.75
1.1689464,366,353,0.010382998,0.1493164,0.34674137830734253,1.9272273,2189.9572246074677,10.33,749568,749568,-0.0019763384,791.75
1.2393988,367,330,0.00839308,0.115234375,0.6488699316978455,0.5224517,2196.146145582199,10.6,751616,751616,-0.0019376405,799.98
1.2557061,368,340,0.01289971,0.19873047,0.683974027633667,0.34141034,2202.1611461639404,10.78,753664,753664,-0.00682202,804.1
1.147282,369,328,0.008874556,0.12333985,0.48633360862731934,1.879908,2208.3882019519806,10.77,755712,755712,-0.0029021134,809.97
1.0923046,370,314,0.009279953,0.12382813,0.5359493494033813,0.27830464,2214.904687166214,10.58,757760,757760,-0.0018806864,806.11
1.0403676,371,331,0.018509444,0.2053711,0.5899397134780884,0.34472033,2221.090851545334,10.66,759808,759808,-0.0027502475,802.76
1.1697054,372,317,0.015933912,0.21074219,0.5908711552619934,0.026761815,2227.5432653427124,9.59,761856,761856,-0.0047012717,801.5
1.1320212,373,332,0.011814555,0.15952149,0.48628365993499756,0.0021378228,2233.700165748596,9.24,763904,763904,-0.0022194304,798.48
1.1304878,374,334,0.0109208785,0.14858398,0.24462485313415527,1.8231577,2239.8153414726257,9.54,765952,765952,-0.0022317786,796.02
1.12408,375,318,0.023108287,0.15263672,0.1853885054588318,4.2894306,2246.2390851974487,10.19,768000,768000,-0.00053652533,787.37
1.1513109,376,371,0.019798415,0.24604492,0.43179529905319214,0.3035798,2251.7526276111603,10.19,770048,770048,-0.0061512766,794.14
1.1826384,377,333,0.013859646,0.17578125,0.37279587984085083,1.598906,2257.899977207184,10.27,772096,772096,-0.000766905,791.44
1.1430237,378,328,0.0061966386,0.08173828,0.37919366359710693,1.3534634,2264.1362376213074,10.36,774144,774144,0.0012694559,780.38
1.1082537,379,334,0.010654418,0.12460937,0.9673004150390625,0.0026936536,2270.2554693222046,9.94,776192,776192,-0.002529347,776.53
1.0478297,380,331,0.008237572,0.103320315,0.5485170483589172,0.6983182,2276.4360048770905,9.97,778240,778240,-0.0034337305,770.39
1.0937138,381,312,0.007455989,0.089697264,0.3003612160682678,0.73400825,2282.9798851013184,10.16,780288,780288,0.004278918,768.61
1.0655725,382,345,0.012022449,0.15913086,0.6479236781597137,0.32944113,2288.905426979065,10.22,782336,782336,-0.00097425206,770.95
1.1121286,383,323,0.024981823,0.2523926,0.6963264048099518,0.077840075,2295.2285890579224,9.78,784384,784384,-0.010324384,772.16
1.1057482,384,353,0.011334604,0.16425781,0.6756526231765747,0.089245394,2301.0229716300964,9.56,786432,786432,-0.0008076873,772.32
1.0608754,385,335,0.01319651,0.17568359,0.06999146938323975,1.1068637,2307.119737625122,9.87,788480,788480,-0.0038281572,774.82
1.1096361,386,330,0.0135990055,0.16865234,0.19862520694732666,3.6513748,2313.3114960193634,10.34,790528,790528,-0.0060582464,770.67
1.0930532,387,348,0.025091723,0.16914062,0.191816508769989,5.5623236,2319.1934411525726,10.32,792576,792576,-0.001097317,770.81
1.3217028,388,354,0.016358415,0.2208496,0.34792619943618774,0.3827935,2324.97531914711,11.73,794624,794624,-0.0070398957,779.92
0.9938202,389,369,0.018664097,0.19853516,0.7484789788722992,0.010074748,2330.524104833603,11.65,796672,796672,-0.0103923,784.91
1.0208888,390,353,0.025539663,0.2517578,0.7008238136768341,0.0038177003,2336.3182623386383,11.49,798720,798720,0.0008849021,797.13
1.0442468,391,373,0.010020743,0.13769531,0.7674275040626526,0.0031220424,2341.7949481010437,11.49,800768,800768,0.002599477,802.42
1.0955695,392,347,0.018174674,0.2352539,0.7882286906242371,0.0017042675,2347.6875858306885,11.1,802816,802816,0.0024074742,817.79
1.1164582,393,350,0.010033669,0.1390625,0.03163522481918335,2.337149,2353.530616044998,11.55,804864,804864,0.0014458483,813.22
1.1668756,394,356,0.008943707,0.1352539,0.46858537197113037,0.47165614,2359.2825515270233,11.69,806912,806912,0.002994557,820.94
1.1547824,395,352,0.010914164,0.14833984,0.07872676849365234,3.049912,2365.09477353096,12.43,808960,808960,-0.0015085951,818.2
1.0481474,396,347,0.012520653,0.178125,0.06744277477264404,5.8706417,2370.980457544327,13.37,811008,811008,0.0005355815,828.06
1.1380975,397,338,0.011738972,0.12333985,0.24584615230560303,4.2684503,2377.0332703590393,14.21,813056,813056,2.3080396e-05,830.7
1.1104724,398,350,0.0121552665,0.17167969,0.22849047183990479,2.596235,2382.880480527878,14.4,815104,815104,-0.0014972158,825.24
1.0619748,399,352,0.008103675,0.09785156,0.2864987850189209,4.30686,2388.6866841316223,15.9,817152,817152,-0.0033484995,831.51
1.1705896,400,349,0.007036146,0.07167969,0.29687851667404175,4.3808093,2394.5501589775085,16.51,819200,819200,-0.0038037617,839.66
1.1959366,401,346,0.011978684,0.1696289,0.13396954536437988,1.602466,2400.456266641617,16.68,821248,821248,-0.0017501935,839.82
1.2417483,402,376,0.011827248,0.1890625,0.8368192464113235,0.00015166737,2405.901337623596,16.36,823296,823296,-0.007999336,848.47
1.1495473,403,356,0.015254887,0.2050293,0.8965273946523666,0.0036359727,2411.65193772316,16.24,825344,825344,-0.0044355616,841.17
1.0630474,404,352,0.012339431,0.15556641,0.7724201679229736,0.008829651,2417.462764263153,16.24,827392,827392,-0.0009843449,839.66
0.89469814,405,376,0.01811817,0.1324707,0.7433807253837585,0.0021597242,2422.9003052711487,15.94,829440,829440,-0.0056904852,848.33
0.93540126,406,353,0.016783584,0.15366212,0.8265328109264374,0.0008578763,2428.695363521576,15.95,831488,831488,-0.0071907067,863.13
0.85606736,407,354,0.011770512,0.13007812,0.14660215377807617,0.25054136,2434.4661693573,15.95,833536,833536,-0.0041856435,870.76
0.91478264,408,317,0.010346321,0.14194337,0.7480162978172302,0.0012867596,2440.927632331848,15.96,835584,835584,0.0012768218,879.46
0.8756027,409,358,0.018363433,0.1956543,0.8111011534929276,0.0014337726,2446.635712146759,15.75,837632,837632,-0.012819338,882.67
0.8602522,410,350,0.013242046,0.16860351,0.7369717061519623,0.0010184904,2452.4806423187256,15.31,839680,839680,0.0005916883,896.67
0.9104079,411,359,0.011389253,0.14667968,0.6836087107658386,0.0008222745,2458.1787836551666,15.31,841728,841728,-0.0049982686,904.43
0.93697345,412,373,0.01570862,0.1722168,0.848112940788269,0.0014246484,2463.6623089313507,15.04,843776,843776,-0.003202339,909.35
0.84008634,413,353,0.073997654,0.19985351,0.6254172027111053,0.0035966742,2469.4525017738342,14.86,845824,845824,-0.033085734,923.65
0.753406,414,363,0.008004125,0.099365234,0.756319671869278,0.0006330136,2475.0854272842407,14.36,847872,847872,-0.0008228311,927.91
0.76108986,415,369,0.021230256,0.14624023,0.47596853971481323,0.0010943988,2480.6336143016815,14.36,849920,849920,-0.00779522,935.12
0.7873868,416,355,0.024082074,0.1819336,0.5135264098644257,0.0021455153,2486.3884994983673,14.23,851968,851968,-0.002596054,949.44
0.8552288,417,352,0.014207145,0.17255859,0.4273970127105713,0.0010568274,2492.207704305649,14.23,854016,854016,-0.0021395008,965.76
0.8417803,418,373,0.012433158,0.15615234,0.46692609786987305,0.0015161631,2497.6892654895782,14.23,856064,856064,-0.0032537288,972.84
0.6960201,419,340,0.012963107,0.12553711,0.5889538824558258,0.0010685989,2503.7014033794403,14.05,858112,858112,-0.0017931417,991.89
0.84904635,420,360,0.0227375,0.18295899,0.7948803156614304,0.0009269446,2509.3902535438538,14.05,860160,860160,-0.003240974,1001.98
0.80663824,421,373,0.013349471,0.14975587,0.8544161468744278,0.00046629825,2514.8777294158936,14.05,862208,862208,-0.0016453549,1011.82
0.7585217,422,357,0.011580075,0.1059082,0.7613365650177002,0.0014800702,2520.610303401947,14.05,864256,864256,9.4257164e-05,1029.5
0.670889,423,373,0.0077950046,0.093408205,0.2127152681350708,0.0010389325,2526.0991826057434,14.05,866304,866304,0.0008619845,1038.14
0.74977994,424,340,0.011913174,0.14116211,0.8299024254083633,0.00042139358,2532.122047185898,14.05,868352,868352,-0.00042101936,1052.91
0.9512234,425,368,0.05275969,0.25600585,0.826315775513649,0.0008618453,2537.6843543052673,14.05,870400,870400,-0.023363488,1060.47
0.8526739,426,379,0.013287036,0.14047852,0.905423678457737,0.0011625626,2543.0857734680176,14.05,872448,872448,-0.012040145,1069.37
0.92121667,427,348,0.009897768,0.13222656,0.822897806763649,0.004323296,2548.965648174286,13.49,874496,874496,-0.0038474407,1085.31
1.0675234,428,365,0.017121492,0.089746095,0.8292046785354614,0.0011118331,2554.5685727596283,13.49,876544,876544,0.0010796601,1094.15
0.9208287,429,368,0.007630796,0.094335936,0.9175001233816147,0.00056542153,2560.120509147644,12.73,878592,878592,-0.0016586067,1102.74
0.98625165,430,353,0.010760423,0.14086914,0.7832657098770142,0.0018929929,2565.908141851425,12.36,880640,880640,-0.005705542,1122.07
0.9733119,431,368,0.014375426,0.18442383,0.8436140865087509,0.00043969686,2571.459849834442,12.36,882688,882688,-0.009154719,1125.3
1.0107292,432,349,0.007940376,0.10727539,0.7564471811056137,0.0011534257,2577.32075881958,12.22,884736,884736,-0.0019906645,1136.94
0.6144847,433,381,0.014098023,0.13735351,0.7134701013565063,0.0008615709,2582.6953575611115,11.68,886784,886784,-0.0057119383,1144.31
0.7058124,434,379,0.009670397,0.083984375,0.5580716729164124,0.0005567732,2588.0877161026,11.68,888832,888832,-0.0043172133,1152.72
1.1277432,435,337,0.030961156,0.13320312,0.8610910922288895,0.00036805106,2594.149106025696,11.15,890880,890880,-0.008813128,1169.41
0.8975914,436,379,0.010785999,0.140625,0.3981560468673706,0.00038798607,2599.542048931122,11.15,892928,892928,-0.005736079,1177.74
1.2958568,437,375,0.008765648,0.101416014,0.8166244029998779,0.00039586407,2604.990542411804,11.15,894976,894976,-0.002526126,1186.71
0.8727147,438,345,0.0067925625,0.09672852,0.8119600117206573,0.0002887947,2610.919572353363,10.84,897024,897024,-0.002019391,1203.65
0.8683338,439,371,0.0062579783,0.08227539,0.7004152834415436,5.7578913e-05,2616.427006959915,10.84,899072,899072,-0.001564491,1213.24
0.9578077,440,363,0.010094304,0.115625,0.7361766993999481,0.0008130125,2622.0622985363007,10.71,901120,901120,-0.0013128668,1219.08
1.189688,441,354,0.00954953,0.113427736,0.7227640151977539,0.0006583935,2627.847747564316,10.54,903168,903168,-0.0059292475,1237.32
1.368314,442,380,0.008287185,0.11689453,0.6962675750255585,9.6390795e-05,2633.2331912517548,10.34,905216,905216,-0.0045635896,1245.07
1.2684737,443,330,0.011240207,0.18066406,0.2872975468635559,0.0010643472,2639.4222214221954,10.34,907264,907264,-0.006208735,1260.49
1.2064945,444,370,0.008150836,0.11450195,0.5214691758155823,0.0003028161,2644.9532248973846,10.17,909312,909312,-0.0074877553,1269.54
1.2981869,445,371,0.010988491,0.14042969,0.46878302097320557,0.00048599468,2650.4699358940125,10.17,911360,911360,-0.0036527403,1277.62
1.1592872,446,352,0.010866271,0.14863281,0.5447743535041809,0.0003894476,2656.284630060196,10.17,913408,913408,-0.0038143161,1292.94
0.60608053,447,364,0.010599254,0.11376953,0.12016934156417847,0.00051018625,2661.909047603607,10.17,915456,915456,-0.0064724954,1301.52
0.9155297,448,371,0.015719224,0.12231445,0.3938828706741333,0.0003267057,2667.4272735118866,10.17,917504,917504,-0.007659049,1306.59
1.1314313,449,350,0.0074826973,0.1027832,0.3162774443626404,0.00039516692,2673.2778041362762,9.75,919552,919552,-0.0018357426,1318.81
1.2644974,450,360,0.008384341,0.120947264,0.6633863151073456,0.000537897,2678.9669976234436,9.66,921600,921600,-0.0055394587,1326.33
0.8445527,451,366,0.014787039,0.14697266,0.8227189779281616,3.337516e-05,2684.5497739315033,8.99,923648,923648,-0.005943455,1334.85
0.7017776,452,348,0.009087097,0.10732422,0.4905288815498352,0.002028613,2690.4287185668945,8.86,925696,925696,0.004352112,1352.58
1.2781744,453,374,0.008178292,0.08061524,0.5584464967250824,0.00017421143,2695.8988058567047,8.5,927744,927744,-0.0015444976,1361.29
0.77389777,454,350,0.012292272,0.12607422,0.6223512589931488,0.00020876256,2701.74724316597,6.97,929792,929792,-0.0019183615,1371.0
0.8734377,455,376,0.014826844,0.17993164,0.7873869985342026,0.00022474956,2707.181586742401,6.97,931840,931840,-0.005259918,1371.0
1.0514094,456,368,0.019275393,0.19760743,0.7966936677694321,4.5164285e-05,2712.741166830063,6.97,933888,933888,-0.006930232,1372.52
0.7951194,457,350,0.014413948,0.15932617,0.08786261081695557,0.94856864,2718.5822598934174,7.25,935936,935936,-0.00090398453,1369.52
1.0796584,458,372,0.010995691,0.14282227,0.5477629601955414,0.0005761647,2724.085806131363,7.25,937984,937984,-0.0034877744,1370.35
1.2037127,459,347,0.022966277,0.13740234,-0.23329544067382812,0.0013975492,2729.9834167957306,7.25,940032,940032,-0.0052986057,1370.35
1.3380601,460,368,0.018795066,0.17172852,0.17887228727340698,0.00049987744,2735.545805454254,7.02,942080,942080,-0.008757202,1377.56
0.9921627,461,345,0.011686096,0.16206054,0.5587127804756165,0.0004969674,2741.467094898224,6.42,944128,944128,-0.0035628942,1382.5
1.0481607,462,363,0.019139472,0.15302734,0.8423025459051132,0.00025375723,2747.0947120189667,6.42,946176,946176,-0.0044115316,1382.47
1.0155433,463,355,0.011553658,0.15654297,0.10970830917358398,1.4507825,2752.857547044754,6.04,948224,948224,-0.0072107827,1391.31
1.1320193,464,348,0.013750212,0.19453125,0.7883768081665039,0.00012900264,2758.7360553741455,4.98,950272,950272,-0.0011011467,1393.43
1.2493737,465,363,0.014264959,0.16713867,0.8679128289222717,5.605352e-05,2764.3777866363525,4.97,952320,952320,-0.007037045,1402.28
1.3446777,466,369,0.013553818,0.20756836,0.8441139906644821,1.9311934e-05,2769.915489912033,3.9,954368,954368,-0.007993277,1406.28
0.9582178,467,347,0.014578311,0.16157226,0.2306448221206665,0.43732625,2775.8044912815094,3.88,956416,956416,-0.0029043336,1419.71
1.1483853,468,373,0.017396504,0.22153321,0.19457733631134033,0.60768974,2781.2922010421753,3.39,958464,958464,0.00018716183,1422.65
1.1389782,469,342,0.02799474,0.14257812,0.2918083667755127,2.1383781,2787.2677326202393,2.12,960512,960512,-0.0014998626,1421.51
1.2594209,470,347,0.014382472,0.18442383,0.2786591053009033,2.7794588,2793.15900015831,2.74,962560,962560,0.0016704518,1421.96
1.1256018,471,365,0.013457568,0.17006835,0.14350807666778564,1.2375773,2798.765214443207,2.69,964608,964608,0.004192365,1423.74
1.278866,472,352,0.01812889,0.2532715,-0.009236931800842285,4.621594,2804.583517074585,3.54,966656,966656,0.0038222088,1423.74
0.89995384,473,347,0.011770029,0.1439453,0.23305636644363403,5.15661,2810.4764924049377,4.71,968704,968704,-0.0012541538,1424.61
0.9717312,474,348,0.011610147,0.1572754,0.30723243951797485,2.9987633,2816.3539519309998,5.37,970752,970752,0.0019600033,1421.47
0.8621563,475,348,0.009510656,0.11245117,0.4239751100540161,1.8499826,2822.2270040512085,6.05,972800,972800,-0.002291406,1413.46
1.0448703,476,350,0.011007331,0.16230468,0.307242751121521,0.8200299,2828.0680232048035,6.05,974848,974848,-0.0014652959,1402.78
0.9451474,477,328,0.042601388,0.26127928,0.7947106063365936,0.02323577,2834.304848432541,6.25,976896,976896,-0.014060262,1383.26
0.9685337,478,352,0.007879453,0.097070314,0.2680850028991699,2.1107738,2840.1208283901215,6.85,978944,978944,0.0018420924,1375.47
0.98258924,479,348,0.01111287,0.12695312,0.470622181892395,0.957226,2846.001851081848,6.99,980992,980992,-0.0022311904,1360.04
1.0248187,480,338,0.011843648,0.16435547,0.34468603134155273,1.1195762,2852.046486854553,7.62,983040,983040,0.0016088203,1354.86
0.8817684,481,333,0.012989526,0.1671875,0.4906725287437439,0.47190565,2858.194371700287,7.81,985088,985088,-0.0010380576,1332.83
0.80905133,482,327,0.013785693,0.1708496,0.4590585231781006,2.9582586,2864.442053079605,8.84,987136,987136,0.0004919845,1318.69
0.8850239,483,350,0.010236153,0.12792969,0.5333622097969055,1.3864849,2870.288269996643,9.36,989184,989184,0.00036362946,1304.58
0.8194189,484,313,0.017758138,0.17421874,-0.1802692413330078,0.0037612233,2876.8192517757416,9.36,991232,991232,-0.0057723145,1268.41
0.8780862,485,313,0.014231111,0.1727539,0.642804354429245,0.3958269,2883.3515486717224,9.55,993280,993280,-0.0021240958,1235.72
0.9078811,486,347,0.018554967,0.15839843,0.829360619187355,0.020706883,2889.250010251999,9.57,995328,995328,-0.006178732,1219.3
0.85863686,487,323,0.00937894,0.11713867,0.6401476263999939,0.42564812,2895.5841341018677,9.87,997376,997376,-0.0017821327,1196.82
0.92158955,488,328,0.013054544,0.15874024,0.5716062188148499,0.2952927,2901.8180165290833,10.03,999424,999424,-0.0010745641,1176.45
0.9157404,489,326,0.016656552,0.1909668,0.33905917406082153,0.01610843,2908.096194267273,10.03,1001472,1001472,-0.005273447,1151.91
0.8869592,490,346,0.011172852,0.14223632,0.5714491009712219,0.7690027,2914.00994181633,10.52,1003520,1003520,-0.00057968096,1140.65
0.82231426,491,331,0.010336411,0.10390625,0.7869056910276413,0.22516951,2920.192036151886,10.7,1005568,1005568,0.00060813606,1116.52
0.91969883,492,329,0.012778729,0.1699707,0.45187389850616455,0.054270286,2926.3985726833344,10.76,1007616,1007616,-8.1259306e-05,1089.77
0.83151644,493,306,0.009040392,0.12211914,0.5140689313411713,0.0008521284,2933.072261095047,10.76,1009664,1009664,0.0012180975,1051.01
0.94330806,494,329,0.010627098,0.13515624,0.6071689128875732,0.05468949,2939.284996986389,10.82,1011712,1011712,0.003704105,1025.37
1.0739715,495,328,0.011769448,0.15307617,0.5503685176372528,0.07422304,2945.522183895111,10.94,1013760,1013760,-0.0011997058,1005.67
0.8632194,496,329,0.0075043575,0.093652345,0.8192593157291412,0.06803471,2951.7360594272614,11.03,1015808,1015808,0.00096057897,980.3
0.93931454,497,322,0.015301201,0.1463379,0.7194981276988983,0.10476879,2958.0873098373413,11.17,1017856,1017856,-0.002266032,953.45
0.9848565,498,313,0.018200362,0.16132812,-0.6085431575775146,0.0012083697,2964.6287162303925,11.17,1019904,1019904,-0.007325304,916.22
0.9316902,499,327,0.010902711,0.13457032,0.8497950881719589,0.13378121,2970.8914234638214,11.31,1021952,1021952,-0.0010234073,891.1
1.0057768,500,294,0.03324545,0.15678711,0.4271494150161743,0.00027804764,2977.855898141861,11.03,1024000,1024000,-0.0113900015,871.27
1.0286632,501,313,0.012035408,0.12036133,0.6303711831569672,0.076841846,2984.3846678733826,11.05,1026048,1026048,-0.004193713,857.39
1.1325403,502,332,0.01708524,0.18510742,0.8332601487636566,0.00063357176,2990.5456881523132,11.05,1028096,1028096,-0.009916834,849.77
0.9002222,503,352,0.014905159,0.1625,0.21551990509033203,1.6785558,2996.3551592826843,11.61,1030144,1030144,-0.0018973334,844.81
1.0284286,504,352,0.012994612,0.16269532,0.3325590491294861,1.854937,3002.1654930114746,11.73,1032192,1032192,0.0010426834,842.87
1.1452187,505,351,0.012201628,0.1519043,0.5076545178890228,0.2515133,3007.9877240657806,11.88,1034240,1034240,-0.001298488,838.92
0.9204046,506,348,0.0070596794,0.08847656,0.7075079679489136,0.25650328,3013.86035823822,12.04,1036288,1036288,-0.0002645325,824.67
1.2212939,507,368,0.012664715,0.16987304,0.849558874964714,0.0001311878,3019.419426679611,12.04,1038336,1038336,-0.0024559144,824.67
1.135419,508,355,0.02075761,0.18027344,0.49847203493118286,0.00075718353,3025.1772961616516,11.87,1040384,1040384,-0.008996622,827.7
0.989221,509,372,0.009773517,0.12573242,0.5848574936389923,0.0065749334,3030.6685774326324,11.13,1042432,1042432,-0.0031352218,829.98
0.95907056,510,353,0.013058235,0.15024415,0.5000983476638794,0.01184295,3036.465091228485,11.15,1044480,1044480,0.00039191166,825.54
0.9887725,511,365,0.014095967,0.16069336,0.6847741901874542,0.002660382,3042.068870782852,10.53,1046528,1046528,0.011736906,832.14
1.1287004,512,353,0.01334587,0.15620117,0.8240526616573334,0.00076107786,3047.859454393387,10.18,1048576,1048576,-0.0029107104,828.38
1.1030009,513,365,0.013540444,0.1597168,0.752264991402626,0.00046342844,3053.4665100574493,9.33,1050624,1050624,-0.007817899,828.38
1.1869998,514,351,0.0096568465,0.1371582,0.6208561360836029,0.00063960056,3059.2876465320587,8.16,1052672,1052672,-0.004223089,836.16
1.2118124,515,363,0.013052573,0.18862304,0.6989558339118958,0.0005557245,3064.9209032058716,8.16,1054720,1054720,-0.008234275,838.57
0.90143883,516,318,0.01597763,0.15771484,0.2197837233543396,0.34684753,3071.3607156276703,6.97,1056768,1056768,-0.0002680274,835.79
0.9955584,517,336,0.014294768,0.16010742,0.7911790460348129,0.00019647386,3077.4410984516144,6.64,1058816,1058816,-0.01021786,829.24
1.2546275,518,371,0.011780324,0.17177734,0.49788230657577515,0.00013764955,3082.954759836197,6.64,1060864,1060864,-0.004657076,837.12
1.3220012,519,373,0.012634171,0.2084961,0.6946839988231659,0.00016821905,3088.436136484146,6.04,1062912,1062912,-0.008104235,837.12
0.9342249,520,349,0.016519722,0.15810546,0.46735525131225586,0.21972382,3094.2890210151672,6.04,1064960,1064960,-0.002648424,848.77
0.94400895,521,331,0.015249799,0.15424804,0.9424373283982277,0.0003591404,3100.4660596847534,5.41,1067008,1067008,-0.0030692765,836.21
1.1101476,522,352,0.009263983,0.11005859,0.7531461119651794,0.009763313,3106.2737193107605,5.25,1069056,1069056,0.00040142666,847.51
1.1407539,523,357,0.023723425,0.21069336,0.8613594621419907,0.00077847985,3112.007698535919,4.75,1071104,1071104,-0.01506565,853.93
1.2203457,524,374,0.010337295,0.14682618,0.8688054531812668,0.00030352158,3117.472332715988,4.22,1073152,1073152,-0.002916146,857.71
1.2284564,525,355,0.013823916,0.18701172,0.7113995850086212,0.0021440673,3123.238445520401,3.7,1075200,1075200,-0.0035789583,873.11
1.1178653,526,369,0.013798947,0.17158203,0.8383800834417343,0.00046113785,3128.7867352962494,3.7,1077248,1077248,-0.011862035,881.64
1.131366,527,352,0.016921675,0.18134765,0.30232489109039307,0.21132538,3134.5905544757843,3.83,1079296,1079296,-0.0023927982,893.91
1.1802247,528,371,0.011732872,0.16030273,0.0389062762260437,0.12687692,3140.10426568985,3.83,1081344,1081344,0.0019653346,903.45
1.2778447,529,366,0.010039015,0.13261719,0.7850803881883621,0.0003442892,3145.688804626465,3.92,1083392,1083392,-0.002726824,912.28
0.90840787,530,352,0.016374156,0.1581543,0.7095922529697418,0.055287987,3151.4933500289917,3.99,1085440,1085440,-0.0039605913,926.42
1.0272576,531,353,0.019199722,0.18247071,0.20628690719604492,0.004909362,3157.2810928821564,3.8,1087488,1087488,-0.006100108,935.97
0.9097625,532,350,0.017146932,0.1796875,0.3300630450248718,0.40071756,3163.1305379867554,4.03,1089536,1089536,-0.0017398536,942.24
1.0321242,533,347,0.01328305,0.13754883,0.5541956722736359,0.15555128,3169.018454313278,3.85,1091584,1091584,-0.0024646637,948.84
1.1300731,534,351,0.011770839,0.14897461,0.6873460710048676,0.16978532,3174.8512675762177,4.0,1093632,1093632,-0.0009227504,960.78
1.0961518,535,381,0.034687884,0.17587891,0.9723957758396864,0.0010278248,3180.225418329239,4.0,1095680,1095680,-0.009777249,966.41
1.1796538,536,356,0.011104668,0.099169925,0.6802008748054504,0.13844636,3185.9789609909058,3.95,1097728,1097728,0.0032500853,973.94
1.2769091,537,374,0.010730363,0.1583496,0.5912076234817505,0.00013193318,3191.452112197876,3.95,1099776,1099776,-0.0061165853,981.64
0.9865386,538,349,0.0128511395,0.13066407,0.3290517330169678,1.2939566,3197.3118846416473,3.98,1101824,1101824,0.0009635566,988.89
1.0216177,539,356,0.022339635,0.19707032,0.8387784212827682,0.042739198,3203.062890768051,3.82,1103872,1103872,-0.0059031635,996.75
1.082735,540,353,0.011551278,0.15830079,0.2302389144897461,0.74829113,3208.8644926548004,3.95,1105920,1105920,-0.0039625387,1003.52
1.0361603,541,352,0.012837413,0.15336914,0.7779639959335327,0.00021632905,3214.6794922351837,3.89,1107968,1107968,-0.0036470082,1009.9
1.21891,542,378,0.013040775,0.18676758,0.011279940605163574,1.477689,3220.092780351639,3.89,1110016,1110016,0.00064687396,1019.9
1.042636,543,347,0.009081248,0.09506836,0.8968974277377129,0.00072396186,3225.979691505432,4.26,1112064,1112064,-0.0013002474,1032.36
1.0309261,544,351,0.009355692,0.10200195,0.6950204968452454,0.020440962,3231.8125233650208,4.26,1114112,1114112,0.002951977,1044.93
0.9497439,545,346,0.007966151,0.11669922,0.14983892440795898,3.571708,3237.71834564209,5.66,1116160,1116160,-0.0017926786,1057.68
0.9741499,546,348,0.014849797,0.13085938,0.2693851590156555,0.09000673,3243.5932064056396,5.63,1118208,1118208,0.0011375758,1060.4
0.564515,547,348,0.009576577,0.11899414,0.760477602481842,0.26961824,3249.468400478363,5.76,1120256,1120256,0.0015887606,1061.42
1.0430459,548,370,0.017566657,0.14604492,0.775325745344162,0.21063927,3254.9952116012573,5.91,1122304,1122304,-0.0051688603,1065.63
1.084569,549,354,0.010337425,0.12983398,0.7490611374378204,0.00046386174,3260.7723736763,5.82,1124352,1124352,-0.0013729134,1080.96
1.03125,550,352,0.013087554,0.17753907,0.02976834774017334,1.535155,3266.5816926956177,6.2,1126400,1126400,0.00021678768,1093.57
1.1371914,551,372,0.008128207,0.10385742,0.08552896976470947,0.5372461,3272.0840063095093,6.33,1128448,1128448,-0.00013279948,1099.98
1.1716753,552,372,0.010967474,0.13984375,0.6132526099681854,0.00025063584,3277.575843811035,6.33,1130496,1130496,-0.0077480385,1109.22
0.9546145,553,354,0.0106445085,0.1171875,0.5932101607322693,0.0003008391,3283.3550474643707,6.33,1132544,1132544,-0.0057248184,1127.35
0.9207919,554,352,0.012908185,0.12573242,0.6590844094753265,0.17539857,3289.1644756793976,6.5,1134592,1134592,0.0008227518,1139.18
0.7697548,555,357,0.013176151,0.1324707,0.7370066344738007,0.34521207,3294.8900094032288,6.64,1136640,1136640,-0.0008636195,1139.76
0.8396615,556,346,0.013776965,0.14780274,0.6855344474315643,0.1974582,3300.7978858947754,6.78,1138688,1138688,-0.00058666116,1151.58
0.9936045,557,351,0.013141605,0.14008789,0.5192534029483795,0.04448487,3306.623655319214,6.78,1140736,1140736,-0.0101268,1159.86
0.98363626,558,364,0.011349635,0.15966797,0.28372108936309814,1.7634195,3312.240542650223,7.16,1142784,1142784,-0.0051392177,1165.76
0.99084413,559,344,0.018127276,0.1887207,0.7203638851642609,0.00040318182,3318.190594434738,7.42,1144832,1144832,-0.01238288,1167.52
0.95811397,560,351,0.012150889,0.15058593,0.10185211896896362,2.6114402,3324.018744468689,7.84,1146880,1146880,-0.0018911738,1172.76
0.6757861,561,336,0.010927111,0.11103515,0.8496828377246857,0.09466971,3330.097254037857,7.37,1148928,1148928,-0.0026519552,1159.89
0.70372117,562,320,0.010357239,0.09672852,0.6974188685417175,0.14508075,3336.4892358779907,7.33,1150976,1150976,0.0013038183,1134.26
0.70815605,563,317,0.009143994,0.12133789,0.8076098412275314,0.16840765,3342.9423632621765,7.51,1153024,1153024,-0.0050086607,1102.58
