eplenmean,policy_entropy,total_timesteps,eprewmean,value_loss,clipfrac,nupdates,serial_timesteps,approxkl,fps,explained_variance,policy_loss,time_elapsed
576.0,0.2099303,300000,104.72129,17.9089,0.008466666,200,300000,0.00073532085,321,0.9490490444004536,-0.00088313443,932.3271090984344
738.0,0.20671926,301500,266.721118,12.395313,0.00953333,201,301500,0.00088539085,320,0.973691375926137,-0.0016615352,937.0041897296906
573.0,0.22503036,303000,136.44955,17.338179,0.0018666665,202,303000,0.00037491161,313,0.9593781232833862,-0.00068706035,941.793134689331
692.0,0.23681083,304500,325.574244,18.672806,0.029266661,203,304500,0.0022122357,322,0.9698442593216896,-0.0013630522,946.450671672821
547.0,0.2652403,306000,154.466506,35.59583,0.022066662,204,306000,0.0016741743,296,0.9029733017086983,-0.00230582,951.5023646354675
840.0,0.24521591,307500,86.88989,33.42908,0.012266665,205,307500,0.0007722059,306,0.9123644232749939,-0.0023188037,956.3976111412048
724.0,0.21051395,309000,299.660979,35.61428,0.0042666662,206,309000,0.0002488602,314,0.9153307229280472,-0.0015393428,961.171856880188
597.0,0.20487967,310500,267.119254,31.250786,0.0,207,310500,6.973921e-05,320,0.9162940308451653,-0.00011900994,965.8545277118683
725.0,0.26316223,312000,318.568328,21.57851,0.0027999992,208,312000,0.0002898536,315,0.95206019282341,-0.0006389562,970.6065845489502
804.0,0.32867345,313500,289.114695,21.489687,0.03719999,209,313500,0.0028244865,317,0.9433083683252335,-0.0047700573,975.3302795886993
836.0,0.34032118,315000,75.748622,19.247435,0.00033333336,210,315000,0.00028119978,311,0.9331295862793922,-0.00029383882,980.1479606628418
912.0,0.28101003,316500,77.66449,24.363462,0.0017999997,211,316500,0.00044391345,325,0.9265469089150429,-0.0011839545,984.754979133606
631.0,0.23222008,318000,286.983009,21.72849,0.0,212,318000,0.00011925532,319,0.9519314207136631,-4.4148204e-05,989.4443709850311
804.0,0.22798121,319500,340.6041,19.415491,0.004999999,213,319500,0.0005177918,301,0.9678252376616001,-0.00043907028,994.4247453212738
755.0,0.21268731,321000,326.500141,17.7941,0.016933328,214,321000,0.0016913905,327,0.969051830470562,-0.001942789,999.0047492980957
750.0,0.20555174,322500,353.421054,15.080639,0.014333326,215,322500,0.0013705398,328,0.9762322921305895,-0.0031463983,1003.5739982128143
598.0,0.19507664,324000,166.362369,16.553688,0.0085999975,216,324000,0.0010549015,328,0.9601923562586308,-0.00081215805,1008.1426086425781
885.0,0.23228222,325500,52.017546,23.163742,0.0029333327,217,325500,0.0005065137,322,0.9320621490478516,-0.00067900075,1012.7876315116882
578.0,0.190819,327000,277.450877,8.972895,0.0,218,327000,8.3088555e-05,320,0.9800252448767424,-0.00032422904,1017.4725058078766
568.0,0.18267824,328500,214.638724,15.864566,0.0091333315,219,328500,0.0009868287,299,0.9712978564202785,-0.0023980779,1022.4735488891602
624.0,0.16142042,330000,95.313133,40.40277,0.007933332,220,330000,0.000851681,320,0.8618638813495636,-0.0014947273,1027.152975320816
673.0,0.20362751,331500,228.42705,21.955915,0.010733331,221,331500,0.0011201735,298,0.966157078742981,-0.00089251786,1032.1735739707947
675.0,0.17008747,333000,184.235704,2.5668898,0.0013333334,222,333000,0.0002455729,337,0.9931545071303844,-0.00070812856,1036.6119186878204
614.0,0.16702285,334500,214.074728,19.276154,0.015399996,223,334500,0.0010657258,305,0.9566712900996208,-0.0018036218,1041.516339302063
574.0,0.17714384,336000,189.511386,19.523016,0.0123999985,224,336000,0.00089345605,319,0.9465537071228027,-0.0010890801,1046.2151129245758
735.0,0.21248583,337500,221.222232,32.03324,0.022799995,225,337500,0.0018741589,354,0.9380757957696915,-0.0024060651,1050.451823234558
569.0,0.18329683,339000,194.393156,26.279898,0.012599997,226,339000,0.00087304413,306,0.9474983215332031,-0.0020266913,1055.352623462677
730.0,0.24368758,340500,276.857837,22.149231,0.0041333335,227,340500,0.0005597831,312,0.9541988521814346,-0.0010638954,1060.1595675945282
601.0,0.1877561,342000,300.177372,27.69531,0.0,228,342000,6.9446345e-05,316,0.9473472088575363,-4.779068e-05,1064.896832704544
898.0,0.2701632,343500,55.673557,37.347076,0.009466666,229,343500,0.0010259304,316,0.8504532277584076,-0.0014586458,1069.6390233039856
651.0,0.19662093,345000,190.231836,19.234644,0.010133331,230,345000,0.00083549024,324,0.9528773799538612,-0.00320977,1074.262617111206
615.0,0.17684479,346500,254.721665,24.482094,0.0010666667,231,346500,0.0002353256,322,0.9443143345415592,-0.00031923328,1078.9139306545258
802.0,0.16370428,348000,65.288301,44.019405,0.0002,232,348000,0.000121742756,294,0.8532300442457199,-0.00031225325,1084.0149705410004
540.0,0.15471977,349500,109.390626,23.795076,0.010866664,233,349500,0.00093722413,325,0.9328993782401085,-0.0015776627,1088.621450662613
610.0,0.15494533,351000,204.844107,16.486427,0.0032666663,234,351000,0.00040827462,325,0.9651590660214424,-0.0003667499,1093.229246377945
930.0,0.2498376,352500,53.334615,22.38949,0.0125333285,235,352500,0.0010969967,325,0.8986176624894142,-0.0010941847,1097.833705663681
576.0,0.17505053,354000,73.661941,56.232018,0.0005333334,236,354000,0.00018127229,288,0.8929707705974579,-0.001076856,1103.0270977020264
696.0,0.20937441,355500,128.474523,27.783842,0.0023999996,237,355500,0.0005432735,304,0.9179249629378319,-0.00035414816,1107.951093196869
603.0,0.15684515,357000,209.80108,5.158872,0.0019999999,238,357000,0.00037608074,281,0.9885427989065647,-0.0006584297,1113.282823085785
587.0,0.1889414,358500,158.691978,21.623621,0.0029999996,239,358500,0.0005271792,323,0.9407254904508591,-0.0010138394,1117.9220128059387
527.0,0.18712121,360000,193.192956,40.39352,0.00053333334,240,360000,0.00018248726,307,0.902829997241497,-0.00034900795,1122.7982771396637
609.0,0.15271547,361500,186.100231,3.548742,0.0053999983,241,361500,0.0004004442,319,0.992064299993217,-0.0007316603,1127.49484872818
897.0,0.2587111,363000,50.196393,13.390791,0.019999992,242,363000,0.0018231554,293,0.9053924307227135,-0.0022752106,1132.6027915477753
750.0,0.2592038,364500,15.264742,17.663853,0.00053333334,243,364500,0.00033651304,316,0.8200985193252563,-8.5937005e-05,1137.3405921459198
729.0,0.17397088,366000,338.245222,26.028322,0.0065333317,244,366000,0.00066256075,328,0.9622444584965706,-0.00076234713,1141.9124636650085
554.0,0.1537298,367500,248.953458,17.220825,0.0,245,367500,8.1401275e-05,286,0.9703142903745174,-7.7351186e-05,1147.153408050537
828.0,0.27579314,369000,52.111181,18.663996,0.014733331,246,369000,0.0016010292,300,0.828598365187645,-0.0015238709,1152.152312040329
561.0,0.16174512,370500,188.409651,22.29921,0.011333332,247,370500,0.00096534676,321,0.9479919150471687,0.00017997257,1156.812967300415
811.0,0.26648733,372000,14.373423,20.510513,0.015333326,248,372000,0.0012428411,309,0.8107223212718964,-0.0017469921,1161.6548006534576
741.0,0.16651952,373500,210.161876,14.827756,0.0,249,373500,0.000110596215,324,0.9682323932647705,-3.0569936e-05,1166.2745115756989
715.0,0.15152606,375000,248.521199,13.2689085,0.01739999,250,375000,0.0010320842,328,0.9745159111917019,-0.0021307624,1170.839591741562
680.0,0.2128385,376500,194.206081,26.848764,0.0019333331,251,376500,0.00027626494,319,0.9279386922717094,-0.0005772515,1175.5345911979675
900.0,0.30117247,378000,55.145886,15.848624,0.012399998,252,378000,0.0012441577,318,0.8566463589668274,-0.0018195495,1180.2476794719696
567.0,0.14115795,379500,217.941396,8.531983,0.0025333334,253,379500,0.00039994105,322,0.9766725674271584,-0.0007566341,1184.9017057418823
702.0,0.20943606,381000,143.52662,42.712055,0.0006666666,254,381000,0.00023703178,311,0.8594312071800232,-0.00010968223,1189.7147161960602
625.0,0.1747101,382500,236.969234,24.521814,0.0119333295,255,382500,0.0010186551,294,0.9542366936802864,-0.0010078779,1194.8042397499084
541.0,0.16148567,384000,194.371027,13.803729,0.0032,256,384000,0.0004162151,324,0.9734604321420193,-0.00030276668,1199.4214882850647
866.0,0.23436062,385500,23.256365,20.453363,0.006,257,385500,0.0008360094,310,0.9428075775504112,-0.0004927984,1204.2596712112427
708.0,0.14456059,387000,211.242181,4.192974,0.0061999983,258,387000,0.00052398164,318,0.9896320635452867,-0.0010375419,1208.9638059139252
591.0,0.15749888,388500,82.249033,45.3544,0.0067999987,259,388500,0.00074446725,318,0.8280283957719803,-0.0008970244,1213.6803369522095
575.0,0.229793,390000,153.212665,8.318386,0.02059999,260,390000,0.0015490046,324,0.965988501906395,-0.0023683521,1218.307538986206
758.0,0.19790879,391500,77.072194,42.76085,0.016199995,261,391500,0.0011148979,294,0.7958561480045319,-0.0018246007,1223.4011874198914
744.0,0.15801187,393000,123.595579,28.090033,0.0014,262,393000,0.00016400313,306,0.8980073258280754,-0.0005341521,1228.3024752140045
560.0,0.14936261,394500,278.978288,14.541094,0.0114,263,394500,0.0007844418,295,0.9684302844107151,-0.00084232434,1233.3836879730225
638.0,0.19043078,396000,55.759537,39.905216,0.0012000002,264,396000,0.00030473334,283,0.916800782084465,-0.0002933122,1238.6797280311584
551.0,0.1671631,397500,170.026512,3.4951475,0.0050666654,265,397500,0.00071747444,313,0.9904889650642872,-0.00042028815,1243.4695601463318
572.0,0.1499507,399000,261.409764,25.762957,0.00026666667,266,399000,5.593294e-05,286,0.9531642906367779,-0.00032087284,1248.7036254405975
824.0,0.21435164,400500,12.852291,20.743048,0.010933331,267,400500,0.0010082043,298,0.9325796291232109,-0.00044721738,1253.7233672142029
564.0,0.17965226,402000,147.759898,6.6784687,0.0034666664,268,402000,0.00055158546,298,0.9828370809555054,5.2666674e-05,1258.752545118332
690.0,0.17264667,403500,161.84419,20.862774,0.0030666655,269,403500,0.0005231088,297,0.9526977352797985,-0.00094625703,1263.7957122325897
510.0,0.18407957,405000,116.48225,5.1362596,0.00053333334,270,405000,0.00016718576,315,0.9834774062037468,-0.00056679716,1268.5477077960968
605.0,0.1506013,406500,217.95108,37.16085,0.0008,271,406500,0.00017425083,274,0.9294643551111221,-0.0005269649,1274.0212543010712
615.0,0.14482936,408000,70.672033,21.71039,0.0005333333,272,408000,0.00018242322,323,0.9448987767100334,-0.00024952122,1278.6523609161377
575.0,0.15682875,409500,136.538847,8.7935705,0.0023333328,273,409500,0.00052045326,303,0.9758273176848888,-0.0010871203,1283.5971624851227
540.0,0.17298602,411000,155.888611,29.165895,0.0036666659,274,411000,0.00039708772,311,0.9344656690955162,-0.00044953034,1288.4104294776917
588.0,0.15164605,412500,260.34721,55.747894,0.0,275,412500,5.5681863e-05,304,0.8696006685495377,-0.00016872778,1293.339161157608
898.0,0.3160253,414000,7.932737,27.907665,0.009266665,276,414000,0.000963215,307,0.9128281399607658,-0.0014912668,1298.2182297706604
858.0,0.24138513,415500,54.33303,10.081044,0.010866667,277,415500,0.0008168939,299,0.9616871885955334,-0.0006033097,1303.2229657173157
784.0,0.19642968,417000,105.377649,40.1872,0.0047999998,278,417000,0.00051372073,324,0.8901631385087967,-0.0008706056,1307.85289311409
743.0,0.18880363,418500,60.692354,24.209423,0.010399998,279,418500,0.0008386483,328,0.9340574890375137,-0.0023977715,1312.4185183048248
878.0,0.2525262,420000,54.643792,9.671622,0.00026666667,280,420000,0.00018024603,324,0.9671819806098938,-0.00027493716,1317.0420093536377
826.0,0.25685063,421500,43.871247,12.825123,0.019333333,281,421500,0.0015531516,314,0.953432023525238,-0.004903843,1321.813951253891
577.0,0.2730158,423000,205.1653,7.556154,0.01913333,282,423000,0.0015086862,315,0.9732850547879934,-0.0012319608,1326.5640535354614
595.0,0.1744511,424500,163.250334,14.131913,0.0013333334,283,424500,0.00022488626,305,0.9746323674917221,-0.00025272853,1331.479789018631
831.0,0.2178883,426000,54.167895,19.443287,0.016999993,284,426000,0.0014427128,322,0.9478520527482033,-0.0013151333,1336.1242718696594
777.0,0.17134318,427500,63.275227,25.500893,0.0066666664,285,427500,0.00070899323,317,0.8866554647684097,-0.0008679724,1340.8470211029053
518.0,0.18630219,429000,213.836774,38.027843,0.0019333332,286,429000,0.00035404667,328,0.8684805035591125,-0.00049902545,1345.4198479652405
562.0,0.16191483,430500,232.137693,15.03466,0.0084,287,430500,0.0007476213,303,0.9756979811936617,-0.0013581966,1350.3565819263458
689.0,0.15518133,432000,206.009154,14.432703,0.0011333334,288,432000,0.0002133617,311,0.9721566513180733,-0.00046412158,1355.1710078716278
540.0,0.18911465,433500,169.452433,5.428874,0.002666666,289,433500,0.00040731806,320,0.9829869531095028,-0.00080606947,1359.8511970043182
537.0,0.17086028,435000,57.750165,68.76356,0.0,290,435000,5.942583e-05,306,0.7419542670249939,-2.1829184e-05,1364.7393567562103
902.0,0.2774551,436500,5.544471,26.684704,0.003733333,291,436500,0.0004918472,320,0.8821485936641693,-0.0010058086,1369.4217343330383
684.0,0.17756979,438000,260.499306,23.136822,0.00026666667,292,438000,4.9517726e-05,317,0.9541094303131104,-0.00025830447,1374.1400847434998
713.0,0.16580911,439500,291.03987,27.672213,0.00053333334,293,439500,0.00015737044,325,0.9324978739023209,2.8593015e-05,1378.7523090839386
699.0,0.16063266,441000,207.501045,30.926819,0.0031333328,294,441000,0.0004706341,291,0.9137466326355934,-0.00022789724,1383.903234243393
606.0,0.16877794,442500,220.952738,12.363359,0.0058,295,442500,0.000871807,322,0.969907995313406,7.361941e-05,1388.5478155612946
891.0,0.17285463,444000,4.588867,23.09115,0.0043333326,296,444000,0.0005483235,318,0.9320877194404602,-0.0007382092,1393.251785516739
705.0,0.16517998,445500,77.945734,47.90388,0.00093333336,297,445500,0.00019027128,297,0.9055923819541931,-0.00075763575,1398.2861187458038
598.0,0.14548501,447000,67.43917,20.10735,0.0025333327,298,447000,0.0003509919,326,0.949629969894886,-0.00056579825,1402.8765842914581
582.0,0.18077843,448500,195.957754,25.315052,0.0034666657,299,448500,0.00047814116,299,0.9535160884261131,-0.0013698261,1407.8845343589783
649.0,0.18169574,450000,223.236393,27.040092,0.0010666668,300,450000,0.00040633668,294,0.9266572743654251,-0.0008534884,1412.974841117859
711.0,0.13916129,451500,332.287983,48.726364,0.0,301,451500,3.744106e-05,303,0.9080858379602432,0.00012954556,1417.9099581241608
738.0,0.18877712,453000,286.513471,25.219131,0.009599999,302,453000,0.0008912029,327,0.9293934926390648,-0.00042540475,1422.4901587963104
696.0,0.18692419,454500,301.383321,25.734474,0.014533328,303,454500,0.0013144318,311,0.9457580000162125,-0.0014836398,1427.306966304779
618.0,0.17700763,456000,31.380918,38.232597,0.012599997,304,456000,0.0007364705,290,0.8397780358791351,-0.0007631768,1432.4650521278381
622.0,0.15898973,457500,46.503618,28.392864,0.017066661,305,457500,0.0011390571,273,0.8843932375311852,-0.001404632,1437.948085784912
539.0,0.19196604,459000,34.527515,20.491177,0.017666662,306,459000,0.0015438758,274,0.9489115625619888,-0.0011005052,1443.4032933712006
607.0,0.18733515,460500,51.207929,19.455797,0.005066666,307,460500,0.00088557496,315,0.9362199902534485,-0.00055438746,1448.1595566272736
709.0,0.15484472,462000,136.623231,47.193413,0.0070666643,308,462000,0.00066325435,324,0.8583099395036697,-0.001624557,1452.7879803180695
897.0,0.22918183,463500,12.69252,10.628037,0.01706666,309,463500,0.0012613542,348,0.9600907862186432,-0.0025545473,1457.0954895019531
613.0,0.16670759,465000,46.39903,49.509926,0.01493333,310,465000,0.0010582895,316,0.8308731466531754,-0.0006752953,1461.8367760181427
554.0,0.1592093,466500,51.61797,24.795996,0.0060666646,311,466500,0.0006798082,341,0.9403003267943859,-0.001280023,1466.2358691692352
649.0,0.18514274,468000,105.015081,30.463434,0.006733332,312,468000,0.0007515608,314,0.8554739654064178,-0.0013648309,1471.0020089149475
551.0,0.17305776,469500,166.048574,9.111202,0.025733324,313,469500,0.0019025024,289,0.9816154818981886,-0.0026950222,1476.1822791099548
619.0,0.18596889,471000,88.298152,21.419113,0.0005333334,314,471000,0.0001229123,331,0.9351339787244797,-0.00018703137,1480.7036530971527
516.0,0.15813635,472500,196.079604,35.733875,0.015199995,315,472500,0.0010228124,315,0.8740574270486832,-0.0013871674,1485.4612324237823
575.0,0.20565943,474000,151.038719,15.2216015,0.0077333306,316,474000,0.00073896145,344,0.9222340658307076,-0.0009985554,1489.8200180530548
568.0,0.18606709,475500,80.53658,15.68533,0.049333304,317,475500,0.0032361404,333,0.9118883088231087,-0.0046288846,1494.3185884952545
729.0,0.16902676,477000,228.591847,17.951294,0.014399998,318,477000,0.0010230992,327,0.9568968452513218,-0.0007902702,1498.8963179588318
596.0,0.17618239,478500,165.655497,38.099743,0.0004,319,478500,0.00023776687,295,0.8358007967472076,-0.0003821656,1503.979202747345
529.0,0.14448029,480000,40.377144,33.286602,0.0,320,480000,9.6367505e-05,304,0.857799232006073,3.3626624e-05,1508.9013710021973
632.0,0.17451316,481500,83.0902,2.7862318,0.03053332,321,481500,0.0017702995,298,0.98680654540658,-0.0024163087,1513.9303050041199
511.0,0.198711,483000,55.602251,24.36235,0.0,322,483000,0.00016466803,303,0.9148822873830795,-0.00029210982,1518.872142314911
530.0,0.17491218,484500,31.245066,21.733826,0.0044666654,323,484500,0.00041346668,298,0.9401200897991657,-0.0004844823,1523.891667842865
538.0,0.16401468,486000,103.688142,4.889602,0.00933333,324,486000,0.0006710805,321,0.9862769627943635,-0.0022981875,1528.5593252182007
724.0,0.19494154,487500,197.449748,26.0668,0.0002,325,487500,0.00016827049,280,0.9276855885982513,-0.00027223045,1533.9024324417114
867.0,0.25446886,489000,14.306755,22.263073,0.009199997,326,489000,0.0007746856,311,0.8280626088380814,-0.0015671039,1538.7227206230164
598.0,0.15465678,490500,53.788924,31.059954,0.0062666647,327,490500,0.00041596632,318,0.8902763947844505,-0.00057321205,1543.4274351596832
707.0,0.16817921,492000,127.204285,35.6012,0.002533333,328,492000,0.0005318622,316,0.9165959805250168,-0.00033910343,1548.1596765518188
639.0,0.15372473,493500,218.966376,35.92848,0.0030666664,329,493500,0.00031124568,296,0.8801918476819992,-0.0006395738,1553.2156987190247
564.0,0.19125368,495000,129.461637,22.386395,0.00013333333,330,495000,0.00022562839,308,0.9242907986044884,-0.00015011718,1558.074687242508
539.0,0.15033823,496500,28.539198,36.507385,0.009399999,331,496500,0.0006586891,291,0.9102444052696228,-0.00057625864,1563.2235081195831
597.0,0.17185803,498000,79.465892,20.748768,0.00046666668,332,498000,0.00023481248,308,0.9298317432403564,-0.00056485186,1568.078964471817
682.0,0.14587533,499500,308.728804,21.377037,0.0061333315,333,499500,0.00057698844,294,0.9650614373385906,-0.0017577186,1573.1744108200073
522.0,0.15518776,501000,100.128899,28.16696,0.0067999996,334,501000,0.0005730728,325,0.9246564507484436,-0.00060855655,1577.778775215149
640.0,0.18699747,502500,41.627393,15.203424,0.0021333331,335,502500,0.0003858012,298,0.9609243050217628,-0.0007490117,1582.796807050705
723.0,0.11459656,504000,246.216375,14.757724,0.0,336,504000,2.259745e-05,308,0.9689401760697365,-5.7573186e-05,1587.656629562378
681.0,0.17051221,505500,235.323665,12.508548,0.0025999993,337,505500,0.0003692413,305,0.9718829840421677,-0.0005030465,1592.563235759735
581.0,0.18188223,507000,19.427507,49.65573,0.008399997,338,507000,0.0008237285,297,0.7672403007745743,-0.0006255158,1597.6070063114166
562.0,0.1592423,508500,37.987949,27.820568,0.0063333325,339,508500,0.0007542044,323,0.9269923567771912,-0.00083916687,1602.2418076992035
572.0,0.16133596,510000,165.618401,13.142918,0.035066657,340,510000,0.0022979227,321,0.9491841569542885,-0.004310132,1606.90908908844
612.0,0.19554287,511500,36.305977,17.901955,0.0035333324,341,511500,0.00036845982,294,0.9323397576808929,-0.0009725077,1611.9979929924011
681.0,0.16423759,513000,309.153029,18.97729,0.008666663,342,513000,0.000720367,310,0.9729538504034281,-0.00058132387,1616.8300261497498
713.0,0.28576988,514500,229.452154,10.28688,0.011799999,343,514500,0.0009929646,320,0.9715006053447723,-0.0006254634,1621.5067930221558
545.0,0.17735524,516000,98.592773,32.5379,0.00993333,344,516000,0.00092770526,311,0.8978657945990562,-0.00174893,1626.3197746276855
537.0,0.14446291,517500,50.830983,14.2723875,0.00053333334,345,517500,0.00012937166,291,0.9555844962596893,-0.00017270079,1631.4677209854126
702.0,0.16447544,519000,238.654584,18.47246,0.0036,346,519000,0.00046195206,317,0.9409678913652897,-0.00085004634,1636.189347743988
748.0,0.20369528,520500,162.487992,33.39646,0.02166666,347,520500,0.0015398137,291,0.8944658562541008,-0.0018634661,1641.3345737457275
846.0,0.18063505,522000,21.361352,26.523201,0.0041333325,348,522000,0.0004927083,317,0.8513067811727524,-0.00064061664,1646.0564994812012
617.0,0.16303769,523500,83.782227,34.865788,0.0091333315,349,523500,0.00064211345,306,0.9190321043133736,-0.0005911961,1650.9449474811554
580.0,0.16221668,525000,35.0313,40.251648,0.0022666664,350,525000,0.0003114549,318,0.8201850205659866,-0.0006880548,1655.6525747776031
729.0,0.17225029,526500,319.636899,9.516102,0.005666665,351,526500,0.00059895386,318,0.987342874519527,-0.000941132,1660.3611686229706
536.0,0.20568015,528000,130.427883,15.02811,0.013199996,352,528000,0.0011121925,300,0.9445300102233887,-0.0014115039,1665.346637248993
550.0,0.19350973,529500,59.483174,17.393703,0.03833331,353,529500,0.002047707,312,0.9274626821279526,-0.0029295164,1670.1485228538513
731.0,0.21239814,531000,91.751942,38.261333,0.0077999984,354,531000,0.00062763656,313,0.9198943451046944,-0.001341892,1674.9264650344849
607.0,0.21472086,532500,178.05855,30.148252,0.005399999,355,532500,0.000566933,297,0.9130919650197029,-0.0011411287,1679.9760029315948
581.0,0.17520529,534000,23.960734,25.747303,0.0014666666,356,534000,0.00022232512,323,0.7697959989309311,-0.00038593804,1684.60977768898
625.0,0.1811263,535500,197.26691,42.435493,0.0130666625,357,535500,0.0009868189,325,0.8522552102804184,-0.003553245,1689.2195003032684
712.0,0.2584944,537000,98.53484,41.69181,0.054866638,358,537000,0.0040780455,313,0.8755733892321587,-0.0050782217,1693.9976260662079
593.0,0.19545035,538500,178.774375,21.373413,0.008399999,359,538500,0.0006743827,327,0.9514640755951405,-0.0009805242,1698.5783269405365
605.0,0.24079695,540000,212.940276,15.226209,0.008733332,360,540000,0.0011479055,319,0.9576400332152843,-0.0014909271,1703.2688133716583
777.0,0.2681222,541500,96.842443,44.660324,0.009400001,361,541500,0.0010497696,298,0.8406174331903458,-0.0020588604,1708.298856973648
687.0,0.20529091,543000,267.811091,4.9074907,0.005799998,362,543000,0.00086640514,320,0.9871391244232655,-0.0020253826,1712.9828474521637
759.0,0.23735286,544500,88.913623,25.586515,0.035999984,363,544500,0.0024554587,329,0.9116894081234932,-0.0037970766,1717.536768913269
659.0,0.23703328,546000,197.150528,28.63591,0.002933333,364,546000,0.00030260236,300,0.9328017458319664,-0.000697205,1722.5223150253296
748.0,0.2125193,547500,169.786791,5.7188263,0.0046000006,365,547500,0.0004533422,314,0.9843593053519726,-0.00064717635,1727.2933702468872
539.0,0.23578526,549000,182.542451,6.95415,0.0039999993,366,549000,0.0005004472,297,0.9825806524604559,-0.0014916591,1732.332036972046
702.0,0.22841646,550500,263.252399,27.544209,0.009866664,367,550500,0.0009319747,257,0.9586205706000328,-0.0015696507,1738.1654217243195
778.0,0.23260783,552000,67.39641,23.439116,0.0020666663,368,552000,0.00040651485,304,0.9255843088030815,-0.0009338706,1743.0901789665222
699.0,0.20250449,553500,256.252393,19.43589,0.0017999997,369,553500,0.00034349397,323,0.9475629702210426,-0.00042244841,1747.734277009964
604.0,0.213332,555000,135.777218,19.77207,0.006999999,370,555000,0.0007399808,308,0.9559259749948978,-0.0017445997,1752.593514919281
734.0,0.23174396,556500,260.31285,24.495552,0.004000001,371,556500,0.0005686341,298,0.9447963796555996,-0.00082610606,1757.6106915473938
587.0,0.21869321,558000,241.176894,16.619417,0.0053999997,372,558000,0.00072895346,329,0.953434981405735,-0.0012665858,1762.1575362682343
733.0,0.22541521,559500,256.746245,5.2118206,0.018399995,373,559500,0.0016445622,319,0.9911743681877851,-0.0021330947,1766.8467381000519
577.0,0.21613896,561000,22.606394,18.549934,0.0051333336,374,561000,0.00056907604,296,0.9531343057751656,-0.0010011303,1771.9045929908752
715.0,0.1793236,562500,275.110928,3.363069,0.008133331,375,562500,0.00074892445,316,0.9936472228728235,-0.0011926463,1776.6420350074768
644.0,0.22459649,564000,236.914381,13.127908,0.006799998,376,564000,0.0006280618,310,0.9704107884317636,-0.0009009234,1781.4770998954773
668.0,0.22111417,565500,74.067803,18.639582,0.0035999985,377,565500,0.00064971636,325,0.9517023824155331,-0.00081739185,1786.0925908088684
730.0,0.20588928,567000,233.848774,24.891357,0.009733333,378,567000,0.0008584814,317,0.9379067309200764,-0.0012001696,1790.8221881389618
945.0,0.370269,568500,8.764737,16.558966,0.011466665,379,568500,0.0010711517,296,0.8890832215547562,-0.0017310784,1795.882640838623
572.0,0.26610148,570000,212.724791,9.611752,0.026466656,380,570000,0.0019184385,319,0.9817213583737612,-0.004420655,1800.5770192146301
776.0,0.2610985,571500,339.598804,19.60897,0.0014666666,381,571500,0.00017072714,320,0.9591352716088295,-0.00081127236,1805.2515139579773
713.0,0.2429939,573000,228.199622,12.602945,0.014799994,382,573000,0.0012836738,319,0.9625452943146229,-0.0021306162,1809.9437894821167
698.0,0.20785534,574500,238.551973,19.439587,0.050266646,383,574500,0.004756668,293,0.9674939773976803,-0.00456042,1815.0503170490265
694.0,0.1972825,576000,273.945968,5.7297535,0.0085999975,384,576000,0.00080331304,329,0.9867558451369405,-0.0022074513,1819.6032712459564
600.0,0.20911239,577500,234.871431,6.34279,0.0062666666,385,577500,0.0007460431,329,0.9871363136917353,-0.0008505977,1824.1587307453156
750.0,0.23857428,579000,78.789837,34.582474,0.0023999994,386,579000,0.00034381382,312,0.8386756032705307,-0.0015748306,1828.9637677669525
624.0,0.2627166,580500,151.520277,5.3393927,0.00033333336,387,580500,0.00021549678,299,0.9852305669337511,-0.0003888816,1833.9659025669098
694.0,0.27840707,582000,250.176519,12.679832,0.005266665,388,582000,0.0009802668,309,0.9613428115844727,-0.0012599092,1838.8088579177856
593.0,0.15645312,583500,295.479939,21.497795,0.0057999985,389,583500,0.00050704775,315,0.9589863754808903,-0.00076479814,1843.5581035614014
678.0,0.18172,585000,189.969159,4.528678,0.001733333,390,585000,0.00026464558,309,0.9900970831513405,-0.00011622626,1848.4023790359497
628.0,0.29143745,586500,291.893186,10.9829445,0.012399998,391,586500,0.0010862196,313,0.9655956998467445,-0.0007582234,1853.1895949840546
937.0,0.35537463,588000,35.918753,36.080612,0.0046666665,392,588000,0.00074118114,304,0.8594862371683121,-0.0004939837,1858.1162145137787
543.0,0.23109764,589500,223.955348,17.244532,0.008666667,393,589500,0.0009108118,302,0.9590104520320892,-0.00096006534,1863.0779054164886
911.0,0.32670945,591000,5.567689,13.62855,0.03499999,394,591000,0.0023595854,325,0.891482412815094,-0.0024421003,1867.683343887329
702.0,0.2718123,592500,191.46959,12.717709,0.014466662,395,592500,0.0013248355,312,0.9605757892131805,-0.0020485597,1872.4877078533173
724.0,0.11494939,594000,216.646824,17.780043,0.00033333336,396,594000,0.00012156598,296,0.9632990919053555,-0.00059681246,1877.5481207370758
671.0,0.25034437,595500,262.371748,10.343579,0.010133332,397,595500,0.0014191681,290,0.9664204269647598,-0.002155108,1882.7135031223297
662.0,0.16736612,597000,218.654975,5.5959187,0.009066662,398,597000,0.0006625362,312,0.9895936995744705,-0.0025434268,1887.517903327942
636.0,0.17872989,598500,58.348269,21.23336,0.009266664,399,598500,0.00062423764,278,0.9058277606964111,-0.00081702136,1892.9115839004517
703.0,0.18725741,600000,273.859731,16.841057,0.010666664,400,600000,0.0009945396,316,0.9554895721375942,-0.00094326,1897.6490850448608
617.0,0.18073532,601500,141.561376,17.129808,0.006999998,401,601500,0.0007825876,318,0.9617240242660046,-0.0010518212,1902.3597829341888
