#{"t_start": 1532434643.9479249, "env_id": "SetDown-v3"}
r,l,t
850.075356,1500,4.966525
778.326711,1500,9.4841
901.145383,1500,13.709509
850.528924,1500,17.98121
892.771139,1500,22.352354
863.333589,1500,26.81988
834.91091,1500,31.072146
967.543222,1500,35.40571
443.567703,919,38.325561
702.362018,1250,42.093858
435.205692,810,44.389822
611.646751,1178,47.919805
771.800595,1500,52.334962
442.362021,861,55.058504
669.625469,1110,58.538463
428.978946,950,61.235997
406.652071,1123,64.601499
672.703577,1135,67.988642
306.549944,678,69.957659
206.392448,682,72.254218
227.387443,734,74.416864
697.091717,1305,78.281757
163.890505,706,80.378971
170.298953,660,82.662014
292.331218,831,85.073512
318.214456,839,87.76576
640.96187,1174,91.260694
326.609047,840,93.709507
478.387555,735,96.139055
477.739227,800,98.50966
371.183882,761,101.013704
549.948806,962,103.949427
465.120883,880,106.399669
682.733527,1065,109.684275
280.269717,797,111.939677
640.421673,987,115.081635
376.618867,891,117.931998
665.482245,1198,121.203006
715.826553,1345,125.156895
348.578166,853,127.849188
296.725182,942,130.75395
423.830928,814,133.070636
484.901496,755,135.575555
498.226474,999,138.417809
268.129618,674,140.753721
269.636258,849,143.203572
383.621014,735,145.683495
375.960408,675,147.715443
387.562202,832,150.528176
149.660019,703,152.590376
337.253667,660,154.896212
405.237957,696,156.964501
324.512976,609,159.114461
365.007862,859,161.609842
410.524183,926,164.591802
393.175813,783,166.822734
162.643885,847,169.660087
511.241153,806,171.961385
265.17903,839,174.741844
351.780437,879,177.270706
369.469141,835,180.27323
364.290323,931,183.403122
405.446335,739,185.674245
533.734189,1042,189.372784
393.410153,670,191.483373
224.196275,627,193.684862
613.869765,1103,196.962202
298.500977,807,199.655574
531.705554,1028,202.800945
256.984194,655,204.768306
343.024988,723,207.11397
264.80755,672,209.126194
332.778903,627,210.959814
474.00927,950,213.990701
372.164753,809,216.590654
243.117503,708,218.76136
310.986542,870,221.520635
316.114849,828,223.836185
260.766497,867,226.528121
267.925696,634,228.463399
245.112215,632,230.643519
354.560989,728,232.683293
380.458916,962,235.93253
351.844677,906,238.538931
262.530358,687,240.822034
295.400542,876,243.427167
231.428821,598,245.560811
759.431317,1264,249.253111
607.679655,1137,252.457938
485.767515,984,255.548818
371.306569,753,258.094954
867.872278,1363,261.96106
287.312353,659,264.258914
514.913016,1103,267.537996
806.925963,1369,271.460328
372.90309,647,273.384493
732.915184,1393,277.339894
264.748248,669,279.266144
745.527179,1198,282.744808
396.587481,747,285.230505
276.772609,699,287.279449
329.5796,664,289.5912
329.162641,810,291.892548
325.905751,690,294.293834
393.294508,877,296.778215
342.38088,656,299.028212
464.676808,1059,301.88403
334.184109,663,304.093828
311.807194,592,305.951171
480.967743,982,308.993254
190.701318,584,310.759028
441.300402,955,313.861796
257.579022,695,315.837603
364.652543,578,317.921636
320.36488,835,320.28942
244.950356,651,322.473337
195.000438,874,325.033481
198.191399,741,327.51161
323.365136,824,329.793161
390.681032,972,332.902024
327.677742,898,335.659704
289.815354,625,337.495752
307.316556,959,340.435639
509.713917,1027,343.322967
164.174545,622,345.723485
207.489426,625,347.705605
417.886931,954,350.817713
351.897225,627,352.844317
279.082686,613,355.053154
509.272853,1068,358.062616
48.411796,655,360.354814
673.725463,1116,363.406401
795.412886,1500,367.874669
372.050133,805,370.485655
181.045498,651,372.512455
221.386528,608,374.758922
442.358907,966,377.469605
467.354485,919,380.398346
460.451701,877,383.185075
341.364154,752,385.359392
356.975499,986,388.405873
83.259456,612,390.156498
65.231277,556,392.170346
542.035577,1103,395.153473
66.254577,609,397.206866
506.518704,1058,400.12913
424.979424,814,402.859326
425.723972,905,405.683021
377.621586,771,407.856732
201.037535,595,409.963521
164.076041,655,411.876729
296.726732,793,414.119887
393.14632,778,416.644808
51.340408,614,418.506118
64.071222,614,420.71379
323.497497,863,423.261791
73.862981,557,425.278252
269.815834,799,427.627788
402.326932,883,430.415578
206.797344,804,432.706271
151.253363,648,434.893643
163.796165,637,436.728487
78.272914,623,438.874977
325.325423,739,440.977522
19.225137,580,443.02526
316.947417,756,445.298751
57.636823,563,446.981812
42.477295,642,449.273349
39.448874,606,451.125928
276.636261,604,453.243604
444.386077,937,455.828238
33.400482,588,457.883195
319.910502,811,460.121645
319.841788,926,462.98244
345.769814,766,465.221951
253.563218,727,467.603227
90.606934,582,469.332919
1.592638,598,471.450655
361.767644,813,473.724895
104.183825,614,475.880817
244.722349,790,478.098462
280.735131,849,480.8533
30.758248,587,482.762202
334.598603,775,485.455121
264.792327,743,487.685424
291.359381,720,490.29987
146.833033,634,492.277133
30.002024,662,494.215276
193.942008,755,496.895241
170.966427,787,499.216291
272.228462,876,502.035359
78.465906,632,503.961616
157.356131,644,506.184182
236.533837,582,508.058703
293.156521,801,510.725508
58.219088,591,512.534785
422.933602,894,515.462313
411.076181,833,517.810896
391.869857,899,520.729392
144.590313,687,522.856353
277.334219,840,525.566949
82.969826,647,527.565112
234.51516,609,529.706834
470.884541,1007,532.571872
121.224078,675,534.900764
229.030754,604,536.72559
180.46569,620,538.863691
191.810543,615,540.713106
238.56072,638,542.909627
372.912431,930,545.501747
335.990431,694,547.992905
277.786266,760,550.164738
288.250662,627,552.392322
233.040467,717,554.578505
256.48398,658,556.806234
272.497947,732,559.010837
686.636315,1197,562.744067
448.918777,962,565.527608
311.997665,893,568.387778
687.968999,1205,572.040624
203.654249,722,574.26782
467.940212,860,577.104466
488.211753,975,580.231661
360.660364,736,582.604706
295.23042,776,585.214483
608.508047,1227,588.791431
212.634462,843,591.702971
475.092889,1136,595.257973
431.535194,924,597.857987
367.885031,672,600.13565
615.029895,1157,603.563621
371.187234,747,605.725042
435.277933,947,608.701146
381.76083,794,611.054049
485.919732,981,614.02671
345.996035,883,616.51376
425.124868,900,619.313966
265.63791,630,621.229563
304.345366,629,623.439466
365.675731,883,625.858482
354.864021,863,628.648713
263.830262,672,630.618614
202.135024,612,632.762269
286.846654,757,634.880556
310.796036,845,637.649548
380.806795,872,640.346688
293.299301,617,642.253266
386.621477,764,644.475422
304.225028,605,646.552167
262.571255,814,648.823357
226.389322,703,651.182846
327.049155,594,652.944684
266.182193,846,655.626241
317.871103,774,657.807527
161.268752,605,660.014467
316.33442,931,662.577436
148.02599,626,664.76505
481.465723,935,667.424211
154.739346,662,669.712828
314.681844,656,671.598984
505.311785,983,674.577875
207.819101,578,676.37251
360.212268,814,678.995756
314.205353,597,680.844831
287.302626,780,683.423636
249.315546,655,685.314318
495.600966,1042,688.552442
300.209275,709,690.573381
297.563954,623,692.828435
272.483894,617,694.802254
300.325823,622,697.226561
274.560934,710,699.325886
215.309619,775,701.946527
234.738604,677,703.935029
371.27992,630,705.92495
271.123356,601,708.367743
375.644764,881,711.049903
367.904497,794,713.908218
304.864172,719,716.157192
353.929247,692,718.634291
195.908695,678,720.857925
444.974046,836,723.664025
465.287296,1043,727.084772
459.117311,997,729.935394
174.498087,604,732.078156
226.023648,604,733.86307
326.929667,645,736.042669
509.010988,1055,738.854218
323.145296,667,741.076601
326.566706,663,742.993567
413.28684,946,745.879409
326.047563,853,748.324533
266.336611,666,750.689621
452.51156,895,753.179083
317.75982,668,755.448957
620.28271,1050,758.681113
371.218844,670,760.642662
265.59374,579,762.347026
485.347107,976,765.342755
311.629708,632,767.258513
387.239543,774,769.878764
252.206616,599,771.68658
616.67016,1049,774.883999
302.846492,654,776.890161
293.038389,638,779.137244
249.210171,625,780.998546
242.115927,644,783.180388
196.239649,841,785.536132
337.133429,851,788.249867
369.6618,792,790.526092
356.225771,759,792.981279
113.57265,596,794.74423
428.23805,858,797.461345
305.661031,767,799.656987
401.741867,908,802.475834
188.817678,602,804.262819
217.327674,572,806.301645
306.019343,763,808.44928
189.758525,757,810.909033
42.97921,572,812.585232
211.566979,845,815.326203
192.250885,587,817.117506
157.463937,650,819.325953
301.550441,760,821.504408
255.545159,765,824.166058
304.233716,764,826.318507
278.700978,668,828.565102
398.08041,823,830.86238
348.561104,887,833.699499
268.980825,831,836.039121
114.179555,594,838.203653
186.652183,635,840.028383
260.707279,642,841.923883
267.519834,603,844.068368
55.606695,640,846.010941
323.636056,736,848.388056
238.881032,689,850.412379
225.810981,607,852.585496
244.129377,546,854.280217
397.727273,783,856.78448
121.886552,772,859.043937
101.920722,611,860.872474
274.408425,717,863.223451
294.368433,760,865.396461
100.258586,611,867.608605
109.507352,596,869.434188
310.914568,583,871.657628
234.550463,645,873.651687
165.895423,770,876.196053
170.153013,611,878.059903
175.513966,832,880.739574
59.079968,806,883.055629
152.471302,611,885.183059
213.965268,654,887.102865
7.128392,963,890.26026
315.999277,628,892.200863
254.500584,789,894.935499
220.394944,591,896.791138
238.674384,714,898.893521
377.026058,775,901.478717
102.989376,612,903.328486
149.421661,782,905.9276
