value_loss,approxkl,time_elapsed,fps,eplenmean,policy_loss,serial_timesteps,nupdates,eprewmean,total_timesteps,policy_entropy,clipfrac,explained_variance
24.829548,5.0168496e-06,598.6099624633789,446,1316.2,-1.48072895e-05,88500,59,501.13,265500,1.0061829,0.0,0.9441106356680393
26.549456,1.779383e-05,609.283148765564,421,1320.13,-0.0001927212,90000,60,507.91,270000,0.9731755,0.0,0.9429443664848804
25.866623,7.05328e-06,619.1692321300507,455,1325.21,-8.282777e-05,91500,61,515.45,274500,1.057926,0.0,0.9326628595590591
22.389378,5.0619474e-06,629.1272795200348,451,1316.92,-3.5502875e-05,93000,62,515.22,279000,0.7432279,0.0,0.9499395564198494
27.880653,3.3713623e-05,639.604882478714,429,1297.95,-0.00021936696,94500,63,500.57,283500,0.8315545,0.0,0.936494879424572
25.561867,6.459965e-05,650.1072294712067,428,1302.82,-0.0004539999,96000,64,509.51,288000,0.923226,0.0,0.9455088302493095
21.887314,2.474291e-05,660.0787065029144,451,1307.43,-0.00013435427,97500,65,518.63,292500,0.98640054,0.0,0.9554604813456535
22.452639,1.5531417e-05,669.9431262016296,456,1305.43,-0.00016176687,99000,66,519.98,297000,0.83517736,0.0,0.954085897654295
28.708708,5.009955e-05,680.6879105567932,418,1305.21,-0.00041668647,100500,67,516.02,301500,0.884535,0.0,0.9387413449585438
24.791946,7.751051e-06,690.5627834796906,455,1298.16,-4.1816173e-05,102000,68,508.88,306000,0.8638875,0.0,0.9445706382393837
23.139542,0.00034390195,700.3199915885925,461,1294.28,-0.0008878966,103500,69,506.84,310500,0.97009873,0.00017777778,0.9554624147713184
35.755085,3.144281e-05,711.2616229057312,411,1283.46,-9.383783e-05,105000,70,493.22,315000,0.7528194,0.0,0.9254698902368546
19.324177,0.00021768123,720.9266946315765,465,1275.61,-0.0005516095,106500,71,488.54,319500,0.6524228,0.0002888889,0.9500032179057598
25.814716,3.0817577e-05,731.2251031398773,436,1262.31,-0.00016720494,108000,72,477.86,324000,0.9906016,0.0,0.9401941075921059
24.980589,2.4797659e-05,741.3078715801239,446,1253.63,-0.00013471422,109500,73,471.05,328500,0.8599295,0.0,0.9484400115907192
21.966093,2.1567721e-05,751.1722836494446,456,1246.73,-0.00012729468,111000,74,463.85,333000,0.89140165,0.0,0.9522165097296238
37.294044,1.1142351e-05,762.3393800258636,402,1239.5,-0.000105882296,112500,75,452.9,337500,0.80057174,0.0,0.9218508377671242
18.110603,5.294838e-05,772.2322728633881,454,1235.47,-0.0004983734,114000,76,448.86,342000,0.6844127,0.0,0.9578587338328362
24.656353,2.0350179e-05,782.1537823677063,453,1234.35,-0.00011273327,115500,77,445.34,346500,0.9781983,0.0,0.9513792581856251
24.566626,6.016206e-05,792.3685386180878,440,1225.24,-0.00027384332,117000,78,429.06,351000,0.87571585,0.0,0.9473916366696358
31.128298,5.934664e-06,802.7112681865692,435,1229.65,-3.7983373e-05,118500,79,435.4,355500,0.9634269,0.0,0.925227053463459
23.741493,3.5063047e-05,812.7610237598419,447,1235.7,-0.00019625688,120000,80,448.03,360000,1.0046368,0.0,0.9487769566476345
21.883978,9.4221534e-05,822.5178098678589,461,1234.84,-0.00029454567,121500,81,450.9,364500,0.87740165,0.0,0.9588203504681587
24.804497,2.5563892e-05,832.8332362174988,436,1236.28,-0.0002390011,123000,82,445.99,369000,0.98344874,0.0,0.9425018578767776
22.870508,4.8746737e-05,842.6696650981903,457,1236.34,-0.00029091266,124500,83,447.3,373500,1.0200977,0.0,0.9511491023004055
27.380562,4.6857345e-05,853.6589713096619,409,1228.37,-0.0001904136,126000,84,447.3,378000,0.74999094,0.0,0.9427546449005604
21.816618,1.790686e-05,863.5654463768005,454,1223.81,-0.00015837232,127500,85,443.16,382500,0.80355537,0.0,0.9523889571428299
25.785793,1.2509713e-05,873.843222618103,437,1218.07,-0.00017297971,129000,86,434.59,387000,0.8702479,0.0,0.9471118189394474
25.734041,6.0440623e-05,884.5472176074982,420,1214.09,-0.00032722205,130500,87,431.63,391500,0.91440123,0.0,0.9481047354638577
20.103506,2.8128608e-05,895.0300552845001,429,1200.52,-0.00019991353,132000,88,418.8,396000,0.81036305,0.0,0.9569291137158871
24.070284,6.8159046e-05,904.578882932663,471,1206.4,-0.0003712644,133500,89,423.58,400500,0.98721987,0.0,0.9513370543718338
15.938546,5.559661e-05,913.8998527526855,482,1208.34,-0.00018270737,135000,90,426.79,405000,1.0021826,0.0,0.9629685804247856
22.25376,0.00028901012,923.5895166397095,464,1212.07,-0.0011230609,136500,91,434.83,409500,0.8047227,0.0,0.9579872414469719
21.264704,2.7644026e-05,932.7575902938843,490,1201.76,-6.554862e-05,138000,92,424.17,414000,0.8973043,0.0,0.9567789398133755
31.360092,1.8455497e-05,943.5112836360931,418,1190.41,-9.406002e-05,139500,93,425.94,418500,0.7563642,0.0,0.9343848377466202
22.324713,6.2258485e-05,953.0295567512512,472,1188.66,-0.00032805768,141000,94,429.78,423000,0.94259363,0.0,0.9553905539214611
21.902246,2.2368165e-05,962.8869581222534,456,1181.34,-0.00021109032,142500,95,424.62,427500,0.7198004,0.0,0.955030869692564
25.121773,7.205976e-05,973.0341794490814,443,1180.37,-0.0005603567,144000,96,430.2,432000,0.8380018,0.0,0.9485048837959766
23.145412,1.4199854e-05,982.9727094173431,452,1184.58,-0.00015517925,145500,97,436.99,436500,0.8569086,0.0,0.9519531466066837
22.889359,1.3293607e-05,992.7319025993347,461,1185.91,-5.7880607e-05,147000,98,444.52,441000,0.77378166,0.0,0.950948640704155
29.49185,2.552016e-05,1003.3599669933319,423,1170.73,-0.00021741053,148500,99,428.24,445500,0.81881785,0.0,0.9462460167706013
18.911629,4.2032363e-05,1013.0504102706909,464,1168.67,-0.00014602559,150000,100,430.68,450000,0.6877296,0.0,0.9582233652472496
19.29773,2.0333393e-05,1023.0400159358978,450,1179.17,-0.00013910561,151500,101,442.37,454500,0.9739882,0.0,0.9641500748693943
23.837963,3.5732548e-05,1033.115314245224,446,1179.15,-0.0002669995,153000,102,447.24,459000,0.83402956,0.0,0.9533892832696438
21.627209,7.412335e-05,1042.8977854251862,460,1188.15,-0.0003054743,154500,103,461.2,463500,0.9822745,0.0,0.9647229574620724
20.204897,2.4289702e-05,1052.4348449707031,471,1189.13,-0.00018778424,156000,104,460.99,468000,0.97555983,0.0,0.959076177328825
24.663294,0.00017139757,1062.2041282653809,460,1194.69,-0.0006430661,157500,105,466.66,472500,1.0063573,0.0,0.9489806741476059
25.493975,1.305296e-05,1072.6229915618896,431,1185.39,-8.895761e-05,159000,106,455.76,477000,0.8113313,0.0,0.9541304670274258
24.90305,5.4069566e-05,1082.6719846725464,447,1182.33,-0.00020946309,160500,107,450.18,481500,0.90465546,0.0,0.9514445289969444
21.660805,3.5511624e-05,1092.786027431488,444,1181.1,-0.0002680922,162000,108,455.19,486000,0.88974917,0.0,0.9558070115745068
22.798578,6.3372914e-05,1102.468518257141,464,1187.69,-0.00031644065,163500,109,462.74,490500,1.0125829,0.0,0.9599715583026409
22.264631,0.00010447457,1112.2530431747437,459,1186.52,-0.00026657473,165000,110,457.78,495000,0.90493697,0.0,0.9533355161547661
26.422049,3.547508e-05,1122.3731999397278,444,1199.44,-0.00016847102,166500,111,460.47,499500,0.98536384,0.0,0.9443150013685226
21.491056,0.00023745526,1132.5470793247223,442,1206.58,-0.000745404,168000,112,470.22,504000,0.8707367,2.2222222e-05,0.9623294100165367
25.260017,3.3135973e-05,1142.4914951324463,452,1204.71,-6.848339e-05,169500,113,468.29,508500,0.8755505,0.0,0.9467698186635971
17.887693,7.3120004e-06,1151.1794695854187,517,1202.94,-7.175786e-05,171000,114,464.56,513000,0.72465026,0.0,0.9634771272540092
19.122103,4.1355083e-06,1159.649967432022,531,1208.27,-3.5423167e-05,172500,115,468.03,517500,0.958605,0.0,0.9675056487321854
23.290382,1.4517681e-05,1168.3929193019867,514,1207.51,-0.000113728966,174000,116,465.14,522000,0.9180785,0.0,0.9571880288422108
24.093628,2.8631657e-05,1177.3127710819244,504,1207.29,-0.00015902106,175500,117,459.5,526500,0.92963195,0.0,0.9553403928875923
22.32374,3.8450446e-05,1186.3955528736115,495,1206.97,-0.00035407738,177000,118,452.44,531000,0.70490503,0.0,0.9500828199088573
20.357492,1.1241834e-05,1195.201721906662,511,1210.28,2.1171429e-05,178500,119,451.04,535500,0.9391477,0.0,0.9632109627127647
20.865051,0.00010100213,1203.7830243110657,524,1215.14,-0.00045043966,180000,120,449.31,540000,0.89997894,0.0,0.9576963223516941
22.115973,2.8826515e-05,1212.1135382652283,540,1227.04,-0.00019049639,181500,121,457.45,544500,0.95294195,0.0,0.9535922221839428
23.274408,0.00018386457,1220.5778155326843,531,1232.8,-0.0005180421,183000,122,463.67,549000,1.0080028,0.0,0.9572567567229271
23.988518,8.7096814e-05,1229.6657288074493,495,1243.46,-0.00056444725,184500,123,471.45,553500,0.92870504,0.0,0.9588360376656055
26.77667,3.321462e-05,1239.3909311294556,462,1243.35,-0.000263773,186000,124,465.55,558000,0.77962655,0.0,0.9447527341544628
19.97531,5.163896e-05,1248.33806681633,502,1245.89,-0.00033288889,187500,125,466.45,562500,0.7700776,0.0,0.9581499509513378
23.4985,5.205025e-05,1257.225902557373,506,1247.73,-0.0003250778,189000,126,461.25,567000,0.96217734,0.0,0.9536744803190231
26.63289,7.8726924e-05,1266.3638854026794,492,1259.83,-0.00027462558,190500,127,469.68,571500,0.96406955,0.0,0.9502665251493454
24.66413,2.4925586e-05,1275.5294380187988,490,1270.12,-0.00028870572,192000,128,478.74,576000,0.85687184,0.0,0.9520346745848656
23.092922,4.5647e-05,1284.5283823013306,500,1259.61,-0.00027576226,193500,129,465.55,580500,0.71441734,0.0,0.946827370673418
21.255342,2.3836503e-05,1293.2697041034698,514,1258.44,-0.00029770314,195000,130,464.18,585000,0.94307405,0.0,0.9562796987593174
20.93756,1.8888682e-05,1302.3488020896912,495,1247.36,-0.00015123058,196500,131,450.78,589500,0.8573894,0.0,0.9601837173104286
25.700335,1.6240898e-05,1311.2747695446014,504,1247.81,-0.0001094313,198000,132,457.14,594000,0.89890254,0.0,0.9548983462154865
23.778067,9.647295e-05,1319.7272052764893,532,1250.08,-0.00053530023,199500,133,459.1,598500,1.0232537,0.0,0.9480032585561275
22.230417,8.901477e-05,1328.481874704361,514,1253.77,-0.0002815046,201000,134,466.07,603000,0.9060516,0.0,0.9573025666177273
20.479536,3.1010586e-05,1337.6512966156006,490,1253.2,-0.00013529675,202500,135,462.38,607500,0.8186735,0.0,0.9619633443653584
22.398272,6.491188e-05,1346.2280147075653,524,1251.51,-0.00031306018,204000,136,458.75,612000,0.8862062,0.0,0.9522181712090969
24.16113,1.4517588e-05,1355.3183553218842,495,1245.19,-0.00016359173,205500,137,450.15,616500,0.98557436,0.0,0.9562847390770912
23.25475,1.39403555e-05,1364.285353899002,501,1243.45,-5.9456965e-05,207000,138,453.48,621000,0.7814794,0.0,0.955857377499342
21.422993,0.00010058542,1372.869383573532,524,1245.22,-0.00046015024,208500,139,454.0,625500,0.94942683,0.0,0.9619802460074425
22.0901,5.9076607e-05,1381.270608663559,535,1247.2,-0.00023499083,210000,140,457.02,630000,0.97519654,0.0,0.9582932069897652
20.61981,2.0956002e-05,1390.1900010108948,504,1245.93,-0.00022023304,211500,141,456.67,634500,1.0180262,0.0,0.9579520970582962
29.17228,3.766886e-05,1399.725753068924,471,1245.84,-0.00022980112,213000,142,458.08,639000,0.71239394,0.0,0.9387309439480305
21.094414,5.1613784e-05,1408.4274146556854,517,1245.33,-0.00019468278,214500,143,455.2,643500,0.8845085,0.0,0.9605943188071251
21.457136,5.5552693e-05,1416.9869256019592,525,1248.22,-0.00034435277,216000,144,458.07,648000,1.0360847,0.0,0.9577675759792328
21.957989,0.00012966731,1425.350909948349,538,1256.27,-0.0006249784,217500,145,475.78,652500,1.0249141,0.0,0.959631260484457
20.447277,6.510413e-05,1433.8915648460388,526,1261.84,-0.00026152228,219000,146,486.36,657000,0.86831194,0.0,0.9666025042533875
26.649572,3.279429e-05,1443.451031446457,470,1251.91,-0.00017733611,220500,147,477.26,661500,0.75975174,0.0,0.9441215172410011
19.975788,6.549798e-05,1452.1896975040436,514,1247.98,-0.00034756903,222000,148,472.44,666000,0.76392686,0.0,0.9606215618550777
25.271431,9.005563e-05,1461.363707780838,490,1241.33,-0.00024372186,223500,149,464.8,670500,0.9426656,0.0,0.9520899765193462
20.870283,5.7324105e-06,1470.5020923614502,492,1230.59,-5.32118e-05,225000,150,451.33,675000,0.74903154,0.0,0.9603846296668053
23.131508,8.432578e-05,1479.5120868682861,499,1223.57,-0.0006288061,226500,151,448.74,679500,0.7050891,0.0,0.9518565349280834
29.593956,2.0559337e-05,1489.3434925079346,457,1227.88,-0.00016615787,228000,152,450.06,684000,0.8734441,0.0,0.9414654448628426
17.868042,4.3446933e-05,1498.3925230503082,497,1228.88,-0.0002893611,229500,153,456.81,688500,0.7374011,0.0,0.9672629870474339
23.670326,3.8416387e-05,1507.621412038803,487,1222.49,-0.00016175924,231000,154,448.28,693000,0.8910996,0.0,0.9528461508452892
23.823736,6.5154322e-06,1517.0060336589813,479,1222.71,-9.206079e-05,232500,155,447.41,697500,0.8435108,0.0,0.9571772292256355
23.236753,1.3450289e-05,1526.61469912529,468,1222.52,-0.00019069482,234000,156,443.0,702000,0.78915316,0.0,0.95168786495924
27.304136,9.0188136e-05,1535.5842571258545,501,1225.01,-0.0003787789,235500,157,449.43,706500,0.9074527,0.0,0.9449688494205475
23.155811,2.8594794e-05,1544.4348731040955,508,1230.34,-0.00020826409,237000,158,454.58,711000,0.87922907,0.0,0.9549021981656551
19.107735,8.175521e-06,1553.0398561954498,522,1224.24,-5.7953763e-05,238500,159,446.3,715500,0.8734175,0.0,0.9654244743287563
25.898846,2.5535102e-05,1562.03316116333,500,1221.27,-0.00014765472,240000,160,442.67,720000,0.91535544,0.0,0.9509768076241016
26.54446,3.0183153e-05,1571.2914185523987,486,1214.59,-0.00017140183,241500,161,433.68,724500,0.7630416,0.0,0.9487981125712395
23.668789,3.106617e-05,1579.9256246089935,521,1207.69,-0.00021206058,243000,162,429.16,729000,0.8022295,0.0,0.9530682079494
23.139399,3.16287e-05,1588.40132021904,530,1215.48,-0.00012267922,244500,163,443.16,733500,1.033258,0.0,0.9555535167455673
18.795906,5.424595e-05,1596.9751596450806,524,1212.44,-0.0003886426,246000,164,441.63,738000,0.8458936,0.0,0.9646856933832169
19.187777,7.4063237e-06,1605.7169325351715,514,1207.91,-3.6907357e-05,247500,165,438.14,742500,0.798852,0.0,0.9635031521320343
19.269102,3.2400865e-06,1614.2146618366241,529,1203.82,-8.232346e-05,249000,166,434.37,747000,0.8884709,0.0,0.9635117053985596
19.670736,2.9161974e-05,1623.2676331996918,497,1197.2,-0.0001662267,250500,167,426.34,751500,0.85984975,0.0,0.9661634787917137
26.05939,4.3127675e-05,1632.4925639629364,487,1201.64,-0.0001586121,252000,168,432.07,756000,0.8240454,0.0,0.9543737396597862
21.545164,2.836908e-05,1641.4480428695679,502,1201.87,-0.00010931422,253500,169,430.17,760500,0.90062326,0.0,0.9590996466577053
31.81604,6.019508e-06,1651.5026161670685,447,1193.76,-6.7306806e-05,255000,170,428.89,765000,0.7082899,0.0,0.9345178008079529
20.622614,1.5051945e-05,1661.8071155548096,436,1177.83,-0.00016921392,256500,171,410.82,769500,0.8115643,0.0,0.9611264280974865
30.823233,0.00018952302,1671.7692539691925,451,1167.25,-0.00078457326,258000,172,401.89,774000,0.9531699,0.0,0.9409040845930576
22.975046,4.330334e-05,1680.7697460651398,499,1173.34,-0.00016466621,259500,173,412.54,778500,0.90796953,0.0,0.9587347134947777
24.64841,3.1059106e-05,1690.2233459949493,476,1174.24,-0.00018969852,261000,174,416.22,783000,0.7487633,0.0,0.944395162165165
26.225548,0.0001730722,1699.652634859085,477,1170.29,-0.0005476778,262500,175,416.6,787500,0.9027615,0.0,0.950395505875349
21.676058,2.2408385e-05,1709.0189228057861,480,1171.88,-0.00025053986,264000,176,417.5,792000,0.7303959,0.0,0.958241805434227
22.263533,6.8868554e-05,1717.5331418514252,528,1183.93,-0.00022798282,265500,177,429.08,796500,1.0096222,0.0,0.9583928696811199
19.225628,9.830468e-05,1726.1152572631836,524,1190.84,-0.00038103107,267000,178,438.01,801000,0.935085,0.0,0.9655262380838394
26.406456,2.0361038e-05,1735.4715945720673,480,1185.22,-0.00010231182,268500,179,432.85,805500,0.68674767,0.0,0.941913515329361
23.15888,4.443726e-05,1744.5398852825165,496,1186.63,-0.00035989014,270000,180,437.01,810000,0.8413561,0.0,0.9561253450810909
23.448706,4.8851576e-05,1753.2330107688904,517,1188.67,-0.00022642653,271500,181,438.59,814500,0.95639974,0.0,0.9589203149080276
23.358698,4.4881162e-05,1761.9760575294495,514,1192.62,-0.00019342404,273000,182,447.52,819000,0.92676145,0.0,0.958684653043747
19.170801,3.7917413e-05,1770.4339089393616,532,1198.11,-0.0002187369,274500,183,454.56,823500,0.962146,0.0,0.9638292267918587
22.214964,8.742105e-05,1779.6920039653778,486,1194.21,-0.00068409444,276000,184,445.51,828000,0.70007974,0.0,0.9512716494500637
21.105198,1.9848225e-05,1788.3670861721039,518,1194.59,-0.00015875691,277500,185,448.91,832500,0.89646256,0.0,0.9601916521787643
21.655807,1.3063189e-05,1796.8932778835297,527,1194.98,-0.00014777317,279000,186,449.32,837000,0.92511964,0.0,0.9614745005965233
25.742434,4.5547913e-05,1805.832267522812,503,1191.72,-0.00027096266,280500,187,450.91,841500,0.8899351,0.0,0.9577718004584312
17.77982,0.0006099984,1814.7269389629364,505,1196.69,-0.0014658882,282000,188,456.5,846000,0.8249817,0.0015333333,0.9666047394275665
18.871994,6.603329e-05,1823.8245885372162,494,1202.37,-0.0003775356,283500,189,460.66,850500,0.9285946,0.0,0.9665283411741257
23.189268,0.00019218231,1833.1292712688446,483,1191.26,-0.00072607247,285000,190,444.67,855000,0.70515925,0.0,0.9507619738578796
22.153357,2.3416038e-05,1842.048641204834,504,1185.05,-9.087005e-05,286500,191,440.57,859500,0.78172266,0.0,0.9549382962286472
17.283245,7.992464e-05,1850.6391484737396,523,1184.64,-0.00028659677,288000,192,439.4,864000,0.8338249,0.0,0.9637249633669853
19.783045,3.8903985e-05,1859.4250626564026,512,1183.98,-0.00021642166,289500,193,440.1,868500,0.9385074,0.0,0.9618668034672737
25.275852,1.2377186e-05,1868.5238378047943,494,1190.47,-0.00010778359,291000,194,445.89,873000,0.9734922,0.0,0.955342248082161
18.376692,7.505688e-05,1877.0026874542236,530,1196.7,-0.00036319954,292500,195,450.33,877500,1.0205463,0.0,0.9690971337258816
16.775414,5.9627513e-05,1885.9575634002686,502,1195.83,-0.00027521895,294000,196,448.16,882000,0.66189975,0.0,0.9497590512037277
19.49103,1.0827807e-05,1894.516373872757,525,1199.45,-0.00015296374,295500,197,450.24,886500,0.9242959,0.0,0.9571266956627369
25.354717,3.5232442e-05,1903.3564035892487,509,1208.34,-0.00021510577,297000,198,456.41,891000,0.9015672,0.0,0.9548660703003407
27.458502,7.754156e-05,1912.6018872261047,486,1208.43,-0.0004911333,298500,199,452.65,895500,0.90973854,0.0,0.9500491730868816
18.230995,3.886699e-05,1921.1306908130646,527,1200.31,-0.00015249943,300000,200,441.86,900000,0.8535281,0.0,0.9676238372921944
18.53295,6.845791e-06,1929.8938949108124,513,1213.1,-4.643566e-05,301500,201,452.19,904500,0.90912306,0.0,0.9687096364796162
