serial_timesteps,policy_loss,nupdates,explained_variance,policy_entropy,time_elapsed,value_loss,clipfrac,fps,eplenmean,total_timesteps,approxkl,eprewmean
79872,-2.751155e-05,156,0.042347609996795654,1.468459,1025.978135585785,13.960055,0.0,664,1483.6766666666667,638976,6.589441e-06,12.15
80384,-0.00045805477,157,0.07299596071243286,1.4769607,1033.2652294635773,16.500626,0.0,562,1483.49,643072,0.00037578924,13.543333333333333
80896,-0.0005666693,158,0.9093629196286201,1.4810832,1040.795984506607,0.00082531356,0.0,543,1483.49,647168,0.00023865796,15.86
81408,-0.0008669284,159,0.1103333830833435,1.4763827,1046.321291923523,0.8031169,0.0,741,1483.49,651264,0.00037977909,15.86
81920,-0.0005943838,160,0.07379496097564697,1.5058873,1053.7780430316925,1.3401475,0.0,549,1483.36,655360,0.0004898991,16.006666666666668
82432,-0.0011734038,161,0.9651567712426186,1.4919138,1061.5483350753784,0.00026041295,0.0,527,1483.0333333333333,659456,0.00025484897,16.21
82944,-0.00026896363,162,0.024647951126098633,1.491166,1068.22380900383,8.327785,0.0,613,1483.0333333333333,663552,9.105894e-05,16.21
83456,-0.0010523937,163,0.07194936275482178,1.4960687,1077.2626223564148,13.3357525,0.0,453,1481.53,667648,0.000109228844,17.653333333333332
83968,-0.0014617739,164,0.8109896928071976,1.4808192,1083.5986363887787,0.0011383907,0.0,646,1480.7933333333333,671744,0.0005664059,18.993333333333332
84480,-0.000999728,165,0.6963450312614441,1.4822323,1089.975203037262,0.0012028822,0.0,642,1480.7933333333333,675840,0.00044313102,18.993333333333332
84992,-0.00037810166,166,0.8164600729942322,1.4782737,1097.8708879947662,0.00025785604,0.0,518,1480.7933333333333,679936,7.623626e-05,18.993333333333332
85504,-0.00047704173,167,0.9388310983777046,1.4640927,1103.5393226146698,0.00016217775,0.0,722,1480.7933333333333,684032,0.0001519722,18.993333333333332
86016,-0.0011399572,168,0.8774926140904427,1.4828829,1109.920884847641,0.0002291529,0.0,641,1480.48,688128,0.00072653976,18.993333333333332
86528,-0.0019154742,169,0.7998337745666504,1.4849946,1117.6150345802307,9.464694e-05,0.0,532,1479.53,692224,0.0009938296,18.993333333333332
87040,-0.0010481096,170,0.8695016503334045,1.473689,1123.7799496650696,0.00013976025,0.0,664,1479.3766666666668,696320,0.00017849829,18.993333333333332
87552,-0.002231192,171,0.8383031636476517,1.5087461,1130.351666688919,0.00016421275,0.0,623,1479.3766666666668,700416,0.0013328714,18.993333333333332
88064,-0.0016391719,172,0.9101112931966782,1.4991983,1138.1494858264923,0.00015471542,0.0,525,1479.3766666666668,704512,0.000626211,18.256666666666668
88576,-0.00024118647,173,0.061926186084747314,1.4735118,1143.3454048633575,0.6322921,0.0,788,1479.3766666666668,708608,9.140459e-05,18.256666666666668
89088,-0.0008891298,174,0.06208914518356323,1.490827,1150.053197145462,4.7949624,0.0,610,1479.3766666666668,712704,0.00025610547,17.743333333333332
89600,-0.0012015838,175,0.8298571109771729,1.4835337,1158.2060370445251,0.0005574041,0.0,502,1479.3766666666668,716800,0.0004221388,18.48
90112,-7.213642e-05,176,0.18754655122756958,1.470771,1164.169914007187,0.12684092,0.0,686,1479.3766666666668,720896,2.6305517e-05,18.48
90624,-0.00013004588,177,0.06357383728027344,1.4799554,1171.194100856781,1.9807991,0.0,583,1479.3766666666668,724992,2.0918498e-05,18.523333333333333
91136,-0.00026976055,178,0.09546768665313721,1.4715576,1179.2785320281982,0.3331698,0.0,506,1479.3766666666668,729088,4.187627e-05,18.95
91648,-0.0006261372,179,0.1792910099029541,1.4617357,1185.1793773174286,0.1281247,0.0,694,1479.3766666666668,733184,0.0001587815,18.95
92160,-0.0017657835,180,0.085671067237854,1.4686378,1191.924393415451,1.8645605,0.0,607,1479.3766666666668,737280,0.000601251,19.01
