fps,eplenmean,value_loss,nupdates,time_elapsed,clipfrac,policy_entropy,policy_loss,total_timesteps,explained_variance,serial_timesteps,eprewmean,approxkl
301,357.5,0.2830506,369,1793.896894454956,0.0015625,0.04070496,-0.0006477886,755712,0.6451071500778198,94464,6.433602286666667,8.434875e-05
211,358.05,0.15224545,370,1803.584805727005,0.0,0.03863976,-4.2471318e-05,757760,0.6723401844501495,94720,6.297551703333333,8.76014e-06
242,359.09,0.27121067,371,1812.0395076274872,0.00034179687,0.04170842,-6.6304914e-05,759808,0.6863979995250702,94976,6.128191313333334,1.362605e-05
325,359.66333333333336,1.0450141,372,1818.327448129654,0.0005859375,0.051141493,-0.00011569003,761856,0.5950690507888794,95232,6.051025093333333,3.3349985e-05
333,357.3566666666667,0.24727467,373,1824.4641466140747,0.00034179687,0.049755678,0.00010123228,763904,0.45420151948928833,95488,6.020183516666667,3.8543298e-05
466,355.95,0.70113605,374,1828.8528518676758,0.0,0.04477135,-1.9917836e-05,765952,0.41201090812683105,95744,5.966185816666666,7.5190374e-06
380,356.14666666666665,3.8173885,375,1834.2391040325165,0.0013183594,0.040983777,-0.00038810453,768000,0.2728571891784668,96000,6.0686553566666674,9.232792e-05
456,355.77666666666664,0.088795826,376,1838.7278306484222,0.030078124,0.11394596,-0.0073704445,770048,0.7144668102264404,96256,5.99720342,0.008937279
437,356.33666666666664,0.40450248,377,1843.4075248241425,0.043115236,0.18982697,-0.0048307413,772096,0.694172739982605,96512,6.003035726666666,0.0055580996
355,356.9033333333333,0.58207977,378,1849.176723241806,0.017773438,0.31838554,0.00025547782,774144,0.6965608298778534,96768,5.926061743333334,0.0010847689
654,356.62333333333333,0.033135798,379,1852.307879447937,0.030419922,0.17547396,0.0024637326,776192,0.7511803209781647,97024,5.926061743333334,0.005346321
376,360.0,2.6583104,380,1857.7549498081207,0.061279297,0.4169523,-0.00259414,778240,0.385184109210968,97280,5.981167783333333,0.0041441666
575,360.88666666666666,0.21430051,381,1861.311933517456,0.027294923,0.24521165,-0.006287317,780288,0.7558582723140717,97536,6.0010634666666665,0.007023886
384,365.0933333333333,0.22901158,382,1866.6420781612396,0.0060546873,0.38576654,-0.00049014774,782336,0.6735648512840271,97792,5.876611846666667,0.0012839205
412,365.9,0.21104798,383,1871.609678030014,0.014550781,0.39398223,0.00026320713,784384,0.7255268692970276,98048,5.8793211366666664,0.00055889605
469,366.9,0.15785119,384,1875.9713506698608,9.765625e-05,0.36434773,-0.00013884905,786432,0.8247693479061127,98304,5.808089263333334,0.00076233695
383,370.99,1.1847851,385,1881.3178369998932,0.038671874,0.3850062,-0.0002788055,788480,0.45626699924468994,98560,5.879989409999999,0.0017295138
327,372.37666666666667,0.25252157,386,1887.575231552124,0.0,0.3575549,-0.00035706168,790528,0.8207744508981705,98816,6.0259520066666665,0.00027021562
211,373.56333333333333,0.05779656,387,1897.2405943870544,0.015966797,0.39810988,-0.00032464144,792576,0.9188551381230354,99072,6.039993089999999,0.0008577462
243,377.18333333333334,0.31385836,388,1905.6571679115295,0.0,0.37094992,-1.8812378e-05,794624,0.6925917267799377,99328,5.889882496666667,0.00016976586
587,376.3566666666667,0.12207987,389,1909.1462965011597,0.046240233,0.4291982,-0.0027708558,796672,0.7398901283740997,99584,5.889882496666667,0.004754272
396,376.71666666666664,0.13959028,390,1914.3130490779877,0.045556642,0.52896184,-0.00033792868,798720,0.8879503980278969,99840,5.895818646666666,0.0022054624
539,377.5133333333333,0.092921875,391,1918.1127800941467,0.022753906,0.48976904,-0.0032890916,800768,0.8569579273462296,100096,5.923296376666667,0.0022365232
377,379.78333333333336,0.26605242,392,1923.53963971138,0.022216797,0.4304059,-0.0025501358,802816,0.8266728669404984,100352,5.93972404,0.0015179445
370,382.26666666666665,0.30493337,393,1929.0628719329834,0.008203125,0.42219096,-0.0017345563,804864,0.6859841644763947,100608,5.830409466666667,0.0011788404
483,384.21,1.7211227,394,1933.299306154251,0.027001953,0.3751343,-0.0012728188,806912,0.5000426769256592,100864,6.022817696666666,0.0034229383
368,388.0466666666667,0.25915247,395,1938.8625831604004,0.02470703,0.30485976,-0.0013518131,808960,0.8061980158090591,101120,6.086941743333333,0.0016057652
550,388.1533333333333,0.03934072,396,1942.584572315216,0.023388673,0.25772464,-0.0016363192,811008,0.9496311135590076,101376,6.144864849999999,0.0015098413
348,389.07,0.3478724,397,1948.4538476467133,0.0064453124,0.2542149,-0.0001858554,813056,0.6551565527915955,101632,6.17813158,0.000346139
392,388.85333333333335,0.5807451,398,1953.668270111084,0.005957031,0.23901217,-0.00080495456,815104,0.6711381077766418,101888,6.275383796666667,0.0005753532
410,392.57666666666665,0.4476642,399,1958.6547317504883,0.012597656,0.20038843,-0.0008590917,817152,0.70636847615242,102144,6.380178063333333,0.0006572372
497,390.65,0.15672857,400,1962.7732169628143,0.0,0.19562355,-5.37081e-05,819200,0.8068163394927979,102400,6.386228346666667,9.59998e-05
306,388.54,0.3371653,401,1969.462387084961,0.0,0.18075992,0.00015156744,821248,0.8082643896341324,102656,6.418232233333333,3.57108e-05
209,388.85333333333335,0.045981683,402,1979.2417845726013,0.010498047,0.1676464,-0.0013587319,823296,0.9488658681511879,102912,6.40711652,0.00074329635
289,389.1066666666667,0.9336961,403,1986.3237040042877,0.0,0.15305576,-5.9161568e-05,825344,0.658505380153656,103168,6.514296436666667,2.3422235e-06
384,388.87666666666667,0.4479495,404,1991.656815290451,0.0086425785,0.16552497,9.2602124e-05,827392,0.792288526892662,103424,6.514744676666667,0.00039321356
483,388.0966666666667,0.20928195,405,1995.8903427124023,0.016503906,0.15414837,-0.00013038816,829440,0.8301327377557755,103680,6.444820503333333,0.0015501407
373,385.86,0.30191088,406,2001.3705625534058,0.02421875,0.16503254,-0.0011153743,831488,0.7791039496660233,103936,6.50758106,0.0017262759
472,386.69666666666666,0.032961708,407,2005.7082889080048,0.005029297,0.124833465,-0.0004199096,833536,0.9790849816054106,104192,6.531140756666667,0.00039886002
472,388.67333333333335,0.13138701,408,2010.040720462799,0.0025390624,0.13969555,-0.00013886734,835584,0.8948391973972321,104448,6.508609533333333,0.00019074276
349,390.7633333333333,3.9851017,409,2015.9093103408813,0.0026367188,0.14834312,-0.0002081675,837632,0.45250487327575684,104704,6.616655306666666,0.00018861955
349,391.99,0.70728636,410,2021.7634732723236,0.0,0.16421548,-4.501571e-06,839680,0.7784778773784637,104960,6.700520583333334,3.9274273e-05
403,392.94666666666666,0.28318164,411,2026.8362176418304,0.0,0.14152715,-5.6078403e-05,841728,0.7874642014503479,105216,6.585452853333333,2.3716722e-05
406,392.50666666666666,0.14261004,412,2031.8688888549805,0.0024414062,0.1407806,-0.00023572038,843776,0.8971008732914925,105472,6.63957409,0.00023532733
365,390.2366666666667,0.29390967,413,2037.4723472595215,0.011328125,0.11718708,-0.0005174051,845824,0.8788862079381943,105728,6.330797506666666,0.00058084517
352,386.33666666666664,0.47653753,414,2043.2908647060394,0.0028320313,0.106964335,-0.0005142625,847872,0.7707728147506714,105984,6.324392553333333,0.00017790435
353,383.81333333333333,0.5775687,415,2049.0920000076294,0.0058105467,0.10545323,-0.0005165979,849920,0.47670233249664307,106240,6.198668893333333,0.00021916597
327,379.91333333333336,0.32571167,416,2055.343339443207,0.0036132813,0.11097598,-0.00024270083,851968,0.8035984933376312,106496,6.2589315433333335,0.00027675097
371,378.28,0.5685469,417,2060.8603615760803,0.0037109375,0.114865884,-3.0056817e-05,854016,0.5544644594192505,106752,6.188960463333333,0.00022877788
201,377.97333333333336,3.3794408,418,2071.0440814495087,0.0,0.12961818,1.5717666e-05,856064,0.3439735174179077,107008,6.284466293333333,1.8110799e-05
357,377.0966666666667,0.039100703,419,2076.76691031456,0.014111328,0.13703465,-0.00042612356,858112,0.9367726445198059,107264,6.133461146666666,0.00070392044
344,375.15,0.38357908,420,2082.709759950638,0.0052734376,0.17778231,-8.6782967e-07,860160,0.4583408236503601,107520,6.032269376666666,0.00026240762
319,375.0,1.0718795,421,2089.127485513687,0.0,0.15672088,-7.4314994e-05,862208,0.6226906776428223,107776,6.085952276666667,0.00010964721
574,374.78,0.026595503,422,2092.69043469429,0.0069335937,0.15893854,-0.0010373993,864256,0.9622152857482433,108032,6.143749906666667,0.0005283009
368,375.1333333333333,0.2545019,423,2098.253000497818,0.013476563,0.20636062,0.00020091946,866304,0.8241786062717438,108288,6.119197593333333,0.0033187806
362,373.8566666666667,0.5044025,424,2103.901626110077,0.012207031,0.24391446,0.00032157876,868352,0.535860151052475,108544,6.092803416666667,0.0006562346
528,373.91333333333336,0.21015337,425,2107.780273914337,0.004931641,0.27916017,0.00012123117,870400,0.8210332542657852,108800,6.164659613333333,0.0003860555
370,374.62,0.18651529,426,2113.309616088867,0.0072265626,0.28719115,-0.00033776753,872448,0.821401372551918,109056,6.100850823333333,0.00041496498
273,373.86333333333334,0.43171495,427,2120.8059482574463,0.019726563,0.29821706,-0.00030597075,874496,0.8064660429954529,109312,6.072850563333333,0.00112037
348,374.39666666666665,0.39160454,428,2126.6874125003815,0.015234375,0.29392785,-0.00061997486,876544,0.7553227692842484,109568,6.17105851,0.0010245407
401,375.11333333333334,0.1529508,429,2131.7899498939514,0.016845703,0.371073,-0.0003588215,878592,0.9075288847088814,109824,6.19869131,0.000890049
350,374.4166666666667,0.2894446,430,2137.6372842788696,0.011328125,0.34166706,3.0316402e-05,880640,0.78066086769104,110080,6.045249736666666,0.0007813944
338,375.04,0.46885943,431,2143.684154510498,0.0007324219,0.34305048,-0.00024435,882688,0.725140392780304,110336,6.144209703333333,0.00021909969
410,372.70666666666665,0.08012593,432,2148.6767704486847,0.010644531,0.33166674,0.0003103625,884736,0.9251883625984192,110592,6.0471789466666666,0.0008951841
203,371.12333333333333,1.1049578,433,2158.7236728668213,0.0,0.32967582,-0.000420744,886784,0.7029237151145935,110848,6.13612863,0.00037560012
230,365.1533333333333,1.8676059,434,2167.61821103096,0.01821289,0.35979217,-1.2385857e-05,888832,0.5709855854511261,111104,6.01627781,0.00065697014
552,364.62666666666667,0.12301427,435,2171.322972536087,0.037158202,0.36376557,-0.00058948004,890880,0.864546149969101,111360,6.015229083333334,0.0032032481
372,363.80333333333334,6.7542067,436,2176.817181110382,0.0018554687,0.32936275,4.515824e-05,892928,0.37019872665405273,111616,6.293013863333333,0.00023498134
358,361.99333333333334,0.65070224,437,2182.5324602127075,0.009423828,0.34162387,-0.00051319285,894976,0.8029841780662537,111872,6.376108863333334,0.0007168722
495,360.72,0.2555702,438,2186.6660301685333,0.0056152344,0.34156922,-0.00014713165,897024,0.8144671022891998,112128,6.41211812,0.0003999214
331,361.49666666666667,0.3765787,439,2192.848870038986,0.021875,0.36341324,0.00015841573,899072,0.7824419140815735,112384,6.268086176666666,0.0022662308
388,362.46666666666664,0.32099634,440,2198.1143906116486,0.02626953,0.34397262,-0.0013936749,901120,0.7917808890342712,112640,6.251525226666668,0.0016708082
344,361.03,0.5685368,441,2204.0648698806763,0.009375,0.3848434,-0.00043707603,903168,0.69883793592453,112896,6.27186482,0.0008861435
477,361.4866666666667,0.115510106,442,2208.3524537086487,0.04575195,0.4672237,-0.00047409124,905216,0.8456172943115234,113152,6.29787681,0.0019777797
332,360.9266666666667,0.4477818,443,2214.5071408748627,0.023242187,0.43547672,-0.0006493592,907264,0.6387015283107758,113408,6.246180576666666,0.0014260646
378,359.12,1.3497368,444,2219.9249699115753,0.016308594,0.45864528,3.900691e-05,909312,0.4949689507484436,113664,6.26417334,0.0010707311
517,358.42333333333335,0.114591,445,2223.886605501175,0.031933594,0.39928597,-0.0027378453,911360,0.8851800858974457,113920,6.259489913333334,0.0025688084
172,356.96,0.47309932,446,2235.7425096035004,0.0018554687,0.40171584,-0.00055313803,913408,0.7960653007030487,114176,6.200834363333334,0.0006233087
480,356.5933333333333,0.24372669,447,2240.0077311992645,0.017724609,0.39058718,-0.00022952599,915456,0.6675461828708649,114432,6.144259706666666,0.001279468
423,355.72333333333336,0.35138884,448,2244.8470644950867,0.023339843,0.48471516,-0.000686174,917504,0.7569778859615326,114688,6.125545776666666,0.0017787649
471,355.6166666666667,0.40975428,449,2249.192093372345,0.016015625,0.3512378,-0.0019967803,919552,0.7925182282924652,114944,6.219736063333334,0.0014507725
475,356.93666666666667,0.121120945,450,2253.5003113746643,0.050390624,0.446637,-0.00022684806,921600,0.8645799905061722,115200,6.242159833333333,0.0020084411
449,358.46666666666664,5.678857,451,2258.054676771164,0.0036132813,0.3953894,-0.00036459844,923648,0.30661165714263916,115456,6.35725136,0.0005832647
440,360.03333333333336,0.15286213,452,2262.7046122550964,0.022998046,0.4495391,0.00075466745,925696,0.5289272665977478,115712,6.319187723333333,0.0015236204
469,362.5,0.17239328,453,2267.0642116069794,0.0020996095,0.38980713,-0.000116438234,927744,0.675042062997818,115968,6.242584563333333,0.00035056766
453,364.44666666666666,0.09108798,454,2271.5796678066254,0.033691406,0.44001526,-0.0016563501,929792,0.7037770450115204,116224,6.227366903333333,0.001740687
383,366.12666666666667,0.5203308,455,2276.924084663391,0.001171875,0.42398745,0.00020889286,931840,0.6747551560401917,116480,6.257484916666667,0.00026500988
486,366.52,5.362757,456,2281.135069847107,0.0,0.38472632,-0.0005244326,933888,0.21311980485916138,116736,6.4002014733333334,0.00077790004
393,366.15,0.6803757,457,2286.3352744579315,0.0044921874,0.43461958,6.634429e-05,935936,0.5067132711410522,116992,6.2758509233333335,0.00037868548
312,368.19,0.37015018,458,2292.897215604782,0.008837891,0.35830277,-0.001266729,937984,0.7559903860092163,117248,6.310220173333334,0.0012443291
331,366.31,0.6346438,459,2299.0723860263824,0.0040527345,0.32011223,-0.0008710159,940032,0.668156772851944,117504,6.31160696,0.0009084434
159,363.46,0.37940723,460,2311.9237406253815,0.01508789,0.34481043,0.00016018416,942080,0.5864514112472534,117760,6.33355437,0.00071948965
333,359.84,4.389772,461,2318.0696935653687,0.022900391,0.33818883,-0.0007375445,944128,0.37520188093185425,118016,6.375360063333334,0.0012094339
364,356.9866666666667,3.2486503,462,2323.686329126358,0.024414062,0.39703965,-0.0004113973,946176,0.47171610593795776,118272,6.49662085,0.0012423161
374,355.72333333333336,0.42196852,463,2329.1550300121307,0.0038085938,0.45026797,-0.00016594576,948224,0.7042012810707092,118528,6.478770983333334,0.0003201668
407,355.12333333333333,0.7520632,464,2334.184138059616,0.021728516,0.40904492,-0.0006610946,950272,0.6866011023521423,118784,6.575966233333333,0.0018021103
327,354.94666666666666,1.0294998,465,2340.4391589164734,0.0,0.39083555,5.166285e-06,952320,0.6653925180435181,119040,6.594353853333333,7.691044e-05
349,356.8466666666667,0.46960205,466,2346.3065004348755,0.012646484,0.3410791,-0.0011803001,954368,0.7813883274793625,119296,6.638578186666667,0.0014517042
606,357.28333333333336,0.11879126,467,2349.681416273117,0.00024414062,0.3370164,-0.0009302266,956416,0.859025627374649,119552,6.67033061,0.00052953826
365,358.66333333333336,0.4632458,468,2355.292259454727,0.003125,0.3723924,-0.00023635784,958464,0.7851944416761398,119808,6.764410300000001,0.00031310724
316,360.37333333333333,1.635206,469,2361.7722120285034,0.0020996095,0.3649089,-0.00021526283,960512,0.5980420112609863,120064,6.943405043333334,0.00034177426
560,360.42333333333335,0.02504323,470,2365.4238469600677,0.021044921,0.3080187,-0.0014423031,962560,0.9798978846520185,120320,6.953299096666666,0.001604967
365,362.43666666666667,1.2918978,471,2371.0246934890747,0.008105469,0.38943806,-0.0005952236,964608,0.7119491100311279,120576,7.109751896666666,0.0005515476
375,363.49666666666667,1.3161345,472,2376.4751558303833,0.0060058595,0.36739996,-0.00016806461,966656,0.6088186204433441,120832,7.2232191966666655,0.0007351003
596,364.22333333333336,0.11423214,473,2379.908722639084,0.0147949215,0.35791117,-0.00016232964,968704,0.8374519646167755,121088,7.2232191966666655,0.0013292367
205,367.14666666666665,3.6649456,474,2389.862524986267,0.0028808594,0.34982926,0.00023854399,970752,0.5227096378803253,121344,7.530086366666666,0.0006589786
269,367.51,0.27271837,475,2397.449290752411,0.0059082033,0.3410522,-0.0003620582,972800,0.8066829741001129,121600,7.475506920000001,0.00053527846
452,368.62333333333333,0.49606615,476,2401.97802066803,0.0,0.43658453,6.438575e-05,974848,0.8148541003465652,121856,7.47823976,0.00031064244
443,369.27,0.15553302,477,2406.5964965820312,0.021044921,0.43063003,-0.000225611,976896,0.90662682056427,122112,7.509884820000001,0.0016961349
390,371.08666666666664,0.3427235,478,2411.8404924869537,0.00625,0.45852962,-1.1103885e-05,978944,0.8881640285253525,122368,7.621881950000001,0.0006895097
459,373.56333333333333,0.16137394,479,2416.2977697849274,0.006201172,0.40542787,-4.8466296e-05,980992,0.9043766558170319,122624,7.705203359999999,0.000619758
434,374.47,0.52361584,480,2421.011337518692,0.005517578,0.41193336,-0.00033660996,983040,0.7584515959024429,122880,7.763625046666666,0.0009558537
397,375.24666666666667,1.6051772,481,2426.162918329239,0.0072753904,0.35547584,-0.0009434046,985088,0.6448350846767426,123136,7.926250843333334,0.00064676773
383,374.80333333333334,0.502337,482,2431.498115539551,0.0029296875,0.29813236,-0.00043210984,987136,0.6282064318656921,123392,7.82958747,0.00017610853
338,375.7366666666667,1.6644258,483,2437.555388689041,0.003857422,0.3244379,-0.0001619591,989184,0.6236976981163025,123648,7.896571220000001,0.0004234927
377,376.37666666666667,0.64622873,484,2442.9802701473236,0.006689453,0.29862168,-0.00019091062,991232,0.7847150415182114,123904,7.989137933333333,0.0008878939
429,376.0366666666667,0.40037322,485,2447.750472307205,0.013867187,0.3332531,1.0446936e-05,993280,0.7099192440509796,124160,7.993560663333333,0.00089051423
336,376.28333333333336,0.40788683,486,2453.840252161026,0.004931641,0.3254061,-0.00018208534,995328,0.8301821202039719,124416,7.99984555,0.0007230685
259,376.57,0.447154,487,2461.7447669506073,0.033203125,0.26681298,-0.000624215,997376,0.7440986037254333,124672,7.995894013333333,0.0022554323
183,374.2,1.7372049,488,2472.9106969833374,0.02319336,0.31367308,-0.0003858068,999424,0.35085177421569824,124928,8.197741276666665,0.0016829551
346,374.39,7.0453224,489,2478.817477941513,0.0,0.22560969,-0.00020049042,1001472,0.30681312084198,125184,8.297765329999999,0.00036360056
375,371.7133333333333,0.38366753,490,2484.2655510902405,0.0,0.21812956,-6.95857e-05,1003520,0.8052568733692169,125440,8.119818603333334,3.441503e-05
356,370.03,0.5814063,491,2490.017606496811,0.023242187,0.24360104,-0.00031645983,1005568,0.6965837776660919,125696,8.139151286666667,0.0013792114
418,369.4166666666667,0.46044445,492,2494.9115414619446,0.008837891,0.22981429,-0.0007791439,1007616,0.738726019859314,125952,8.19018669,0.0009925284
397,367.99666666666667,19.110193,493,2500.0599188804626,0.024609376,0.2502442,-0.00041245212,1009664,0.22781044244766235,126208,8.669538636666665,0.0020134016
398,366.56333333333333,0.28541657,494,2505.1998331546783,0.033740234,0.29787123,3.2043477e-05,1011712,0.8787196725606918,126464,8.77993597,0.0014741196
449,366.8433333333333,0.4836575,495,2509.7606325149536,0.01850586,0.37124047,-0.00016478755,1013760,0.6729529201984406,126720,8.829418563333334,0.0010540092
318,367.4866666666667,2.141688,496,2516.183730363846,0.0,0.21525499,-0.0003648579,1015808,0.5822949409484863,126976,9.105775956666667,0.00037584288
459,365.2033333333333,1.7044395,497,2520.6411502361298,0.008203125,0.20791252,-0.0008877429,1017856,0.6374885439872742,127232,9.297662353333333,0.00078205625
308,363.98,0.33808082,498,2527.285275220871,0.02631836,0.27934405,0.00022365674,1019904,0.8802490010857582,127488,9.43372251,0.0023727196
412,363.8933333333333,0.37441617,499,2532.2468378543854,0.025585938,0.22680585,-0.0011094483,1021952,0.827190026640892,127744,9.40768753,0.0016204929
377,361.29,4.7363014,500,2537.6700789928436,0.017333984,0.27974197,2.9162504e-05,1024000,0.3540450930595398,128000,9.603359196666666,0.0009401978
210,357.17,5.005135,501,2547.384735107422,0.013671875,0.33545578,-3.601265e-05,1026048,0.4206427335739136,128256,9.733184243333334,0.0007010495
203,352.7266666666667,1.4170759,502,2557.449898958206,0.009326172,0.35452855,-3.490911e-05,1028096,0.5462598204612732,128512,9.572199333333334,0.0006046479
390,349.24333333333334,0.50796074,503,2562.6915373802185,0.013134765,0.2990213,-0.0016104948,1030144,0.7875630557537079,128768,9.68902795,0.0012941485
426,346.32666666666665,5.371556,504,2567.4959754943848,0.0037597655,0.29884785,-0.00022338054,1032192,0.46954840421676636,129024,9.967259236666667,0.00043312943
454,345.28333333333336,0.34201103,505,2572.000149488449,0.017333984,0.28400624,-0.0005604226,1034240,0.7833256423473358,129280,9.976184323333333,0.0024022234
351,343.78,0.4609279,506,2577.8336946964264,0.0063964846,0.2633386,-0.00051520986,1036288,0.8500938564538956,129536,9.815136063333334,0.00057779887
587,344.30333333333334,0.1805788,507,2581.3224716186523,0.01118164,0.25929567,0.00031105848,1038336,0.8818648979067802,129792,9.84940466,0.00079465716
347,344.4633333333333,0.41464496,508,2587.22008395195,0.010302735,0.27289522,-0.00067164126,1040384,0.8565810173749924,130048,9.850615046666666,0.0011451009
342,344.49333333333334,0.51238537,509,2593.207453250885,0.0017089844,0.22885859,9.351481e-05,1042432,0.8177081942558289,130304,9.8321156,0.00019932856
443,344.31666666666666,0.29235545,510,2597.8277609348297,0.035986327,0.17839918,-0.0009989073,1044480,0.8239214867353439,130560,9.718996153333334,0.002038682
320,344.56333333333333,0.8300023,511,2604.226063489914,0.0020996095,0.27905366,6.8919646e-05,1046528,0.7718816548585892,130816,9.824658156666667,0.00030867464
363,346.12,0.5899866,512,2609.859482049942,0.0125488285,0.27582234,-0.0008696858,1048576,0.688220351934433,131072,9.565039506666666,0.00067674863
372,347.52,0.43122134,513,2615.3627560138702,0.014404297,0.2260716,-0.0004043701,1050624,0.7767110466957092,131328,9.387587316666666,0.0011646906
410,347.94666666666666,0.25720844,514,2620.3538615703583,0.018066406,0.22761986,-0.00054425374,1052672,0.8852721154689789,131584,9.304409069999998,0.0013072982
404,350.50333333333333,0.25584805,515,2625.4192707538605,0.034521483,0.32779467,0.00013928697,1054720,0.8820837512612343,131840,9.375764723333335,0.0038739522
209,352.9,0.42320997,516,2635.179486513138,0.0043945312,0.32256895,-0.0008461086,1056768,0.8408840745687485,132096,9.314125056666667,0.00083683647
272,353.39666666666665,0.39456183,517,2642.689053297043,0.027490234,0.3418789,-0.00031147187,1058816,0.7670945376157761,132352,9.320859766666667,0.0015210642
344,355.13666666666666,0.3026568,518,2648.6430110931396,0.0063964846,0.29647437,-5.444372e-05,1060864,0.8933859243988991,132608,9.25635396666667,0.00079067954
417,356.44666666666666,0.26979724,519,2653.5490832328796,0.0052734376,0.21808103,3.930784e-06,1062912,0.8864278793334961,132864,9.348637700000001,0.0002480527
408,358.2966666666667,0.23056701,520,2658.558084011078,0.005957031,0.2487069,-0.00032657004,1064960,0.8938805460929871,133120,9.337182259999999,0.0005902111
333,358.41,0.7463795,521,2664.7073476314545,0.025537109,0.2930609,-0.00021047905,1067008,0.7430449724197388,133376,9.299514336666668,0.0012173817
555,358.75666666666666,0.01990967,522,2668.3921563625336,0.011767578,0.2434316,-8.663977e-07,1069056,0.9831796362996101,133632,9.275180663333334,0.0007613439
327,360.73,0.34764272,523,2674.648759126663,0.052734375,0.1262032,-0.0002901833,1071104,0.8591983616352081,133888,9.116941026666666,0.012900723
315,358.98,1.20479,524,2681.149904489517,0.01225586,0.18796736,0.00012987989,1073152,0.6925871074199677,134144,9.196798583333333,0.0005580729
474,356.88666666666666,0.32683325,525,2685.4671375751495,0.0087890625,0.16352364,-0.0002780119,1075200,0.8290049284696579,134400,9.181148239999999,0.00043670685
322,353.49333333333334,0.33963847,526,2691.8136744499207,0.010351563,0.26267,-0.00069132313,1077248,0.8066030442714691,134656,8.912738673333333,0.000634556
353,351.0566666666667,0.7162883,527,2697.6094868183136,0.002783203,0.18075266,-6.210278e-05,1079296,0.7070848941802979,134912,8.91588792,0.00052516826
263,347.8066666666667,0.28315043,528,2705.3760256767273,0.021484375,0.16770878,-0.0001452081,1081344,0.8107684105634689,135168,8.87357636,0.0014780157
185,338.3466666666667,1.8099209,529,2716.448112010956,0.0013671875,0.26142234,-0.00043540978,1083392,0.4774225354194641,135424,8.73398106,0.00026766656
408,338.68,0.7229044,530,2721.4618151187897,0.039941408,0.30119458,0.0005564062,1085440,0.7315472066402435,135680,8.78190196,0.0031488985
331,339.06666666666666,0.45032662,531,2727.6379570961,0.014941406,0.3029756,-2.622517e-06,1087488,0.6596052944660187,135936,8.578292243333333,0.00095236907
460,338.81333333333333,0.25708264,532,2732.087902545929,0.03540039,0.38859636,0.00033763918,1089536,0.8486945927143097,136192,8.59254032,0.0027740542
443,341.55,0.04371195,533,2736.7091002464294,0.045654297,0.51712126,-0.0004941242,1091584,0.9727931190282106,136448,8.587770763333335,0.0045952457
493,344.81666666666666,1.3433349,534,2740.8607983589172,0.018945312,0.6179942,0.000121556666,1093632,0.6482144594192505,136704,8.68109624,0.0017431483
446,346.60333333333335,0.2525875,535,2745.4492115974426,0.011376953,0.4730578,-0.0019041585,1095680,0.8802791088819504,136960,8.639076533333334,0.0017337846
438,346.7033333333333,1.4244311,536,2750.124808549881,0.0048828125,0.3931411,-0.00010779423,1097728,0.5756048858165741,137216,8.767120993333332,0.0004674517
474,350.26,0.6729008,537,2754.444521665573,0.0017578125,0.5459257,-0.00036484635,1099776,0.7940095514059067,137472,8.841096850000001,0.0005259195
410,350.76,0.64503986,538,2759.4325902462006,0.009960937,0.5051815,-9.783553e-05,1101824,0.7598570436239243,137728,8.914909606666667,0.0011407896
393,352.25666666666666,7.4542823,539,2764.6355583667755,0.039746094,0.43936998,-0.00022133542,1103872,0.36532843112945557,137984,8.800765696666668,0.0029838032
521,354.27666666666664,0.4990437,540,2768.5644586086273,0.018896485,0.70828635,-8.100584e-05,1105920,0.7837963551282883,138240,8.828686963333332,0.0020663668
446,356.4066666666667,0.28141367,541,2773.1559915542603,0.04160156,0.7150713,5.9252674e-05,1107968,0.8494937270879745,138496,8.86662574,0.004661062
548,358.35,0.15530589,542,2776.8873624801636,0.041894533,0.52108914,-0.00040727077,1110016,0.8658609390258789,138752,8.86523722,0.0042654853
377,364.03,0.40840048,543,2782.3072340488434,0.028173828,0.6822633,0.00041252523,1112064,0.8581419736146927,139008,8.688529990000001,0.0027999002
476,365.78,0.3133429,544,2786.604604959488,0.008984375,0.57586694,-9.254023e-05,1114112,0.8512482941150665,139264,8.695756906666666,0.0013229762
546,367.37333333333333,0.01597484,545,2790.353113889694,0.09794922,0.5223227,-0.0023623665,1116160,0.9800275061279535,139520,8.56256681,0.014019911
164,373.5833333333333,0.4919489,546,2802.7878386974335,0.03652344,0.59884846,-5.5233104e-06,1118208,0.8270820677280426,139776,8.680883546666667,0.003960291
636,374.34,0.008620893,547,2806.005171060562,0.12714843,0.39160028,-0.004126177,1120256,0.9906840231269598,140032,8.627565563333334,0.01123248
336,377.17333333333335,0.28470084,548,2812.0883162021637,0.004199219,0.41493106,-0.0011707161,1122304,0.8733803778886795,140288,8.537433086666667,0.0006867302
350,378.78333333333336,0.6259986,549,2817.9266078472137,0.00029296876,0.31553367,-0.00039539236,1124352,0.8118845820426941,140544,8.276683746666668,0.0005141676
581,378.50666666666666,0.18093762,550,2821.4461767673492,0.008398438,0.28050336,-0.0009976969,1126400,0.9143639132380486,140800,8.245447316666665,0.0005678494
350,379.20666666666665,2.5426526,551,2827.2968199253082,0.0,0.29888958,-0.00029029147,1128448,0.6214857697486877,141056,8.431739426666667,0.00013161325
366,379.02666666666664,0.5655518,552,2832.89186501503,0.005566406,0.27592593,-0.00012137568,1130496,0.7366076707839966,141312,8.135305553333334,0.00037498682
