fps,eplenmean,value_loss,nupdates,time_elapsed,clipfrac,policy_entropy,policy_loss,total_timesteps,explained_variance,serial_timesteps,eprewmean,approxkl
697,2000.0,6.5922372e-06,41,123.37789511680603,0.24511719,0.97979945,-0.010099662,83968,0.6046196222305298,10496,0.0,0.015571994
757,2000.0,3.2078736e-07,42,126.08316206932068,0.03261719,1.058575,-0.0019634939,86016,0.013849496841430664,10752,0.0,0.005975875
737,2000.0,1.12505595e-05,43,128.86218690872192,0.1269043,1.0892389,-0.0077475086,88064,-1.9770004749298096,11008,0.0,0.009699523
780,2000.0,1.3792211e-06,44,131.48739647865295,0.040722657,1.0782427,-0.0029140995,90112,-6.7219414710998535,11264,0.0,0.0065251505
706,2000.0,6.475038e-08,45,134.3881287574768,0.09140625,1.0933157,-0.0033825007,92160,-0.9902819395065308,11520,0.0,0.00773017
773,2000.0,4.4099912e-07,46,137.03513383865356,0.02470703,1.0951447,0.00019143433,94208,0.03634226322174072,11776,0.0,0.004636594
492,2000.0,0.00010778588,47,141.19776320457458,0.10849609,1.0897249,-0.0033134352,96256,-7.807999610900879,12032,0.0,0.0073735258
712,2000.0,2.5496041e-05,48,144.07385563850403,0.03540039,1.0427483,-0.003404688,98304,-1.0022547245025635,12288,0.0,0.008848475
773,2000.0,1.8667477e-07,49,146.72159814834595,0.0,1.0709074,-5.15709e-05,100352,-0.16561484336853027,12544,0.0,0.0004825869
774,2000.0,3.485034e-07,50,149.36585688591003,0.115429685,1.093187,-0.004650868,102400,-1.3394250869750977,12800,0.0,0.008836126
802,2000.0,1.496159e-07,51,151.9200792312622,0.00034179687,1.0901768,7.596846e-05,104448,-1.252983808517456,13056,0.0,0.0015737079
790,2000.0,1.08545905e-07,52,154.51245284080505,0.08647461,1.0888782,-0.003672713,106496,-1.6157400608062744,13312,0.0,0.0095109735
811,2000.0,8.2901624e-07,53,157.03784608840942,0.03930664,1.0943635,-0.0023659647,108544,-0.9455063343048096,13568,0.0,0.006097049
804,2000.0,7.291642e-08,54,159.5837118625641,0.03720703,1.087066,-0.0024889265,110592,-1.1211965084075928,13824,0.0,0.006028573
469,2000.0,1.8424277e-06,55,163.94903802871704,0.046191406,1.0525935,-0.0055982796,112640,-11.879486083984375,14080,0.0,0.007721347
711,2000.0,1.7467403e-07,56,166.8277826309204,0.013232422,1.0027196,-0.0018796902,114688,0.30520039796829224,14336,0.0,0.003243447
717,2000.0,4.2594905e-08,57,169.6840522289276,0.0071289064,0.99950755,-0.0020986358,116736,0.25274407863616943,14592,0.0,0.005941946
773,2000.0,1.5791395e-06,58,172.33262991905212,0.008007812,1.0627995,-0.0009842282,118784,-0.4195280075073242,14848,0.0,0.0027685363
742,2000.0,4.3810733e-06,59,175.0925772190094,0.010693359,1.066832,-0.0011705436,120832,-0.5441005229949951,15104,0.0,0.0029549901
678,2000.0,1.6888258e-06,60,178.10954809188843,0.00913086,1.0656697,-0.0014262607,122880,-1.020146131515503,15360,0.0,0.0041586007
705,2000.0,2.254484e-06,61,181.0129644870758,0.16777344,1.0573838,-0.0070563788,124928,-0.7609732151031494,15616,0.0,0.013338968
715,2000.0,3.547522e-05,62,183.87579107284546,0.035595704,1.0620425,-0.0022378773,126976,-3.310664653778076,15872,0.0,0.0070899576
481,2000.0,3.7628422e-05,63,188.12746953964233,0.03691406,1.0214056,-0.0017306448,129024,-0.2433704137802124,16128,0.0,0.0038039014
722,2000.0,5.751849e-06,64,190.96208548545837,0.02084961,1.0044135,-0.002623989,131072,-1.1925034523010254,16384,0.0,0.0052919826
738,2000.0,6.913771e-07,65,193.73700785636902,0.013671875,1.0674832,-0.00050544983,133120,-0.19248712062835693,16640,0.0,0.009218657
