#{"env_id": "SetDown-v3", "t_start": 1534350539.5612085}
r,l,t
0,2000,26.023057
0,2000,49.023611
0,2000,72.82872
0,2000,96.577357
0,2000,119.930553
0,2000,142.43813
0,2000,164.656083
0,2000,188.547863
0,2000,211.191053
0,2000,234.151196
9.993822,919,248.541971
0,588,257.474119
18.070052,386,263.509669
7.107614,444,271.58493
0,393,278.072736
13.658276,560,287.794945
0,433,297.595702
0,317,303.826879
8.353512,279,310.467915
72.787992,514,320.068843
9.938647,504,328.470938
10.334693,442,336.661359
9.486691,327,345.210346
0,348,358.491975
8.068746,491,366.791088
0,314,372.637316
0,260,378.970981
20.641085,278,385.315352
0,307,391.978635
0,387,400.344719
0,324,408.324223
0,267,414.033104
9.051237,250,418.564374
29.575747,439,426.416535
0,316,438.531637
7.440051,415,445.128132
0,315,450.487433
0,224,454.860441
0,431,462.057121
0,220,466.178715
86.64764,311,472.316519
0,255,477.144198
42.762815,465,485.764836
0,439,493.345998
0,400,499.436167
0,228,502.9157
0,230,508.002085
0,426,514.582136
8.550757,352,526.228868
0,395,533.563161
0,392,539.247369
0,405,546.548211
0,248,551.900703
0,443,559.64127
9.128973,440,566.257464
0,251,570.258748
48.807759,440,578.022716
0,421,585.476706
0,273,590.236521
0,304,596.391317
0,236,603.222615
0,405,616.565618
0,342,621.651068
0,283,626.159518
0,362,632.871276
0,248,637.599848
0,349,644.150509
0,324,649.879805
54.565787,437,657.786094
0,340,663.200623
0,328,668.141258
12.090669,290,674.646469
9.848916,493,681.36288
6.54537,463,695.313206
0,260,700.827339
0,284,706.92464
0,396,713.65221
0,246,719.312536
0,289,725.142268
0,248,729.755687
0,454,738.115309
0,353,744.824467
9.081546,390,751.062793
0,253,756.812185
6.631666,293,763.353072
0,335,776.117143
6.730935,493,786.927953
0,297,790.899549
19.654564,329,797.351894
0,298,804.3518
6.970495,470,812.18401
6.273814,318,819.593478
0,379,827.626719
0,235,833.685237
0,226,839.23389
89.256099,391,847.947732
0,254,853.444653
0,454,862.892401
6.621507,424,876.855339
0,475,884.245554
0,239,888.699208
0,423,895.25344
0,381,903.302628
0,341,907.357904
0,474,918.024628
0,440,926.668729
11.625969,409,934.726215
0,511,943.940581
0,46,951.65889
9.550969,244,956.993145
0,406,965.894871
0,347,972.2308
0,366,979.950584
6.499551,241,987.132002
0,423,993.982208
0,369,1001.759083
0,330,1008.423258
8.080708,217,1013.745005
9.119792,372,1020.620028
0,231,1026.794862
0,354,1037.962459
9.248588,499,1049.198761
10.069127,456,1057.52793
0,248,1062.90379
10.897373,398,1070.555028
8.549507,287,1077.100343
0,242,1083.620647
0,362,1091.204168
6.100664,447,1098.90448
0,375,1106.27872
9.523618,382,1117.439186
7.821975,472,1129.141639
13.062021,398,1137.729632
0,315,1144.400623
0,239,1150.481631
7.682196,434,1157.252357
0,521,1167.329279
7.646612,316,1173.94991
8.056655,452,1182.416533
0,477,1189.539423
0,192,1200.692019
0,333,1206.632445
17.674474,430,1214.834038
0,277,1220.575153
9.985734,323,1226.946368
0,280,1234.863408
29.336635,423,1242.002074
10.707411,216,1246.908731
0,249,1252.371819
15.710623,115,1264.724931
20.657935,399,1274.277349
8.277548,229,1279.156692
0,356,1286.956754
6.896709,444,1296.390419
0,502,1305.098928
0,356,1310.359393
0,362,1317.249045
0,265,1322.477351
17.436207,345,1329.376875
0,339,1337.48438
0,258,1348.115158
0,668,1360.886276
0,611,1371.099931
0,511,1379.84752
10.348947,406,1386.954444
0,442,1396.860612
8.662612,448,1404.862643
10.041356,496,1413.651972
18.881434,421,1428.222542
8.156058,367,1436.507838
0,269,1442.151019
18.188886,327,1450.116988
11.040129,391,1457.540361
13.573847,444,1466.343405
7.277742,251,1471.368001
0,298,1478.893736
11.006819,263,1484.979505
0,415,1495.556225
6.003689,350,1508.723551
10.418449,261,1513.759247
17.521155,334,1521.665641
10.326109,387,1529.976222
0,342,1537.242653
0,310,1543.634051
8.09603,415,1552.09058
23.275661,432,1560.469819
16.509084,263,1566.362794
0,372,1575.815136
4.11295,214,1586.308099
0,299,1593.211058
0,236,1597.916843
0,443,1608.274109
0,336,1613.70576
27.704387,301,1620.59293
0,243,1625.488253
0,440,1634.0487
8.678451,344,1639.179283
0,217,1647.522101
0,568,1660.591951
17.822201,307,1667.654938
0,389,1675.37203
8.403584,490,1684.551739
9.514236,399,1691.661258
13.383379,348,1698.580503
9.793322,307,1705.539451
0,268,1716.591497
0,401,1724.754107
6.40968,348,1730.437296
0,466,1739.338987
7.174181,448,1747.502867
6.185512,351,1753.824065
8.32485,333,1760.803144
0,415,1770.252315
12.328402,441,1778.928066
0,320,1783.976943
9.215171,381,1791.297013
0,412,1803.239612
10.810991,250,1813.336488
12.594362,273,1820.295312
0,260,1826.594517
0,375,1834.242993
0,272,1840.199212
9.998195,474,1847.836268
14.875085,594,1858.828604
0,464,1866.809395
0,314,1873.526837
0,520,1882.463558
7.28279,308,1889.290658
8.378766,493,1906.946542
8.521256,419,1915.201564
7.748375,438,1922.997126
0,448,1931.479663
8.097222,486,1940.299511
0,435,1948.914763
12.129109,356,1955.781568
0,322,1963.287583
13.372419,423,1970.572434
21.389033,415,1986.464533
12.143761,282,1993.004437
0,409,2001.175446
7.517995,477,2009.452546
45.744793,426,2016.956939
22.018999,308,2023.71017
0,286,2030.531693
0,352,2037.589942
10.436372,236,2042.262474
0,276,2047.845453
0,282,2055.120193
0,323,2061.782985
7.056075,324,2075.713719
0,295,2082.05952
22.844707,439,2091.517069
8.600635,431,2098.932468
0,290,2105.651678
0,337,2111.927724
15.816919,337,2119.56185
8.10255,210,2125.27784
6.796256,296,2132.412585
0,390,2139.495012
14.03331,303,2147.816961
3.556735,362,2156.581505
0,291,2168.16232
10.647158,460,2177.120704
0,299,2183.370858
0,379,2190.364272
8.896376,497,2200.638206
5.503349,260,2206.150225
0,416,2214.254038
11.81813,351,2221.390114
8.340121,345,2229.711614
15.437118,488,2245.452943
8.196431,525,2254.240281
0,477,2262.990618
0,508,2271.891094
8.611913,467,2279.014451
0,274,2284.832971
13.555576,399,2292.577169
15.84619,272,2298.879271
0,278,2310.551839
0,268,2319.327813
30.552424,243,2324.422104
9.316397,283,2329.980721
19.295177,365,2338.313346
7.741479,395,2346.873646
18.767848,324,2353.460964
0,332,2359.685769
25.102207,449,2369.306394
0,377,2377.400006
0,478,2385.680146
13.106709,434,2401.388124
12.916906,536,2410.811196
10.971243,402,2418.16016
11.284124,300,2423.602645
12.236937,274,2429.928326
12.715089,274,2435.464928
21.852412,455,2445.008612
7.811004,329,2452.291949
0,283,2458.763995
18.94051,187,2466.644725
0,190,2474.316034
