fps,policy_loss,explained_variance,clipfrac,time_elapsed,approxkl,total_timesteps,policy_entropy,serial_timesteps,value_loss,eplenmean,nupdates,eprewmean
812,-0.002478875,0.4759035110473633,0.06403198,1018.7622776031494,0.0069192895,786432,1.5259905,98304,0.00028040796,1500.0,48,152.29333333333332
788,-0.004113118,0.42776215076446533,0.06559448,1039.5457680225372,0.008787112,802816,1.5360285,100352,0.00021848598,1500.0,49,145.57
764,-0.0038466225,0.39193832874298096,0.09470825,1060.9795429706573,0.008879926,819200,1.5200454,102400,0.00017659107,1500.0,50,139.81333333333333
793,-0.0031353463,0.7205159366130829,0.06472168,1081.627991437912,0.00869533,835584,1.4078081,104448,0.07606516,1500.0,51,138.46666666666667
810,-0.001457132,0.6594323217868805,0.019256592,1101.8317461013794,0.005195218,851968,1.44152,106496,1.5871166,1500.0,52,136.41333333333333
721,-0.001785654,0.5020781755447388,0.03102417,1124.5272297859192,0.0031672865,868352,1.4066571,108544,6.199645,1500.0,53,135.14333333333335
785,-0.0048669484,0.3378327488899231,0.080926515,1145.389034986496,0.0094395215,884736,1.5107367,110592,7.439146e-05,1500.0,54,132.86333333333334
756,-0.0022042333,0.4315223693847656,0.04133301,1167.0439672470093,0.0058367965,901120,1.4550512,112640,8.770811,1500.0,55,131.44
797,-0.0010260122,0.759014680981636,0.025921632,1187.583822965622,0.0042460375,917504,1.533718,114688,0.011483321,1500.0,56,124.47
800,-0.0006985134,0.349823534488678,0.009863282,1208.0397601127625,0.0031640944,933888,1.5316751,116736,3.8108401,1500.0,57,123.61333333333333
744,-0.0008527225,0.34612417221069336,0.0056152344,1230.0556721687317,0.0022912791,950272,1.5156486,118784,7.2456474,1500.0,58,120.50333333333333
827,-0.0012281991,0.3299657702445984,0.014379883,1249.8519365787506,0.0028310611,966656,1.5083596,120832,7.42809,1500.0,59,126.0
777,-0.0033797894,0.37319523096084595,0.08815918,1270.9316487312317,0.008387488,983040,1.4546764,122880,20.128328,1500.0,60,124.03
752,-0.0009806901,0.4049432873725891,0.019177247,1292.7080054283142,0.0027487737,999424,1.4376429,124928,43.786983,1500.0,61,139.65666666666667
795,-0.0020872846,0.30264896154403687,0.05404663,1313.2927618026733,0.0069017247,1015808,1.5525994,126976,0.00084697886,1500.0,62,137.47
719,-0.0010114941,0.5148842334747314,0.017108154,1336.0655751228333,0.0038111005,1032192,1.4249988,129024,16.004398,1500.0,63,128.84
809,-0.001341401,0.5035067200660706,0.014160156,1356.3029780387878,0.0036543827,1048576,1.4535159,131072,26.625332,1500.0,64,138.60333333333332
796,-0.0007104323,0.552041232585907,0.009448242,1376.881526708603,0.0026300335,1064960,1.4894717,133120,10.824148,1500.0,65,135.83666666666667
731,-0.0010009895,0.4574471712112427,0.007800293,1399.2921142578125,0.0016496856,1081344,1.4700019,135168,38.35482,1500.0,66,158.48666666666668
788,-0.0018355956,0.3459380269050598,0.07647095,1420.0740275382996,0.0071198232,1097728,1.4810119,137216,37.768566,1500.0,67,176.04
821,-0.0033923164,0.21461522579193115,0.081158444,1440.0128602981567,0.009189541,1114112,1.5197904,139264,0.0001806695,1500.0,68,176.04
746,-0.0034231555,0.7528413534164429,0.05582886,1461.9691174030304,0.006465024,1130496,1.4903778,141312,0.0011719083,1500.0,69,176.04
811,-0.0019300904,0.46231430768966675,0.026342774,1482.1706635951996,0.004937123,1146880,1.4486511,143360,8.6032295,1500.0,70,172.43
783,-0.0014949685,0.6237072646617889,0.06237793,1503.092340707779,0.005308601,1163264,1.4967027,145408,11.578213,1500.0,71,164.96333333333334
762,-0.0018239425,0.5619561970233917,0.014947509,1524.582375049591,0.0036329627,1179648,1.4535195,147456,16.898073,1500.0,72,166.16333333333333
811,-0.0014407348,0.6236991882324219,0.0064086914,1544.7612626552582,0.0023955686,1196032,1.4572453,149504,10.669741,1500.0,73,173.44
752,-0.0033165328,0.02366846799850464,0.06954956,1566.5430455207825,0.0068843006,1212416,1.511014,151552,0.0006222907,1500.0,74,167.18333333333334
787,-0.0017906077,0.5889101922512054,0.009320068,1587.3527941703796,0.00242824,1228800,1.4372767,153600,7.0813966,1500.0,75,172.09333333333333
782,-0.0019544628,0.6161598861217499,0.033972166,1608.2960736751556,0.0051177675,1245184,1.457864,155648,27.840536,1500.0,76,189.77666666666667
741,-0.003708113,-0.04872596263885498,0.08840332,1630.4024522304535,0.009825863,1261568,1.5149953,157696,0.00018394299,1500.0,77,189.77666666666667
802,-0.0040429533,0.08270001411437988,0.09318848,1650.823403120041,0.008924244,1277952,1.4813066,159744,0.00048394236,1500.0,78,189.77666666666667
795,-0.0014032787,0.6754956841468811,0.014013672,1671.414668083191,0.003151367,1294336,1.4100595,161792,8.642228,1500.0,79,188.99
756,-0.0010264469,0.6066051423549652,0.02368164,1693.0781090259552,0.0034100257,1310720,1.4120877,163840,21.413822,1500.0,80,209.27333333333334
809,-0.002045096,0.6549557745456696,0.027368164,1713.32821393013,0.0030421945,1327104,1.4583068,165888,11.977076,1500.0,81,215.78666666666666
784,-0.0027471797,0.3895542025566101,0.06109619,1734.2007541656494,0.007177013,1343488,1.5056479,167936,0.0041057603,1500.0,82,215.78666666666666
709,-0.00307986,0.4025874733924866,0.059210204,1757.302887916565,0.0063219583,1359872,1.4821322,169984,0.003409398,1500.0,83,209.06333333333333
814,-0.003963584,0.8313094228506088,0.049200438,1777.4290623664856,0.0047862693,1376256,1.4708507,172032,0.361021,1500.0,84,208.35333333333332
732,-0.0007150444,0.5750058889389038,0.005352783,1799.8073110580444,0.0017659696,1392640,1.4295027,174080,18.62038,1500.0,85,214.7
786,-0.0040450273,0.909755565226078,0.05682373,1820.6483607292175,0.0061619994,1409024,1.4654021,176128,0.0015878737,1500.0,86,209.37666666666667
789,-0.0013890755,0.5460443794727325,0.008111572,1841.4105334281921,0.0019540326,1425408,1.3732201,178176,24.362772,1500.0,87,214.73
761,-0.0011643451,0.6349467635154724,0.030328369,1862.9188611507416,0.0041833436,1441792,1.452613,180224,9.866454,1500.0,88,204.44333333333333
788,-0.002377049,0.7158447802066803,0.05998535,1883.6883158683777,0.0061423527,1458176,1.4604684,182272,0.00048189098,1500.0,89,194.64666666666668
807,-0.002847753,0.45459508895874023,0.044042967,1903.9784498214722,0.0053886115,1474560,1.4605457,184320,0.0005986923,1500.0,90,194.64666666666668
734,-0.0026101512,0.4468560814857483,0.065942384,1926.2913830280304,0.006410523,1490944,1.454075,186368,0.0017342496,1500.0,91,176.50333333333333
810,-0.0018064014,0.5375328958034515,0.02199707,1946.5046937465668,0.004714674,1507328,1.428661,188416,10.294808,1500.0,92,176.94333333333333
751,-0.0027759136,0.6715736091136932,0.02281494,1968.298231124878,0.003949162,1523712,1.4107436,190464,1.009734,1500.0,93,170.95333333333335
759,-0.0020633307,0.6300553977489471,0.013903809,1989.8662469387054,0.0039262054,1540096,1.4311479,192512,3.2630298,1500.0,94,144.23
785,-0.0032599985,0.17385166883468628,0.08540039,2010.7235214710236,0.0073904754,1556480,1.4643754,194560,0.0029874095,1500.0,95,135.07333333333332
737,-0.003937042,0.2328760027885437,0.091308594,2032.9360620975494,0.006916322,1572864,1.463852,196608,0.0051428145,1500.0,96,135.07333333333332
746,-0.0017042512,0.47224897146224976,0.040490724,2054.8980882167816,0.0049830675,1589248,1.3790298,198656,45.034298,1500.0,97,154.42
781,-0.0017482194,0.6697722375392914,0.02477417,2075.8560602664948,0.0042614234,1605632,1.3685285,200704,5.4971647,1500.0,98,147.43666666666667
716,-0.0016749091,0.5333254337310791,0.008374023,2098.713611841202,0.0019563104,1622016,1.4428083,202752,8.678091,1500.0,99,148.31666666666666
790,-0.0010395767,0.6268332302570343,0.026391601,2119.4392075538635,0.0035661622,1638400,1.3201635,204800,29.521439,1500.0,100,155.7
790,-0.0012693818,0.6348747313022614,0.032336425,2140.1625056266785,0.0033450327,1654784,1.3400786,206848,27.401173,1500.0,101,151.67666666666668
738,-0.00081347267,0.5822243690490723,0.04222412,2162.351310491562,0.004068955,1671168,1.4932816,208896,5.249821,1500.0,102,168.9
777,-0.002501331,-0.00173187255859375,0.0658081,2183.4365651607513,0.006015855,1687552,1.5023874,210944,0.00017293703,1500.0,103,158.09
821,-0.0026191487,0.6505338251590729,0.1173584,2203.379517555237,0.010906588,1703936,1.266823,212992,27.873318,1500.0,104,148.63666666666666
694,-0.0012616185,0.7766544073820114,0.053363036,2226.9754660129547,0.0069551496,1720320,1.456894,215040,0.06980393,1500.0,105,164.75333333333333
789,0.0008644077,0.6438246667385101,0.022387695,2247.720126390457,0.0032335813,1736704,1.2197123,217088,6.967869,1500.0,106,169.98666666666668
744,-0.0018307779,0.7353720963001251,0.006323242,2269.7393527030945,0.002584086,1753088,1.4509852,219136,5.6719775,1500.0,107,159.05666666666667
801,-0.00067411625,0.6766171753406525,0.0032043457,2290.1713721752167,0.0016153229,1769472,1.3275037,221184,19.965267,1500.0,108,160.94666666666666
780,-0.002265734,0.7103260159492493,0.047790527,2311.175875902176,0.0058169677,1785856,1.4693539,223232,20.305475,1500.0,109,169.98
731,-0.003501074,0.6907432675361633,0.06478272,2333.5820915699005,0.006360206,1802240,1.5293291,225280,0.00052546815,1500.0,110,169.98
778,-0.0013325542,0.6792395710945129,0.036358643,2354.6336057186127,0.00473081,1818624,1.4401939,227328,41.368256,1500.0,111,192.33666666666667
771,-0.00078140094,0.597114771604538,0.034729004,2375.8613152503967,0.0038894669,1835008,1.4335926,229376,35.053535,1500.0,112,192.08333333333334
