fps,policy_loss,explained_variance,clipfrac,time_elapsed,approxkl,total_timesteps,policy_entropy,serial_timesteps,value_loss,eplenmean,nupdates,eprewmean
737,-0.001646051,0.23926317691802979,0.019384766,361.89002752304077,0.0052918643,278528,1.5761712,34816,3.058489,1500.0,17,48.52717391304348
783,-0.002161221,0.12495642900466919,0.045526125,382.79213976860046,0.007122998,294912,1.5679264,36864,0.9314393,1500.0,18,48.25
798,-0.0037476483,0.15134197473526,0.033673096,403.3154408931732,0.009776255,311296,1.5345685,38912,10.532595,1500.0,19,52.8
731,-0.0019539525,0.3020271062850952,0.028155517,425.69974303245544,0.004774523,327680,1.5114772,40960,2.7202804,1500.0,20,58.754629629629626
804,-0.0015151283,0.222556471824646,0.031207275,446.0606873035431,0.0056381267,344064,1.5046265,43008,11.256631,1500.0,21,65.72321428571429
745,-0.0029471372,0.30821454524993896,0.06137085,468.0485112667084,0.007671525,360448,1.443265,45056,10.009255,1500.0,22,71.56666666666666
864,-0.0032285247,0.5248983502388,0.070172116,487.0052812099457,0.006200725,376832,1.447083,47104,0.015515722,1500.0,23,69.25806451612904
828,-0.00066739606,0.22952032089233398,0.018481445,506.7756369113922,0.0028305543,393216,1.4281918,49152,6.4491906,1500.0,24,71.03125
754,-0.002455602,0.2840445041656494,0.047161866,528.4811499118805,0.0058575966,409600,1.4151016,51200,8.96171,1500.0,25,76.0220588235294
795,-0.00178587,0.7879087328910828,0.050714113,549.0736000537872,0.0049443753,425984,1.4028432,53248,0.013360323,1500.0,26,73.85
824,-0.0005286962,0.30665725469589233,0.07001953,568.9529802799225,0.0056146076,442368,1.4085457,55296,6.3238516,1500.0,27,76.92013888888889
738,-0.0021779672,0.30601322650909424,0.039898682,591.1347055435181,0.005127328,458752,1.3934181,57344,16.9874,1500.0,28,83.98
814,-0.001374286,0.3952729105949402,0.086035155,611.2629039287567,0.007693275,475136,1.4543774,59392,6.656087,1500.0,29,88.69666666666667
775,-0.0019503341,0.38489049673080444,0.07006226,632.3769745826721,0.007126884,491520,1.484607,61440,14.173589,1500.0,30,88.40333333333334
768,-0.0026113226,0.4684891104698181,0.11634521,653.6917607784271,0.011428899,507904,1.5441048,63488,1.428579,1500.0,31,98.11666666666666
705,-0.001868378,0.3511959910392761,0.074316405,676.9004635810852,0.0060717845,524288,1.5415816,65536,0.42037076,1500.0,32,98.11666666666666
598,-0.0013052959,0.2600824236869812,0.03930664,704.2687819004059,0.0065006143,540672,1.5604031,67584,31.845379,1500.0,33,117.39666666666666
796,-0.0019053323,0.2619759440422058,0.06428222,724.8454382419586,0.0063024694,557056,1.5552721,69632,4.666154,1500.0,34,121.44
795,-0.0016061321,0.38434118032455444,0.043023683,745.4495358467102,0.0047628353,573440,1.549327,71680,6.621058,1500.0,35,121.25
759,-0.0016171125,0.3133999705314636,0.028027344,767.0132803916931,0.004308285,589824,1.5206256,73728,35.127136,1500.0,36,141.18333333333334
846,-0.0006156639,0.6450981795787811,0.04761963,786.3599870204926,0.0048977835,606208,1.5483541,75776,0.2827516,1500.0,37,137.64
841,-0.00080773525,0.5030547082424164,0.0826355,805.8313248157501,0.006991158,622592,1.5467663,77824,7.6880198,1500.0,38,137.83666666666667
775,-0.0012041627,0.6534195840358734,0.024572754,826.9688100814819,0.0049129426,638976,1.5274558,79872,1.2345603,1500.0,39,136.07
827,-0.0037842528,0.5094974935054779,0.08783569,846.7581989765167,0.008148246,655360,1.5333929,81920,0.0008708717,1500.0,40,134.14666666666668
644,-0.0021145912,0.7666540592908859,0.04772339,872.1679449081421,0.005932521,671744,1.5181882,83968,0.00043127616,1500.0,41,133.76
786,-0.0016021503,0.3197099566459656,0.0758728,892.9990112781525,0.005971674,688128,1.5245341,86016,0.9991358,1500.0,42,130.22
845,-0.0028375413,0.28211480379104614,0.041833498,912.3676452636719,0.0062811775,704512,1.3586321,88064,40.58113,1500.0,43,145.64
745,-0.0024461064,0.42226600646972656,0.16663818,934.3506422042847,0.014596669,720896,1.470073,90112,22.854496,1500.0,44,162.55
829,-0.0040337024,0.2832120656967163,0.09237061,954.1049027442932,0.008980221,737280,1.5282886,92160,0.00020880574,1500.0,45,160.55
800,-0.0009814745,0.6552949547767639,0.03956299,974.5837526321411,0.004160308,753664,1.3614137,94208,2.5842092,1500.0,46,158.07666666666665
682,-0.00061364484,0.5502333045005798,0.041174315,998.5863773822784,0.0051854122,770048,1.4531003,96256,3.877002,1500.0,47,156.27
