time_elapsed,nupdates,eprewmean,value_loss,policy_entropy,eplenmean,fps,approxkl,serial_timesteps,clipfrac,explained_variance,policy_loss,total_timesteps
773.925971031189,37,1.96,0.23698172,1.5076187,1500.0,815,0.00022285912,75776,0.0,0.23847883939743042,-0.00041469806,606208
793.8608810901642,38,1.96,0.5278831,1.5068307,1500.0,821,0.00048114415,77824,0.0,0.21827936172485352,-0.0009955083,622592
816.7792661190033,39,2.7133333333333334,0.0011137959,1.4631543,1500.0,714,0.0011712052,79872,0.0,0.8499685972929001,-0.0012562056,638976
838.4002356529236,40,2.7133333333333334,0.0016740581,1.4550132,1499.2866666666666,757,0.00028932848,81920,0.0,0.9079445600509644,-0.00045603132,655360
863.3916280269623,41,2.73,0.0061395066,1.4509977,1495.6033333333332,655,0.0003919099,83968,0.0,0.793054848909378,-0.0003729581,671744
885.5596220493317,42,2.73,0.0006145885,1.4004972,1492.49,739,0.0021500164,86016,0.0011230469,0.8790905773639679,-0.0018928268,688128
913.020566701889,43,2.73,0.0012122481,1.3448017,1478.0966666666666,596,0.002306609,88064,0.005511475,0.7382001280784607,-0.0018947929,704512
940.5945966243744,44,2.736666666666667,0.0005399818,1.2971141,1454.2433333333333,594,0.00062513654,90112,0.0,0.908341258764267,-0.00085658475,720896
966.1413869857788,45,2.736666666666667,0.00045311888,1.2710056,1425.7733333333333,641,0.0002325897,92160,0.0,0.8849934116005898,-0.00032484703,737280
992.558492898941,46,2.736666666666667,0.00038720557,1.2389163,1398.29,620,0.002551739,94208,0.004620361,0.8992021307349205,-0.002519671,753664
1020.559921503067,47,2.736666666666667,0.00038466547,1.2029687,1358.6366666666668,585,0.00018752324,96256,4.8828126e-05,0.8837946504354477,-0.00026337578,770048
1048.7968323230743,48,2.736666666666667,0.00030075214,1.1695509,1314.4466666666667,580,0.0014768529,98304,0.0035888671,0.8210786432027817,-0.0014430524,786432
1075.1230754852295,49,2.6533333333333333,0.00028957982,1.1066207,1275.9866666666667,622,0.00088602334,100352,6.1035157e-06,0.8086988776922226,-0.0011081753,802816
1104.7903180122375,50,2.6033333333333335,0.00021173332,1.0488484,1218.5466666666666,552,0.00082097406,102400,0.0,0.8311160951852798,-0.0012729611,819200
1133.9639384746552,51,2.2733333333333334,0.0003770204,0.99854785,1161.9266666666667,561,0.0004088198,104448,0.0,0.7720259428024292,-0.00085196923,835584
1162.963199853897,52,1.1766666666666667,0.00016059025,0.98049295,1098.2866666666666,564,6.240343e-05,106496,0.0,0.7823562473058701,-0.00022543182,851968
1190.7070960998535,53,1.1766666666666667,0.00011973201,0.92718774,1042.1633333333334,590,0.0014909172,108544,0.0009033203,0.7051598429679871,-0.0019035253,868352
1220.2973084449768,54,1.11,0.00016177149,0.89176065,976.6,553,0.00022722673,110592,0.00053100585,0.7605650722980499,-0.00024938397,884736
1252.7754735946655,55,0.10333333333333333,0.05807501,0.8942323,904.3333333333334,504,6.015339e-05,112640,0.0,0.04599440097808838,-9.998866e-06,901120
1284.4079494476318,56,0.08666666666666667,0.00018632409,0.8872632,841.3033333333333,517,0.00032102992,114688,0.0,0.7787321358919144,-0.0007491055,917504
1315.694232225418,57,0.08666666666666667,0.00010241981,0.84770405,780.9733333333334,523,0.00048167753,116736,0.0003173828,0.6946370303630829,-0.0007246604,933888
1345.0088024139404,58,0.08,0.00017039238,0.82669115,747.98,558,3.734653e-05,118784,6.1035157e-06,0.7697645276784897,-8.8890476e-05,950272
1374.5655617713928,59,0.15666666666666668,0.087559566,0.8340541,720.1266666666667,554,5.4764118e-05,120832,0.0,0.040740966796875,-9.855558e-05,966656
1405.3104467391968,60,0.15666666666666668,0.00011890698,0.83482873,699.2866666666666,532,4.705451e-05,122880,0.0,0.8325246423482895,-0.00016957932,983040
1435.9544613361359,61,0.15666666666666668,8.958793e-05,0.8324213,682.02,534,0.0001327947,124928,0.00010375977,0.7311379909515381,-0.00033773956,999424
1467.6947183609009,62,0.15666666666666668,0.000118014264,0.8144736,666.8266666666667,516,0.000106017476,126976,0.0,0.7853912562131882,-0.0003117746,1015808
1497.854824066162,63,0.15666666666666668,6.8375506e-05,0.7818923,657.8366666666667,543,0.00032641977,129024,0.0,0.7047636210918427,-0.0006487641,1032192
1528.521833896637,64,0.15666666666666668,7.174235e-05,0.74019706,650.12,534,0.0002694044,131072,3.6621095e-05,0.8122472018003464,-0.0006381201,1048576
1560.9769442081451,65,0.15666666666666668,5.818765e-05,0.7697178,641.9,504,0.0005097103,133120,0.0006652832,0.7915589660406113,-0.000116956,1064960
1592.29456448555,66,0.07666666666666666,4.9227972e-05,0.7388644,637.1933333333334,523,0.0007159825,135168,0.0010009765,0.6960113048553467,-0.0008029228,1081344
1627.0763590335846,67,0.07666666666666666,5.7780922e-05,0.7275573,630.5433333333333,471,0.00038867028,137216,0.0011291504,0.7511002123355865,-0.00010141895,1097728
1657.967669725418,68,0.07666666666666666,5.0595863e-05,0.7444494,625.94,530,0.00014880256,139264,0.0,0.5992346704006195,-0.00035564165,1114112
1688.621948480606,69,0.07666666666666666,4.4513286e-05,0.7224482,622.07,534,0.00016043926,141312,1.2207031e-05,0.7854314148426056,-0.0004935394,1130496
1719.966255903244,70,0.0,3.630295e-05,0.7440998,618.23,522,0.00046995902,143360,0.0017578125,0.7438534498214722,-6.553441e-05,1146880
1750.0746541023254,71,0.0,3.2240372e-05,0.7706207,615.5433333333333,544,0.00022205975,145408,0.00021362305,0.18432974815368652,-8.901085e-05,1163264
1780.4462809562683,72,0.0,2.5327497e-05,0.7666614,613.3033333333333,539,0.00016221197,147456,4.8828126e-05,0.6554895639419556,-0.00035480392,1179648
1811.6860101222992,73,0.0,2.315833e-05,0.7999004,612.4033333333333,524,0.001107689,149504,0.006994629,-0.04378831386566162,-0.00021615736,1196032
1843.0563969612122,74,0.0,1.935361e-05,0.83368397,613.7566666666667,522,0.0001774617,151552,2.4414063e-05,0.31207549571990967,-0.00010168201,1212416
1875.1695775985718,75,0.0,2.3212606e-05,0.80474186,615.0266666666666,510,0.00045395884,153600,0.0013366699,0.3110939860343933,-0.00064060406,1228800
1905.3746671676636,76,0.0,1.4972749e-05,0.81317794,616.4466666666667,542,0.0011836684,155648,0.0080688475,0.18013721704483032,-0.00026185965,1245184
1935.531188249588,77,0.0,1.4509076e-05,0.80604887,618.9533333333334,543,0.0007532995,157696,0.0031311035,0.12669014930725098,-0.0011706321,1261568
1965.2917499542236,78,0.0,1.48308145e-05,0.88336486,625.62,550,0.0004496046,159744,0.0008117676,0.12386679649353027,-9.749193e-05,1277952
1995.3150041103363,79,0.0,1.5762049e-05,0.9072264,630.8733333333333,545,0.0006816519,161792,0.0022766113,0.5151191055774689,-0.0002027518,1294336
2025.328712463379,80,0.0,1.1503216e-05,0.8610309,634.8466666666667,545,0.0001989939,163840,0.0004394531,-0.06959187984466553,-0.00027700962,1310720
2055.3505334854126,81,0.0,9.676264e-06,0.87737006,640.4866666666667,545,0.0010690381,165888,0.010583496,-0.1791905164718628,-0.00039445361,1327104
2087.3508853912354,82,0.0,7.630242e-06,0.92316896,647.1766666666666,512,0.0006937977,167936,0.0026000976,0.013361692428588867,-0.000625025,1343488
2116.440660238266,83,0.0,8.613542e-06,1.0302309,657.43,563,0.0012467301,169984,0.008569336,0.20231634378433228,-0.0007853834,1359872
2144.0449845790863,84,0.0,8.292427e-06,1.0661799,669.9566666666667,593,0.00021395243,172032,0.0,0.6575209200382233,-0.00053838367,1376256
2171.9978470802307,85,0.0,5.493809e-06,1.0211818,682.7533333333333,586,0.00058713567,174080,0.0014221191,0.6934139430522919,-0.0006128203,1392640
2201.159537792206,86,0.0,5.6197814e-06,1.0005696,692.07,561,0.0015263214,176128,0.013269043,0.04597806930541992,-0.0009984635,1409024
2229.773763656616,87,0.0,7.066982e-06,1.0006804,701.0733333333334,572,0.00019858257,178176,0.00014038086,0.18102353811264038,-0.00033342006,1425408
2256.4510838985443,88,0.0,7.2798334e-06,1.1070507,715.19,614,0.0009799039,180224,0.0026306151,-0.1596766710281372,-8.229348e-05,1441792
2287.4289977550507,89,0.0,4.0088044e-06,1.0842656,728.4733333333334,528,0.00041158646,182272,6.1035157e-06,0.4857879877090454,-0.00034720852,1458176
2316.4896054267883,90,0.08,0.08916424,1.1544479,745.4466666666667,563,0.00015285674,184320,1.8310548e-05,0.00023156404495239258,0.00022283453,1474560
2341.98063993454,91,0.08,7.666218e-05,1.233881,765.6033333333334,642,0.00026691108,186368,9.1552734e-05,0.5167779922485352,-0.0003202476,1490944
2368.1713042259216,92,0.08,2.5575111e-05,1.1887023,783.87,625,0.00046760048,188416,0.00059814454,0.4129006266593933,-0.00018702445,1507328
2392.704489707947,93,0.08,8.433557e-06,1.2994633,808.92,667,0.00037693328,190464,0.00034179687,0.671247661113739,-0.0008987527,1523712
2419.8456008434296,94,0.08,1.1308317e-05,1.218638,829.9433333333334,603,0.000646975,192512,0.00072631834,0.7676182091236115,-0.00083456497,1540096
2445.412243127823,95,0.08,8.469716e-06,1.2353151,848.95,640,0.00024796877,194560,0.00037841796,0.7560669928789139,-0.0005504812,1556480
2470.4620678424835,96,0.08,9.657944e-06,1.219165,874.21,654,0.00010050243,196608,1.8310548e-05,0.682437390089035,-0.00026520612,1572864
2500.161237478256,97,0.08,8.003641e-06,1.1623695,889.8933333333333,551,0.00032647565,198656,0.00032958985,-0.5775454044342041,-0.00010573326,1589248
2525.142655849457,98,0.08,8.013623e-06,1.2034745,904.24,655,0.00013181829,200704,7.93457e-05,0.6912423670291901,-0.00037624047,1605632
2552.2391550540924,99,0.08,7.769247e-06,1.2718918,933.7566666666667,604,0.00015763294,202752,0.0,0.7455534040927887,-0.00042449037,1622016
2574.9617598056793,100,0.08,7.24385e-06,1.3272288,951.6766666666666,721,0.0005668829,204800,0.0009338379,0.5447668135166168,-0.00019358261,1638400
2600.592874288559,101,0.08,9.865624e-06,1.2198993,972.3066666666666,639,0.0006219642,206848,0.0018432618,0.47083526849746704,-0.00021904954,1654784
2625.8878931999207,102,0.08,7.848789e-06,1.2280849,986.5366666666666,647,0.00029691827,208896,0.0005859375,0.33533352613449097,-0.00052845606,1671168
2649.6819105148315,103,0.08,4.431011e-06,1.3844547,1003.0033333333333,688,0.00042090175,210944,0.0011474609,0.7223984599113464,-0.000348545,1687552
2678.019413948059,104,0.08,5.881596e-06,1.2774355,1033.1766666666667,578,0.00074046094,212992,0.0018859863,0.7532553523778915,-0.0009068112,1703936
2701.37118935585,105,0.08,3.837541e-06,1.3535315,1050.8566666666666,701,0.0013869302,215040,0.004260254,0.10313498973846436,-0.00057474966,1720320
2726.8426764011383,106,0.08,5.2034134e-06,1.2645087,1076.4666666666667,643,0.00039545138,217088,0.0014831543,-0.0064438581466674805,-0.00084273115,1736704
2749.9509105682373,107,0.08,3.2487835e-06,1.3654122,1100.96,709,0.0004365583,219136,0.00034179687,0.3215388059616089,-0.00031813708,1753088
2773.550496816635,108,0.08,3.4482575e-06,1.326905,1130.0666666666666,694,0.00044952417,221184,0.00021362305,0.2986849546432495,-0.00044457457,1769472
2796.822458744049,109,0.08,4.3890227e-06,1.3616002,1150.29,704,0.0003028796,223232,0.0,0.5685479938983917,-0.00014658351,1785856
2819.531700372696,110,0.08,2.5010559e-06,1.4043477,1170.9466666666667,721,0.00024284846,225280,0.0,0.6546449065208435,-0.00029992373,1802240
2848.0360250473022,111,0.17,0.07694074,1.3449728,1200.02,574,0.002689915,227328,0.01831665,-0.0003300905227661133,-0.0004993448,1818624
2870.662905931473,112,0.12333333333333334,0.012368014,1.3984615,1219.23,724,0.00051875185,229376,0.0007568359,0.010304808616638184,-0.0004252842,1835008
2894.1920874118805,113,0.24333333333333335,0.08165587,1.408464,1238.55,696,0.0025326414,231424,0.021173095,0.005278170108795166,-0.0012835261,1851392
2918.3823471069336,114,0.4633333333333333,0.10212529,1.3742588,1255.5733333333333,677,0.0022986908,233472,0.0139221195,0.019215822219848633,-0.0008083458,1867776
2941.6776218414307,115,1.24,0.71303374,1.4162174,1270.47,703,0.002958488,235520,0.025238037,0.016676127910614014,-0.0014780525,1884160
2966.67755484581,116,2.6066666666666665,1.4486102,1.4063195,1292.1033333333332,655,0.0009813304,237568,0.0024414062,0.029636383056640625,-0.00072921085,1900544
2990.365623474121,117,4.883333333333334,2.4036129,1.3993113,1299.7633333333333,691,0.0021547761,239616,0.006787109,0.05421555042266846,-0.0005109607,1916928
3015.9503698349,118,6.823333333333333,1.9058135,1.4291484,1311.3666666666666,640,0.00092744344,241664,0.0008117676,0.0710287094116211,-0.0002687005,1933312
3042.541266441345,119,6.8933333333333335,0.04394065,1.3937752,1333.5466666666666,616,0.00075045956,243712,0.00028686522,0.4258567690849304,-0.00088006584,1949696
3066.188218355179,120,7.006666666666667,0.05831737,1.409322,1345.5866666666666,692,0.0011094152,245760,0.0044921874,0.3407612442970276,-0.000699972,1966080
3090.4881777763367,121,7.013333333333334,0.0029186853,1.4343147,1357.7233333333334,674,0.00080357987,247808,0.0007873535,0.795874759554863,-0.0007151854,1982464
3114.7624475955963,122,8.48,1.7984314,1.3828757,1378.39,674,0.00036934385,249856,0.0004333496,0.05483102798461914,-0.00015229332,1998848
3138.190902233124,123,9.1,0.39227656,1.4357182,1397.8,699,0.0009773467,251904,0.0027648925,0.1053006649017334,-0.0002862182,2015232
3161.862394094467,124,9.223333333333333,0.058397554,1.4439346,1415.7766666666666,692,0.00036306,253952,0.0,0.3516552448272705,-0.00016981238,2031616
3187.3595218658447,125,11.48,2.7322416,1.4275223,1426.04,642,0.0010019382,256000,0.00079345703,0.06841933727264404,-0.0005022478,2048000
3212.4450871944427,126,14.236666666666666,3.8658862,1.454089,1432.2333333333333,653,0.0013759325,258048,0.0030700683,0.06722843647003174,-0.00076772313,2064384
3236.8520426750183,127,17.19333333333333,2.528253,1.4294622,1444.27,671,0.0016706306,260096,0.006109619,0.10882675647735596,-0.0006837078,2080768
3260.0087802410126,128,17.903333333333332,0.7831036,1.4286612,1457.8233333333333,707,0.00016670111,262144,1.2207031e-05,0.18147611618041992,-0.0001651634,2097152
3283.121263742447,129,18.856666666666666,1.4285787,1.4600183,1471.5733333333333,708,0.00016378849,264192,0.0,0.1474502682685852,-8.481158e-05,2113536
3307.3305525779724,130,20.743333333333332,1.9137233,1.4172664,1481.84,676,0.00041242418,266240,0.0,0.17184776067733765,-0.00011081897,2129920
3330.9584443569183,131,20.743333333333332,0.0036222276,1.4508641,1482.4733333333334,693,0.0008091273,268288,0.00211792,0.836418941617012,-0.00040355977,2146304
3355.6630942821503,132,20.94333333333333,5.6442285,1.4661541,1485.2633333333333,663,4.271737e-05,270336,0.0,0.10184293985366821,-3.787614e-05,2162688
3383.3210294246674,133,29.976666666666667,14.376936,1.441068,1494.4466666666667,592,4.739149e-05,272384,0.0,0.12181216478347778,-0.00020380337,2179072
3406.3654181957245,134,32.33,1.8838205,1.4622138,1499.0,710,8.8055276e-05,274432,0.0,0.21210741996765137,-0.00012371788,2195456
3430.578183412552,135,33.13333333333333,1.4265189,1.4555043,1499.6733333333334,676,0.00094508025,276480,0.00061035156,0.2381800413131714,-0.00084846606,2211840
3454.492034673691,136,36.17333333333333,6.353782,1.449892,1500.0,685,0.00041030542,278528,0.0,0.22673755884170532,-0.00035863585,2228224
3477.6574518680573,137,39.78666666666667,6.018136,1.4747962,1500.0,707,0.00016052026,280576,0.0,0.2497844696044922,-8.4643914e-05,2244608
3502.651115655899,138,45.71,7.80873,1.4459765,1500.0,655,0.0002288849,282624,0.00012207031,0.24971824884414673,-0.00022736653,2260992
3526.794950246811,139,45.67666666666667,0.0050155018,1.4464973,1500.0,678,0.0022597404,284672,0.016680907,0.7199770510196686,-0.0013308928,2277376
3553.971778869629,140,45.98,0.37490818,1.4788277,1500.0,602,0.0013332703,286720,0.006378174,0.50677290558815,-0.0014269449,2293760
3579.719891309738,141,47.79333333333334,3.0589106,1.4549745,1500.0,636,0.0001001716,288768,0.0,0.3136337995529175,-0.00014745755,2310144
3602.557193994522,142,48.486666666666665,0.62766916,1.4667312,1500.0,717,0.00095309364,290816,0.0024353028,0.4841465353965759,-0.0008912729,2326528
3625.717277288437,143,47.81,0.92607605,1.4705783,1500.0,707,0.00059359457,292864,0.0,0.4293400049209595,-0.0005037211,2342912
3648.8908183574677,144,46.99,4.9266615,1.4516413,1500.0,707,0.00057848805,294912,7.324219e-05,0.2737008333206177,-0.0007833483,2359296
3672.0440022945404,145,48.43666666666667,4.1850114,1.4805872,1500.0,707,6.9514754e-05,296960,0.0,0.34022241830825806,-0.00017101399,2375680
3697.0937564373016,146,52.65,9.97724,1.469845,1500.0,654,0.00091827597,299008,0.0012451172,0.29100632667541504,-0.0009512001,2392064
3724.8280096054077,147,54.65,0.2033428,1.4550568,1500.0,590,0.0014109369,301056,0.0020935058,0.6587513089179993,-0.0010751751,2408448
3747.7727239131927,148,54.596666666666664,0.009583932,1.4732995,1500.0,714,0.0024277868,303104,0.01890869,0.8097773045301437,-0.0014638186,2424832
3771.902462720871,149,54.556666666666665,0.49474627,1.4557471,1500.0,679,0.0003094564,305152,0.0,0.4569935202598572,-0.00015390266,2441216
3795.575544118881,150,54.49,1.44746,1.4729788,1500.0,692,0.0011175897,307200,0.003326416,0.40079665184020996,-0.0008977908,2457600
3819.098056793213,151,56.85333333333333,3.1664577,1.4832065,1500.0,696,0.00030976534,309248,0.0,0.3864349126815796,-0.00040650932,2473984
3843.6158916950226,152,57.45,0.948316,1.4349709,1500.0,668,0.00032287685,311296,0.00033569336,0.562335342168808,-0.00021727644,2490368
3868.276218175888,153,55.16,1.4606626,1.4743866,1500.0,664,0.00082016905,313344,4.8828126e-05,0.3848976492881775,-0.00022591565,2506752
3893.4470312595367,154,54.49,4.076223,1.484386,1500.0,650,0.00053541583,315392,0.0012512207,0.41657745838165283,-0.00042993986,2523136
3916.7392654418945,155,58.04333333333334,5.359069,1.4693891,1500.0,703,0.00028384675,317440,0.0,0.37347209453582764,-0.000115391704,2539520
3939.334089040756,156,58.68666666666667,0.8864566,1.4803007,1500.0,725,0.000547831,319488,0.0014404297,0.651043027639389,-0.0004432687,2555904
3963.617998123169,157,57.79,1.0345881,1.4793785,1500.0,674,6.048449e-05,321536,0.0,0.5881781876087189,-0.00013061993,2572288
3988.0627591609955,158,58.843333333333334,2.225398,1.4728963,1500.0,670,0.0005149316,323584,6.1035157e-06,0.5341695845127106,-0.00029370922,2588672
4012.122577190399,159,62.32666666666667,4.6693335,1.4938872,1500.0,680,0.00112686,325632,0.0018371582,0.40326929092407227,-0.0007234223,2605056
4037.3825244903564,160,64.2,9.305437,1.470469,1500.0,648,0.0007821716,327680,0.00045776367,0.4322919249534607,-0.0004272631,2621440
4064.0905108451843,161,62.72666666666667,4.9593487,1.4769688,1500.0,613,0.00051725324,329728,0.000592041,0.5324872732162476,-0.0003286352,2637824
4086.714793920517,162,66.65,7.260296,1.4927362,1500.0,724,0.0012431102,331776,0.0033996582,0.50787553191185,-0.00061362574,2654208
4111.26798081398,163,66.06333333333333,1.047818,1.4655426,1500.0,667,0.0015417355,333824,0.010748291,0.6951147019863129,-0.0011620522,2670592
4134.33816742897,164,62.2,0.7005445,1.4936105,1500.0,710,0.00026708955,335872,0.00023193359,0.6931281089782715,-0.0003112378,2686976
4157.480463504791,165,58.666666666666664,0.89309853,1.5009708,1500.0,707,0.00092063454,337920,0.0009765625,0.7339240908622742,-0.00046343746,2703360
4181.900009632111,166,58.17666666666667,1.9057329,1.4842066,1500.0,670,0.00018863301,339968,0.0,0.6650100350379944,-0.00012859008,2719744
4206.084782600403,167,60.06666666666667,2.442348,1.4970746,1500.0,677,0.0015533968,342016,0.004248047,0.5966374278068542,-0.0008419143,2736128
4233.033974409103,168,61.75666666666667,2.6110606,1.4986895,1500.0,607,0.0014657194,344064,0.0035522461,0.6312106847763062,-0.0006802374,2752512
4256.086583614349,169,64.0,4.259645,1.4947747,1500.0,710,0.00047365762,346112,0.0,0.5896707773208618,-0.00036204339,2768896
4279.0241532325745,170,65.66333333333333,2.6569786,1.510848,1500.0,714,0.0009834305,348160,8.544922e-05,0.5847500562667847,-0.00034943855,2785280
4302.888321876526,171,65.02,0.42592198,1.49615,1500.0,686,0.0004669844,350208,0.00015258789,0.6627189218997955,-0.00021841851,2801664
4326.583088874817,172,61.943333333333335,0.8578184,1.5053767,1500.0,691,0.0010890485,352256,0.0028442382,0.7126048505306244,-0.0008118146,2818048
4349.982977151871,173,58.56666666666667,1.9938262,1.5217309,1500.0,700,0.00022971325,354304,0.0,0.6800881326198578,-0.00012054836,2834432
4375.676002025604,174,62.2,10.043013,1.5057722,1500.0,637,0.0005347651,356352,0.0,0.44555485248565674,-0.00023920138,2850816
4401.09880065918,175,68.03666666666666,10.76403,1.5323488,1500.0,644,0.00075711415,358400,0.00017700196,0.4120466113090515,-0.000589309,2867200
4424.347490310669,176,69.32333333333334,1.5540593,1.5373646,1500.0,704,4.7430574e-05,360448,0.0,0.5128735303878784,-6.163466e-05,2883584
4448.4294691085815,177,68.71,0.2005798,1.5227326,1500.0,680,0.00025409632,362496,0.0,0.8008777797222137,-0.00021741337,2899968
4471.260488986969,178,66.47333333333333,0.009597355,1.5279003,1500.0,717,0.0023168775,364544,0.016052246,0.8537851721048355,-0.0027292208,2916352
4496.301212072372,179,64.05333333333333,0.0016051881,1.5279481,1500.0,654,0.0004959019,366592,0.0,0.6835743486881256,-0.00072842155,2932736
4519.459612131119,180,63.75333333333333,0.44406685,1.5228488,1500.0,707,0.00040485774,368640,1.8310548e-05,0.6461768448352814,-0.0004867139,2949120
4546.334486246109,181,64.22333333333333,2.7384143,1.5373018,1500.0,609,0.00021590397,370688,0.0,0.6555024683475494,-0.0002071003,2965504
4572.006977319717,182,63.596666666666664,3.473682,1.5269916,1500.0,638,0.00018634618,372736,0.0,0.6112304627895355,-0.00020354908,2981888
4594.547335147858,183,61.28333333333333,1.0606911,1.5273192,1500.0,726,0.0001075467,374784,0.0,0.7514457255601883,-0.00014333556,2998272
4618.177315950394,184,60.89666666666667,0.60475665,1.5408989,1500.0,693,0.0008860304,376832,0.0017272949,0.8276907205581665,-0.0010552654,3014656
4642.017319440842,185,61.85,2.886321,1.5312593,1500.0,687,0.00046417123,378880,0.0,0.61407271027565,-0.00029621215,3031040
4664.994506597519,186,61.31,1.6985073,1.5439788,1500.0,713,0.00023156044,380928,0.0,0.6906778514385223,-0.00016721601,3047424
4689.336405277252,187,59.053333333333335,2.4985466,1.5385053,1500.0,673,0.00080470304,382976,0.0031188964,0.631910890340805,-0.00046540462,3063808
