eprewmean,eplenmean,explained_variance,policy_entropy,value_loss,policy_loss,time_elapsed,fps,serial_timesteps,nupdates,approxkl,total_timesteps,clipfrac
26.89043788,1501.0,0.14628535509109497,1.5939493,0.0011369347,-7.354599e-05,1281.596253156662,576,80896,158,8.396035e-05,647168,0.0
27.13043788,1501.0,0.0204312801361084,1.5921459,1.0347825,-0.00011149789,1290.2080981731415,475,81408,159,5.7941037e-05,651264,0.0
27.13043788,1501.0,0.11129379272460938,1.5901424,0.00037782677,-0.00011973077,1297.0774137973785,596,81920,160,5.397236e-05,655360,0.0
27.13043788,1501.0,0.4455066919326782,1.5883436,0.00024137458,8.377142e-05,1304.4621176719666,554,82432,161,1.1702953e-05,659456,0.0
25.543771213333333,1501.0,0.01272737979888916,1.5918636,3.4984245,-0.00032926208,1313.5188691616058,452,82944,162,8.119556e-05,663552,0.0
25.543771213333333,1501.0,0.03293722867965698,1.5928148,0.0004991856,-0.00014467844,1320.435434103012,592,83456,163,9.9223624e-05,667648,0.0
25.543771213333333,1501.0,0.26670533418655396,1.5905623,0.0003041045,-0.0006164793,1327.4622149467468,582,83968,164,0.00017512323,671744,0.0
24.093771213333333,1501.0,0.20790433883666992,1.590886,0.0007559752,-0.00012417001,1335.7837376594543,492,84480,165,5.294231e-05,675840,0.0
24.093771213333333,1501.0,0.18430209159851074,1.5923805,0.0003438924,-0.00031206655,1342.7847411632538,585,84992,166,0.000106165884,679936,0.0
24.093771213333333,1501.0,0.10714137554168701,1.5926608,0.00029762794,-0.00015069928,1349.6248965263367,598,85504,167,5.709227e-05,684032,0.0
24.093771213333333,1501.0,0.26897692680358887,1.5923244,0.00031596105,-0.00014664487,1357.9330298900604,493,86016,168,7.414737e-05,688128,0.0
24.093771213333333,1501.0,-0.09391820430755615,1.5920783,0.00013873332,-0.00017688813,1365.8160614967346,519,86528,169,6.808423e-05,692224,0.0
24.093771213333333,1501.0,0.09877091646194458,1.5903845,8.527775e-05,-0.00051487435,1374.1421298980713,491,87040,170,0.00014324824,696320,0.0
24.093771213333333,1501.0,-1.6796536445617676,1.588287,0.00012514686,-0.00030522505,1383.7891292572021,424,87552,171,9.1046386e-05,700416,0.0
24.093771213333333,1501.0,0.21351557970046997,1.5846838,5.5248045e-05,-0.00035052068,1391.169605255127,555,88064,172,0.00013259955,704512,0.0
