approxkl,fps,serial_timesteps,eprewmean,value_loss,total_timesteps,policy_loss,eplenmean,clipfrac,time_elapsed,policy_entropy,nupdates,explained_variance
0.0061504827,378,298500,0.0,0.03144929,298500,-0.0024495383,1500.0,0.06713329,783.7179441452026,0.5361156,199,0.5496166348457336
0.0040215794,383,300000,0.0,0.041677717,300000,-0.002827059,1500.0,0.050333306,787.6287229061127,0.55377555,200,0.6347787976264954
0.0051156725,384,301500,0.0,0.018176813,301500,-0.001527016,1500.0,0.05166664,791.5372428894043,0.5803877,201,0.6859241724014282
0.0052847345,383,303000,0.0,0.016121363,303000,-0.002828033,1500.0,0.055999976,795.4512577056885,0.6588805,202,-0.5034749507904053
0.009228861,365,304500,0.0,0.014384991,304500,-0.007293528,1500.0,0.11540002,799.5532822608948,0.5791526,203,0.7087002992630005
0.00547412,382,306000,0.0,0.023087623,306000,-0.004031463,1500.0,0.059399966,803.4711196422577,0.46226493,204,0.8134996742010117
0.0049369987,385,307500,0.0,0.01277444,307500,-0.0030013504,1500.0,0.058133297,807.3673655986786,0.5646765,205,-0.37283754348754883
0.00642388,388,309000,0.0,0.010976409,309000,-0.0042991857,1500.0,0.065066636,811.2310221195221,0.45718768,206,0.47469431161880493
0.003138106,381,310500,0.0,0.038286924,310500,-0.0027927519,1500.0,0.040933315,815.1592264175415,0.4399797,207,0.32267695665359497
0.0055595,388,312000,0.0,0.059846476,312000,-0.0045126807,1500.0,0.077266626,819.0191130638123,0.47803575,208,0.2365633249282837
0.007047576,369,313500,0.0,0.0053756903,313500,-0.00561572,1500.0,0.09139997,823.0755507946014,0.5233045,209,0.002627074718475342
0.0072659673,385,315000,0.0,0.032362677,315000,-0.011261504,1500.0,0.08559996,826.9640192985535,0.4697892,210,0.7093976140022278
0.008755537,385,316500,0.0,0.026576215,316500,-0.008253214,1500.0,0.084466636,830.8520092964172,0.6022596,211,0.7503477483987808
0.005837722,386,318000,0.0,0.011054217,318000,-0.0077655953,1500.0,0.0807333,834.7290806770325,0.6559299,212,0.04194021224975586
0.006288629,379,319500,0.0,0.02245708,319500,-0.0025914581,1500.0,0.08233333,838.6834874153137,0.61253935,213,-0.6166418790817261
0.007007842,381,321000,0.0,0.03992568,321000,-0.0053105676,1500.0,0.08079997,842.6131439208984,0.58485025,214,-0.4438514709472656
0.004373246,378,322500,0.0,0.005823881,322500,-0.0029979937,1500.0,0.058466636,846.5735392570496,0.5718197,215,-2.3370285034179688
0.0073521202,387,324000,0.0,0.0041989386,324000,-0.010380638,1500.0,0.08106663,850.4405753612518,0.64902097,216,0.7575095742940903
0.010739825,389,325500,0.0,0.0036901238,325500,-0.0050054328,1500.0,0.05826663,854.291403055191,0.54446465,217,0.6510822474956512
0.016847933,386,327000,0.0,0.0031318453,327000,-0.008360824,1500.0,0.082999945,858.1682200431824,0.66846305,218,0.6877482831478119
0.013736052,384,328500,0.0,0.025284339,328500,-0.0019990928,1500.0,0.15266664,862.0674157142639,0.6197017,219,0.2581142783164978
0.0032632404,393,330000,0.0,0.0047860364,330000,-0.0024084635,1500.0,0.043933306,865.8800585269928,0.51298183,220,-0.04630851745605469
0.008899247,387,331500,0.0,0.0077886404,331500,-0.0133565925,1500.0,0.10199999,869.7540307044983,0.6184123,221,0.8759769052267075
0.0038366986,377,333000,0.0,0.008781792,333000,-0.0015672423,1500.0,0.05386663,873.724359035492,0.66086036,222,0.6927089393138885
0.007113477,391,334500,0.0,0.012509639,334500,-0.0070992154,1500.0,0.082733296,877.5583827495575,0.6344287,223,0.5416189432144165
0.0048358976,379,336000,0.0,0.0173063,336000,-0.003758637,1500.0,0.051599964,881.5090999603271,0.6453546,224,0.5668909549713135
0.004682586,390,337500,0.0,0.0047951597,337500,-0.004277179,1500.0,0.048599973,885.3559103012085,0.6951106,225,0.8321717530488968
0.0063152607,379,339000,0.0,0.037724353,339000,-0.004606663,1500.0,0.04653331,889.3085513114929,0.5714407,226,-1.1025540828704834
0.006774553,390,340500,0.0,0.02549622,340500,-0.0045908014,1500.0,0.08246664,893.1470906734467,0.48338327,227,0.19988679885864258
0.0028458368,385,342000,0.0,0.018722763,342000,-0.0011244641,1500.0,0.029933318,897.0357835292816,0.46853912,228,-0.4281632900238037
0.0070369374,380,343500,0.0,0.038154155,343500,-0.0039764047,1500.0,0.090066664,900.9800462722778,0.5868305,229,-0.45809412002563477
0.0058095683,390,345000,0.0,0.009653637,345000,-0.0062074335,1500.0,0.069599956,904.8238291740417,0.5539366,230,-0.1515427827835083
0.0036235363,386,346500,0.0,0.022750175,346500,-0.0037406024,1500.0,0.042333312,908.7014629840851,0.5403763,231,0.3354153037071228
0.0060302955,363,348000,0.0,0.016044278,348000,-0.0075147655,1500.0,0.080933295,912.8271195888519,0.5314727,232,0.7771886885166168
0.007477592,380,349500,0.0,0.020076059,349500,-0.006135832,1500.0,0.07526663,916.7653124332428,0.58704126,233,0.5154717266559601
0.0044477563,389,351000,0.0,0.022710452,351000,-0.0027282177,1500.0,0.056733314,920.6150271892548,0.51200074,234,0.2138437032699585
0.008400776,390,352500,0.0,0.010659936,352500,-0.0057418034,1500.0,0.09946667,924.4599120616913,0.5807627,235,0.06335526704788208
0.004852335,353,354000,0.0,0.023905225,354000,-0.0030666506,1500.0,0.06526663,928.7054834365845,0.47569123,236,-0.5367660522460938
0.005154784,358,355500,0.0,0.0067593306,355500,-0.0041248775,1500.0,0.06886663,932.8895335197449,0.44620687,237,0.2739696502685547
0.002966186,347,357000,0.0,0.0035184086,357000,-0.0014739601,1500.0,0.033533312,937.2085807323456,0.46109322,238,-0.6930737495422363
0.022073548,379,358500,0.0,0.0069493754,358500,-0.006301114,1500.0,0.09593333,941.163325548172,0.47047454,239,-0.69643235206604
0.004440776,390,360000,0.0,0.02329124,360000,-0.0017197983,1500.0,0.045599975,945.0038177967072,0.3912637,240,0.40614497661590576
0.012030877,383,361500,0.0,0.014224499,361500,-0.009301565,1500.0,0.09433328,948.9127540588379,0.38828784,241,0.3957589268684387
0.006402503,392,363000,0.0,0.0056743026,363000,-0.006152406,1500.0,0.08279997,952.7347440719604,0.6160948,242,0.4842345714569092
0.005323895,383,364500,10.0,0.5820101,364500,0.00494269,938.0,0.0549333,956.651442527771,0.3661468,243,-0.9812184572219849
0.008531217,397,366000,0.0,0.004699589,366000,-0.0015536231,1500.0,0.06946662,960.4280390739441,0.5835891,244,0.5610555410385132
0.0095566055,389,367500,0.0,0.029990435,367500,-0.0033259424,1500.0,0.047266636,964.2815835475922,0.49338573,245,-0.4385819435119629
0.004957874,384,369000,0.0,0.01016047,369000,-0.001938953,1500.0,0.061933294,968.1821603775024,0.5346092,246,0.2364826202392578
0.012392733,392,370500,0.0,0.021525674,370500,-0.013277585,1500.0,0.07993329,972.0051500797272,0.57945573,247,-0.3083360195159912
0.004355835,396,372000,0.0,0.016313022,372000,-0.0036892123,1500.0,0.052866634,975.7874972820282,0.35245448,248,0.6165605187416077
0.0028230757,393,373500,0.0,0.037833642,373500,-0.0025114892,1500.0,0.038866647,979.6045618057251,0.32583827,249,-2.332301616668701
0.015862193,386,375000,0.615405,0.010411587,375000,-0.00876577,1500.0,0.1516,983.4874217510223,0.5107939,250,0.8396953195333481
0.009904505,394,376500,10.0,0.59057873,376500,0.006790367,982.0,0.07779995,987.2883892059326,0.31325126,251,-1.7877376079559326
0.0025925594,392,378000,0.03024,0.0115041295,378000,-0.0014065685,1500.0,0.028599987,991.1076874732971,0.33527103,252,-0.31790482997894287
0.007975627,379,379500,0.204661,0.017467849,379500,-0.0055617224,1500.0,0.090133294,995.0599842071533,0.6807596,253,0.3653666377067566
0.0069362093,390,381000,0.0,0.0050098663,381000,-0.002382999,1500.0,0.065866634,998.9011700153351,0.65862733,254,0.5420185923576355
0.0061787306,390,382500,0.0,0.0056041395,382500,-0.0012369232,1500.0,0.0581333,1002.7382862567902,0.4395751,255,0.29553377628326416
0.0060607535,355,384000,10.0,0.32008794,384000,-0.00046012457,997.0,0.07819996,1006.962644815445,0.4781521,256,0.04693859815597534
0.0065896367,364,385500,0.289925,0.010921354,385500,-0.007464004,1500.0,0.081199974,1011.0830352306366,0.45461434,257,0.20958644151687622
0.0060478393,391,387000,10.0,0.28199905,387000,-0.0023000403,903.0,0.06559996,1014.9130568504333,0.3901683,258,0.04316520690917969
0.007585855,392,388500,0.448589,0.008549819,388500,-0.0065273456,1500.0,0.09993329,1018.7394716739655,0.4752684,259,0.48210012912750244
0.008209165,392,390000,1.223479,0.051190898,390000,-0.0023415128,1500.0,0.09393331,1022.5649592876434,0.3708598,260,-0.00839221477508545
0.007415906,391,391500,0.329517,0.0095927045,391500,-0.0011103982,1500.0,0.06799997,1026.3966462612152,0.4574456,261,0.7152162790298462
0.0068894792,353,393000,10.0,0.6605661,393000,-0.0018664382,787.0,0.08439996,1030.6440644264221,0.5111714,262,-0.3195042610168457
0.0032949678,390,394500,10.0,0.20568521,394500,-0.00088517857,905.0,0.03913331,1034.488181591034,0.4257524,263,0.4322301745414734
0.0060022795,350,396000,10.0,0.2285161,396000,-0.0014039447,759.0,0.032466654,1038.7723484039307,0.50137186,264,0.25187236070632935
0.0058468822,382,397500,10.0,0.23324476,397500,0.008825566,1243.0,0.056333303,1042.6955516338348,0.52787703,265,0.17517411708831787
0.019918207,383,399000,10.0,0.49430034,399000,-0.005512465,951.0,0.14479999,1046.6105208396912,0.4021536,266,0.4124258756637573
0.015204284,332,400500,10.0,0.43476394,400500,0.0023091617,1184.0,0.08953331,1051.127046585083,0.5885341,267,-0.22185933589935303
0.003618811,376,402000,0.132001,0.206805,402000,-0.0008441474,1500.0,0.043399975,1055.10857462883,0.40727505,268,0.5933866202831268
0.003998654,387,403500,0.513997,0.34635404,403500,-0.002066857,1500.0,0.047066644,1058.9808456897736,0.5133586,269,0.5863386988639832
0.016949471,374,405000,10.439072,0.38972485,405000,0.0020857223,1275.0,0.14753336,1062.9853584766388,0.46133465,270,0.013456225395202637
0.003391819,373,406500,10.0,0.20181938,406500,0.0026209021,939.0,0.035933312,1067.0003335475922,0.44972947,271,0.30577564239501953
0.006579636,374,408000,0.700261,0.20453385,408000,-0.0036464888,1500.0,0.079399966,1071.0017795562744,0.58159006,272,0.5737307965755463
0.006591807,380,409500,1.777258,0.023389904,409500,-0.0038348073,1500.0,0.0853333,1074.9441781044006,0.67995816,273,0.0858796238899231
0.0065707997,382,411000,10.0,0.35492554,411000,0.003788628,995.0,0.05899997,1078.8699178695679,0.77020913,274,-0.4154055118560791
0.008794741,355,412500,10.301924,0.4772371,412500,-0.0063356394,891.0,0.10653335,1083.0870082378387,0.4428085,275,-0.32849299907684326
0.009383677,378,414000,2.355736,0.022483418,414000,-0.0018505724,1500.0,0.1195333,1087.053049325943,0.64203525,276,0.23059767484664917
0.008292772,386,415500,0.242879,0.008866309,415500,-0.006758137,1500.0,0.10986664,1090.9336485862732,0.7820386,277,0.4757164716720581
0.009798637,384,417000,1.484472,0.009952833,417000,-0.008469367,1500.0,0.117866665,1094.8313019275665,0.7007718,278,0.301166296005249
0.007530906,381,418500,10.349445,0.4376334,418500,-0.0043183654,1328.0,0.103999965,1098.7593295574188,0.5694473,279,0.2962934374809265
0.014047482,364,420000,10.0,0.22291285,420000,-0.0041222735,991.0,0.07606662,1102.8711342811584,0.5291968,280,0.28145653009414673
0.00534415,346,421500,10.171797,0.506995,421500,1.4465619e-05,1226.0,0.058199972,1107.1993613243103,0.4980398,281,0.13464534282684326
0.012340944,381,423000,10.155951,0.31431708,423000,0.007195367,990.0,0.11546667,1111.1367254257202,0.45147634,282,-0.0183180570602417
0.010013683,376,424500,2.547056,0.0057447758,424500,-0.004303628,1500.0,0.10919997,1115.1188161373138,0.71420044,283,0.7733335345983505
0.019138921,380,426000,10.0,0.39332753,426000,-0.0016497824,1415.0,0.14193329,1119.0617351531982,0.68506104,284,-0.5028637647628784
0.007398939,392,427500,1.524238,0.010004078,427500,-0.0036494308,1500.0,0.09319999,1122.8814613819122,0.6990959,285,0.5676299929618835
0.018294154,382,429000,0.930753,0.015775897,429000,-0.009991628,1500.0,0.18959993,1126.8024184703827,0.5845969,286,0.5178240835666656
0.0031595016,389,430500,10.0,0.2516597,430500,-0.00047016234,837.0,0.039866645,1130.6512389183044,0.5519313,287,0.07173514366149902
0.004324041,348,432000,10.250094,0.11034149,432000,-0.003363343,1276.0,0.05986663,1134.9598541259766,0.5365619,288,0.7827372550964355
0.0063847536,387,433500,10.0,0.3388101,433500,-0.0010014611,1473.0,0.08026664,1138.8310565948486,0.6629304,289,-0.29115772247314453
0.005737479,383,435000,10.0,0.22119547,435000,-0.00090929685,919.0,0.046133302,1142.741807460785,0.6527672,290,0.27880048751831055
0.0070529394,385,436500,1.630481,0.007875372,436500,-0.0047957115,1500.0,0.06699997,1146.6320044994354,0.6776115,291,0.811097264289856
0.030595636,395,438000,2.687835,0.0020329135,438000,-0.0048833066,1500.0,0.15393335,1150.4281089305878,0.8974408,292,0.8959716185927391
0.007847128,387,439500,10.0,0.19937257,439500,0.007530001,1175.0,0.07633329,1154.2963480949402,0.7261118,293,0.4383736252784729
0.0037166777,341,441000,10.0,0.21208796,441000,0.0019631903,894.0,0.030466652,1158.6834948062897,0.675893,294,0.5861686766147614
0.007026263,386,442500,1.673215,0.014934846,442500,-0.0055511566,1500.0,0.09699997,1162.5647342205048,0.69028205,295,0.08413028717041016
0.0071220635,374,444000,10.0,0.19761789,444000,0.0060672904,1038.0,0.07386663,1166.5731933116913,0.5083836,296,0.47241902351379395
0.0125230625,391,445500,2.424432,0.0042376034,445500,-0.00675645,1500.0,0.16266666,1170.4066376686096,0.8260948,297,0.8100415617227554
0.0030114807,385,447000,10.0,0.25060242,447000,-0.0004996227,891.0,0.025799984,1174.299208164215,0.5771044,298,0.25534588098526
0.0045252168,359,448500,10.0,0.3802282,448500,0.0003899678,918.0,0.05486664,1178.4765627384186,0.5428973,299,0.5079544484615326
0.005739663,387,450000,10.0,0.23791252,450000,-0.002691682,1244.0,0.08119995,1182.3485825061798,0.65640867,300,0.4536857604980469
0.0129117975,389,451500,2.458893,0.011912338,451500,-0.012431576,1500.0,0.1672,1186.2032873630524,0.86333346,301,0.7626464813947678
0.012879994,359,453000,10.129532,0.41403908,453000,-0.002246757,953.0,0.103466645,1190.3812777996063,0.44755787,302,0.5219691395759583
0.009810413,391,454500,10.300471,0.22706789,454500,-0.0013245635,1466.0,0.12333334,1194.2158751487732,0.7618774,303,0.4103160500526428
0.0079771085,380,456000,0.0,0.014830835,456000,-0.007582323,1500.0,0.097866684,1198.1586916446686,0.7905864,304,-0.08209192752838135
0.007910128,387,457500,10.124434,0.24606983,457500,-0.002552124,1023.0,0.10666666,1202.0305154323578,0.57699156,305,0.2855271100997925
0.007990051,389,459000,10.481139,0.31788892,459000,-0.0068307025,1375.0,0.08666663,1205.8830738067627,0.6940909,306,0.5204346477985382
0.010352904,390,460500,10.346234,0.11189476,460500,-0.008812077,1341.0,0.13373332,1209.720989704132,0.8429284,307,0.8084725588560104
0.005333679,390,462000,10.252712,0.09424153,462000,-0.004275268,1203.0,0.059666637,1213.5584034919739,1.020378,308,0.7968697547912598
0.009296907,346,463500,10.0,0.22431998,463500,-0.0018124036,1032.0,0.122999996,1217.8930141925812,0.75893784,309,0.5576581358909607
0.010068766,374,465000,10.0,0.18590884,465000,0.0015540044,879.0,0.07806662,1221.900866508484,0.6245582,310,0.5449890494346619
0.009949538,392,466500,2.252146,0.0069692694,466500,-0.0018433647,1500.0,0.10159996,1225.7227845191956,0.9203541,311,0.8977696374058723
0.012267865,378,468000,10.0,0.2100926,468000,-0.0068824114,1000.0,0.12886669,1229.6811847686768,0.7250851,312,0.5162334740161896
0.005202269,359,469500,10.038195,0.23269342,469500,-0.0025116324,1322.0,0.0601333,1233.8492605686188,0.6930915,313,0.7750793546438217
0.011867388,388,471000,3.79718,0.014690943,471000,-0.004013825,1500.0,0.07419995,1237.7087619304657,0.89887637,314,0.6034481227397919
0.008096145,391,472500,10.459457,0.09870395,472500,-0.0031289842,1227.0,0.10073332,1241.54074716568,0.78972024,315,0.8166418969631195
0.009217575,385,474000,10.0,0.1626495,474000,-0.007107988,1266.0,0.12046664,1245.4362540245056,0.8695237,316,0.7391994893550873
0.009128518,385,475500,2.813337,0.06880468,475500,-0.004416178,1500.0,0.105999984,1249.3302400112152,0.8112122,317,-0.04629385471343994
0.007747126,391,477000,3.564304,0.02184167,477000,-0.0026368306,1500.0,0.09499996,1253.160896062851,0.9638696,318,0.445392370223999
0.009545069,378,478500,10.176605,0.03133804,478500,-0.008838147,1316.0,0.12406666,1257.1287860870361,0.68759966,319,0.9570640027523041
0.019620722,395,480000,10.0,0.20758563,480000,-0.00111853,887.0,0.15820004,1260.922772884369,0.9330934,320,0.33018964529037476
0.0052939295,351,481500,11.474247,0.36710286,481500,-0.0020316066,972.0,0.060133293,1265.1952784061432,0.74550104,321,0.02252441644668579
0.008345622,395,483000,5.009091,0.03335679,483000,0.00016120054,1500.0,0.10580004,1268.9917430877686,1.0403923,322,-0.17036664485931396
0.0065053822,379,484500,10.015817,0.0651491,484500,-0.005417892,1230.0,0.08053327,1272.941724061966,0.69799143,323,0.8827639818191528
0.005306159,358,486000,11.296316,0.43824932,486000,-0.003655393,1280.0,0.07026663,1277.1254031658173,0.87888694,324,0.2616221308708191
0.012794873,379,487500,10.396973,0.29867586,487500,0.00024891272,1092.0,0.11040002,1281.078434228897,0.7640816,325,0.02413886785507202
0.013999587,383,489000,10.246679,0.23430179,489000,-0.0026538216,1072.0,0.1382,1284.9900119304657,0.9498477,326,0.20209527015686035
0.004577551,332,490500,10.063177,0.63702154,490500,-0.0054514725,815.0,0.06126664,1289.5064675807953,0.6752002,327,-0.12876033782958984
0.015703715,351,492000,10.416945,0.35946178,492000,-0.003067818,1083.0,0.1782667,1293.7685198783875,0.82186747,328,0.48612654209136963
0.007870447,356,493500,6.020659,0.0060014944,493500,-0.0073329257,1500.0,0.10279999,1297.973922252655,1.2109714,329,0.8254081010818481
0.012410929,355,495000,10.107064,0.113987714,495000,-0.0074903714,1100.0,0.14700003,1302.1909003257751,0.99215883,330,0.7655287981033325
0.010710826,391,496500,10.583249,0.055978704,496500,-0.0067730844,1114.0,0.15646668,1306.0264348983765,1.1285062,331,0.9245227575302124
0.015310141,340,498000,10.0,0.3761954,498000,-0.0020589037,845.0,0.13019995,1310.4351258277893,0.88862884,332,-0.10002303123474121
0.013023348,380,499500,10.32997,0.064203024,499500,-0.0044036238,1119.0,0.16439997,1314.3751304149628,1.0437872,333,0.8898972198367119
0.012115019,371,501000,7.521073,0.0097857835,501000,-0.002856133,1500.0,0.18306671,1318.4132974147797,1.2912929,334,0.8168340623378754
0.024682647,383,502500,2.459263,0.03707041,502500,-0.010837232,1319.0,0.24299997,1322.3263862133026,1.0827101,335,0.6982003748416901
0.0076091764,388,504000,10.0,0.49649394,504000,-0.0016179979,951.0,0.09253334,1326.1886723041534,1.1915767,336,-0.45021629333496094
0.010408845,383,505500,5.518347,0.009220608,505500,-0.0024224182,1500.0,0.16720003,1330.0960109233856,1.2399491,337,0.8091191798448563
0.00941946,354,507000,15.815089,0.48073083,507000,-0.0033463647,1203.0,0.1432667,1334.329516172409,1.0791775,338,0.20959311723709106
0.0048044627,372,508500,10.0,0.20782539,508500,-0.0016664191,654.0,0.0535333,1338.351434469223,0.942622,339,0.4194648265838623
0.007840826,352,510000,10.318204,0.27296856,510000,-0.004688471,807.0,0.09239997,1342.611538887024,0.8196315,340,0.2237522006034851
0.009310013,342,511500,10.0,0.63093066,511500,-0.00720357,792.0,0.11293335,1346.988731622696,0.7142017,341,0.2926883101463318
0.00653567,382,513000,10.0,0.15728067,513000,-0.003252318,968.0,0.06886663,1350.90913438797,0.94096684,342,0.6699678599834442
0.008662842,354,514500,10.0,0.34241948,514500,-0.0057158065,801.0,0.10086662,1355.1447939872742,0.7632476,343,0.5306478142738342
0.011923945,381,516000,10.398798,0.04623228,516000,-0.0070908987,1233.0,0.15820003,1359.0722279548645,1.0676466,344,0.9283753633499146
0.009175932,352,517500,70.408727,11.894937,517500,-0.0006692682,1193.0,0.14746666,1363.325900554657,0.99115515,345,0.051222801208496094
0.008403838,385,519000,38.085638,2.9105039,519000,0.00030195352,1159.0,0.10953331,1367.218936920166,1.0948532,346,0.126725435256958
0.009761769,384,520500,115.716061,34.876095,520500,-0.00014693564,1011.0,0.13239999,1371.121356010437,1.1259054,347,0.03430825471878052
0.008684253,361,522000,10.0,0.06366031,522000,-0.004847199,1256.0,0.093599945,1375.267947435379,0.9649361,348,0.9755876176059246
0.0114661725,391,523500,10.0,0.021342058,523500,-0.0050982605,1121.0,0.15453334,1379.1024205684662,0.7948011,349,0.9735026266425848
0.0077883434,346,525000,14.457284,0.42454845,525000,6.1792553e-06,1212.0,0.062199965,1383.437178850174,0.9300716,350,0.37654250860214233
0.014746513,382,526500,10.0,0.213483,526500,0.0023064946,675.0,0.0863333,1387.357025384903,0.7165443,351,0.3808835744857788
0.008250069,387,528000,10.0,0.023796735,528000,-0.0055588507,1023.0,0.11819996,1391.2306866645813,1.0809231,352,0.9611736573278904
0.0070121395,360,529500,10.0,0.24831334,529500,-0.0033992792,623.0,0.10020004,1395.392837047577,0.69979364,353,0.26156407594680786
0.008773126,349,531000,10.0,0.03788247,531000,-0.0020653687,1060.0,0.10366665,1399.684675693512,0.66543317,354,0.9666881710290909
0.009800507,350,532500,10.0,0.31313926,532500,0.002153533,648.0,0.0629333,1403.9667921066284,0.6437067,355,0.6643035411834717
0.01127467,375,534000,32.168765,1.7947279,534000,-0.0029666554,1252.0,0.2126667,1407.9650168418884,1.0436364,356,0.31169670820236206
0.009689573,356,535500,10.0,7.8794265,535500,-0.007360171,608.0,0.112199984,1412.1706891059875,0.80414045,357,0.14455288648605347
0.011008234,346,537000,13.684219,0.32229564,537000,-0.0022396978,1020.0,0.12406666,1416.4976818561554,0.76091605,358,0.6373899579048157
0.020076687,346,538500,12.71881,0.3506663,538500,-0.0012572146,746.0,0.21606666,1420.8209190368652,0.7138135,359,0.5012840032577515
0.0060721124,351,540000,10.0,0.3544608,540000,-0.0036991874,547.0,0.080999956,1425.0910000801086,0.6384888,360,0.5275384783744812
0.010154076,353,541500,10.0,0.24812837,541500,-0.0025161896,673.0,0.10019997,1429.3306419849396,0.60415775,361,0.7046009600162506
0.010600598,358,543000,239.402683,155.61676,543000,-0.0016865011,602.0,0.0905333,1433.515516281128,0.55629385,362,0.05894792079925537
0.00790896,331,544500,11.692785,0.22560684,544500,-0.002058168,672.0,0.07673329,1438.0344750881195,0.59751165,363,0.8706807345151901
0.0048698755,357,546000,10.842347,0.3456941,546000,0.0005076338,716.0,0.05339997,1442.2290954589844,0.59626454,364,0.572049617767334
0.009017647,355,547500,10.0,0.23193316,547500,-0.0033354363,539.0,0.103066646,1446.452796459198,0.53540903,365,0.8168932944536209
0.021700492,331,549000,11.168091,0.28348896,549000,-0.0038374767,684.0,0.13,1450.9832229614258,0.54344696,366,0.7856853902339935
0.008187335,355,550500,10.0,0.37445736,550500,-0.0028371878,520.0,0.11986663,1455.2058169841766,0.538878,367,0.4942113161087036
0.012298499,354,552000,10.040029,0.41844624,552000,0.0025333047,740.0,0.13940002,1459.435559272766,0.69734716,368,0.3335927724838257
0.007146107,332,553500,10.0,32.52503,553500,-0.00077623484,579.0,0.08366663,1463.9417116641998,0.4591341,369,0.1429113745689392
0.010366539,358,555000,10.0,0.35015395,555000,-0.0049920557,661.0,0.124133356,1468.1263003349304,0.5601451,370,0.6469198167324066
0.014164188,357,556500,10.0,0.2870927,556500,-0.008752372,870.0,0.15600002,1472.327464580536,0.7072113,371,0.6738129258155823
0.017782373,353,558000,128.275658,44.400352,558000,0.0016365258,1117.0,0.21800011,1476.569103717804,0.75174576,372,0.01837027072906494
0.0151153365,358,559500,10.36583,0.370028,559500,-0.002721564,790.0,0.122266665,1480.7540910243988,0.5853532,373,0.5809267163276672
0.014452206,379,561000,-2.432223,0.15779327,561000,-0.0053449394,881.0,0.13999999,1484.7033054828644,0.81617266,374,0.363223135471344
0.005571768,331,562500,11.873462,0.44153813,562500,-0.0016804285,627.0,0.057133313,1489.2279093265533,0.73834616,375,0.7208034098148346
0.016115395,388,564000,31.678242,2.2681556,564000,0.0020575116,1208.0,0.21380004,1493.0923173427582,0.78324914,376,0.13789606094360352
0.0046526254,324,565500,12.374519,0.45477685,565500,-0.0023049482,633.0,0.0635333,1497.7150294780731,0.5414244,377,0.6678639054298401
0.008519805,342,567000,10.170075,0.39354175,567000,-0.00045164608,791.0,0.11173334,1502.089757680893,0.6330781,378,0.5470443367958069
0.013877133,351,568500,10.0,0.35084328,568500,-0.004558842,555.0,0.13226672,1506.3538689613342,0.5994045,379,0.6053312420845032
0.010492364,348,570000,10.0,0.379125,570000,-0.0006067649,816.0,0.10920002,1510.6612844467163,0.59603155,380,0.6039661765098572
0.006538928,335,571500,11.22027,0.33848682,571500,-0.0008441551,715.0,0.049399987,1515.1325941085815,0.5899584,381,0.7535524517297745
0.004443386,357,573000,32.525124,2.2554045,573000,-0.0022794926,727.0,0.03966665,1519.3261444568634,0.67236525,382,0.3946393132209778
0.00470798,323,574500,10.0,0.37445623,574500,-0.0016309166,550.0,0.04126665,1523.9590084552765,0.35422966,383,0.7130519449710846
0.008204885,352,576000,10.0,0.18241544,576000,-0.004316715,529.0,0.07799995,1528.214035987854,0.51134276,384,0.858725056052208
0.040322352,348,577500,10.862173,0.18167858,577500,-0.00048482933,716.0,0.14626671,1532.5229725837708,0.6020421,385,0.8411764204502106
0.009758444,314,579000,11.310415,0.22382599,579000,-0.0032798245,637.0,0.052133307,1537.2958574295044,0.417931,386,0.8621032536029816
0.017086407,344,580500,11.472016,0.22633913,580500,0.0043777046,746.0,0.19673333,1541.6450653076172,0.6927118,387,0.8209446519613266
0.010949991,345,582000,10.0,0.18481365,582000,-0.001372744,538.0,0.09613328,1545.9909579753876,0.5874535,388,0.829294964671135
0.012393788,347,583500,10.0,0.28509387,583500,-0.0055183233,857.0,0.15806663,1550.312173128128,0.72958994,389,0.7639931440353394
0.01966209,386,585000,11.303722,0.032822467,585000,-0.0065615596,730.0,0.19626664,1554.1917655467987,0.78476244,390,0.9449984095990658
0.010771673,357,586500,12.249195,0.2747204,586500,0.0015083388,971.0,0.14613332,1558.38516831398,0.7694835,391,0.6610114276409149
0.013647633,344,588000,10.0,0.3172026,588000,-0.0131346695,859.0,0.13179998,1562.7391440868378,0.6517764,392,0.3892129063606262
0.004274057,357,589500,49.934366,4.550351,589500,-3.8632493e-06,646.0,0.067533284,1566.9306886196136,0.56862944,393,0.5047974288463593
0.008359492,335,591000,10.0,3.4883423,591000,-0.00080461917,625.0,0.08566662,1571.4055371284485,0.40308866,394,0.5433176457881927
0.0070813214,356,592500,10.13568,0.24876031,592500,-0.0022081858,694.0,0.08826663,1575.6138875484467,0.5958555,395,0.8596373498439789
0.008923944,345,594000,10.0,0.26419303,594000,0.0009039132,775.0,0.11886666,1579.951997756958,0.66929907,396,0.8731479793787003
0.0090918215,329,595500,10.160125,0.39970493,595500,0.002151214,661.0,0.1088,1584.4979405403137,0.5373484,397,0.607587993144989
0.008024948,353,597000,10.404016,0.2337706,597000,-0.0023501492,620.0,0.0669333,1588.7377049922943,0.42514098,398,0.7342800498008728
0.012871364,326,598500,10.0,0.45804083,598500,0.0036122042,574.0,0.1509334,1593.3283863067627,0.50816226,399,0.5311764478683472
0.012850379,355,600000,10.360879,0.17295127,600000,-0.01645159,806.0,0.14393334,1597.553837776184,0.64861566,400,0.8401646167039871
0.009107983,351,601500,10.0,0.634533,601500,-0.0021856856,674.0,0.077799946,1601.8269340991974,0.52899325,401,0.6266907751560211
