eplenmean,total_timesteps,fps,explained_variance,serial_timesteps,eprewmean,policy_entropy,value_loss,clipfrac,nupdates,approxkl,time_elapsed,policy_loss
878.0,267000,368,0.9230991676449776,267000,628.608642,0.95138377,51.602276,0.010599998,178,0.0020503618,771.2209622859955,-0.004220843
728.0,268500,303,0.0078018903732299805,268500,191.570897,0.45345107,849295.4,0.017733328,179,0.0013694483,776.157390832901,-0.003694765
1283.0,270000,362,0.9978197058662772,270000,740.641308,0.81894654,1.3633362,0.0045333323,180,0.0009366199,780.2955782413483,-0.003298715
1145.0,271500,361,0.9735775999724865,271500,689.853206,0.7784487,15.476554,0.01473333,181,0.0014968904,784.4404361248016,-0.0024491185
1320.0,273000,344,0.01764857769012451,273000,7044.781726,0.9767716,113730.89,0.03566666,182,0.0032834955,788.790275812149,-0.0019236766
1044.0,274500,333,0.9663746654987335,274500,470.261557,0.9629931,18.82651,0.061199967,183,0.00414074,793.293331861496,-0.004602201
1381.0,276000,335,0.9923294647596776,276000,864.826824,0.9544106,4.536844,0.016466666,184,0.0015776965,797.7595646381378,-0.0012548332
1500.0,277500,345,0.9641263000667095,277500,847.870008,0.97131276,20.592962,0.066333316,185,0.0046131695,802.1063137054443,-0.0039053755
653.0,279000,311,0.9477180987596512,279000,332.872131,0.51904917,28.827887,0.03079999,186,0.0025925348,806.9204976558685,-0.004504439
692.0,280500,331,0.9557599686086178,280500,356.29628,0.49319857,24.70195,0.014133329,187,0.0018063016,811.4487879276276,-0.002185238
1091.0,282000,363,0.9908161303028464,282000,544.261174,0.70330775,4.786902,6.666667e-05,188,0.00026993878,815.5741603374481,-0.00066633994
763.0,283500,306,0.9935682858340442,283500,370.267365,0.46178013,4.0610533,0.001,189,0.00025165305,820.4631404876709,-0.00047417832
654.0,285000,296,0.9957393328659236,285000,271.015535,0.51530015,2.2149043,0.0019333331,190,0.00033370988,825.5183930397034,-0.0007780146
736.0,286500,293,0.9942430327646434,286500,353.582839,0.4681412,3.1323295,0.011599996,191,0.0010085629,830.6360807418823,-0.0013250482
685.0,288000,298,0.9950159890577197,288000,340.208583,0.43835056,2.6627169,0.025533324,192,0.0018825659,835.6591458320618,-0.0027439145
693.0,289500,333,0.9588836394250393,289500,244.754803,0.5114098,22.737898,0.012466664,193,0.0012702235,840.154141664505,-0.0012555649
717.0,291000,337,0.9497469998896122,291000,257.811629,0.46114182,24.110985,0.037533313,194,0.0023564145,844.6041240692139,-0.002776689
664.0,292500,328,0.04286348819732666,292500,231.768009,0.9417078,24598.332,0.06426665,195,0.0043684696,849.1675012111664,-0.002697061
944.0,294000,359,0.6864221394062042,294000,800.740156,0.6035482,303.71692,0.0008666667,196,0.0009665562,853.3381595611572,-0.00039735026
750.0,295500,323,0.14042723178863525,295500,249.495399,0.55464363,7880.3667,0.0,197,0.00024726527,857.9765932559967,-0.00037770066
1162.0,297000,360,0.9901996497064829,297000,609.73343,0.94552857,5.236943,0.118133344,198,0.006901802,862.1375846862793,-0.0028908425
723.0,298500,339,0.8365185707807541,298500,401.938346,0.5385391,130.37154,0.0038666662,199,0.0007363105,866.5616345405579,-0.00091219426
661.0,300000,308,0.4333898425102234,300000,794.485279,0.43002474,938.5569,0.011133335,200,0.0013861433,871.4183728694916,-0.0026928252
