epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.8429880501686322,0.7126632342115281,0.8447805687796002,0.6986881566353773
1,0.8447665506411884,0.6976030678178141,0.8483036636668159,0.6897987960904903
2,0.8457531949465347,0.6911570276233294,0.8452548315560633,0.6913197445409884
3,0.8473411417973018,0.6857553472741192,0.8467623096476015,0.6807944784905219
4,0.847231044146633,0.6812571603388844,0.84322227680311,0.6828883260498101
5,0.8481668741553594,0.6775848273844204,0.8478802147773238,0.6758742509367351
6,0.8482727372836235,0.6736266252663937,0.8499127695131141,0.6726196625987904
7,0.8483320206285863,0.670470665331416,0.8444756855668086,0.6798508513744903
8,0.848382834930254,0.6673820400595027,0.8483714154928902,0.6649227192055842
9,0.8488952124446013,0.6639028470869379,0.8488456782683437,0.6649985391880152
10,0.8488274600477621,0.6612112226800148,0.8514371855932251,0.658612267307825
11,0.8490391862946993,0.6582230621133452,0.850048273179397,0.6558198096312434
12,0.8492212708630976,0.6556053768142032,0.844628127157051,0.6616483445899609
13,0.849373713760529,0.6526504960441301,0.8481004082077748,0.6600679086090966
14,0.8490264827199133,0.6502209856660853,0.8432392147442326,0.6588557369058158
15,0.850474690245511,0.6475272856705299,0.8465759921286733,0.6495081027083653
16,0.8497421174293214,0.6454500219846806,0.8471688206131339,0.6420821663206207
17,0.8498733877051382,0.6423887405064806,0.8493030031036843,0.6418353027792957
18,0.8497421174333597,0.6404388975923255,0.8411727840797565,0.6496273206449762
19,0.850034299651922,0.6380945553824185,0.8523348972591803,0.6359655074953788
20,0.8502502604237879,0.6358771263597494,0.8508951709765535,0.6337000899443783
21,0.8497421174333597,0.6336944664148655,0.8488964921532955,0.6368826546429776
22,0.8499199674773341,0.6314770487319047,0.8500313352069775,0.6304232056076408
23,0.8498098698286846,0.6295530590508716,0.8462541709747593,0.6319542667611299
24,0.850470455716544,0.627157436832862,0.8493030031026747,0.6288124306657175
25,0.8497759936327889,0.6253920144644968,0.8427141381151242,0.6309039676618898
26,0.8497040067059731,0.6236167861338344,0.852030014062542,0.6231148121073837
27,0.8497759936287506,0.6212437399485051,0.8517928826586619,0.6189325246037736
28,0.8495769709606377,0.6195657979412569,0.8436626636660312,0.6257818404222747
29,0.8496955376586398,0.617735600222027,0.8443232439604128,0.6218983238371216
30,0.8498183388820754,0.6156526631724286,0.8525212147942617,0.6137191661762414
31,0.8503518890200563,0.6136111386543527,0.8508951709927068,0.6140750909243745
32,0.8500512377491126,0.6123773368497293,0.848659360748406,0.6103952025971028
33,0.8506737129171575,0.6099819012038439,0.8469147512539973,0.6123549985823834
34,0.8499242020007485,0.6090607073794729,0.8468808753566086,0.613117070186671
35,0.8500427686992553,0.6073069008063007,0.8516404410522662,0.6041139142124667
36,0.8501147556265759,0.6053579748562764,0.8327207439019146,0.6290684574830238
37,0.8500935829983991,0.6040023835864846,0.8482189738864945,0.6037175361496192
38,0.8493356030371807,0.602376126653038,0.8465759921286733,0.6064079325261196
39,0.8498987948547101,0.6009691682230943,0.8479818424977581,0.6060171175799409
40,0.8495176876116366,0.5994974893074133,0.8446789410268593,0.6114984446389337
41,0.8493525411394193,0.5982634553547708,0.843933670950137,0.6000404752696659
42,0.8493356030366759,0.5967093406863438,0.8479140906898561,0.5991722887870643
43,0.8494838114122074,0.5946304210358406,0.8505225359548505,0.5949745427467981
44,0.8496913031332063,0.5930545275408629,0.8441199884700747,0.60043469403187
45,0.8493948863887057,0.5921552612903948,0.849726451994186,0.5916359315263553
46,0.8496574269317579,0.5907466515532854,0.8478124629512495,0.5950894438670611
47,0.8492551470630316,0.5894603738405023,0.8462033570898074,0.5901634257188543
48,0.8500978175268613,0.5877669477401789,0.8458137840966945,0.5918802473903637
49,0.8492890232654895,0.5865460139482274,0.8505394739101071,0.5857211195757667
50,0.849424528063711,0.5857919139118276,0.848693236661948,0.5868455094493488
51,0.8494668733129975,0.5839286973980862,0.8466776198662705,0.5852373634135994
52,0.8494711078348974,0.5827954653076161,0.8486424227931494,0.5829070393342423
53,0.8489079160219112,0.5819655216800171,0.8496587001691212,0.5835519620329084
54,0.8489502612671593,0.5804817001928969,0.8375988753075889,0.5925628673388412
55,0.8490264827163798,0.579064814189301,0.8466437439688819,0.5782931998118925
56,0.848831694569662,0.5784620977992125,0.8476092074770646,0.582753129490354
57,0.849013779141089,0.5772067448238893,0.851250868074297,0.5753055845980992
58,0.8490391862952041,0.5755820494196171,0.8477616490673071,0.5741934575379368
59,0.8491577529891678,0.5745090955187253,0.8421213096306636,0.5789204798981448
60,0.8488740398184437,0.5737192243711432,0.8418333643892819,0.5856424271025574
61,0.8491789256173446,0.5725521842850665,0.8367011636406242,0.5866250815578757
62,0.849013779146137,0.5712701663308899,0.8396653059872087,0.5810227591113614
63,0.8483786004028014,0.5704620932848617,0.8495401344914111,0.5690967722924357
64,0.8492932577914278,0.5689284762775496,0.8441538643977509,0.572857754791907
65,0.8481626396309355,0.5686749469283187,0.8489134300934085,0.5688773355004417
66,0.8488867433982775,0.5672064624262424,0.8491674994535547,0.5674305607492389
67,0.8492000982419879,0.5666748510063518,0.8486593607494155,0.5680128247856733
68,0.8486919552505502,0.5655807751094546,0.8478632768210576,0.5695187686737052
69,0.8484971671002988,0.5646200173425756,0.8458307220529606,0.5646591482300344
70,0.8485268087783329,0.5633317077392188,0.8481850979891058,0.5620872330535555
71,0.8491916291896067,0.5625111122013913,0.8450177001683365,0.5692071426217437
72,0.8482600337073233,0.5617212285624116,0.8463388607570999,0.5635326312412469
73,0.8483193170538004,0.560709224617257,0.844103050512799,0.566368824618201
74,0.8486284373766204,0.5598869134255775,0.8437473534312089,0.5599053692661405
75,0.8483447242069058,0.558955721173307,0.8461525432381717,0.5624832616499861
76,0.8485945611746673,0.5578958696862575,0.852030014062542,0.5551322475970463
77,0.8485225742493658,0.5571505047694338,0.835617134424444,0.5739465318306604
78,0.8488571017197386,0.5557982851327871,0.8492691271911519,0.5544807557949527
79,0.8480101967370378,0.5556042825279073,0.847067192860393,0.5569001789627207
80,0.8484886980534703,0.5544921826547785,0.8416978607391523,0.5598307826553378
81,0.8482388610831848,0.5540066411891634,0.8505394738949634,0.5505947757284986
82,0.8480483074613956,0.5533107081603823,0.8461186673104956,0.5581482277737657
83,0.8481922813054361,0.5521768155112056,0.8471010687880691,0.5539758821157189
84,0.8486199683232296,0.5516070240611677,0.8498280797479364,0.5538427931134638
85,0.8485056361501561,0.5505690663964372,0.8434763461319593,0.5569315584775775
86,0.8478746919388163,0.550157930131206,0.8453225833649748,0.553788815371686
