epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5180704672584503,0.9392255869019421,0.5484147386265724,0.9213087489404375
1,0.5557613790987648,0.9079156137472968,0.539341700669528,0.9054927834009618
2,0.5726977166157767,0.8941374016394568,0.5704924643168894,0.8927498929496614
3,0.5912470386612229,0.8818399524387077,0.5869751499361242,0.8810324312019531
4,0.6043903422581584,0.8703125824135839,0.6048187912486903,0.8683542896857743
5,0.6132239528111894,0.8594259250409794,0.6198901154066719,0.8604896839266253
6,0.6207722163385451,0.8499957937177339,0.6033570240210174,0.85459208590915
7,0.6244518372931904,0.8415932369944825,0.6272493573024428,0.8428739827512896
8,0.6271989515690717,0.8349112005320052,0.6274509803696238,0.8356797668240329
9,0.6297696456474621,0.8291842528417999,0.631281818658079,0.8312657052479514
10,0.6317228690962247,0.8243637685754366,0.6335500781499689,0.8253154124161596
11,0.6341045415685677,0.8203662420642298,0.6221583748955575,0.8263372601752044
12,0.6361711779857656,0.8169946321629187,0.6237209536530653,0.8246679365667967
13,0.6356545188859728,0.8140901169551465,0.6310297897854209,0.8184023360925081
14,0.6383512273894256,0.8113679630759142,0.6353646857380729,0.8155631123095536
15,0.6393089369453906,0.8091056403286233,0.6345581934332962,0.8132833906242495
16,0.6394979585604512,0.8070330779707127,0.6370784817933375,0.8128390828954686
17,0.640569081108887,0.8052726116137877,0.6356671202915247,0.812185319583799
18,0.6413755733565798,0.8033292485380661,0.6401532334998716,0.8075792804992069
19,0.6417284137260242,0.8011366130003099,0.6388426835759644,0.8054233406981584
20,0.6433413982499516,0.8000518050373571,0.6402540450837861,0.8044535953693678
21,0.6438328544725435,0.7980147334733637,0.6384394374896732,0.8029518976399744
22,0.6439210645727912,0.7960710092035295,0.6425223045696672,0.7984198450687654
23,0.644689752501678,0.7941267362068278,0.6437320429156688,0.7968767758152214
24,0.6452820202541049,0.7921929808356143,0.6484197791896945,0.7969506988392475
25,0.6469580120055857,0.7903003817069939,0.6436312313828294,0.794161399704259
26,0.6480543374162004,0.7886399507786972,0.6424718988032475,0.7980206517648286
27,0.6481299460568167,0.7868996431608943,0.6476132869780548,0.7904080221583162
28,0.648873431111507,0.7851995555039429,0.6385402489774463,0.7932060736550867
29,0.64863400373904,0.7834676975528285,0.6438832602629986,0.7867445409481213
30,0.6498689450013,0.7815339021807963,0.6423206814589222,0.7863636106978237
31,0.6500453651897777,0.7801911705888275,0.6542164423279575,0.7850297199026748
32,0.6508770603387068,0.7780728704434584,0.6506880386815844,0.780352761833302
33,0.6512046978144259,0.7762171775560789,0.6517465597763977,0.778225044754942
34,0.6531201169443825,0.7744725124448638,0.653258732768988,0.7798505157248808
35,0.6532335299248356,0.7728890860187075,0.6558798326198069,0.7793951523364675
36,0.652893290995494,0.7709973762247962,0.6520994001413354,0.7758445923075667
37,0.6542164423610061,0.7689035856391497,0.6570391652504639,0.7714801005907577
38,0.6547457029054083,0.7674814239343368,0.65451887692948,0.7693023093195355
39,0.6544558697424864,0.7661198825597991,0.6632894803315703,0.7702423711266271
40,0.6567493321265994,0.7647142416707774,0.657341599848982,0.7707736548910434
41,0.6562452744533893,0.7632918501219939,0.6526538635719519,0.7677205194237913
42,0.6581228892555268,0.7615031529695098,0.6541660365645422,0.7645322682906907
43,0.6576566359101359,0.7603816565826023,0.6546196884623193,0.7662266043953564
44,0.6588159685498062,0.758838924247475,0.6630878572658916,0.7601605491524256
45,0.659030193051081,0.7575032590581943,0.6543676596302209,0.7620523407836735
46,0.6600509098300927,0.7563562221726352,0.6601643228165547,0.7589005019444961
47,0.6612354453319419,0.7549704292097053,0.663491103397249,0.756875710199182
48,0.6612732496567567,0.7534930824999115,0.6583497152284506,0.7566592600402214
49,0.6615504813720648,0.7531118902523639,0.6668178839809478,0.7539504488675763
50,0.6621553505751099,0.7510842606902237,0.6589545844254868,0.7559992243063607
51,0.6630752558152734,0.7501433125378185,0.6655577398204559,0.7548557909345355
52,0.6627980240969608,0.7489962433157107,0.6688341146377349,0.7570171906730689
53,0.6629366399576193,0.7478373871767039,0.6564342960564322,0.7551069444956044
54,0.663566712028852,0.7472532625472127,0.6609708150342033,0.7501885186274498
55,0.6649276677221834,0.7456954958229886,0.6690861434698333,0.7497254235050216
56,0.6646000302449621,0.7445065796306173,0.6679772166086004,0.7460086532757704
57,0.6658853772841572,0.7436374912002862,0.6674227531329177,0.7503032789210398
58,0.6660365945924295,0.7423163277438658,0.6690357376583473,0.7448104464651458
59,0.6668430868491355,0.7414425115436548,0.6619789304076631,0.7482793636635442
60,0.6669817027158029,0.7404679974376858,0.6731186047834076,0.7430087079551889
61,0.6664398407087648,0.7396087673734445,0.6698422299661285,0.7443512252720802
62,0.6676999848797723,0.7384290373958078,0.6599626997058097,0.7529629342041283
63,0.6682166439840718,0.7373701480344825,0.6694389837897048,0.7421140084253924
64,0.6689475275971571,0.7363999983771529,0.6735722566811847,0.7385718602886351
65,0.6697666212924637,0.7357330403805524,0.6765461968999458,0.739392059050871
66,0.6698296285004882,0.73469512887681,0.6726649528856304,0.7363428653016603
67,0.6696910126548518,0.7336013091296112,0.6648016533271651,0.7408821430259898
68,0.6704092948143145,0.7328271993742792,0.6696406068553835,0.7378225123469486
69,0.6713670043762884,0.7324154226822841,0.6661626090204964,0.7383401145425028
70,0.6725641413407735,0.7313061093778114,0.6700438529897453,0.7351674836900146
71,0.6725515398901553,0.7302581148856866,0.6746307777759979,0.7343586845902451
72,0.6717702505226679,0.729905609155808,0.6724633297748855,0.733413560756771
73,0.672274308174847,0.7286452714837699,0.6771006603335666,0.7354783412159027
74,0.6740133071193304,0.7280630475421173,0.6687333030628337,0.7327973148780602
75,0.6725263370069454,0.7270353393326592,0.6687333031079,0.7324611137330193
76,0.6743409446100715,0.7264948108184361,0.6722113009427871,0.7309734932212641
77,0.675210444080811,0.7253883140084364,0.6729673874390822,0.7297459421808473
78,0.6747945964988354,0.7250994707260697,0.6689349261285125,0.7319527926016698
79,0.6745551691083419,0.7240196661642947,0.6767478199656244,0.7272556198929772
80,0.6750718282081348,0.7235342085202247,0.6754876758051325,0.728132545109796
81,0.6755380815565301,0.7227823559095845,0.6747819950782614,0.7268659121339207
82,0.6768108271646358,0.7221132557570823,0.6745803720125827,0.7262064141397713
83,0.6767478199506024,0.7214792920784926,0.6716568375121706,0.7283840862978453
84,0.6770250516719194,0.7205325285058882,0.6766470083877189,0.7277356602292465
85,0.6775165078885025,0.7200075007925905,0.675941327705914,0.7246661844125672
86,0.6776929280799846,0.7192755610695637,0.6774535006954999,0.7251008925037018
87,0.6779323554584604,0.7184387843775542,0.6736226624025381,0.7255083233353904
88,0.678297797265003,0.7178937456824016,0.6812843389433955,0.7219979448107932
89,0.6786254347407221,0.7174151253421447,0.680881092812038,0.7223651849777085
90,0.6793185140410104,0.716575090310958,0.6820404253946244,0.7203483655872265
91,0.6796335500691156,0.7155802115490795,0.68214123697253,0.719167983702002
92,0.6801754120581273,0.7151877176161344,0.6798729774836445,0.718918515526183
93,0.680364433682201,0.7145773346694861,0.6762437622593658,0.7223873894639695
94,0.6812717374897729,0.7138932763049004,0.6825948888703072,0.7186945581203015
95,0.6801880135087454,0.7132767590281163,0.6820908312061104,0.72363265298945
96,0.6818262009233937,0.7126904288855608,0.6813347446647489,0.7164406850306856
97,0.6813851504672216,0.7118833671955399,0.6823428600382088,0.7161255841552265
98,0.6811079187368912,0.7112719802025063,0.6804778466356144,0.7181724511697964
99,0.6822420484813341,0.7107483148875271,0.6813347446647489,0.7161110951971507
100,0.6832753667019507,0.7098440149960195,0.6823428600412131,0.7148863894245162
101,0.6822294470547512,0.7099963696837347,0.6813851504311685,0.7150435871676312
102,0.6831115479640911,0.7090968865920197,0.6814859620120787,0.7156320764891196
103,0.6836030041896874,0.7082374672103994,0.6850143656584518,0.7120025897946616
104,0.6840188517506322,0.7075961149984493,0.6847119310118629,0.7127836078271683
105,0.6844473007742127,0.7070182856517644,0.6869801905488192,0.7120716942673195
106,0.6847119310358983,0.7062280638256743,0.6865265386510421,0.7146910463221173
107,0.6851529814980793,0.7057566078741877,0.6838550330338035,0.7104029682496303
108,0.6853294016805482,0.705537477747508,0.6835525983872147,0.7106363759315316
109,0.6850899742900547,0.7049330802560844,0.6824436715740525,0.7107134805498864
110,0.685846060780341,0.7042177116458073,0.6805786581684538,0.7117123582699744
111,0.6863879227813703,0.703740051065315,0.6865265386059758,0.7095439190513406
112,0.6869297847673774,0.7029226817691259,0.6873834366351104,0.7069923532538503
113,0.6876606683894759,0.7022428372777682,0.689903725004165,0.7062230760955397
114,0.6875598568566367,0.7018944795973281,0.6874842482130159,0.7072944979290549
115,0.6878748928937551,0.7015130103424592,0.6858712636905906,0.7070721222740357
116,0.6884923635173742,0.7007943349647945,0.6861736982861043,0.706358924523868
117,0.6882403346882802,0.7003223697735036,0.6894500730553127,0.7079319278254937
118,0.6882529361449072,0.6996169789519195,0.6887443923254372,0.7090025454875268
