serial_timesteps,fps,policy_entropy,value_loss,eplenmean,approxkl,explained_variance,eprewmean,policy_loss,clipfrac,time_elapsed,total_timesteps,nupdates
604500,392,1.1375145,17.097906,1500.0,0.00662786,0.9530413784086704,872.242278,-0.0058017056,0.10033334,1564.1167368888855,604500,403
606000,390,1.0558132,17.535416,1500.0,0.002334866,0.964383851736784,902.89153,-0.0017917664,0.022066664,1567.9565665721893,606000,404
607500,391,1.0974919,16.699318,1500.0,0.00062248117,0.9586872570216656,832.879124,-0.0007367145,6.666667e-05,1571.7837908267975,607500,405
609000,389,1.0667063,16.029194,1500.0,0.0033509196,0.9645923003554344,898.383142,-0.001565816,0.03946666,1575.6359074115753,609000,406
610500,392,1.0363333,18.458149,1500.0,0.0029109642,0.96373350918293,809.099537,-0.0019561043,0.03166667,1579.455533027649,610500,407
612000,389,1.1470166,16.983248,1500.0,0.0021479593,0.9555037617683411,789.754287,-0.002556898,0.014133329,1583.3105609416962,612000,408
613500,389,1.1733416,18.317993,1500.0,0.003865342,0.9406236261129379,920.280273,-0.00561182,0.059666634,1587.1597492694855,613500,409
615000,390,1.0575767,16.718931,1500.0,0.0058652163,0.966496903449297,873.30377,-0.0043850522,0.09893332,1591.0034019947052,615000,410
616500,391,1.1281976,17.54905,1500.0,0.0016521929,0.9478231817483902,795.960325,-0.0010350394,0.0034000003,1594.8311336040497,616500,411
618000,395,1.2213206,18.631243,1500.0,0.0023667589,0.9469689838588238,908.830707,-0.0014846254,0.009133333,1598.6195285320282,618000,412
619500,392,1.2018114,18.92944,1500.0,0.00054708926,0.9427455775439739,909.536089,-0.0003122818,0.0,1602.442355632782,619500,413
621000,385,1.0919232,17.937668,1500.0,0.00303274,0.9645534157752991,937.399597,-0.003414403,0.032599986,1606.3323249816895,621000,414
622500,393,1.1704563,16.924576,1500.0,0.00036629636,0.9522133991122246,784.000116,-0.00031907953,6.666667e-05,1610.1455566883087,622500,415
624000,379,1.0755436,17.891054,1500.0,0.004979096,0.964324489235878,919.119942,-0.0033046606,0.0789333,1614.1026151180267,624000,416
625500,382,1.0875635,18.312197,1500.0,0.00437,0.9606812298297882,794.041818,-0.0034648539,0.0484,1618.027887582779,625500,417
627000,381,1.189849,17.256285,1500.0,0.0050238324,0.9467181116342545,822.87616,-0.00702887,0.06326664,1621.965083360672,627000,418
628500,386,1.1921252,19.056913,1500.0,0.0037580656,0.9512705057859421,930.640864,-0.0030997437,0.024999995,1625.8426043987274,628500,419
630000,382,1.1808095,19.151749,1500.0,0.0047063017,0.9457578361034393,872.583965,-0.0038998232,0.058599968,1629.7607021331787,630000,420
631500,385,1.0909204,19.078085,1500.0,0.0038547143,0.9635168053209782,904.756317,-0.00389689,0.042399984,1633.648244380951,631500,421
633000,393,1.0946455,16.569477,1500.0,0.0038510624,0.9648349024355412,761.828976,-0.002582158,0.045066662,1637.4591369628906,633000,422
634500,390,1.0663661,18.891033,1500.0,0.0019044545,0.9639189802110195,832.539198,-0.0015810579,0.00026666667,1641.298455953598,634500,423
636000,377,1.1370773,19.814669,1500.0,0.0027462533,0.9599420763552189,777.378071,-0.0026105184,0.0428,1645.271966934204,636000,424
637500,381,1.1246377,18.872726,1500.0,0.0037235662,0.9545988403260708,810.777221,-0.00368083,0.05526664,1649.2055640220642,637500,425
639000,383,1.0731666,18.77578,1500.0,0.004048926,0.9670918546617031,848.28297,-0.0018805831,0.029333325,1653.1167876720428,639000,426
640500,385,1.1344842,19.77605,1500.0,0.0032378463,0.9527221843600273,752.747331,-0.0028590835,0.022199998,1657.0113081932068,640500,427
642000,391,1.1140879,19.76034,1500.0,0.0033343905,0.9608337357640266,872.545819,-0.0010625557,0.03953333,1660.840452671051,642000,428
643500,393,1.2203256,18.365938,1500.0,0.0010319601,0.9426418729126453,734.543127,-0.00115584,0.0,1664.6479079723358,643500,429
645000,389,1.082319,18.759027,1500.0,0.0035299198,0.9660972207784653,918.812606,-0.0021772417,0.03993332,1668.499603509903,645000,430
646500,392,1.1518639,19.78054,1500.0,0.0022738287,0.9463686160743237,719.734602,-0.0029659253,0.0085333325,1672.3246052265167,646500,431
648000,396,1.1313151,19.18403,1500.0,0.002262306,0.9556851461529732,874.464826,-0.0009980331,0.0156,1676.1106398105621,648000,432
649500,392,1.1742159,19.238495,1500.0,0.0051012607,0.946381289511919,824.542265,-0.0028378882,0.047999978,1679.932785987854,649500,433
651000,391,1.197397,19.138899,1500.0,0.001799108,0.9465994499623775,848.181294,-0.001998667,0.005533333,1683.768826007843,651000,434
652500,387,1.1953192,21.468878,1500.0,0.0021658866,0.9388428218662739,810.144882,-0.0014688517,0.028933324,1687.6409034729004,652500,435
654000,394,1.1046228,18.362694,1500.0,0.001629803,0.9644328206777573,912.798343,-0.0012053954,0.0,1691.445540189743,654000,436
655500,394,1.1149416,21.133612,1500.0,0.00094562414,0.9484719224274158,788.890295,7.63898e-05,0.005866666,1695.2508957386017,655500,437
657000,394,1.0975338,18.079517,1500.0,0.0018977119,0.9624411277472973,823.648641,-0.0018756583,0.014066666,1699.056214094162,657000,438
658500,389,1.1228176,18.838108,1500.0,0.0044121724,0.9534272812306881,795.248692,-0.004702301,0.06226665,1702.9031596183777,658500,439
660000,392,1.2133698,17.896341,1500.0,0.0037189992,0.9424260705709457,849.580106,-0.002879247,0.04146667,1706.722797870636,660000,440
661500,369,1.1481843,18.673626,1500.0,0.0047193784,0.9533388540148735,952.07418,-0.0065069483,0.065866634,1710.7805607318878,661500,441
663000,395,1.1457919,21.619673,1500.0,0.0029910684,0.9387670867145061,786.398421,-0.00291007,0.04093332,1714.5746512413025,663000,442
664500,398,1.1765405,18.738699,1500.0,0.0034687803,0.9412894695997238,879.366004,-0.0024058747,0.048799988,1718.3435792922974,664500,443
666000,388,1.1021274,17.969688,1500.0,0.0018580812,0.9613290801644325,883.695456,-0.00043909956,0.013266664,1722.199978351593,666000,444
667500,379,1.1903541,17.075226,1500.0,0.00088913174,0.9455376230180264,834.059951,-0.0018465981,0.0,1726.1508929729462,667500,445
669000,389,1.1014793,17.809643,1500.0,0.006224366,0.9643054082989693,943.590295,-0.0070386324,0.09286664,1730.0060913562775,669000,446
670500,394,1.0824281,17.175854,1500.0,0.004365406,0.958601925522089,797.935583,-0.0033251196,0.048733324,1733.8130457401276,670500,447
672000,395,1.205034,18.284636,1500.0,0.004231185,0.9467848800122738,849.589536,-0.0033665916,0.036266662,1737.6044075489044,672000,448
673500,383,1.1167042,18.459103,1500.0,0.0011049341,0.9558105356991291,896.237404,-0.000900917,0.002,1741.5134785175323,673500,449
675000,384,1.0812968,17.695833,1500.0,0.002948449,0.962840061634779,849.999744,-0.0025718405,0.021866662,1745.4165365695953,675000,450
676500,373,1.0358989,18.14175,1500.0,0.002020017,0.9635690599679947,825.423655,-0.001193587,0.026800003,1749.4293267726898,676500,451
678000,394,1.0266894,18.148537,1500.0,0.0033543727,0.9640625789761543,774.579844,-0.0029165023,0.025066664,1753.2362215518951,678000,452
679500,381,1.0334533,15.99064,1500.0,0.0042984067,0.9680914729833603,782.213232,-0.0036103257,0.051733304,1757.171065568924,679500,453
681000,385,1.1348497,17.629295,1500.0,0.00051812583,0.9511691145598888,774.008007,-0.00044249947,0.0002,1761.05783867836,681000,454
682500,390,1.1209458,18.787657,1500.0,0.0031003386,0.9578532539308071,923.348998,-0.0023602974,0.019799994,1764.9001841545105,682500,455
684000,394,1.1691704,17.561213,1500.0,0.0017813611,0.947206899523735,829.679796,-0.00020562383,0.0009333334,1768.701580286026,684000,456
685500,395,1.1851751,19.119848,1500.0,0.0017203359,0.9446389488875866,919.512192,-0.0011438327,0.023066664,1772.4978964328766,685500,457
687000,394,1.1161426,18.495935,1500.0,0.0026828772,0.9497502185404301,896.963406,-0.002581958,0.031133331,1776.3000338077545,687000,458
688500,375,1.1311682,17.838675,1500.0,0.0043131574,0.9529477283358574,909.012689,-0.00044325803,0.074533336,1780.2909932136536,688500,459
690000,392,1.0404425,18.415197,1500.0,0.002430479,0.9631144106388092,909.553723,-0.0006139387,0.015066667,1784.11097407341,690000,460
691500,392,1.0302684,18.132536,1500.0,0.001337564,0.966887567192316,810.894418,-0.0008048365,0.002933333,1787.9347722530365,691500,461
693000,387,1.1308864,19.004969,1500.0,0.005423416,0.9484911635518074,768.304634,-0.0058583375,0.08513331,1791.8025772571564,693000,462
694500,392,1.0389557,18.010775,1500.0,0.0015370329,0.9632275104522705,935.847082,-0.00064722245,0.0023999996,1795.6217613220215,694500,463
696000,386,1.1259415,17.010767,1500.0,0.005697057,0.9390965960919857,784.838876,-0.0035670367,0.09099997,1799.507001876831,696000,464
697500,389,1.0406693,22.463163,1500.0,0.0050807125,0.9536520428955555,893.037861,-0.006007821,0.079466626,1803.3543837070465,697500,465
699000,393,1.0719864,20.346575,1500.0,0.0013791475,0.9478612318634987,724.980083,-0.00040037849,0.009000001,1807.167539358139,699000,466
700500,390,1.0579315,17.596947,1500.0,0.006597243,0.9647948667407036,862.303057,-0.007570954,0.12433334,1811.0124661922455,700500,467
702000,385,1.0450383,17.108131,1500.0,0.0016907619,0.9656378701329231,832.080932,-0.0017779662,0.008933333,1814.8989024162292,702000,468
703500,391,0.99906653,17.874844,1500.0,0.0037132334,0.9643162414431572,813.437909,-0.0022351223,0.058266655,1818.7273950576782,703500,469
705000,391,1.1442243,18.40102,1500.0,0.0022721486,0.9519609436392784,778.925977,-0.00065067987,0.019866664,1822.5619299411774,705000,470
706500,387,1.1342618,17.970196,1500.0,0.0029533973,0.9579058513045311,895.204226,-0.0020752936,0.024866663,1826.4332253932953,706500,471
708000,389,1.0589197,17.57612,1500.0,0.006373305,0.9519070684909821,847.821256,-0.0028969625,0.103466675,1830.2877583503723,708000,472
709500,390,1.0400786,16.582083,1500.0,0.0050374977,0.9662813805043697,923.674006,-0.004189067,0.059133295,1834.1254904270172,709500,473
711000,390,1.0354145,20.031927,1500.0,0.0024002818,0.9637045189738274,749.661001,-0.000664244,0.010999999,1837.9635272026062,711000,474
712500,396,1.1318314,22.597963,1500.0,0.001747943,0.9382622204720974,769.233052,-0.0021270502,0.0011333334,1841.7505717277527,712500,475
714000,386,1.1292919,18.582962,1500.0,0.002624338,0.9472647681832314,867.573849,-0.0019984685,0.018333327,1845.6341755390167,714000,476
715500,388,1.101992,19.114899,1500.0,0.0026474854,0.952592670917511,839.163039,-0.0014289313,0.012533329,1849.496856212616,715500,477
717000,393,1.163174,18.646547,1500.0,0.0036883352,0.9482329003512859,847.587571,-0.0023575432,0.031999998,1853.3066318035126,717000,478
718500,389,1.1616331,17.52312,1500.0,0.0057151467,0.9517780020833015,886.969088,-0.0023776107,0.08399997,1857.1542451381683,718500,479
720000,387,1.1700734,17.596277,1500.0,0.0032704805,0.9467677846550941,933.268515,-0.0007324182,0.019799996,1861.029793024063,720000,480
721500,381,1.0837859,17.139135,1500.0,0.0019768823,0.9661288745701313,923.321052,-2.4896935e-05,0.020666668,1864.9617660045624,721500,481
723000,390,1.1349429,21.0537,1500.0,0.0028907508,0.9434219226241112,811.647715,-0.0019063896,0.024533331,1868.8010795116425,723000,482
724500,391,1.1616591,18.08083,1500.0,0.005931777,0.9409344643354416,887.113929,-0.0019331421,0.09519999,1872.6327788829803,724500,483
726000,393,1.102112,17.645561,1500.0,0.004169771,0.9617188237607479,962.423752,-0.0030832964,0.07059997,1876.4432108402252,726000,484
727500,394,1.0275948,17.690466,1500.0,0.00011215894,0.9653350338339806,865.784502,-0.00020903948,0.0,1880.2457060813904,727500,485
729000,391,1.0710952,19.065794,1500.0,0.0020316495,0.9493429623544216,828.097476,-0.0016916752,0.028866667,1884.0812079906464,729000,486
730500,387,1.0550964,17.057325,1500.0,0.004401542,0.965791866183281,931.407992,-0.0030119284,0.06799998,1887.949735879898,730500,487
732000,394,0.9933411,20.106407,1500.0,0.0024907654,0.9574662335216999,734.53006,-0.0005096293,0.014599996,1891.7532126903534,732000,488
733500,396,0.9951436,17.983883,1500.0,0.0016443008,0.9674808233976364,879.933674,-0.0012500602,0.008666667,1895.5400500297546,733500,489
735000,390,0.98461664,19.810814,1500.0,0.002706167,0.9601691775023937,723.49956,-0.0030074108,0.03773332,1899.381175994873,735000,490
736500,385,1.0453626,17.852943,1500.0,0.004501229,0.95323571190238,738.938973,-0.00603535,0.03599999,1903.273232460022,736500,491
738000,389,1.1166027,18.24304,1500.0,0.005285014,0.9483184739947319,909.429419,-0.007317211,0.082266636,1907.1265468597412,738000,492
739500,395,1.1324008,18.055288,1500.0,0.0034836351,0.9555375948548317,887.892374,-0.0011811857,0.018799996,1910.9230074882507,739500,493
741000,389,1.0446863,17.766258,1500.0,0.0009345899,0.9641233347356319,888.077704,-0.00038968585,0.0043999995,1914.7696261405945,741000,494
742500,392,1.0088029,19.996807,1500.0,0.0034534305,0.961406160145998,798.40451,-0.0019994453,0.049066667,1918.590873003006,742500,495
744000,379,1.0462593,18.967636,1500.0,0.0014460683,0.963092602789402,841.359814,-0.0007198926,0.0060666665,1922.5470490455627,744000,496
745500,391,1.0017376,19.259027,1500.0,0.007998963,0.9666054658591747,854.331454,-0.005731864,0.15120001,1926.3800179958344,745500,497
747000,384,0.9880648,17.849487,1500.0,0.0033516355,0.9685697667300701,733.312253,-0.00306582,0.03433332,1930.2829229831696,747000,498
748500,394,1.0505303,19.973974,1500.0,0.0023404404,0.9469455108046532,739.219253,-0.0026204681,0.024600001,1934.082560300827,748500,499
750000,395,1.0935534,21.24413,1500.0,0.0032106542,0.9471387378871441,828.39176,-0.0026766427,0.04066665,1937.8798606395721,750000,500
751500,390,1.0630794,18.430618,1500.0,0.00433519,0.9678740873932838,869.46915,-0.0032274034,0.053533316,1941.7235856056213,751500,501
753000,383,0.9736367,18.648487,1500.0,0.0012509233,0.966738861054182,757.363741,-0.00010579096,0.0067333337,1945.6360692977905,753000,502
754500,394,1.0558205,20.054472,1500.0,0.0028885922,0.9508816227316856,780.429795,-0.0013130184,0.025266664,1949.4385244846344,754500,503
756000,390,1.0699186,17.374805,1500.0,0.0051905573,0.9650854878127575,881.457628,-0.004504295,0.05579999,1953.2825846672058,756000,504
757500,390,1.0356221,22.441545,1500.0,0.0070143985,0.9395634084939957,773.120769,-0.0068170293,0.106400006,1957.1235914230347,757500,505
759000,384,1.1441922,19.378756,1500.0,0.0052542053,0.9387461692094803,907.771017,-0.0043495386,0.062333327,1961.0296325683594,759000,506
760500,392,1.0678105,17.43572,1500.0,0.0007745501,0.9660953097045422,901.966308,-0.00057402434,0.00026666667,1964.8501427173615,760500,507
762000,389,0.98205024,20.94568,1500.0,0.0013226054,0.9638176150619984,740.54605,-0.00043611295,0.00053333334,1968.703813791275,762000,508
763500,393,0.96810067,30.03799,1500.0,0.0056240195,0.9429972693324089,629.539179,-0.0057295915,0.0899333,1972.5151240825653,763500,509
765000,392,1.0499424,20.107279,1500.0,0.0040907604,0.946733970195055,792.441563,-0.0017031773,0.059399974,1976.338229894638,765000,510
766500,395,1.0495584,18.34343,1500.0,0.00083768176,0.9637755155563354,893.542932,-0.00045135614,0.0,1980.1297914981842,766500,511
768000,399,0.98250216,20.083397,1500.0,0.00039542862,0.9641747362911701,852.977508,-3.912939e-05,0.0,1983.88525223732,768000,512
769500,385,1.0218911,20.758926,1500.0,0.0025023967,0.9626354053616524,833.494556,-0.0011825404,0.011733333,1987.7731518745422,769500,513
771000,387,1.0495143,21.984447,1500.0,0.0032603897,0.9466776289045811,762.682913,-0.002686953,0.025199994,1991.642654657364,771000,514
772500,381,1.0940695,19.48491,1500.0,0.0036401032,0.9417510405182838,797.236899,-0.0025541887,0.036066655,1995.5703749656677,772500,515
774000,394,1.0550625,18.149338,1500.0,0.002536403,0.9634320512413979,950.760652,-0.001303377,0.019133333,1999.3778283596039,774000,516
775500,380,1.0129354,20.085882,1500.0,0.0021318248,0.9639504291117191,848.917837,-0.0024901028,0.013000002,2003.3211028575897,775500,517
777000,387,1.020199,20.187063,1500.0,0.0028580471,0.9601177759468555,788.256173,-0.0011905095,0.034666657,2007.1942467689514,777000,518
778500,372,1.0172324,19.320938,1500.0,0.002343252,0.9627143926918507,869.776915,-0.0021191975,0.021133335,2011.2258038520813,778500,519
780000,392,0.9949069,19.217106,1500.0,0.0034581926,0.9630485065281391,805.612814,-0.0022422553,0.04119998,2015.0461978912354,780000,520
781500,389,1.0087649,20.8933,1500.0,0.0040464215,0.9579039588570595,759.181235,-0.0034337034,0.04793332,2018.8983788490295,781500,521
783000,390,0.9927662,25.615183,1500.0,0.0016027502,0.9553760774433613,709.952742,-0.0019279255,0.0114,2022.7408015727997,783000,522
784500,385,1.0377874,32.52768,1500.0,0.0025889399,0.9195814654231071,555.7292,-0.0026268393,0.026533332,2026.6297507286072,784500,523
786000,391,1.0203756,18.229006,1500.0,0.0031727168,0.9636334776878357,805.503015,-0.0016467905,0.04153332,2030.462852716446,786000,524
787500,391,1.0254152,21.75538,1500.0,0.00053597265,0.9600515067577362,728.116173,-0.00036807335,0.00013333333,2034.2966096401215,787500,525
789000,394,1.0217524,20.459175,1500.0,0.0051907166,0.9632813259959221,833.87306,-0.001034618,0.06859997,2038.0952186584473,789000,526
790500,386,1.0399137,21.948416,1500.0,0.0017550492,0.9605499431490898,729.494594,-0.0015280258,0.014666667,2041.9801661968231,790500,527
792000,380,1.1551857,20.441948,1500.0,0.0061206995,0.9432446882128716,828.203387,-0.0032668319,0.09106664,2045.9241621494293,792000,528
793500,389,1.0977981,18.64105,1500.0,0.0013688258,0.9513435252010822,917.353643,-0.0019755915,0.016666668,2049.7797865867615,793500,529
795000,386,1.162661,18.83924,1500.0,0.0017241467,0.9405228011310101,870.910269,-0.00052636274,0.00046666668,2053.6576669216156,795000,530
796500,396,1.0050088,19.442839,1500.0,0.0011707155,0.9630081243813038,876.488421,-0.0017682255,0.003866666,2057.445065498352,796500,531
798000,391,1.0056696,19.975126,1500.0,0.0020349205,0.9628203064203262,798.28096,-0.002830905,0.014666667,2061.280259370804,798000,532
799500,387,1.0445629,19.612839,1500.0,0.0013568598,0.9606347009539604,777.668839,-0.00081198214,0.005199999,2065.150540113449,799500,533
801000,394,1.0913191,20.050444,1500.0,0.0025582963,0.9498421140015125,843.724599,-0.0028112205,0.02006666,2068.9558687210083,801000,534
802500,391,1.0421063,20.280136,1500.0,0.0037183152,0.960545014590025,840.651808,-0.0021476925,0.03306666,2072.7863686084747,802500,535
804000,393,1.0329676,19.243603,1500.0,0.008585526,0.9655753746628761,824.189727,-0.0038062178,0.13293333,2076.5969614982605,804000,536
805500,394,1.0134078,26.224241,1500.0,0.0043922723,0.9520595520734787,639.743111,-0.0057141497,0.053533304,2080.3971037864685,805500,537
807000,375,1.04991,20.329962,1500.0,0.006211492,0.9589366652071476,717.516581,-0.0033531815,0.09246666,2084.387345314026,807000,538
808500,388,1.1027205,20.84896,1500.0,0.0044679753,0.9423646777868271,833.419731,-0.0047166855,0.06326666,2088.250150203705,808500,539
810000,384,1.0150677,18.824577,1500.0,0.0032132342,0.960862010717392,860.031775,-0.0030031037,0.023199998,2092.150216817856,810000,540
811500,387,1.1043315,19.828814,1500.0,0.0079631265,0.9441531263291836,828.370558,-0.0047530467,0.14546663,2096.026427745819,811500,541
813000,392,0.9409338,18.856884,1500.0,0.0039941026,0.9626145847141743,934.495289,-0.0012208086,0.04166667,2099.845460653305,813000,542
814500,389,1.1154909,21.768173,1500.0,0.0046715937,0.9457468427717686,832.386272,-0.0040303217,0.060533322,2103.6937601566315,814500,543
816000,392,1.0688134,18.990185,1500.0,0.0022334459,0.9515963234007359,851.644245,-0.0005928401,0.020466667,2107.5178878307343,816000,544
817500,381,1.06612,18.645018,1500.0,0.0028242925,0.9496355801820755,878.762199,-0.002072151,0.020133328,2111.4522383213043,817500,545
819000,390,0.9777269,18.748537,1500.0,0.0049283435,0.9646627306938171,880.490659,-0.0028997124,0.05179998,2115.2958211898804,819000,546
820500,390,1.069951,21.718773,1500.0,0.0057566613,0.958758469671011,799.279419,-0.006523688,0.08699997,2119.1341848373413,820500,547
822000,393,1.0646638,21.407106,1500.0,0.0005584341,0.9529965370893478,811.150333,0.0005397728,0.0,2122.9487664699554,822000,548
823500,394,0.9981601,18.342123,1500.0,0.0026023923,0.9626802131533623,822.707861,-0.0015485459,0.017266667,2126.747389793396,823500,549
825000,391,1.0413433,20.238274,1500.0,0.005988096,0.9603474922478199,777.728538,-0.0030196588,0.10693332,2130.5743985176086,825000,550
826500,392,0.9893701,20.409054,1500.0,0.0044160774,0.9630049876868725,872.517079,-0.002410089,0.0703333,2134.3972980976105,826500,551
828000,389,1.1283126,29.017036,1500.0,0.0013623526,0.9236624538898468,739.228176,-0.0007747097,0.011933334,2138.248689174652,828000,552
829500,383,1.0050228,18.188549,1500.0,0.002004009,0.964008953422308,922.838854,-0.001833215,0.023399992,2142.15936255455,829500,553
831000,383,1.0145508,19.253216,1500.0,0.0046096463,0.9639310427010059,855.984221,-0.0024456645,0.061133318,2146.069452047348,831000,554
832500,381,1.1457934,20.445312,1500.0,0.003188125,0.9403802417218685,827.307576,-0.00081942684,0.021666665,2150.00239610672,832500,555
834000,391,1.0468595,19.43735,1500.0,0.00080879335,0.9491919614374638,948.36284,-0.00079699286,0.0,2153.8324518203735,834000,556
835500,388,0.9829227,18.90901,1500.0,0.0007095177,0.964228693395853,918.471454,-0.0011730626,0.00013333333,2157.697503566742,835500,557
837000,389,1.1005397,22.427437,1500.0,0.0025340288,0.9453618340194225,777.021122,-0.0015381168,0.02,2161.550840139389,837000,558
838500,394,1.0102687,18.582918,1500.0,0.0029078007,0.9642700664699078,863.636199,-0.0012791374,0.005733333,2165.3566699028015,838500,559
840000,392,1.0908129,21.287216,1500.0,0.00053954765,0.949486967176199,787.949374,-0.0014844133,0.0,2169.1795563697815,840000,560
841500,388,0.9574406,19.059683,1500.0,0.005715987,0.9637977294623852,883.077426,-0.0075088125,0.0957333,2173.0428252220154,841500,561
843000,378,1.0308856,22.518885,1500.0,0.004281994,0.9448198080062866,721.432811,-0.0029216646,0.058199987,2177.006492614746,843000,562
844500,395,0.97489244,18.110723,1500.0,0.0026288053,0.9609993621706963,928.546992,-0.0019372973,0.020999994,2180.8042318820953,844500,563
846000,387,1.019207,18.534063,1500.0,0.0029136431,0.9539498090744019,787.945359,-0.0019453159,0.021599997,2184.677615880966,846000,564
847500,387,1.0357672,18.024958,1500.0,0.0028954968,0.9532695449888706,923.344354,-0.0018870608,0.012799999,2188.5532863140106,847500,565
849000,388,1.0041833,18.923185,1500.0,0.006395314,0.951991468667984,920.734793,-0.0071713203,0.107266665,2192.4177973270416,849000,566
850500,389,0.9655239,18.602058,1500.0,0.0022999286,0.9617794528603554,812.077083,-0.0035265284,0.023199998,2196.2680008411407,850500,567
852000,380,0.9991659,19.916172,1500.0,0.0009900024,0.9636309742927551,859.751506,-0.0008261472,0.0012666667,2200.2137937545776,852000,568
853500,388,1.0036699,13.413405,1365.0,0.0014376683,0.9665408208966255,633.885402,-0.0007792313,0.0067999987,2204.0753333568573,853500,569
855000,395,0.9740723,18.161684,1500.0,0.004594765,0.9635628536343575,908.476759,-0.0049667903,0.07686663,2207.8698358535767,855000,570
856500,386,0.9733257,8.771769,1048.0,0.0062310654,0.9840693585574627,490.59775,-0.0068606795,0.10506665,2211.752830028534,856500,571
858000,382,1.0544353,11.01698,1429.0,0.0029083765,0.9689030144363642,795.008056,-0.0026055723,0.03219999,2215.677369594574,858000,572
859500,383,0.9295874,18.988201,1500.0,0.0019235567,0.9659226015210152,888.339162,-0.0023984965,0.011133331,2219.584537744522,859500,573
861000,389,0.9537357,20.32286,1500.0,0.00094671967,0.9636260196566582,851.489238,-0.002578103,6.666667e-05,2223.439977169037,861000,574
862500,381,0.9292173,8130.326,1461.0,0.0025096717,0.10084611177444458,2573.968979,-0.0038779834,0.014000001,2227.367970943451,862500,575
864000,352,0.8773156,29.29004,1217.0,0.0001556376,0.944779522716999,494.315843,-0.00025126647,0.0,2231.628346681595,864000,576
865500,386,1.0419037,18.672108,1500.0,0.0020982749,0.947679940611124,895.310191,-0.0024168596,0.02673333,2235.5087926387787,865500,577
867000,393,1.0575784,18.93071,1500.0,0.0033092597,0.9416341260075569,918.768593,-0.0025142354,0.02273333,2239.3248312473297,867000,578
868500,393,1.0864327,19.350471,1500.0,0.004636149,0.9438916407525539,888.74434,-0.004093945,0.042133335,2243.1359844207764,868500,579
870000,382,1.0649557,18.62548,1500.0,0.0010379761,0.9507825411856174,879.28455,-2.798941e-05,0.0,2247.06036734581,870000,580
871500,388,0.9282284,20.277456,1500.0,0.0072569894,0.9635438844561577,821.829965,-0.0043450673,0.11346664,2250.9233345985413,871500,581
873000,397,1.1079595,18.489944,1500.0,0.0025790245,0.9476189315319061,934.220184,-0.000513767,0.004266666,2254.6939055919647,873000,582
874500,389,1.0533056,18.32769,1500.0,0.001650708,0.9563630409538746,881.844246,-0.0011504616,0.0033333332,2258.5477237701416,874500,583
876000,387,0.989188,21.333183,1500.0,0.0024047017,0.9605305343866348,812.051602,-0.0021021757,0.0056666667,2262.422538757324,876000,584
877500,381,0.94493586,20.682398,1500.0,0.003163558,0.962139405310154,785.632097,-0.002613518,0.040533323,2266.3576855659485,877500,585
879000,388,0.93139875,21.850706,1500.0,0.0011124461,0.9602387957274914,824.545978,-8.5884865e-05,0.001733333,2270.2234172821045,879000,586
880500,392,1.0143983,20.887846,1500.0,0.0018802456,0.9455735050141811,817.012679,-0.0012831135,0.019466667,2274.043711900711,880500,587
882000,391,0.8732276,25.479055,1500.0,0.0014570216,0.9542130120098591,625.023935,-0.0023550584,0.0035999995,2277.878139734268,882000,588
883500,394,0.92329085,20.902437,1500.0,0.000756409,0.9614274650812149,819.097224,-0.00059529656,0.0,2281.6759338378906,883500,589
885000,389,1.1101809,19.321444,1500.0,0.007869166,0.9397488906979561,916.760597,-0.006190411,0.13520002,2285.5244224071503,885000,590
886500,387,1.0362041,18.046375,1500.0,0.0028961443,0.9568231366574764,843.871023,-0.0041466714,0.040866666,2289.3963606357574,886500,591
888000,389,0.987099,19.760267,1500.0,0.000851061,0.9660431854426861,779.759958,-0.0007929045,0.0012666667,2293.250301837921,888000,592
889500,395,0.9355604,20.34966,1500.0,0.0007643588,0.9631973616778851,823.37563,-0.00081388804,0.0036,2297.0449755191803,889500,593
891000,389,0.91167563,20.950829,1500.0,0.0017705787,0.9601252153515816,788.924985,-0.0013163746,0.007266665,2300.8952667713165,891000,594
892500,389,0.93463403,21.233253,1500.0,0.0024689024,0.9611645489931107,722.9695,-0.0028722838,0.013533331,2304.746516942978,892500,595
894000,389,0.9473125,19.963768,1500.0,0.0036699541,0.9639344327151775,849.006385,-0.00083798845,0.039733313,2308.600396633148,894000,596
895500,393,0.92600584,20.356417,1500.0,0.0003971801,0.9619446024298668,807.751666,-0.00023228611,0.0,2312.4169750213623,895500,597
897000,396,0.9421698,19.952248,1500.0,0.0024560308,0.9638625159859657,811.801351,-0.0018424548,0.0072,2316.2050261497498,897000,598
898500,389,0.93587357,24.715477,1500.0,0.0033746886,0.9518641829490662,737.03451,-0.0037985828,0.030133326,2320.0597639083862,898500,599
900000,394,1.0233165,20.118692,1500.0,0.0024065755,0.9544372484087944,798.58827,0.00024899107,0.0055333334,2323.865424633026,900000,600
901500,386,1.0704662,17.229172,1500.0,0.0039591533,0.9592115357518196,866.983463,-0.0017578389,0.021466663,2327.7497024536133,901500,601
903000,387,0.9791382,20.179335,1500.0,0.0047996254,0.9638388156890869,841.868901,-0.0017322099,0.06933331,2331.6178483963013,903000,602
904500,382,1.0746971,18.27565,1500.0,0.002063183,0.9521768651902676,883.23557,-0.00044924265,0.014399998,2335.5393822193146,904500,603
