serial_timesteps,fps,policy_entropy,value_loss,eplenmean,approxkl,explained_variance,eprewmean,policy_loss,clipfrac,time_elapsed,total_timesteps,nupdates
301500,383,1.0248847,2.8861277,1500.0,0.003651807,0.994264152366668,817.61976,-0.00093549676,0.051933326,782.5863015651703,301500,201
303000,387,0.9920892,3.4381437,1500.0,0.0012082041,0.9919206835329533,775.812114,-0.00069342635,0.0,786.4576470851898,303000,202
304500,390,1.0440269,2.670159,1500.0,0.0039489777,0.9938851767219603,814.010613,-0.0023163217,0.045266673,790.2993211746216,304500,203
306000,390,1.067896,3.0898132,1500.0,0.0043813414,0.9913932457566261,880.489301,-0.0028438075,0.059533305,794.1396367549896,306000,204
307500,397,0.95399797,3.8744571,1500.0,0.0015695237,0.9930042997002602,944.251347,-0.0019307059,0.012666667,797.9157977104187,307500,205
309000,379,1.0465187,3.7700427,1500.0,0.0010057008,0.9900794485583901,764.009546,-0.00077434233,0.0040666666,801.8716289997101,309000,206
310500,357,0.6144985,12.032256,1048.0,0.0006314288,0.9704941101372242,328.179418,-0.0022661819,0.0015333333,806.0642449855804,310500,207
312000,383,1.0619525,18.406366,1500.0,0.00031138628,0.9488984979689121,929.351381,-0.0008186645,0.0,809.9797596931458,312000,208
313500,380,1.0677675,18.680553,1500.0,0.0028796133,0.9548806771636009,860.92084,-0.0037303236,0.031933323,813.9225397109985,313500,209
315000,387,1.0600952,18.878454,1500.0,0.000695496,0.9559299796819687,874.839586,-0.00080535526,0.00013333333,817.7906684875488,315000,210
316500,391,1.0360719,18.511782,1500.0,0.003068918,0.9670128710567951,925.704563,-0.0018568208,0.025733327,821.6228263378143,316500,211
318000,388,0.9866541,19.073233,1500.0,0.0016577515,0.9502201452851295,804.39054,-0.0017461759,0.009199999,825.4859523773193,318000,212
319500,374,1.086689,18.474459,1500.0,0.0025266348,0.9463405199348927,877.354541,-0.0029205584,0.040666655,829.4899022579193,319500,213
321000,377,1.0322514,18.312742,1500.0,0.0061940826,0.966555517166853,934.787057,-0.003285587,0.08846667,833.4601099491119,321000,214
322500,391,0.94388986,19.481295,1500.0,0.0006634998,0.962253525853157,787.646771,-0.0016897639,0.0,837.2916481494904,322500,215
324000,393,0.9938663,19.86964,1500.0,0.00097566046,0.9604046195745468,841.042703,-0.0013154204,0.0074,841.1026859283447,324000,216
325500,391,0.91888046,2952666.2,1368.0,0.0019554386,0.002324402332305908,32736.498241,-0.0031699792,0.025866661,844.9340982437134,325500,217
327000,392,0.9720269,21.925432,1500.0,0.00022036994,0.9522740058600903,818.656942,0.00028011744,0.0,848.7607357501984,327000,218
328500,387,0.9080759,8.23202,914.0,0.004035909,0.9845155496150255,399.545411,-0.002577411,0.03639999,852.6319906711578,328500,219
330000,396,1.0981363,20.267502,1500.0,0.0004992987,0.9380034059286118,861.345556,-0.0003644397,0.0,856.4116597175598,330000,220
331500,388,1.1110735,17.985687,1500.0,0.0015842355,0.9449327066540718,907.065817,-0.0013411299,0.0042666667,860.2719247341156,331500,221
333000,393,1.0183649,19.611664,1500.0,0.0034777692,0.9474467448890209,966.152801,-0.0022414871,0.030533325,864.0831565856934,333000,222
334500,363,0.6129328,14.355987,918.0,0.000135664,0.9755604583770037,375.104542,-0.00029032593,0.0002,868.2092533111572,334500,223
336000,386,0.75915045,7.616904,1241.0,0.0029089025,0.984424751251936,550.78171,-0.0041633914,0.025866656,872.0899200439453,336000,224
337500,385,1.0287979,10.247808,1229.0,0.0027315721,0.9748388230800629,578.706401,-0.0033356354,0.015333329,875.9804582595825,337500,225
339000,390,0.9884127,13.879772,1497.0,0.0037819315,0.9745178800076246,876.867142,-0.0052252854,0.042533327,879.8187346458435,339000,226
340500,389,1.0457261,22.425081,1500.0,0.00062049174,0.9488222822546959,821.149599,-0.0004081193,0.0002,883.6714751720428,340500,227
342000,388,1.069754,18.333138,1500.0,0.0051292353,0.944633599370718,812.335449,-0.0048792628,0.06666665,887.537130355835,342000,228
343500,359,0.96451515,27.89449,829.0,0.0037429177,0.9420378357172012,316.493716,-0.0034042886,0.034199987,891.707436800003,343500,229
345000,396,0.9560305,18.565428,1500.0,0.0030777021,0.9679004587233067,781.422394,-0.0018297769,0.047399987,895.4939851760864,345000,230
346500,388,0.7702433,246.54843,1167.0,0.0076420326,0.7010245025157928,1006.94092,-0.0122564705,0.09606664,899.3518633842468,346500,231
348000,387,0.8641663,10.30245,1212.0,0.0035316464,0.9732419289648533,618.917231,-0.0041410886,0.035066653,903.2196278572083,348000,232
349500,397,0.9951946,17.584171,1500.0,0.0029846837,0.9567481577396393,867.778249,-0.0022525084,0.0104,906.994797706604,349500,233
351000,392,0.93408495,19.572136,1500.0,0.0015244833,0.961547676473856,836.436293,-0.0011161302,0.005466667,910.819747209549,351000,234
352500,391,0.8981816,23.181545,1500.0,0.0015581761,0.9557436592876911,680.507805,-0.0022609688,0.0052,914.6527004241943,352500,235
354000,395,0.9755381,8.532085,1039.0,0.0016245091,0.9839652273803949,336.312866,-0.0013744012,0.007866667,918.4495730400085,354000,236
355500,391,0.9945729,19.97849,1500.0,0.0023275872,0.9536520168185234,797.280359,-0.0014874216,0.015399996,922.280268907547,355500,237
357000,353,0.69338006,31.490911,869.0,0.0028581887,0.9458310529589653,189.460638,-0.0034902329,0.033066664,926.5248730182648,357000,238
358500,378,0.8012391,27.654419,1244.0,0.002004936,0.9396008215844631,513.406587,-0.00296577,0.03006666,930.4892103672028,358500,239
360000,385,0.9697754,18.492077,1500.0,0.005968085,0.9650694131851196,845.473653,-0.005592003,0.08746668,934.3818309307098,360000,240
361500,388,1.1177726,29.135534,1500.0,0.001415538,0.9179504662752151,697.544035,-0.00089427456,0.00059999997,938.2417798042297,361500,241
363000,395,0.9591827,20.587814,1500.0,0.0013488627,0.9586657471954823,804.461068,-0.00077733235,0.0,942.039318561554,363000,242
364500,390,1.0552125,20.149464,1500.0,0.0026040557,0.9599229730665684,801.859888,-0.0015514356,0.019333333,945.8804812431335,364500,243
366000,388,1.0775592,23.1062,1500.0,0.0006288595,0.9417617283761501,818.030578,-0.0013526684,0.00013333333,949.741452217102,366000,244
367500,376,0.95325464,18.833979,1500.0,0.0063299746,0.9591076895594597,927.884457,-0.0043589915,0.09599999,953.7264986038208,367500,245
369000,396,1.0112747,20.636755,1500.0,0.0038030604,0.9431335553526878,869.486375,-0.0013574639,0.015,957.5122015476227,369000,246
370500,375,0.99722236,19.577936,1500.0,0.006013273,0.9522734433412552,873.515871,-0.005385479,0.07213331,961.502667427063,370500,247
372000,369,1.069137,21.531582,1500.0,0.0051004165,0.9364340156316757,831.953492,-0.0024782752,0.042866644,965.5571441650391,372000,248
373500,396,1.0254252,19.843956,1500.0,0.0040198513,0.9516104310750961,859.794554,-0.0054381005,0.042333312,969.3444581031799,373500,249
375000,375,1.0931172,24.461119,1500.0,0.005407703,0.9312565699219704,787.782736,-0.0036927646,0.07046664,973.3424320220947,375000,250
376500,393,1.0287684,24.343914,1500.0,0.0031634325,0.9432104527950287,824.905553,-0.0029043723,0.017,977.1577689647675,376500,251
378000,362,1.043772,18.307655,1500.0,0.0017339046,0.9530320502817631,826.549109,-0.00073098636,0.0024,981.3003830909729,378000,252
379500,394,1.015535,25.371086,1500.0,0.00053656177,0.9494310133159161,711.682926,-0.0006479539,0.0,985.1020276546478,379500,253
381000,382,1.0392094,20.264046,1500.0,0.008429648,0.9514342471957207,800.640387,-0.008923513,0.14646672,989.019782781601,381000,254
382500,389,1.0742717,26.960482,1500.0,0.002800075,0.934557169675827,663.174558,-0.003913899,0.019333329,992.8695638179779,382500,255
384000,386,1.0536472,19.346241,1500.0,0.0026026978,0.9538065642118454,899.358413,-0.0008403659,0.017800001,996.7472939491272,384000,256
385500,385,1.0029731,20.523203,1500.0,0.0030623525,0.9588429406285286,812.936894,-0.00015521361,0.016266666,1000.6402792930603,385500,257
387000,395,1.0150131,20.14235,1500.0,0.002376333,0.9618494063615799,805.946563,-0.00065004965,0.013399998,1004.4346241950989,387000,258
388500,399,1.0711735,19.593975,1500.0,0.0026674238,0.9642635621130466,835.152831,-5.3686254e-05,0.0039999993,1008.1937718391418,388500,259
390000,393,1.1102226,20.017368,1500.0,0.0025863135,0.9539792500436306,808.3411,-0.0018080919,0.0085333325,1012.0088384151459,390000,260
391500,384,0.9965705,22.180117,1500.0,0.0013361521,0.9530000165104866,711.105631,-0.00050663797,0.0046666665,1015.9076297283173,391500,261
393000,397,1.0891036,19.094612,1500.0,0.0009805792,0.9596809968352318,835.055864,-0.0008866648,0.0025333334,1019.6860685348511,393000,262
394500,376,0.9990392,26.723171,1500.0,0.0018702283,0.9365053176879883,723.518536,-0.0020309202,0.0086,1023.66650557518,394500,263
396000,385,0.9510387,36.656033,1500.0,0.001561952,0.9351266995072365,427.564502,-0.0018352452,0.011266663,1027.555076122284,396000,264
397500,373,1.0350012,20.932207,1500.0,0.0017524973,0.9595455937087536,741.243114,-0.0019851893,0.019866668,1031.56751537323,397500,265
399000,376,1.0811921,20.062206,1500.0,0.004822894,0.9549046643078327,837.558136,-0.0061030937,0.08673335,1035.5500328540802,399000,266
400500,389,1.0081695,18.74305,1500.0,0.0004271329,0.9542408213019371,836.001537,-3.152412e-05,0.0,1039.3974907398224,400500,267
402000,392,1.0671369,30.321838,1500.0,0.0030685416,0.904921293258667,647.415683,-0.0032598965,0.014533329,1043.2233800888062,402000,268
403500,392,0.99099576,31.245918,1500.0,0.00405602,0.9413018338382244,630.319995,-0.0077648633,0.039799996,1047.0478081703186,403500,269
405000,388,1.0861397,20.517693,1500.0,0.0017181296,0.9537060409784317,775.223426,-0.0014267336,0.0044000004,1050.9115524291992,405000,270
406500,398,0.98771685,19.22522,1500.0,0.0029400063,0.9619279205799103,887.472861,-0.0029683823,0.008333332,1054.6753516197205,406500,271
408000,383,1.0385907,19.74713,1500.0,0.0031847483,0.9658830128610134,824.323573,-0.0015599504,0.028999992,1058.5879628658295,408000,272
409500,383,1.126929,18.861452,1500.0,0.0030774153,0.9532597400248051,768.684373,-0.0056044175,0.04793331,1062.4957520961761,409500,273
411000,395,0.9729535,25.341047,1500.0,0.001329729,0.9332752823829651,789.336044,-0.000975446,0.0026666662,1066.2869203090668,411000,274
412500,389,1.0456262,20.454012,1500.0,0.0019258254,0.9488915652036667,877.47571,-0.0017810069,0.0014666666,1070.1425411701202,412500,275
414000,397,1.0398688,19.039011,1500.0,0.007528457,0.955953024327755,864.751792,-0.007371189,0.074466646,1073.9118592739105,414000,276
415500,382,1.0197061,19.214651,1500.0,0.0049913437,0.9631353057920933,882.249701,-0.0034634632,0.03813332,1077.8335835933685,415500,277
417000,379,1.0969996,19.531513,1500.0,0.0043752706,0.9579482674598694,819.147915,-0.003584203,0.058466673,1081.7860715389252,417000,278
418500,381,0.9070642,18.52408,1500.0,0.0058911783,0.966728899627924,828.262561,-0.0053316667,0.069399975,1085.7155058383942,418500,279
420000,384,0.9775639,20.706238,1500.0,0.0034349286,0.9601617157459259,763.818303,-0.0017345677,0.05246667,1089.6153728961945,420000,280
421500,377,0.97335047,20.602495,1500.0,0.0010516437,0.9650378040969372,843.559275,-0.0004305478,0.0007333334,1093.58771109581,421500,281
423000,386,0.9823806,20.079298,1500.0,0.0043499656,0.9641740843653679,777.535073,-0.0037218835,0.05619999,1097.467172384262,423000,282
424500,386,0.9942943,19.908333,1500.0,0.0049578357,0.9548493102192879,776.950505,-0.0027997794,0.068999976,1101.3450074195862,424500,283
426000,379,1.0287915,19.890816,1500.0,0.0060678963,0.9594437815248966,854.180067,-0.005256847,0.10573332,1105.2967431545258,426000,284
427500,382,0.98324037,23.255522,1500.0,0.0058893496,0.9599030986428261,747.886281,-0.0032443502,0.08166664,1109.2173931598663,427500,285
429000,387,1.0457311,19.969482,1500.0,0.0035640604,0.9562171027064323,749.200782,-0.0026095705,0.039799992,1113.0855524539948,429000,286
430500,395,1.0122099,19.364101,1500.0,0.0076950593,0.962473914027214,863.99608,-0.003727256,0.111800045,1116.8771033287048,430500,287
432000,398,1.0641885,20.573488,1500.0,0.002898011,0.962820190936327,845.115664,-0.0013996933,0.023933329,1120.6455574035645,432000,288
433500,397,1.0550706,21.34442,1500.0,0.004940789,0.9619042761623859,827.326635,-0.0020122782,0.06459996,1124.4226586818695,433500,289
435000,397,1.1285837,22.926765,1500.0,0.0025251114,0.9487526044249535,795.49012,-0.001985621,0.0112,1128.198759317398,435000,290
436500,388,0.988696,18.548119,1500.0,0.0035230382,0.9668377712368965,852.930859,-0.0025509465,0.023,1132.0590324401855,436500,291
438000,381,1.0040634,21.108862,1500.0,0.008651829,0.962439201772213,761.805297,-0.0070798155,0.1403333,1135.989717245102,438000,292
439500,372,1.0814004,20.34799,1500.0,0.0053014625,0.9639694951474667,828.846288,-0.003311017,0.082666636,1140.0146095752716,439500,293
441000,391,1.1407245,21.388596,1500.0,0.0016998872,0.9522410780191422,783.221825,-0.0010305955,0.016133333,1143.841598033905,441000,294
442500,384,0.97477007,20.257605,1500.0,0.0010078995,0.9566211141645908,883.354969,-0.0012932128,0.013533335,1147.7478096485138,442500,295
444000,392,1.0158542,19.800592,1500.0,0.0005026295,0.9515929147601128,807.319245,-0.00028486087,0.0,1151.5689361095428,444000,296
445500,392,0.9635231,22.967983,1500.0,0.0053890436,0.9579794965684414,766.744281,-0.004280533,0.07046666,1155.3864223957062,445500,297
447000,391,1.0016347,19.537579,1500.0,0.0049637347,0.967225831001997,777.900947,-0.0018651199,0.06293331,1159.2217600345612,447000,298
448500,388,1.0090545,21.182095,1500.0,0.0055345697,0.9620811864733696,785.37103,-0.004578529,0.09993331,1163.0858824253082,448500,299
450000,393,1.0608573,20.681547,1500.0,0.0013731846,0.9603778719902039,756.996965,-0.0004792956,0.0037999984,1166.8971886634827,450000,300
451500,391,1.1011857,21.062729,1500.0,0.0025857622,0.9621416218578815,846.215959,-0.0011192323,0.029533332,1170.7282178401947,451500,301
453000,375,1.1344566,20.537312,1500.0,0.0020956444,0.9525709934532642,773.323424,-0.0012337177,0.029400002,1174.7192749977112,453000,302
454500,394,1.0180423,20.378252,1500.0,0.00525605,0.9634160064160824,865.283042,-0.0040084464,0.055866636,1178.523010969162,454500,303
456000,390,1.0796478,18.671211,1500.0,0.0002553363,0.9656347706913948,762.901309,-0.00031891407,0.0,1182.3627977371216,456000,304
457500,393,1.1654253,19.387018,1500.0,7.7127246e-05,0.9500478729605675,774.009935,-0.00018169373,0.0,1186.170310974121,457500,305
459000,390,0.93210554,20.050238,1500.0,0.013010876,0.9618619978427887,878.350746,-0.008360158,0.26073337,1190.007122039795,459000,306
460500,380,1.1024607,18.649935,1500.0,0.005331714,0.9579521082341671,836.399576,-0.0042061633,0.068999976,1193.9518539905548,460500,307
462000,392,0.9708437,19.483664,1500.0,0.004310027,0.9636765196919441,873.441278,-0.001919095,0.044733323,1197.7776176929474,462000,308
463500,390,1.0675132,19.077808,1500.0,0.0009213292,0.9671936221420765,811.588505,-0.0010970263,0.0007333334,1201.6174840927124,463500,309
465000,392,1.0641863,20.23001,1500.0,0.0014989121,0.9519986771047115,718.52251,-0.00090315624,0.0030666667,1205.4369175434113,465000,310
466500,397,1.0146077,19.30381,1500.0,0.0056461776,0.9573174901306629,812.715149,-0.0040928647,0.09213332,1209.207869052887,466500,311
468000,383,1.0419345,20.610132,1500.0,0.0072101518,0.9651220627129078,852.859549,-0.0046622525,0.14386663,1213.1234102249146,468000,312
469500,342,1.0289221,34.43214,1500.0,0.0023944073,0.9073494598269463,458.113545,-0.002815747,0.009866666,1217.5014884471893,469500,313
471000,390,1.0320107,18.495043,1500.0,0.0018863997,0.9696902185678482,911.743887,-0.0015255186,0.029266657,1221.344449043274,471000,314
472500,377,1.1183664,19.572115,1500.0,0.0026341644,0.9487050585448742,761.456689,-0.0023440141,0.028733332,1225.3136842250824,472500,315
474000,398,1.0395665,20.182117,1500.0,0.0042165197,0.9625478908419609,909.216401,-0.0021396652,0.029333327,1229.0822932720184,474000,316
475500,389,1.1242919,21.646832,1500.0,0.0018985914,0.9479630626738071,786.441771,-0.003553039,0.024266666,1232.9333040714264,475500,317
477000,392,1.0893152,19.9316,1500.0,0.0060703857,0.9561549983918667,846.30018,-0.0046378393,0.06479997,1236.75572681427,477000,318
478500,385,0.99263215,20.546093,1500.0,0.007399263,0.9619039036333561,870.133066,-0.003612557,0.13186666,1240.644906759262,478500,319
480000,394,1.06111,18.07154,1500.0,0.00014683147,0.9675972238183022,808.173002,0.00022857984,0.0,1244.4479777812958,480000,320
481500,386,1.0382855,18.600468,1500.0,0.001007064,0.9650578461587429,773.914271,-0.0025770823,6.666667e-05,1248.326891899109,481500,321
483000,390,1.0436541,18.069435,1500.0,0.0019059217,0.962223444133997,819.345023,-0.00262748,0.018399997,1252.170644044876,483000,322
484500,396,1.0481306,18.60244,1500.0,0.00164006,0.9655445851385593,817.873916,-0.0010768541,0.013933331,1255.9566941261292,484500,323
486000,390,1.0846725,19.842073,1500.0,0.0016587897,0.9439991004765034,775.375354,-0.0020797604,0.0016666666,1259.7994101047516,486000,324
487500,393,1.0802763,20.281181,1500.0,0.0004748606,0.9443159848451614,868.07462,-0.00046295815,0.00013333333,1263.6121144294739,487500,325
489000,394,1.0728505,28.433561,1500.0,0.003937425,0.9320039749145508,728.664164,-0.0032720685,0.034533326,1267.4148519039154,489000,326
490500,388,1.1546944,19.461817,1500.0,0.0044536586,0.9491365477442741,913.549935,-0.0017846626,0.025466664,1271.2722418308258,490500,327
492000,381,1.120935,18.16474,1500.0,0.004570506,0.9505038894712925,905.020243,-0.002706989,0.03706665,1275.2070128917694,492000,328
493500,389,1.1417582,19.887907,1500.0,0.0043151947,0.9462028369307518,948.283014,-0.0018516241,0.02246666,1279.059680223465,493500,329
495000,393,1.0031233,19.488428,1500.0,0.003829931,0.9688814803957939,916.975774,-0.0023410954,0.042599984,1282.867594718933,495000,330
496500,385,1.0997485,21.814653,1500.0,0.00029736978,0.9487916640937328,727.59408,-0.0013238366,0.0,1286.7613170146942,496500,331
498000,385,0.9957099,18.820227,1500.0,0.0047646193,0.965125922113657,863.142418,-0.004966491,0.07039998,1290.649801492691,498000,332
499500,375,1.0383698,18.642132,1500.0,0.0031176296,0.964388020336628,759.300489,-0.0010601209,0.028533334,1294.6470868587494,499500,333
501000,381,1.1316328,19.053495,1500.0,7.068684e-05,0.9475994072854519,840.733187,2.2661243e-05,0.0,1298.5769135951996,501000,334
502500,375,0.9962938,19.65498,1500.0,0.003104608,0.9638536646962166,904.695545,-0.0016950709,0.025200002,1302.5749244689941,502500,335
504000,389,1.0789303,19.375952,1500.0,0.0025474783,0.9606550149619579,785.98895,-0.0024928378,0.0242,1306.4247059822083,504000,336
505500,386,1.0519136,22.91467,1500.0,0.0024924248,0.9554313160479069,745.938693,-0.0027640325,0.040066663,1310.3039047718048,505500,337
507000,386,1.0769627,18.882301,1500.0,0.00016716936,0.9618857651948929,825.80905,-0.00014148511,0.0,1314.182029247284,507000,338
508500,390,1.0844111,19.856369,1500.0,0.0047721616,0.9556841254234314,821.919231,-0.0041257944,0.06286668,1318.0241076946259,508500,339
510000,381,1.1137046,19.662207,1500.0,0.0024403885,0.9427448138594627,823.159468,-0.0011460126,0.0090666665,1321.9585213661194,510000,340
511500,392,1.0020418,19.57404,1500.0,0.004158917,0.9632965251803398,932.577712,-0.0015197302,0.041599985,1325.7830548286438,511500,341
513000,388,1.050859,21.679771,1500.0,0.0021794746,0.9598779939115047,784.473766,-0.0013998188,0.010533334,1329.6429183483124,513000,342
514500,393,1.1451132,20.186337,1500.0,0.0024945894,0.9542087316513062,766.468812,-0.0034892925,0.0035333324,1333.450965642929,514500,343
516000,392,1.0856177,19.94671,1500.0,0.0012919503,0.9540103152394295,833.645831,-0.0011906226,0.019733334,1337.274182319641,516000,344
517500,381,1.1151214,19.481617,1500.0,0.0029029087,0.945391234010458,839.0875,-0.0010423078,0.03486667,1341.2050070762634,517500,345
519000,391,1.1539967,19.308025,1500.0,0.0038261218,0.948738768696785,926.661144,-0.0029772043,0.049333304,1345.0387861728668,519000,346
520500,391,1.0101118,19.261074,1500.0,0.006247616,0.9618079327046871,894.977303,-0.0047222273,0.08086664,1348.8665308952332,520500,347
522000,393,1.0838022,19.087059,1500.0,0.0033176816,0.9635376520454884,812.559721,-0.0024123983,0.030199995,1352.6819610595703,522000,348
523500,376,1.0407779,20.730415,1500.0,0.004577834,0.9620776474475861,831.288507,-0.0020799374,0.056199975,1356.6698219776154,523500,349
525000,380,1.0816703,20.669157,1500.0,0.0019309671,0.9645922891795635,794.969678,-0.0013051082,0.011466666,1360.614140510559,525000,350
526500,391,1.0877383,20.091108,1500.0,0.0023181208,0.9626440554857254,737.602271,-0.003520347,0.0150000015,1364.4425327777863,526500,351
528000,395,1.1012684,21.067463,1500.0,0.002879309,0.9634803868830204,780.32146,-0.0027824703,0.027866663,1368.23491024971,528000,352
529500,390,1.2031518,25.312502,1500.0,0.0009617041,0.9314902201294899,656.166838,-0.00072615326,0.0007333334,1372.0800092220306,529500,353
531000,387,1.228041,19.166723,1500.0,0.0068410267,0.9434885159134865,899.959258,-0.0043318854,0.08466664,1375.9545917510986,531000,354
532500,398,1.1526122,18.106237,1500.0,0.0007648465,0.9561980850994587,932.090585,-0.0010544606,0.0,1379.719489812851,532500,355
534000,391,1.178307,20.16887,1500.0,0.002149769,0.9494582898914814,866.232318,-0.0023889276,0.0058666673,1383.5469341278076,534000,356
535500,392,1.1374668,19.234716,1500.0,0.0045923446,0.9578232169151306,840.595429,-0.0020679925,0.07926664,1387.3700804710388,535500,357
537000,393,1.1037651,18.899023,1500.0,0.0012933906,0.962408684194088,847.428326,-0.0015501886,0.0041333335,1391.1833956241608,537000,358
538500,396,1.07936,19.05462,1500.0,0.0016385381,0.9675059951841831,784.470719,-0.0008864179,0.0052,1394.9659414291382,538500,359
540000,363,1.0636821,27.617493,1500.0,0.0016639339,0.9437311217188835,605.239073,-0.0011883694,0.0019999996,1399.0952200889587,540000,360
541500,376,1.1165092,17.129896,1500.0,0.003100935,0.9602510891854763,811.941984,-0.0021327534,0.046733312,1403.0760579109192,541500,361
543000,389,1.1698749,18.961735,1500.0,0.0021603524,0.955181036144495,812.899612,-0.0014730411,0.011199999,1406.927214384079,543000,362
544500,386,1.08099,18.139145,1500.0,0.003964888,0.965168934315443,870.868452,-0.004199847,0.04506666,1410.8037481307983,544500,363
546000,388,1.2317122,19.884506,1500.0,0.010912678,0.9452991671860218,765.487838,-0.005996899,0.14873338,1414.6653246879578,546000,364
547500,395,1.2009472,18.089554,1500.0,0.00394346,0.9532918706536293,906.780434,-0.0029351562,0.049599994,1418.4579997062683,547500,365
549000,394,1.1647794,17.993383,1500.0,0.0007805707,0.9548125080764294,843.927704,-0.00068343093,0.00026666667,1422.2653017044067,549000,366
550500,391,1.1000755,18.291862,1500.0,0.0055004237,0.9611588530242443,824.133384,-0.0025049106,0.090133324,1426.101262807846,550500,367
552000,383,1.2546886,19.273066,1500.0,0.0010510467,0.9443402141332626,813.957613,-0.00035757798,0.0,1430.0146145820618,552000,368
553500,391,1.0746692,18.191435,1500.0,0.004040031,0.9629616290330887,917.290161,-0.002424867,0.07319998,1433.8455255031586,553500,369
555000,393,1.0835714,19.634882,1500.0,0.003901518,0.961922325193882,749.436438,-0.006166026,0.05906665,1437.6547591686249,555000,370
556500,393,1.0903316,19.15827,1500.0,0.0028189295,0.9613569714128971,790.479892,-0.002935383,0.023533333,1441.4658949375153,556500,371
558000,392,1.0790689,19.700808,1500.0,0.0007239114,0.9639997147023678,789.472729,-0.00089255365,0.0015333333,1445.2891120910645,558000,372
559500,397,1.0513607,18.78514,1500.0,0.0014601824,0.9646559245884418,770.42135,-0.0017039711,0.0047333334,1449.0641515254974,559500,373
561000,390,1.0464553,18.691328,1500.0,0.0023872594,0.9666673578321934,777.754596,-0.0017491783,0.012599997,1452.9013049602509,561000,374
562500,390,1.1075814,18.370611,1500.0,0.0013533502,0.9532713145017624,703.717421,-0.0011946732,0.0022,1456.7442092895508,562500,375
564000,386,1.197825,17.874252,1500.0,0.003930212,0.9545757472515106,854.915095,-0.0032436468,0.032733325,1460.6242549419403,564000,376
565500,380,1.2641466,18.26207,1500.0,0.0045518978,0.9428656250238419,882.716868,-0.0050502145,0.048599992,1464.5617370605469,565500,377
567000,395,1.1212023,18.064167,1500.0,0.0032711755,0.9624344483017921,907.24006,-0.0028673643,0.016266666,1468.3589324951172,567000,378
568500,392,1.2469988,20.953733,1500.0,0.0026043006,0.939560204744339,816.605661,-0.0012169287,0.022199996,1472.1845393180847,568500,379
570000,390,1.1367322,18.84427,1500.0,0.0016514822,0.9484498463571072,877.980326,-0.0011254324,0.011466668,1476.023057937622,570000,380
571500,387,1.0923686,19.148853,1500.0,0.004696157,0.9621751755475998,829.64011,-0.0054004584,0.072466634,1479.8910183906555,571500,381
573000,388,1.0543381,17.575779,1500.0,0.009028051,0.9619501754641533,754.959371,-0.0071478547,0.18066664,1483.751319885254,573000,382
574500,388,1.1653162,15.999105,1500.0,0.0005877913,0.9581445418298244,834.645765,-0.0008487398,0.0,1487.6173791885376,574500,383
576000,392,1.205566,17.922768,1500.0,0.008380525,0.9421928264200687,877.984931,-0.008960921,0.15080002,1491.4373116493225,576000,384
577500,389,1.1502339,17.949415,1500.0,0.0032443998,0.9561574198305607,932.41798,-0.0028484613,0.03613332,1495.2901380062103,577500,385
579000,393,1.0794753,17.749966,1500.0,0.0034694115,0.964843787252903,845.238399,-0.003331793,0.04673331,1499.1017670631409,579000,386
580500,395,1.0434108,17.405342,1500.0,0.0031463762,0.9641213454306126,775.945226,-0.0021463681,0.048199993,1502.8936173915863,580500,387
582000,391,1.0648896,16.248255,1500.0,0.0033778215,0.9629512503743172,837.569401,-0.0032425253,0.030666657,1506.7213151454926,582000,388
583500,393,1.1066796,14.527935,1500.0,0.0020561076,0.9606662280857563,854.160477,-0.0034048664,0.012333333,1510.5357773303986,583500,389
585000,398,1.0764527,17.421364,1500.0,0.0022716701,0.9625837579369545,837.771916,-0.0008892854,0.023733335,1514.3003475666046,585000,390
586500,399,1.1504368,17.20356,1500.0,0.0033117167,0.9486191868782043,851.026601,-0.003450228,0.023933336,1518.0584700107574,586500,391
588000,380,1.1598402,19.699537,1500.0,0.0017968088,0.9456815831363201,846.28982,-0.001202254,0.0077999984,1521.9969158172607,588000,392
589500,395,1.0735781,16.539612,1500.0,0.002334987,0.9639973752200603,874.5107,-0.003256055,0.037066653,1525.7864787578583,589500,393
591000,397,1.0564646,18.692883,1500.0,0.0017241648,0.964330680668354,832.792387,-0.00035024702,0.007466666,1529.56440782547,591000,394
592500,393,1.0400672,18.605371,1500.0,0.0043527177,0.9643684476613998,774.224042,-0.0045703864,0.05753332,1533.3758273124695,592500,395
594000,389,1.0523711,20.760218,1500.0,0.0014024259,0.9610895477235317,801.462335,-0.0018478697,0.0013999998,1537.2286241054535,594000,396
595500,391,1.2462751,19.26839,1500.0,0.0066491826,0.9422830678522587,767.883391,-0.0065829074,0.09873331,1541.0623745918274,595500,397
597000,392,1.176357,17.702417,1500.0,0.0055720843,0.9484787844121456,939.82029,-0.0026529222,0.07006663,1544.884346485138,597000,398
598500,392,1.0940499,17.721693,1500.0,0.0026342846,0.9627527967095375,903.098419,-0.0026366608,0.040533338,1548.7026946544647,598500,399
600000,381,1.0866371,19.158716,1500.0,0.004676763,0.9605366848409176,781.419479,-0.005707019,0.066733316,1552.6319196224213,600000,400
601500,387,1.154488,20.159283,1500.0,0.0056184083,0.9480786509811878,828.338162,-0.0046632146,0.0703333,1556.504409790039,601500,401
603000,396,1.1404437,16.861576,1500.0,0.003110197,0.9571365974843502,913.701935,-0.002063248,0.03699999,1560.291880607605,603000,402
