#{"t_start": 1532331396.2955308, "env_id": "SetDown-v3"}
r,l,t
0,951,3.502862
279,997,6.071085
0,1501,10.752718
0,1501,15.228314
0,1501,20.18767
0,1501,23.855077
378,1501,28.274901
0,1501,32.779538
238,803,34.884108
0,1501,39.283631
336,884,41.585594
0,792,44.933546
0,1501,49.35676
0,1501,52.980657
0,1501,57.632571
369,1112,61.248946
397,1169,64.251142
0,1501,68.716528
548,1501,73.139865
0,1501,76.684104
0,1501,81.101556
63,1501,85.97325
45,1501,90.518346
0,1501,94.052386
0,1501,98.426228
0,1501,102.860227
0,1201,106.263326
254,1132,110.213186
0,1501,115.079149
343,1034,117.864511
0,1501,123.05866
0,1501,128.014068
288,1057,130.925075
256,1031,134.386621
0,968,137.170175
0,1501,141.561226
0,1501,145.820088
340,1134,148.777368
0,1501,153.15286
0,1501,158.135384
303,981,160.90021
38,1501,165.350396
0,1501,169.311334
336,1501,173.756538
405,1338,178.060223
0,1501,183.192897
0,1501,187.255344
316,1192,191.079127
355,1038,193.843886
365,983,197.27632
0,1501,202.320269
188,829,204.68047
258,912,207.008954
182,752,209.952199
0,819,212.172011
295,811,215.188059
208,834,217.427494
192,780,219.547656
258,849,222.847612
185,786,225.252315
228,829,228.441787
131,698,230.418789
368,949,233.027333
122,761,235.99666
0,1501,241.037659
0,889,243.647997
181,620,245.420983
157,752,248.347819
11,812,250.61143
254,850,252.925064
0,1501,257.864248
225,698,260.681916
313,824,263.057885
239,680,265.019932
150,631,267.711687
247,675,269.546226
0,758,271.682338
232,827,274.725404
254,683,276.627661
221,872,279.075175
0,1081,282.92575
160,668,284.804693
300,948,288.149024
115,717,290.104643
71,580,291.734808
58,553,294.203262
0,1089,297.120057
254,685,299.945127
371,1177,302.939563
65,579,304.633353
33,643,307.313838
300,696,309.37796
55,581,310.993373
353,1170,314.827388
78,472,316.349487
0,1086,320.82983
288,1130,326.136118
65,466,328.051728
262,966,332.900337
17,526,334.691845
76,1039,338.614862
1,521,340.426836
330,969,343.435086
0,529,346.48808
0,529,348.382282
129,545,350.271422
0,1006,354.125261
205,510,355.846787
26,458,357.479666
16,549,359.147189
11,944,362.570803
0,993,365.388783
257,658,368.110489
0,1501,372.107285
0,963,375.793153
0,1501,380.734304
0,798,383.110257
0,562,384.860616
0,1488,390.155311
131,959,393.094414
0,815,396.531831
16,724,398.641612
328,712,401.706051
1,526,403.284974
9,410,404.687156
0,1276,409.45002
0,1416,413.696264
0,599,416.610733
34,506,418.204581
0,445,419.721381
83,429,421.196672
0,639,423.967353
0,948,426.752344
0,626,428.724217
0,915,432.206688
108,460,433.629514
0,1083,437.737512
0,492,439.319183
0,1049,442.371164
0,1501,447.403224
266,1158,451.480979
297,1360,455.48273
97,1501,460.587733
0,1501,465.567766
0,468,467.107632
50,1044,470.009869
385,1247,474.988036
0,515,476.724182
34,455,479.060727
134,618,480.956694
72,481,482.403059
425,1246,486.534677
32,516,488.091699
69,504,489.660251
24,548,491.304016
34,434,493.53058
17,579,495.211126
30,639,497.100193
53,477,499.411234
457,1332,503.22252
217,1215,507.673259
0,1501,512.360921
28,548,514.006317
122,537,515.545643
25,446,516.921439
97,434,518.2539
121,553,520.785984
0,917,523.363078
254,578,525.094586
251,1022,528.946414
0,922,531.630701
43,475,533.919652
0,1501,538.139426
352,1262,542.801181
0,1501,547.754562
73,408,549.16361
0,1038,552.029828
17,394,554.17002
16,433,555.549351
24,471,556.941118
131,466,558.381409
19,454,560.635689
176,1107,564.090832
0,543,565.831481
20,542,568.28342
0,764,570.460426
133,1170,574.731321
348,1380,578.777156
16,417,580.07379
319,1359,584.762139
281,1343,589.326029
103,428,590.680572
2,496,592.193966
0,1022,596.103598
261,1285,599.624117
117,442,601.815755
272,1152,605.315705
111,1467,610.12043
554,1408,613.927271
331,1231,618.279774
0,1338,622.970562
0,1309,626.771606
378,1501,631.894387
217,1501,637.175754
78,464,638.552765
12,557,640.159915
22,1501,645.172519
0,1027,648.98736
78,456,650.482647
96,410,651.798531
0,625,653.790791
35,450,655.993342
84,435,657.412289
0,497,659.063926
26,491,660.628146
103,487,662.065728
0,1226,666.53308
30,486,667.985222
0,1434,673.137369
653,1385,677.847988
69,418,679.228215
313,1326,683.648704
0,661,685.811677
479,1501,691.003838
9,469,692.402344
372,1501,697.739746
209,1157,701.10402
203,1193,705.356528
10,471,706.882181
490,1297,711.248465
37,495,712.768408
70,408,714.037846
10,634,715.851988
49,462,718.077638
46,411,719.412871
48,464,720.857538
492,1366,725.371414
63,433,726.690441
153,471,728.115214
394,1210,732.139189
195,1067,735.247007
6,642,737.33422
24,418,739.546012
246,1282,743.272774
0,1501,748.497609
0,1137,752.529322
97,473,753.991323
86,497,755.527274
13,527,757.054413
58,502,759.437677
30,500,760.899112
305,946,763.728218
0,654,766.470374
49,481,768.02353
75,478,769.453634
9,520,771.263512
12,508,773.634032
424,1140,776.895224
20,487,778.633305
1,530,781.027752
0,1374,784.941086
0,487,787.302023
0,490,788.758168
0,477,790.313157
340,1413,795.505631
0,1014,798.486529
224,1132,802.671551
0,979,805.839019
0,1218,810.26287
0,1487,815.605715
36,599,817.319566
251,1263,820.94832
0,871,824.526374
0,1017,827.789072
0,987,831.413652
233,702,833.342068
0,1501,838.448183
130,662,840.330077
156,1501,845.318466
135,750,847.387198
