nupdates,total_timesteps,approxkl,policy_loss,value_loss,eplenmean,explained_variance,fps,serial_timesteps,eprewmean,time_elapsed,clipfrac,policy_entropy
410,839680,0.01230582,-0.00043435433,1.6377323,981.37,0.6125112175941467,305,839680,45.24,2806.631828546524,0.16674805,1.3227723
411,841728,0.016230453,-0.0031880904,2.8711371,991.33,0.1435205340385437,319,841728,45.29,2813.0519893169403,0.1428711,1.2939111
412,843776,0.013390174,-0.008961898,20.520918,998.68,0.32312601804733276,317,843776,48.42,2819.5073289871216,0.17929688,1.1356815
413,845824,0.027224902,-0.0019299227,11.391706,1001.79,0.3727603554725647,305,845824,48.81,2826.2164735794067,0.15366212,1.1148838
414,847872,0.02901035,-0.0051027723,0.16381456,999.96,0.2389259934425354,293,847872,47.11,2833.1947684288025,0.20200196,1.1393896
415,849920,0.013500793,-0.0053774687,0.0031141029,1004.44,0.4227914810180664,285,849920,46.33,2840.3792865276337,0.1940918,1.2307131
416,851968,0.014765786,-0.004317125,11.16387,985.09,0.21552884578704834,258,851968,45.83,2848.296310901642,0.19267578,1.1410882
417,854016,0.012586497,-0.0016693205,8.162678,978.01,0.562611311674118,296,854016,47.81,2855.193366765976,0.11860351,1.2007262
418,856064,0.015095043,-0.01256731,0.0034297928,975.8,0.6911849677562714,299,856064,44.23,2862.031013727188,0.20727539,1.4233098
419,858112,0.008809554,-0.0009322092,4.8155684,961.49,0.24827271699905396,307,858112,44.12,2868.6960747241974,0.11166992,1.0172046
420,860160,0.012680086,-0.0025652922,7.5182,940.54,0.27969998121261597,292,860160,45.52,2875.702026605606,0.16484375,1.1480205
421,862208,0.013123602,-0.0057605156,0.0009876292,946.95,0.5392175316810608,356,862208,45.52,2881.4486582279205,0.19975586,1.4066014
422,864256,0.009571021,-0.00629306,0.008201422,951.42,0.6570888459682465,340,864256,45.06,2887.47109913826,0.11967774,1.3230461
423,866304,0.017527247,-0.00843708,0.00431996,957.83,0.44601142406463623,324,866304,44.45,2893.778442144394,0.18603516,1.2271328
424,868352,0.015098493,-0.0057469704,0.0064265444,964.82,0.7590548098087311,331,868352,43.5,2899.960662841797,0.18100587,1.2474053
425,870400,0.009656993,-0.0036314442,0.1512827,956.46,0.5000226497650146,308,870400,43.5,2906.5981380939484,0.115478516,1.1702788
426,872448,0.011014758,0.0037314661,0.022445383,946.67,0.7333908081054688,334,872448,43.59,2912.7289955615997,0.11831055,1.1695085
427,874496,0.0112217385,-0.0034613411,0.018912077,953.41,0.7505971044301987,369,874496,43.59,2918.2748606204987,0.15810546,1.1560879
428,876544,0.043534055,-0.009958951,0.028315732,957.12,0.8086392432451248,295,876544,42.48,2925.216946363449,0.12197266,1.1455212
429,878592,0.01906831,-0.007374867,10.203828,959.78,0.2683291435241699,288,878592,44.38,2932.313149213791,0.16289063,1.1731703
430,880640,0.0115888845,-0.0050513013,0.015760312,963.5,0.8526077270507812,305,880640,42.87,2939.009244441986,0.15795898,1.225229
431,882688,0.0136746075,-0.006279357,0.0019789434,963.5,-0.8366844654083252,367,882688,42.87,2944.576192855835,0.18251953,1.4080961
432,884736,0.01640045,-0.011394768,0.11547031,968.5,0.3988174796104431,315,884736,41.54,2951.0651140213013,0.19282226,1.0587585
433,886784,0.013286708,-0.010230655,0.009645416,978.45,0.8437837213277817,332,886784,40.25,2957.226047039032,0.16982421,1.2880137
434,888832,0.0149173755,-0.0051010996,0.45730036,980.59,0.2805519700050354,303,888832,36.25,2963.9686036109924,0.1885254,1.0387985
435,890880,0.011929275,-0.003362267,0.0032070137,989.16,0.7203417718410492,350,890880,34.69,2969.8160169124603,0.17270508,1.3633645
436,892928,0.0072434573,-0.005959309,0.0028553058,992.74,0.19519346952438354,324,892928,34.69,2976.135580301285,0.095947266,1.3798658
437,894976,0.015668526,0.0009403089,4.8659916,995.48,0.1357986330986023,364,894976,34.69,2981.759258031845,0.15961914,1.1503545
438,897024,0.012721812,-0.0053038322,0.7494682,995.59,0.17473888397216797,325,897024,35.91,2988.0560224056244,0.16665038,1.1668569
439,899072,0.013849298,-0.01568318,0.002054396,1010.15,0.6385015249252319,344,899072,35.37,2993.994969367981,0.17939453,1.2168441
440,901120,0.009248142,-0.008885393,0.0071267597,1018.86,0.7920797020196915,318,901120,33.97,3000.4198820590973,0.105126955,0.97755116
441,903168,0.010911426,0.00048419842,0.21458745,1016.57,0.24613714218139648,295,903168,33.97,3007.3610475063324,0.115917966,0.8910635
442,905216,0.038370274,-0.013003993,0.0127261225,1019.02,0.8205851912498474,334,905216,33.97,3013.4884428977966,0.26953125,1.1484538
443,907264,0.010988977,-0.009433324,0.0009746004,1037.86,-0.2796051502227783,324,907264,32.84,3019.7975418567657,0.13984375,1.2758973
444,909312,0.008736247,-0.009089796,0.01926284,1039.14,0.24568325281143188,326,909312,32.84,3026.075478076935,0.1043457,1.110838
445,911360,0.015131381,-0.0046436293,0.195792,1039.14,0.4439482092857361,344,911360,30.06,3032.0153334140778,0.14023438,1.0357172
446,913408,0.011053189,-0.0124655785,0.0037179913,1049.8,0.42256057262420654,334,913408,30.06,3038.1315739154816,0.109716795,1.2158536
447,915456,0.007422828,-1.6283355e-05,0.30665523,1057.74,0.1789555549621582,349,915456,29.5,3043.98970746994,0.09262695,0.7861455
448,917504,0.017753314,-0.02021509,0.16757503,1067.5,0.12545454502105713,332,917504,29.5,3050.15580034256,0.16352539,1.0521741
449,919552,0.012777801,-0.005506731,0.21240321,1083.89,0.10880237817764282,306,919552,27.51,3056.848686695099,0.13105468,0.7912993
450,921600,0.011489351,-0.0067977295,0.018890988,1082.56,0.3370200991630554,322,921600,25.61,3063.20015001297,0.14257812,0.7928841
451,923648,0.010747099,-0.009540038,0.013126063,1090.48,0.1583067774772644,362,923648,25.45,3068.855813264847,0.14335938,0.95352125
452,925696,0.014042646,-0.0026288144,9.550789,1090.96,0.010813236236572266,321,925696,25.37,3075.2314064502716,0.13554688,1.163584
453,927744,0.013499843,-0.010194447,0.023450742,1097.99,0.09803903102874756,365,927744,24.27,3080.84273481369,0.13896485,0.8877559
454,929792,0.012149053,-0.00849766,0.0065397965,1097.82,0.38347625732421875,314,929792,24.27,3087.3557534217834,0.17353515,1.255866
455,931840,0.0070773526,0.0006387118,0.19092144,1092.08,-0.013133645057678223,330,931840,24.27,3093.5487020015717,0.07368164,0.7800616
456,933888,0.009440319,-0.0027839555,0.03051084,1095.31,-0.33322274684906006,325,933888,24.27,3099.839859008789,0.119824216,0.9750663
457,935936,0.010262934,-0.0075193928,0.0032124624,1105.42,-0.022466421127319336,359,935936,23.46,3105.543705224991,0.120947264,0.9652748
458,937984,0.01153867,-0.002523977,10.494125,1109.74,0.1424424648284912,309,937984,25.23,3112.166916847229,0.12504883,1.3123109
459,940032,0.011076359,-0.007527636,0.0020263703,1109.74,-0.05476367473602295,358,940032,25.23,3117.87401676178,0.12714843,1.3537654
460,942080,0.01344053,-0.012802655,0.012954555,1114.21,-0.4063466787338257,326,942080,25.23,3124.154099702835,0.14526367,1.0489161
461,944128,0.015986811,-0.009420899,0.0008036018,1116.63,0.6827147901058197,327,944128,24.8,3130.416430234909,0.18183593,1.3957262
462,946176,0.010556061,-0.006353219,0.0060026958,1120.49,-0.3812342882156372,332,946176,20.3,3136.5714304447174,0.1383789,0.88339806
463,948224,0.011606881,-0.01220685,0.015008147,1120.87,0.5313839316368103,350,948224,20.3,3142.413413286209,0.15126953,1.0599291
464,950272,0.018949468,-0.010521328,0.08023499,1130.33,0.5288717448711395,350,950272,20.3,3148.2577588558197,0.1631836,0.9657732
465,952320,0.009588353,-0.0062675006,0.0020431327,1131.85,-0.33091676235198975,306,952320,20.3,3154.933032512665,0.13447265,1.1696438
466,954368,0.013544306,-0.011392947,0.0054254998,1135.34,0.7401933073997498,357,954368,19.83,3160.666493654251,0.18950196,1.1371136
467,956416,0.012863564,-0.013740407,0.049843784,1143.96,0.6159970760345459,318,956416,19.23,3167.096375465393,0.15200195,0.99112976
468,958464,0.012521389,-0.011746216,0.0029069018,1152.31,0.7788214683532715,347,958464,18.6,3172.9885783195496,0.16572265,1.1312455
469,960512,0.00817225,-0.009964885,0.038145434,1158.99,0.6778492331504822,328,960512,14.22,3179.22682929039,0.10288086,0.95982265
470,962560,0.0070781284,-0.007743986,0.0038041365,1169.22,0.065299391746521,344,962560,13.3,3185.166123867035,0.09335937,0.97916377
471,964608,0.007962189,-0.0070919907,0.026734035,1179.15,0.7029088139533997,350,964608,13.3,3191.0050432682037,0.086279295,1.28191
472,966656,0.012095656,-0.0076258266,0.04638755,1194.85,0.37840741872787476,338,966656,13.3,3197.0593118667603,0.13339844,1.0161301
473,968704,0.012675181,-0.0099873245,0.0054475833,1204.77,0.6744837164878845,360,968704,13.2,3202.743432998657,0.13105468,0.9588556
474,970752,0.013261403,-0.007931075,0.019621845,1209.79,0.37261271476745605,350,970752,13.2,3208.5890798568726,0.16020508,1.1073697
475,972800,0.013115697,-0.012337001,0.010206237,1221.55,0.4109630584716797,340,972800,13.2,3214.5964500904083,0.15302734,1.2143095
476,974848,0.012117537,-0.012010039,0.0046408726,1229.99,0.7295158505439758,351,974848,11.28,3220.4245235919952,0.15473633,1.1344894
477,976896,0.016812462,-0.015834581,0.002269904,1236.26,0.6873648166656494,363,976896,11.28,3226.0596148967743,0.20048828,1.1379284
478,978944,0.0102121355,-0.012208555,0.007717381,1245.54,0.41970449686050415,348,978944,9.3,3231.9422731399536,0.12734374,0.93271935
479,980992,0.01277143,-0.012107129,0.009631719,1255.88,0.6774547398090363,363,980992,9.3,3237.584505558014,0.12460937,0.9840552
480,983040,0.017144542,-0.0139050875,0.0055669816,1266.24,-0.29135560989379883,337,983040,9.12,3243.652453184128,0.16723633,0.96018296
481,985088,0.009055964,-0.009122852,0.00707657,1273.74,0.40888530015945435,362,985088,9.12,3249.297777891159,0.11577149,1.2980437
482,987136,0.010707447,-0.012234859,0.0013547431,1280.82,0.6495382189750671,353,987136,8.19,3255.0865273475647,0.15444335,1.3470896
483,989184,0.008627718,-0.0077562286,0.0027494351,1296.92,0.6091680228710175,347,989184,6.81,3260.9894552230835,0.11435547,1.3640826
484,991232,0.009954409,-0.010139106,0.0029661865,1306.57,0.6601596176624298,369,991232,6.79,3266.534006357193,0.14663085,1.2973945
485,993280,0.009148856,-0.010009782,0.0005541392,1306.57,0.7472629249095917,369,993280,6.79,3272.072321653366,0.13051757,1.3847945
486,995328,0.011593165,-0.012417262,0.0032205128,1313.21,0.15105295181274414,330,995328,6.79,3278.2629203796387,0.1675293,1.3260268
487,997376,0.009742877,-0.008868694,0.0015570016,1315.82,0.308774471282959,352,997376,6.79,3284.0685029029846,0.13461915,1.3274286
488,999424,0.016916566,0.0056120288,0.1998875,1323.28,0.800749197602272,317,999424,6.79,3290.521438598633,0.10175781,1.0623274
489,1001472,0.014425519,-0.013362428,0.0026075807,1331.14,0.3766489624977112,344,1001472,6.79,3296.4712796211243,0.19331054,1.2010801
490,1003520,0.01949711,0.0062269894,0.3440141,1334.89,0.7276870012283325,336,1003520,6.79,3302.554335832596,0.102148436,1.1811396
491,1005568,0.010665065,-0.0075935544,0.0011194595,1342.6,-0.19499504566192627,370,1005568,6.71,3308.0844027996063,0.12753907,1.3726438
492,1007616,0.011128234,-0.00717556,0.00091573485,1347.89,0.6494808495044708,370,1007616,6.7,3313.612291097641,0.16967773,1.3783618
493,1009664,0.008913106,-0.005260578,0.007293532,1347.89,0.10689687728881836,341,1009664,6.7,3319.610459089279,0.11743164,1.1979158
494,1011712,0.012756604,-0.0040819724,0.0021613012,1352.86,0.9909232193604112,342,1011712,6.7,3325.596458673477,0.13422851,1.1032307
495,1013760,0.021537393,-0.003875779,1.2464945,1359.45,0.24227750301361084,331,1013760,4.8,3331.765851020813,0.09287109,1.190712
496,1015808,0.011512384,-0.010012062,0.0008949119,1359.45,-0.03259086608886719,354,1015808,4.8,3337.5355710983276,0.17333984,1.333255
497,1017856,0.010222634,-0.0071627437,0.0054366025,1364.11,0.5816308856010437,346,1017856,4.8,3343.446068048477,0.12705079,1.2374883
498,1019904,0.0096108215,-0.011513007,0.011389209,1364.11,0.24846380949020386,328,1019904,4.8,3349.6809208393097,0.13061523,1.114117
499,1021952,0.012647323,-0.0047380226,0.004315852,1368.49,-12.095296859741211,368,1021952,4.8,3355.243535041809,0.15336914,1.339721
500,1024000,0.011684367,-0.01081888,0.0030516784,1372.7,-3.190915584564209,347,1024000,4.8,3361.128979921341,0.16279297,1.3208412
501,1026048,0.008647823,-0.009470215,0.0029880223,1378.91,0.3982223868370056,347,1026048,4.57,3367.014717578888,0.109960936,1.2284226
502,1028096,0.0065750442,-0.0050072046,0.0019498207,1385.52,0.15235185623168945,364,1028096,4.57,3372.6344895362854,0.086523436,1.360391
503,1030144,0.008717952,-0.011790384,0.0021229028,1385.52,0.5922189950942993,348,1030144,4.57,3378.5160217285156,0.122558594,1.2997527
504,1032192,0.010226837,-0.008419643,0.00017198935,1385.52,0.352191686630249,364,1032192,4.57,3384.135822534561,0.13583985,1.3161068
505,1034240,0.012212884,-0.011602513,0.0020946097,1389.21,0.3062082529067993,370,1034240,4.57,3389.6683266162872,0.16464844,1.2593989
506,1036288,0.009919253,-0.011532677,0.0019606717,1401.68,-0.02721858024597168,343,1036288,3.35,3395.63170671463,0.14023438,1.2937982
507,1038336,0.009316636,-0.0077552134,0.000662071,1401.68,0.2664811611175537,361,1038336,3.35,3401.2926206588745,0.091552734,1.2296901
508,1040384,0.006982749,-0.007903142,0.0013272928,1401.68,0.44601112604141235,348,1040384,3.35,3407.164841890335,0.083789065,1.2829276
509,1042432,0.012695609,-0.01074501,0.0019177425,1409.53,-0.6715543270111084,333,1042432,3.35,3413.3052129745483,0.15776367,1.2406343
510,1044480,0.013377024,-0.007924741,0.00037691055,1415.1,0.37060242891311646,367,1044480,3.35,3418.8790006637573,0.16723633,1.2439191
511,1046528,0.008102333,-0.0037216109,0.0060753515,1430.24,-9.363239288330078,345,1046528,3.35,3424.798763036728,0.10405274,1.1442078
512,1048576,0.008934045,-0.008270317,0.0008474103,1438.66,-1.0676069259643555,363,1048576,3.35,3430.435311794281,0.13476562,1.268201
513,1050624,0.012670485,-0.010745758,0.0025380945,1438.66,0.6716563701629639,351,1050624,3.35,3436.2625839710236,0.15424804,1.1496412
514,1052672,0.014468689,-0.01243195,0.004842489,1438.66,-1.400191068649292,345,1052672,3.35,3442.184119939804,0.1809082,1.1882656
515,1054720,0.01075769,-0.010325799,0.00011108562,1438.66,0.6050543189048767,363,1054720,3.35,3447.8178000450134,0.13032226,1.2671454
516,1056768,0.012583023,-0.014667389,0.0014151105,1438.66,0.3025249242782593,369,1056768,3.35,3453.3595662117004,0.14726563,1.253706
517,1058816,0.008470679,-0.007096206,0.0013246282,1438.66,0.28435295820236206,341,1058816,3.35,3459.349807739258,0.10341797,1.0825998
518,1060864,0.012818461,-0.015316417,0.0025601438,1438.66,0.321075439453125,364,1060864,3.35,3464.9728524684906,0.18232422,1.1490248
519,1062912,0.010845533,-0.009367558,0.0017874347,1438.66,-0.8627041578292847,368,1062912,3.35,3470.5261924266815,0.14697266,1.12071
520,1064960,0.012026782,-0.0048031765,0.0004146981,1447.3,0.5517061948776245,315,1064960,3.35,3477.0107986927032,0.14560547,0.9008753
521,1067008,0.011101524,-0.015052904,0.0017127376,1447.3,-0.2632697820663452,322,1067008,3.35,3483.3544108867645,0.14833984,0.9094013
522,1069056,0.012323829,-0.008324569,0.0015034324,1447.3,0.3097829818725586,283,1069056,1.77,3490.5693311691284,0.15629883,0.94092387
523,1071104,0.011353637,-0.010366811,0.0008945743,1454.56,0.8541213870048523,326,1071104,1.77,3496.841502428055,0.17026368,1.2051
524,1073152,0.017511379,-0.004781494,0.00052740454,1454.56,0.5676806569099426,342,1073152,1.77,3502.820137500763,0.153125,0.9415477
525,1075200,0.012275268,-0.010642587,0.0027285083,1460.19,0.22585821151733398,298,1075200,1.77,3509.681628704071,0.17016602,1.1345458
526,1077248,0.010115624,-0.005720428,0.00056819274,1464.84,-0.7149100303649902,344,1077248,1.77,3515.631070137024,0.12685546,1.0713694
527,1079296,0.016892213,-0.008792327,0.0007510996,1465.93,-4.124616622924805,352,1079296,1.77,3521.435813188553,0.119189456,0.9981011
528,1081344,0.018615158,-0.011616105,0.0040357816,1471.25,0.5698502063751221,307,1081344,1.77,3528.103051185608,0.16811523,1.0392665
529,1083392,0.010475023,-0.0111436555,0.0004482463,1471.25,0.8467288464307785,356,1083392,1.77,3533.8421955108643,0.15078124,1.2068893
530,1085440,0.009528574,-0.006736804,0.0006971607,1473.06,-0.3679990768432617,319,1085440,1.77,3540.2462430000305,0.12734374,1.0015777
531,1087488,0.016716314,-0.011529675,0.022520412,1476.86,-3.099513053894043,299,1087488,0.0,3547.0906195640564,0.17402343,0.9883278
532,1089536,0.010709511,-0.012801033,0.00070384506,1480.5,0.5696398317813873,320,1089536,0.0,3553.486768722534,0.12250976,1.0845101
533,1091584,0.008546278,-0.0074059763,0.0010171016,1486.82,0.23183542490005493,321,1091584,0.0,3559.8528032302856,0.11240234,0.9285324
534,1093632,0.008162489,-0.0071432106,0.0024431902,1486.82,-2.825387716293335,334,1093632,0.0,3565.9673359394073,0.11186524,0.98287535
535,1095680,0.02129971,-0.0071189078,0.0031790263,1478.72,-0.24697279930114746,311,1095680,0.0,3572.5474812984467,0.13266602,0.89776057
536,1097728,0.016984943,-0.011108488,0.00060467154,1478.72,-0.009770393371582031,366,1097728,0.0,3578.138203859329,0.17666015,0.97347224
537,1099776,0.03238008,-0.005207322,0.002481659,1482.44,-1.3948323726654053,346,1099776,0.0,3584.050327539444,0.115722656,0.9450331
538,1101824,0.013660115,-0.013087638,0.00022007243,1482.44,0.4094611406326294,364,1101824,0.0,3589.6632237434387,0.1616211,1.1558621
539,1103872,0.013220562,-0.0061022313,0.0029940906,1482.44,0.09642618894577026,371,1103872,0.0,3595.1803538799286,0.13330078,0.9003569
540,1105920,0.014016241,-0.005237593,0.006224818,1482.44,0.6074185371398926,340,1105920,0.0,3601.20134305954,0.14814453,0.948328
541,1107968,0.006762457,-0.003832174,0.0017985478,1482.44,0.3097992539405823,357,1107968,0.0,3606.923737049103,0.08134766,0.93478334
542,1110016,0.0075695002,-0.0014197746,0.002598704,1482.44,0.29512250423431396,333,1110016,0.0,3613.0667991638184,0.09379883,0.83044565
543,1112064,0.014664492,-0.009748106,0.0018183261,1482.44,0.6958373785018921,319,1112064,0.0,3619.4738121032715,0.14433594,0.9120758
544,1114112,0.03361131,-0.0044528823,0.004458892,1482.44,0.1776268482208252,355,1114112,0.0,3625.242273569107,0.10649414,0.9375941
545,1116160,0.0069358074,-0.004700417,0.00010415995,1482.44,0.5744629502296448,329,1116160,0.0,3631.463203191757,0.08779297,1.1839068
546,1118208,0.010050504,-0.0023627018,0.010297411,1482.44,0.7406285107135773,368,1118208,0.0,3637.021376848221,0.12402344,0.87284976
547,1120256,0.01797906,-0.003641142,0.051347643,1482.44,0.6088494956493378,363,1120256,0.0,3642.651738882065,0.15996094,0.80098504
548,1122304,0.013523005,-0.010654711,0.0010402661,1482.44,0.7059036493301392,332,1122304,0.0,3648.814557790756,0.1274414,1.0656106
549,1124352,0.008609017,-0.008188085,0.0014492427,1482.44,0.7706703245639801,341,1124352,0.0,3654.816658973694,0.11459961,1.0010312
550,1126400,0.0107767265,-0.008550302,0.003161988,1482.44,0.7355915009975433,357,1126400,0.0,3660.5491650104523,0.120751955,0.8982962
551,1128448,0.008850104,-0.010955049,0.0030385968,1482.44,-0.6311608552932739,340,1128448,0.0,3666.572830438614,0.11821289,0.89017075
552,1130496,0.009239774,-0.0023263094,0.009613579,1482.44,0.29663610458374023,365,1130496,0.0,3672.1820509433746,0.118896484,0.894279
553,1132544,0.017757853,-0.0037321523,0.021716341,1482.44,-0.021222829818725586,339,1132544,0.0,3678.208080291748,0.16894531,0.8687007
554,1134592,0.009542718,-0.008958064,0.0023933188,1482.44,0.33697420358657837,312,1134592,0.0,3684.7648079395294,0.11806641,0.8983325
555,1136640,0.02867579,-0.012563974,0.0021368521,1482.44,0.40605098009109497,335,1136640,0.0,3690.8733253479004,0.17148438,0.97057724
556,1138688,0.023812495,-0.00090606575,0.0044939467,1482.44,-0.02228677272796631,332,1138688,0.0,3697.037944793701,0.17988281,0.96984804
557,1140736,0.012564985,-0.006636914,0.0007472967,1482.44,-0.06853604316711426,368,1140736,0.0,3702.590019464493,0.17436524,0.9499386
558,1142784,0.010800061,-0.012372991,0.0011759897,1482.44,0.8100170642137527,344,1142784,0.0,3708.534458875656,0.13334961,1.1106709
559,1144832,0.006310121,-0.0045730225,0.0021133702,1482.44,-0.23968327045440674,322,1144832,0.0,3714.8786985874176,0.069042966,1.025264
560,1146880,0.009816015,-0.006663042,0.001558631,1482.44,-0.46052300930023193,352,1146880,0.0,3720.6892721652985,0.12890625,1.0769746
561,1148928,0.011247666,-0.010190709,0.00072376063,1482.69,0.840789258480072,333,1148928,0.0,3726.828845024109,0.11616211,1.0398709
562,1150976,0.013190797,-0.008434982,0.0010777491,1488.8,0.5198385119438171,323,1150976,0.0,3733.1665863990784,0.15268555,1.0372218
563,1153024,0.013690442,-0.0059313728,0.00047865338,1488.8,0.19984334707260132,338,1153024,0.0,3739.2166950702667,0.089501955,0.87039644
564,1155072,0.009980471,-0.010664461,0.00090051146,1488.8,0.08354365825653076,355,1155072,0.0,3744.9814586639404,0.11464844,0.9528343
565,1157120,0.010916963,-0.010874324,0.0018024631,1488.8,-0.7970085144042969,344,1157120,0.0,3750.9253900051117,0.1415039,0.8735796
566,1159168,0.0069102785,-0.006920985,0.00017696909,1488.8,0.8183349519968033,315,1159168,0.0,3757.4123384952545,0.09423828,1.0323678
567,1161216,0.009403315,0.0017359133,0.0023936948,1492.9,-0.9795153141021729,335,1161216,0.0,3763.524069547653,0.11767578,1.198371
568,1163264,0.009997344,-0.004769834,0.0008060218,1492.9,-0.6966735124588013,335,1163264,0.0,3769.6338350772858,0.13129883,0.8551179
569,1165312,0.008146355,-0.0056388797,8.102028e-05,1492.9,0.022905468940734863,343,1165312,0.0,3775.593930721283,0.097558595,1.0610912
570,1167360,0.007603475,-0.005267117,0.001307732,1492.9,-0.29939091205596924,346,1167360,0.0,3781.500073194504,0.09443359,0.9071859
571,1169408,0.0057516377,-0.008054741,0.000820737,1492.9,0.3328065276145935,370,1169408,0.0,3787.032927274704,0.07314453,0.92764664
572,1171456,0.01293083,-0.0080560725,0.00022473687,1492.9,0.4381294250488281,362,1171456,0.0,3792.679696083069,0.17695312,1.0327115
573,1173504,0.008385887,-0.0060146884,0.0013826729,1492.9,-3.61873722076416,346,1173504,0.0,3798.5977215766907,0.10991211,0.9567458
574,1175552,0.007895399,-0.00954907,0.0011398266,1492.9,0.15679693222045898,365,1175552,0.0,3804.1955015659332,0.08759765,0.9020255
575,1177600,0.010466299,-0.007473561,0.00090418535,1492.9,0.024674296379089355,358,1177600,0.0,3809.904530763626,0.13647461,0.78004897
576,1179648,0.012106711,-0.0060411748,0.001718296,1492.9,-4.6112871170043945,348,1179648,0.0,3815.7801265716553,0.09785156,0.82099897
577,1181696,0.006643208,-0.005310208,0.0002669736,1492.9,-0.34574949741363525,356,1181696,0.0,3821.5255012512207,0.084033206,0.81789315
578,1183744,0.0072605745,-0.009218005,0.0018378282,1492.9,-5.931008815765381,327,1183744,0.0,3827.774224281311,0.09169922,0.8400842
579,1185792,0.018550197,-0.00870799,0.0015528299,1492.9,-1.3943798542022705,324,1185792,0.0,3834.0953166484833,0.17753907,0.82714444
580,1187840,0.011296721,-0.006952569,0.0007477532,1492.9,-0.11560344696044922,350,1187840,0.0,3839.9336087703705,0.13432617,0.8347495
581,1189888,0.011381892,-0.008924325,0.00045806883,1492.9,-0.044098734855651855,325,1189888,0.0,3846.2198588848114,0.13520508,0.7666968
582,1191936,0.009969835,-0.0072623417,0.00042568246,1492.9,-0.38566625118255615,340,1191936,0.0,3852.226353406906,0.11992188,0.7332389
583,1193984,0.013484629,-0.00725488,2.7604308e-05,1492.9,0.010463953018188477,364,1193984,0.0,3857.8508298397064,0.14750977,0.82950526
584,1196032,0.007751105,-0.0025081318,0.0016543145,1492.9,-1.7957673072814941,348,1196032,0.0,3863.727033138275,0.091796875,0.821201
585,1198080,0.0076526725,-0.002634109,0.0009229928,1492.9,0.09756618738174438,373,1198080,0.0,3869.2135224342346,0.09345703,0.8628462
586,1200128,0.00719414,-0.00406622,0.00070831453,1492.9,-6.683818340301514,336,1200128,0.0,3875.296317577362,0.09428711,0.8207552
587,1202176,0.0058304155,-0.0036782213,0.00083620875,1492.9,-9.680824279785156,327,1202176,0.0,3881.5498654842377,0.054296874,0.75313336
588,1204224,0.006229249,-0.0015597768,0.0009117924,1492.9,-20.045177459716797,335,1204224,0.0,3887.6631813049316,0.082128905,0.8411089
589,1206272,0.012786999,-0.0061037103,0.00068338425,1492.9,-0.2822568416595459,326,1206272,0.0,3893.945494413376,0.14223632,0.7500175
590,1208320,0.013593467,-0.0076829465,0.0005576508,1492.9,-1.3616230487823486,357,1208320,0.0,3899.6783826351166,0.15864258,0.8233218
591,1210368,0.013407621,-0.0051952293,6.539828e-05,1492.9,-0.5299677848815918,344,1210368,0.0,3905.62331366539,0.16640624,0.7998937
592,1212416,0.03513923,-0.005033256,0.00049470004,1492.9,-4.104135036468506,338,1212416,0.0,3911.6680765151978,0.10410156,0.7881837
593,1214464,0.015436408,-0.0067201704,0.0001198804,1492.9,-4.958805084228516,367,1214464,0.0,3917.246482372284,0.14082031,0.9820873
594,1216512,0.011680594,-0.013344137,0.0009922646,1492.9,-3.8052878379821777,353,1216512,0.0,3923.045187473297,0.110888675,0.8246948
595,1218560,0.011474211,-0.0030572594,0.0012205811,1492.9,-1.792694091796875,351,1218560,0.0,3928.87132024765,0.13081054,0.7445182
596,1220608,0.009474481,-0.006811537,0.0024122358,1492.9,-0.311984658241272,369,1220608,0.0,3934.4109179973602,0.10629883,0.8841729
597,1222656,0.0147981495,-0.0025589983,0.00055343367,1492.9,-0.05317282676696777,336,1222656,0.0,3940.5017428398132,0.11743164,0.87032956
598,1224704,0.012004669,-0.0070676384,0.0024169064,1492.9,-8.79179859161377,341,1224704,0.0,3946.5052168369293,0.1283203,0.6992203
599,1226752,0.012045543,-0.0061927,0.0002865868,1492.9,-0.012131929397583008,365,1226752,0.0,3952.1116037368774,0.10864258,0.7992369
600,1228800,0.021628285,-0.0115994895,0.00038408575,1492.9,-4.590871810913086,345,1228800,0.0,3958.0369250774384,0.13891602,0.8468542
601,1230848,0.012095438,-0.007312992,0.0010564048,1492.9,-0.27662110328674316,369,1230848,0.0,3963.5853004455566,0.15366212,1.0505185
602,1232896,0.011245796,-0.0053409105,0.00021812212,1492.9,-0.7076554298400879,368,1232896,0.0,3969.137885570526,0.14936523,1.017213
603,1234944,0.012033786,-0.0040018945,0.0009661787,1492.9,-1.0761020183563232,344,1234944,0.0,3975.0840413570404,0.13666992,0.9338584
604,1236992,0.0083259735,-0.002402917,0.0003592103,1492.9,-33.40083312988281,366,1236992,0.0,3980.666420698166,0.111523435,1.2123841
605,1239040,0.007082036,-0.0026894219,0.00037318785,1492.9,-121.95345306396484,336,1239040,0.0,3986.7575693130493,0.09394531,1.255338
606,1241088,0.008376355,-0.008390151,0.00050717755,1492.9,-0.013338446617126465,344,1241088,0.0,3992.6988134384155,0.09702148,1.1053063
607,1243136,0.011034978,-0.004106771,0.00011718657,1492.9,0.23677849769592285,340,1243136,0.0,3998.7055764198303,0.12778321,0.94275427
608,1245184,0.007555887,0.002205191,2.0587897e-05,1492.9,-1.1485862731933594,349,1245184,0.0,4004.563005208969,0.085839845,1.21311
