#{"env_id": "SetDown-v3", "t_start": 1533656580.3630564}
r,l,t
0,1501,9.037142
21,1501,17.053916
0,1501,26.211658
0,1501,33.872196
0,1501,42.922407
2,1501,50.826974
22.49946,1501,59.961759
256,1501,67.752232
112,1501,76.836274
206,1501,84.668856
573,1501,93.80926
71,1501,101.701884
82,1501,110.861693
427,1501,118.737297
255,1501,126.535247
571,1501,135.653112
470,1501,143.791612
507,1501,153.02205
618,1501,161.10834
686,1501,170.149187
566,1501,178.143585
631,1501,187.389826
593,1501,194.965944
316,1501,204.14436
504,1501,212.049118
537,1501,221.276901
292,1501,229.686447
463,1501,241.499021
696,1501,249.894125
345,1501,257.859182
79,1501,266.925083
584.018368,1501,274.830441
713,1501,283.934586
306,1501,291.731174
768,1501,300.972122
704,1501,308.851384
613,1501,317.922096
616,1501,326.038876
612,1501,335.183535
694,1501,345.724866
516,1501,358.262762
518,1501,368.199003
582,1501,378.725902
878,1501,387.571817
916,1501,396.072333
619,1501,405.539377
628,1501,413.63658
831.525125,1501,422.736218
706.211011,1501,430.681617
875,1501,439.700387
635,1501,447.629567
625,1501,456.825352
719,1501,465.867756
723,1501,475.310202
440,1501,483.24051
773,1501,492.478074
596,1501,500.405407
782,1501,509.55893
615,1501,517.431253
859,1501,525.372549
548,1501,534.432568
853,1501,542.325533
672,1501,551.606017
721,1501,559.497081
806,1501,568.49896
718,1501,576.581563
681,1501,586.070328
389,1501,599.935658
647,1501,609.868891
449,1501,617.828951
402,1501,627.037469
749,1501,634.911649
837,1501,644.158593
426,1501,651.995587
595,1501,659.873349
775,1501,668.972695
801.358537,1501,676.998008
638,1501,686.059273
788,1501,695.917769
665,1501,710.013726
933,1501,717.977749
1020,1501,727.381073
878,1501,735.426764
477,1501,744.487773
800,1501,752.159378
555,1501,761.320661
82,1501,769.185467
727,1501,776.94305
622,1501,786.235255
755,1501,794.203657
782,1501,803.587278
759,1501,811.643858
923,1501,820.876253
689,1501,828.897596
747,1501,837.926702
765,1501,847.095826
727,1501,857.0858
614,1501,869.412211
650,1501,879.339955
735,1501,887.69786
735,1501,897.259127
736,1501,905.054263
1010,1501,912.996484
941,1501,922.562794
938,1501,930.637684
656,1501,939.957521
787,1501,947.960424
914,1501,957.116743
843,1501,965.185579
844,1501,974.317528
665,1501,982.514171
522.022905,1501,991.739257
745,1501,999.877935
689,1501,1009.191446
880,1501,1017.296401
790,1501,1026.414629
740,1501,1034.459597
833,1501,1042.280691
847,1501,1051.717417
876,1501,1059.580892
851,1501,1068.709119
1023,1501,1076.9774
943,1501,1086.436435
885,1501,1094.452318
838,1501,1103.805494
785,1501,1112.029248
1044,1501,1121.205492
885,1501,1129.192612
663,1501,1138.40989
763,1501,1146.366522
821,1501,1155.499914
862,1501,1163.697961
619,1501,1172.064322
624,1501,1181.387962
826,1501,1189.53321
738,1501,1198.691539
810,1501,1206.585461
719,1501,1215.830334
678,1501,1223.906209
613,1501,1233.833956
728,1501,1242.066342
750,1501,1251.693777
494,1501,1259.929827
797,1501,1269.939034
676,1501,1278.466072
848,1501,1288.636935
332,1501,1297.463522
