#{"env_id": "SetDown-v3", "t_start": 1533656580.4249053}
r,l,t
0,1501,8.975198
30,1501,16.991908
25,1501,26.148109
0,1501,33.811664
0,1501,42.860503
0,1501,50.765023
-21.24778,1501,59.899797
204,1501,67.690246
31,1501,76.774479
262,1501,84.604914
462,1501,93.747538
45,1501,101.639955
51,1501,110.799847
326,1501,118.675305
352,1501,126.47333
623,1501,135.592613
493,1501,143.729254
460,1501,152.960134
491,1501,161.0464
518,1501,170.087518
522,1501,178.081518
719,1501,187.327671
549,1501,194.904137
398,1501,204.082448
574,1501,211.986851
269,1501,221.212973
255,1501,229.624932
491,1501,241.437083
596,1501,249.832431
381,1501,257.79902
261,1501,266.863297
620,1501,274.768546
714,1501,283.872599
222,1501,291.669263
539,1501,300.910343
706,1501,308.789617
509,1501,317.860145
666,1501,325.976642
656,1501,335.121598
721,1501,345.662609
594,1501,358.200949
499,1501,368.137092
595,1501,378.66415
808,1501,387.510188
900,1501,396.012342
526,1501,405.476828
575,1501,413.57467
869,1501,422.671569
694.464633,1501,430.619824
757.633337,1501,439.638686
675,1501,447.568377
794,1501,456.76341
647,1501,465.805706
705,1501,475.24623
430,1501,483.178578
799,1501,492.415453
547,1501,500.343406
886,1501,509.497079
681,1501,517.369501
822,1501,525.310935
566,1501,534.37064
867,1501,542.263604
622,1501,551.544014
708,1501,559.435213
812,1501,568.439304
708,1501,576.519817
580,1501,586.008324
572,1501,599.874603
648,1501,609.807295
524,1501,617.766736
472,1501,626.975499
522,1501,634.850005
890,1501,644.09056
416,1501,651.93363
633,1501,659.811363
714,1501,668.911048
794.43292,1501,676.936004
835,1501,685.997131
809,1501,695.856122
756,1501,709.951797
983,1501,717.916003
1018,1501,727.318451
827,1501,735.364858
608,1501,744.425853
796,1501,752.100677
373,1501,761.258607
291,1501,769.123471
722,1501,776.881009
605,1501,786.173619
671,1501,794.141613
825,1501,803.52545
599,1501,811.582037
833,1501,820.814428
690,1501,828.835585
742,1501,837.864797
755,1501,847.030717
779,1501,857.023772
589,1501,869.349399
682,1501,879.280069
722,1501,887.636133
739,1501,897.193332
758,1501,904.9921
989,1501,912.933901
941,1501,922.501036
891,1501,930.575773
709,1501,939.895888
791,1501,947.898672
871,1501,957.054838
843,1501,965.121297
761,1501,974.255906
589.992195,1501,982.452321
166.770829,1501,991.677274
781,1501,999.816278
777,1501,1009.129515
858,1501,1017.234474
848,1501,1026.352401
821,1501,1034.397578
859,1501,1042.218717
869,1501,1051.656163
868,1501,1059.518921
900,1501,1068.646545
972,1501,1076.915449
882,1501,1086.37454
888,1501,1094.39016
834,1501,1103.743634
832,1501,1111.967309
980,1501,1121.143872
828,1501,1129.130683
656,1501,1138.347824
703,1501,1146.30469
964,1501,1155.4382
771,1501,1163.636082
666,1501,1172.00252
635,1501,1181.32608
826,1501,1189.471274
761,1501,1198.629564
837,1501,1206.523586
776,1501,1215.771512
708,1501,1223.844127
687,1501,1233.772283
675,1501,1242.004411
833,1501,1251.631957
454,1501,1259.86762
669,1501,1269.877017
590,1501,1278.406708
835,1501,1288.575642
337,1501,1297.401614
