#{"env_id": "SetDown-v3", "t_start": 1533656580.3642519}
r,l,t
0,1501,9.035832
2,1501,17.052708
0,1501,26.211043
0,1501,33.871112
0,1501,42.921292
22,1501,50.825887
72.601035,1501,59.960548
155,1501,67.75338
72,1501,76.835316
237,1501,84.667287
642,1501,93.808182
0,1501,101.700536
87,1501,110.860444
253,1501,118.736101
262,1501,126.535809
559,1501,135.652703
571,1501,143.789641
356,1501,153.021148
524,1501,161.107341
604,1501,170.148076
519,1501,178.142265
671,1501,187.390735
587,1501,194.964651
275,1501,204.143127
665,1501,212.047816
559,1501,221.273878
407,1501,229.685504
441,1501,241.497699
525,1501,249.89291
190,1501,257.858019
162,1501,266.923945
679,1501,274.829242
726,1501,283.933126
182,1501,291.729987
596,1501,300.970854
646,1501,308.849026
458,1501,317.921054
759,1501,326.037312
691,1501,335.182259
727,1501,345.723474
628,1501,358.261468
564,1501,368.19779
667,1501,378.724852
825,1501,387.570883
934,1501,396.069629
594,1501,405.538252
592,1501,413.635467
911,1501,422.732424
75.224004,1501,430.680478
853,1501,439.699309
687,1501,447.626157
764,1501,456.824332
806,1501,465.866462
765,1501,475.30699
539,1501,483.239398
806,1501,492.476735
587,1501,500.404155
885,1501,509.557678
603,1501,517.430095
758,1501,525.371425
655,1501,534.431231
761,1501,542.324241
589,1501,551.604781
707,1501,559.498864
861,1501,568.498944
708,1501,576.580418
599,1501,586.068964
465,1501,599.93421
728,1501,609.86786
484,1501,617.827794
512,1501,627.036151
684,1501,634.910561
885,1501,644.151245
177,1501,651.994401
620,1501,659.872089
848,1501,668.971704
776.992406,1501,676.996824
722,1501,686.058181
834,1501,695.916571
751,1501,710.012618
657.224455,1501,717.976792
1017.671282,1501,727.380054
786,1501,735.425633
521,1501,744.486678
701,1501,752.157475
488,1501,761.31931
311,1501,769.184057
683,1501,776.941729
703,1501,786.234118
717,1501,794.202525
828,1501,803.585923
691,1501,811.642813
827,1501,820.875107
674,1501,828.896221
763,1501,837.925593
794,1501,847.091429
777,1501,857.087804
687,1501,869.410055
690,1501,879.338866
753,1501,887.696786
689,1501,897.257857
801,1501,905.052884
1035,1501,912.995166
892,1501,922.561608
891,1501,930.636403
658,1501,939.956436
744,1501,947.959321
859,1501,957.115546
925,1501,965.183088
834.495547,1501,974.316417
318.662361,1501,982.51307
542.866883,1501,991.737877
763,1501,999.876863
688,1501,1009.190294
789,1501,1017.295357
784,1501,1026.413233
662,1501,1034.458491
852,1501,1042.279389
833,1501,1051.716913
875,1501,1059.579705
942,1501,1068.707832
973,1501,1076.976259
838,1501,1086.435538
897,1501,1094.451122
866,1501,1103.804419
789,1501,1112.02803
988,1501,1121.202023
954,1501,1129.191395
579,1501,1138.408688
763,1501,1146.365336
886,1501,1155.498947
935,1501,1163.696818
703,1501,1172.063185
540,1501,1181.386182
826,1501,1189.53196
658,1501,1198.69055
925,1501,1206.584507
803,1501,1215.829033
655,1501,1223.905013
679,1501,1233.832745
635,1501,1242.065193
693,1501,1251.692902
443,1501,1259.929778
708,1501,1269.937744
597,1501,1278.463678
757,1501,1288.636288
424,1501,1297.462122
