eplenmean,policy_loss,clipfrac,time_elapsed,fps,nupdates,policy_entropy,value_loss,eprewmean,explained_variance,serial_timesteps,total_timesteps,approxkl
352.78,-6.229576e-05,0.039799992,175.8540186882019,286,38,0.9491563,0.30169082,4.2573298799999995,0.5974324345588684,57000,57000,0.003276186
357.36,-0.0019558899,0.046266653,180.74845600128174,306,39,0.98100686,0.13908453,4.49004755,0.7739099860191345,58500,58500,0.0042607267
359.57,-0.0067191417,0.121399984,186.27166557312012,271,40,1.2078276,0.0070179612,4.32722579,0.5421814620494843,60000,60000,0.008938084
367.01,-0.007412674,0.09899997,190.1586856842041,386,41,1.064859,0.0740106,4.3195373,0.6515801548957825,61500,61500,0.01573979
371.9,-0.0016833566,0.07759996,194.0833601951599,382,42,1.0569443,0.0200923,4.435815799999999,0.8644185066223145,63000,63000,0.006665678
387.71,-7.849791e-05,0.12793338,198.58489513397217,333,43,0.8975254,0.38638738,4.53617926,0.5810945332050323,64500,64500,0.012084881
395.69,-0.0019523326,0.08493329,203.80244302749634,287,44,0.8706738,0.20850414,4.837986519999999,0.6910399794578552,66000,66000,0.0062040137
398.34,-0.0019930464,0.10786664,208.12209248542786,347,45,1.0394008,0.04164752,4.88450882,0.9111270681023598,67500,67500,0.007834846
411.64,-0.0020652034,0.06266664,212.6073760986328,334,46,0.93722373,0.2254953,5.00893256,0.7603704333305359,69000,69000,0.0049647507
420.39,-0.00094643154,0.017266659,217.02470302581787,339,47,0.70483553,0.4007506,5.34297959,0.6326102614402771,70500,70500,0.0016874176
435.0,-0.0018200927,0.11866671,220.7905468940735,398,48,1.2489358,0.006264517,5.34297959,0.8474278301000595,72000,72000,0.009313382
446.67,-0.0032883503,0.1332667,224.62175607681274,391,49,1.2248855,0.005671224,5.18003734,0.8070317804813385,73500,73500,0.009845586
454.08,-0.00095112924,0.07086663,229.23403215408325,325,50,0.8059399,0.44516757,5.51270893,0.7026163637638092,75000,75000,0.005350202
467.52,-0.004251516,0.13293333,233.06352138519287,391,51,1.2574238,0.0035443478,5.48180998,0.5469389855861664,76500,76500,0.009190407
468.85,-0.0040062796,0.11073334,236.8769724369049,393,52,1.2862463,0.0046571223,5.42025579,0.8765246793627739,78000,78000,0.007875367
480.98,-0.0019718797,0.040866643,241.82091689109802,303,53,0.9106663,0.10710958,5.38082584,0.8754879534244537,79500,79500,0.004130137
485.4,-0.0008134855,0.037533317,245.63571882247925,393,54,1.023751,0.072546,5.528122129999999,0.9119807928800583,81000,81000,0.0033768169
497.44,-0.0049528694,0.0701333,249.47175097465515,391,55,1.1837804,0.005918832,5.489405779999999,0.5463749766349792,82500,82500,0.0061632153
505.51,-0.0030097177,0.03706665,254.00719904899597,330,56,1.2134933,0.003071271,5.37320742,0.5937721729278564,84000,84000,0.004464354
507.74,-0.0058812406,0.0859333,259.22842669487,287,57,1.0775614,0.10207285,5.295121760000001,0.7816118746995926,85500,85500,0.00686723
512.87,-0.0025773935,0.04853332,263.7480535507202,331,58,1.076715,1.4653461,5.86787825,0.4746072292327881,87000,87000,0.0045925
523.49,-0.0034390243,0.09333332,267.7078185081482,378,59,1.2069596,0.020076094,5.867878250000001,0.9680383615195751,88500,88500,0.006517442
526.73,-0.00171923,0.08913329,271.9511821269989,353,60,1.1574125,0.13109407,5.836247330000001,0.8780528604984283,90000,90000,0.007499492
532.7,-0.0055954577,0.09199997,275.7838065624237,391,61,1.0379561,0.34271395,5.478687010000001,0.8347700834274292,91500,91500,0.0077207154
532.7,-0.00010879726,0.06619997,279.61508536338806,391,62,0.9561486,3.3848493,6.860665800000001,0.5132020711898804,93000,93000,0.005263262
544.33,-0.0025133428,0.035266653,283.8363735675812,355,63,1.0780481,0.07982459,6.83754167,0.9403285346925259,94500,94500,0.0032926034
551.9,-0.0043170466,0.104399964,288.4926772117615,322,64,0.95458335,0.20065087,7.100388180000001,0.8851311877369881,96000,96000,0.0071741403
557.04,-0.002543792,0.096666686,293.0805621147156,326,65,0.89729637,0.6144418,7.525710950000001,0.7466557323932648,97500,97500,0.007159774
554.07,-0.0021365404,0.15346664,298.0195631980896,303,66,1.0860112,0.19780433,7.130758579999999,0.8980141133069992,99000,99000,0.012538897
555.94,-0.007834142,0.19399996,303.1862587928772,290,67,1.0880715,0.11756089,7.58606229,0.9207533970475197,100500,100500,0.0129938945
566.21,-0.0034302736,0.10479998,306.994336605072,393,68,0.71133196,1.9861763,8.63100253,0.48723292350769043,102000,102000,0.007413559
580.71,-0.0022913108,0.045133315,310.75396704673767,399,69,1.0840206,0.013671469,8.63100253,0.28066569566726685,103500,103500,0.004314269
591.33,-0.003432774,0.097666666,314.5161180496216,398,70,1.1198474,0.008724498,8.65384306,0.6943044066429138,105000,105000,0.0070525706
603.08,-0.004511994,0.083599955,318.37417793273926,388,71,1.1158952,0.009501046,8.66153157,0.6559819281101227,106500,106500,0.0064416104
614.69,-0.004987231,0.15466662,322.25375604629517,386,72,1.0651532,0.0066017886,8.63838799,0.5592049658298492,108000,108000,0.014007981
625.24,-0.0034090546,0.07359995,326.03505063056946,396,73,1.0358795,0.0059409714,8.552927,0.7762619256973267,109500,109500,0.0055851704
636.94,-0.007262284,0.11479998,329.89082288742065,389,74,1.1050967,0.008268652,8.39066316,0.8702073693275452,111000,111000,0.008282047
646.89,-0.0020298997,0.13413335,333.82586574554443,381,75,1.1697547,0.019808212,8.390663159999999,0.9606002606451511,112500,112500,0.009112073
661.84,-0.0010540565,0.038799997,337.64358472824097,392,76,0.88643813,2.7259934,9.70884401,0.45890527963638306,114000,114000,0.0035126659
