total_timesteps,eprewmean,approxkl,value_loss,serial_timesteps,explained_variance,policy_loss,fps,eplenmean,time_elapsed,nupdates,policy_entropy,clipfrac
292500,465.43,4.0603113e-06,20.280931,292500,0.9601842053234577,-9.78928e-05,385,1231.23,788.8895690441132,195,0.77307075,0.0
294000,463.68,2.5000083e-05,35.869156,294000,0.9375385120511055,-0.00038722527,355,1223.4,793.1131913661957,196,0.7292328,0.0
295500,460.15,1.5709096e-05,20.849144,295500,0.9560218118131161,-0.00018522497,374,1219.9,797.1200702190399,197,0.72780395,0.0
297000,455.41,4.4214994e-05,25.393442,297000,0.9590590782463551,-0.00040043966,360,1215.99,801.28205037117,198,0.9223185,0.0
298500,456.62,1.3501445e-05,20.460749,298500,0.9696858525276184,-0.00019493351,367,1216.3,805.3666405677795,199,0.9533298,0.0
300000,448.38,6.63515e-06,21.052692,300000,0.9552673436701298,-0.00017015488,333,1210.66,809.8607342243195,200,0.65294665,0.0
301500,446.46,2.8083025e-05,32.92816,301500,0.9341203719377518,-0.00016747008,361,1208.5,814.0154025554657,201,0.82185066,0.0
303000,440.53,7.966397e-06,34.121487,303000,0.9353430941700935,-3.8153208e-05,346,1200.94,818.3431234359741,202,0.74623847,0.0
304500,443.71,1.39960275e-05,22.326147,304500,0.9680907726287842,-0.00016979249,359,1201.68,822.5177702903748,203,0.83948207,0.0
306000,439.72,1.2550758e-05,21.170847,306000,0.9645591825246811,-0.00018690707,344,1201.68,826.8668823242188,204,0.9754347,0.0
307500,441.67,5.24909e-05,25.597937,307500,0.9438672140240669,-0.00079958147,362,1205.43,831.0025789737701,205,0.9631865,0.0
309000,441.77,8.7949076e-05,22.138403,309000,0.9555446617305279,-0.0003907147,347,1203.88,835.3135135173798,206,1.0278826,0.0
310500,449.82,0.0002899002,23.086111,310500,0.9537894316017628,-0.0011841707,348,1209.71,839.623690366745,207,1.0862472,0.0
312000,455.99,1.9200721e-05,26.810232,312000,0.9503427594900131,-0.00010740853,346,1213.09,843.9540979862213,208,1.0124377,0.0
313500,459.33,2.8077038e-05,25.817059,313500,0.9546133689582348,-0.00011582765,373,1214.94,847.9681706428528,209,1.0069075,0.0
315000,461.16,0.00011870312,41.047848,315000,0.9274499788880348,-0.00047517876,344,1215.68,852.3186082839966,210,0.9556536,0.0
316500,457.42,2.9126473e-05,19.751427,316500,0.9387950450181961,-0.00020287508,379,1210.48,856.2745430469513,211,0.52675813,0.0
318000,460.21,2.1694346e-05,22.031574,318000,0.9624042995274067,-0.0001434968,372,1211.0,860.3016581535339,212,0.9141189,0.0
319500,456.64,1.6707203e-05,40.251427,319500,0.9334539622068405,-0.00022935295,345,1208.38,864.6476526260376,213,0.9325352,0.0
321000,455.95,6.6073e-05,18.907715,321000,0.9666042849421501,-0.0005323499,376,1206.51,868.6305255889893,214,0.8283128,0.0
322500,457.0,8.489621e-05,23.5178,322500,0.9561702497303486,-0.00053822,381,1206.71,872.5589301586151,215,0.84804463,0.0
324000,459.61,3.8361402e-05,22.649677,324000,0.9668342731893063,-0.00033605658,384,1209.35,876.4639620780945,216,0.9445542,0.0
325500,457.86,1.8684805e-05,40.354324,325500,0.931492492556572,-0.00022082408,345,1205.96,880.8004341125488,217,0.7440881,0.0
327000,457.54,5.4033368e-05,21.194693,327000,0.9583960138261318,-0.00047278192,379,1205.45,884.7509126663208,218,0.733184,0.0
328500,455.18,3.1504802e-05,25.097673,328500,0.949996829032898,-0.00019555459,380,1203.84,888.6945099830627,219,1.0404307,0.0
330000,461.18,1.5455727e-05,22.49872,330000,0.966535534709692,-0.00029897696,353,1207.02,892.9388015270233,220,0.94335383,0.0
331500,455.13,1.3500042e-05,34.68157,331500,0.9433358125388622,-0.00019599899,334,1202.85,897.4271697998047,221,0.6907513,0.0
333000,453.72,7.7968485e-05,18.924484,333000,0.9711809158325195,-0.00049521495,345,1202.49,901.7634708881378,222,0.87512267,0.0
334500,453.83,8.297027e-06,20.916018,334500,0.9491987638175488,-0.00011970942,348,1201.99,906.064190864563,223,0.7453257,0.0
336000,444.61,3.3946013e-05,34.71198,336000,0.9165903404355049,-0.00037042215,344,1192.56,910.412581205368,224,0.5439072,0.0
337500,451.03,0.00011107898,22.697529,337500,0.9675169847905636,-0.0006484508,378,1196.22,914.381206035614,225,0.9867392,0.0
339000,450.07,3.7739675e-05,22.618723,339000,0.9538714401423931,-0.00013136832,368,1196.05,918.4509024620056,226,0.7141489,0.0
340500,447.17,1.7798582e-05,42.830303,340500,0.9187135174870491,-0.00019274408,346,1194.13,922.7791965007782,227,0.7875082,0.0
342000,451.41,3.1208472e-06,21.48075,342000,0.9624958112835884,-3.369658e-05,361,1198.55,926.9280936717987,228,0.98287004,0.0
343500,455.39,0.00016195033,23.008669,343500,0.9626883156597614,-0.0008819061,351,1201.16,931.198522567749,229,0.9739144,0.0
345000,452.83,0.00013697844,21.279356,345000,0.9344053491950035,-0.00073209795,381,1199.7,935.1270179748535,230,0.6932817,0.0
346500,455.58,1.6745036e-05,39.674217,346500,0.9235899597406387,-0.00016573918,353,1201.0,939.3663775920868,231,0.94558257,0.0
348000,456.9,1.670174e-05,23.798883,348000,0.9635192267596722,-0.00010229056,381,1199.1,943.2961950302124,232,0.82767034,0.0
349500,450.56,3.596399e-06,19.475615,349500,0.952419888228178,-3.4238186e-05,389,1194.72,947.1445822715759,233,0.58561546,0.0
351000,445.59,3.397289e-06,25.545166,351000,0.9437491409480572,-7.132428e-05,384,1191.95,951.0442078113556,234,1.0214102,0.0
352500,447.58,0.000101704594,20.776644,352500,0.9651560187339783,-0.00058095227,379,1192.76,954.9994478225708,235,0.9371959,0.0
354000,450.52,6.738065e-05,24.12124,354000,0.9580285213887691,-0.00043147278,367,1194.29,959.079069852829,236,0.97027993,0.0
355500,442.55,5.0004423e-05,24.591545,355500,0.936869740486145,-0.00018601278,342,1187.02,963.4555809497833,237,0.5507588,0.0
357000,438.32,0.00011546783,21.0821,357000,0.958004791289568,-0.0010468884,372,1184.34,967.4844479560852,238,0.8080128,0.0
358500,437.17,1.9413936e-05,23.738115,358500,0.9586792550981045,-5.835593e-05,385,1182.44,971.3788251876831,239,0.9862311,0.0
360000,437.16,8.051895e-05,22.436651,360000,0.9682867079973221,-0.0003875769,364,1182.44,975.4976336956024,240,0.89482605,0.0
361500,423.69,1.7849523e-05,31.754417,361500,0.9116433709859848,-0.00028213963,355,1171.46,979.7186954021454,241,0.5243252,0.0
363000,420.08,0.000107450076,23.263088,363000,0.9661043025553226,-0.0005296636,390,1169.28,983.5573279857635,242,0.8799173,0.0
364500,417.57,5.060353e-06,34.52509,364500,0.9350566193461418,-0.00014362304,357,1166.25,987.7524120807648,243,0.8077859,0.0
366000,417.61,0.0002507784,25.078585,366000,0.9532184861600399,-0.0013551754,382,1166.25,991.673330783844,244,1.0313641,0.0
367500,412.09,2.9657851e-05,25.271221,367500,0.9465412683784962,-0.00025687402,382,1159.25,995.5915856361389,245,0.77545905,0.0
369000,419.11,3.6742716e-05,22.640066,369000,0.9583015739917755,-0.00033379634,367,1164.83,999.6739826202393,246,1.0475976,0.0
370500,417.48,2.1256497e-05,23.644531,370500,0.9550563469529152,-0.00010374273,370,1161.75,1003.7184913158417,247,1.0268602,0.0
372000,417.06,3.3708013e-05,43.576485,372000,0.9330374002456665,-0.0004028349,345,1161.47,1008.0635147094727,248,0.820952,0.0
373500,416.43,1.1871506e-05,19.722845,373500,0.9521754644811153,-0.00017725602,391,1162.49,1011.8907356262207,249,0.6569742,0.0
375000,412.93,0.00011804579,24.86029,375000,0.9558722376823425,-0.0007281603,389,1159.68,1015.7413849830627,250,0.80208457,0.0
376500,411.11,6.352773e-05,24.548819,376500,0.9291907921433449,-0.0011391384,359,1157.23,1019.9190964698792,251,0.48483136,0.0
378000,404.81,8.395819e-05,23.001266,378000,0.9587529376149178,-0.00033181842,371,1151.81,1023.9526116847992,252,0.8682685,0.0
379500,406.77,3.1279877e-05,37.241817,379500,0.9409559071063995,-0.00039388693,333,1156.07,1028.4513130187988,253,0.8640578,0.0
381000,404.17,2.5655385e-05,17.78973,381000,0.9641141220927238,-0.00034525603,336,1154.83,1032.9064073562622,254,0.6498949,0.0
382500,410.06,5.7616767e-06,25.117989,382500,0.9526099860668182,-5.5022683e-05,332,1159.84,1037.420330286026,255,0.96849513,0.0
384000,407.68,0.0001885311,25.221638,384000,0.9512200504541397,-0.0010451348,378,1158.18,1041.3869018554688,256,0.8477595,6.666667e-05
385500,410.4,5.5330975e-06,39.273216,385500,0.9296954050660133,-5.882275e-05,350,1160.0,1045.6694085597992,257,0.7472416,0.0
387000,410.42,7.076161e-05,20.983467,387000,0.9683465473353863,-0.0006133112,368,1160.0,1049.740042924881,258,1.0427147,0.0
388500,409.77,1.6575714e-05,22.093164,388500,0.9530484229326248,-0.00016045304,371,1159.16,1053.7835018634796,259,0.7650517,0.0
390000,414.83,6.161571e-05,24.664776,390000,0.9603360034525394,-0.0006425937,394,1162.59,1057.5888469219208,260,0.92440706,0.0
391500,416.14,2.9515919e-05,20.841537,391500,0.9444929733872414,-0.0001094797,358,1162.97,1061.7760910987854,261,0.49788082,0.0
393000,417.24,2.4649748e-06,21.100134,393000,0.955067191272974,-7.176846e-05,387,1164.9,1065.648684501648,262,0.8494481,0.0
394500,418.5,4.8848715e-06,35.28313,394500,0.9276576191186905,-0.000105562955,355,1164.89,1069.8627836704254,263,0.68662584,0.0
396000,422.44,4.579983e-05,23.845858,396000,0.9548005014657974,-0.00042944108,389,1166.23,1073.7139592170715,264,0.8571203,0.0
397500,430.28,0.00010718658,23.950384,397500,0.9578350707888603,-0.00044402794,373,1171.06,1077.7302451133728,265,1.0109531,0.0
399000,435.03,2.3508836e-05,22.094875,399000,0.9688138384371996,-0.00019762461,380,1176.5,1081.67476272583,266,0.95888215,0.0
400500,433.73,6.5836735e-05,35.08199,400500,0.9391322992742062,-0.00045688148,343,1174.6,1086.0414488315582,267,0.7370909,0.0
402000,428.49,5.216684e-05,18.540482,402000,0.9378681294620037,-0.00032315747,363,1171.64,1090.168065071106,268,0.5867595,0.0
403500,428.1,1.3025443e-05,22.391375,403500,0.9597163535654545,-0.00014462769,359,1170.8,1094.3405883312225,269,0.97039026,0.0
405000,433.51,3.564694e-05,35.023,405000,0.9441403560340405,-0.00033758936,335,1174.01,1098.8133010864258,270,0.7045692,0.0
406500,438.01,7.6839424e-05,24.086576,406500,0.9622252993285656,-0.0005865207,370,1177.17,1102.859650850296,271,0.8917893,0.0
408000,433.36,9.412582e-06,39.15164,408000,0.9148762673139572,-0.00015068694,332,1171.3,1107.366406917572,272,0.7363334,0.0
409500,434.01,6.498178e-05,21.317934,409500,0.9488585591316223,-0.0005417984,353,1171.91,1111.6090190410614,273,0.6680466,0.0
411000,436.76,0.00015886314,20.48503,411000,0.9631667360663414,-0.0006905499,370,1175.81,1115.6596302986145,274,0.9561908,0.0
412500,443.5,2.6269885e-05,25.361326,412500,0.9503169693052769,-7.208551e-05,366,1180.87,1119.7523453235626,275,1.0100428,0.0
414000,448.66,0.00025929746,23.782377,414000,0.9591857045888901,-0.0009755031,373,1184.37,1123.767638683319,276,1.0155358,0.0
415500,452.71,5.497223e-05,23.766607,415500,0.9589848220348358,-0.00021146309,369,1188.28,1127.8303623199463,277,0.9408722,0.0
417000,456.04,7.549023e-05,26.004473,417000,0.9519850686192513,-0.00048392423,374,1190.43,1131.8343601226807,278,0.95458865,0.0
418500,459.47,0.000105586936,21.099033,418500,0.9674875475466251,-0.0004570975,374,1191.72,1135.837018251419,279,0.9524046,0.0
420000,458.99,5.1778684e-06,34.284424,420000,0.9164687842130661,-4.739326e-05,349,1191.34,1140.1287858486176,280,0.62195706,0.0
421500,460.77,2.5908279e-05,21.204985,421500,0.9539749212563038,-0.00028012742,378,1191.11,1144.0893590450287,281,0.79002833,0.0
423000,456.75,4.4529356e-06,41.987465,423000,0.9331425353884697,-0.00010803422,355,1187.21,1148.3086304664612,282,0.68720555,0.0
424500,452.69,5.391195e-06,22.645266,424500,0.9495349228382111,-0.00013516718,377,1181.55,1152.284631729126,283,0.74258685,0.0
426000,455.18,8.972954e-06,36.354397,426000,0.9446454830467701,-0.00023267746,338,1182.06,1156.72119307518,284,0.8812327,0.0
427500,449.71,1.8028504e-05,21.344213,427500,0.957934346050024,-0.00016642366,364,1177.04,1160.8363041877747,285,0.54688346,0.0
429000,436.65,3.9003913e-05,35.194775,429000,0.9249522835016251,-0.00032756335,337,1166.05,1165.2878637313843,286,0.6951901,0.0
430500,437.6,1.18177e-05,22.356518,430500,0.9557992480695248,-8.796818e-05,359,1166.05,1169.4592802524567,287,1.0612837,0.0
432000,435.16,6.0517636e-05,26.485256,432000,0.9417566284537315,-0.00070668827,373,1163.29,1173.4766209125519,288,0.6986306,0.0
433500,435.17,8.012247e-05,24.478083,433500,0.9506449922919273,-0.00054531865,384,1161.48,1177.374719619751,289,1.0399505,0.0
435000,439.06,2.6481808e-05,39.069183,435000,0.939899031072855,-0.00026409692,342,1164.9,1181.7531096935272,290,0.76510316,0.0
436500,438.06,2.3922883e-05,21.10743,436500,0.9446103759109974,-0.00042196672,374,1163.38,1185.7568714618683,291,0.64841443,0.0
438000,442.44,0.0001003016,22.85902,438000,0.9584424234926701,-0.0003750456,375,1165.25,1189.7511975765228,292,1.0322742,0.0
439500,435.8,0.000119665034,38.949745,439500,0.9377171546220779,-0.0008561882,329,1160.31,1194.3027381896973,293,0.80481005,0.0
441000,438.57,0.0001240071,19.62314,441000,0.9638773240149021,-0.0009344317,353,1164.27,1198.5422229766846,294,0.8166344,0.0
442500,437.53,1.318731e-05,21.02169,442500,0.9501772150397301,-0.00014418626,347,1164.51,1202.8560259342194,295,0.7319611,0.0
444000,435.4,7.243457e-05,22.19175,444000,0.9583529382944107,-0.0007001715,370,1162.53,1206.9068584442139,296,1.0471241,0.0
445500,432.52,1.7913173e-05,37.95549,445500,0.9336056858301163,-0.00014677891,333,1160.33,1211.3987987041473,297,0.7349531,0.0
447000,434.13,1.2244234e-05,18.462774,447000,0.9552587158977985,-0.00014335496,371,1162.96,1215.438113451004,298,0.77973866,0.0
448500,439.71,0.00011839028,22.017601,448500,0.9715102259069681,-0.0006339797,376,1166.56,1219.4196298122406,299,1.0031654,0.0
450000,436.06,2.1405417e-06,24.449795,450000,0.9494433701038361,-2.4124914e-05,362,1162.68,1223.5628681182861,300,0.9212249,0.0
451500,442.1,8.7976245e-05,22.946928,451500,0.9602997452020645,-0.00044576952,352,1168.46,1227.816260099411,301,0.96877706,0.0
453000,448.86,1.9911226e-05,40.654816,453000,0.9364736899733543,-0.00012701024,323,1172.34,1232.4473042488098,302,0.7806029,0.0
454500,442.81,7.4622894e-06,20.838814,454500,0.9526689127087593,-0.0002050367,367,1168.04,1236.5239219665527,303,0.65423465,0.0
456000,447.02,1.3829256e-05,22.604765,456000,0.9659860581159592,-5.9211274e-05,364,1170.06,1240.6390810012817,304,0.9446075,0.0
457500,447.29,2.3128223e-05,35.94503,457500,0.9367147237062454,-0.00038754975,326,1171.37,1245.2295277118683,305,0.7630958,0.0
459000,445.32,2.548014e-06,21.391497,459000,0.965454775840044,-5.15282e-05,363,1169.34,1249.3558583259583,306,0.8068688,0.0
460500,437.73,1.01556125e-05,20.38555,460500,0.9590041898190975,-0.00011427071,359,1164.25,1253.5247688293457,307,0.7525863,0.0
462000,445.67,0.00014029747,22.62317,462000,0.9591983631253242,-0.00081824465,356,1168.35,1257.7291464805603,308,0.9705249,0.0
463500,446.15,2.7837841e-05,38.03816,463500,0.9390536583960056,-0.0003285123,344,1170.08,1262.0789906978607,309,0.93986,0.0
465000,447.55,7.0182155e-06,23.094358,465000,0.9567492194473743,-5.7268753e-05,371,1171.98,1266.1142711639404,310,1.018445,0.0
466500,454.0,3.464251e-05,23.973732,466500,0.9549056813120842,-0.0001925471,375,1176.36,1270.1088697910309,311,1.0193698,0.0
468000,452.83,1.9576839e-05,20.33972,468000,0.9364963620901108,-0.00023864006,372,1175.34,1274.1395444869995,312,0.59569013,0.0
469500,450.26,9.8793134e-05,25.92479,469500,0.9457870349287987,-0.00061010075,365,1172.83,1278.241774559021,313,0.9629818,0.0
471000,446.02,2.6454381e-05,37.318966,471000,0.94556575268507,-0.00013938491,341,1169.4,1282.631095647812,314,0.8629737,0.0
472500,447.69,1.8814568e-06,15.678,472500,0.9718894585967064,-3.0770683e-05,369,1169.66,1286.6958301067352,315,0.6340574,0.0
474000,440.15,2.3189386e-05,39.75515,474000,0.9059860408306122,-0.00034273538,328,1163.21,1291.265222787857,316,0.8428931,0.0
475500,435.1,5.1611707e-05,23.881563,475500,0.9491095282137394,-0.00053433736,356,1158.03,1295.4684808254242,317,0.6697816,0.0
477000,438.87,8.225723e-05,35.066982,477000,0.9438870698213577,-0.0005662434,330,1158.5,1300.007775068283,318,0.83347595,0.0
478500,436.38,9.447495e-06,17.762548,478500,0.964852437376976,-0.00013983328,366,1157.07,1304.1055495738983,319,0.67621684,0.0
480000,436.51,5.55111e-05,32.843647,480000,0.9348184391856194,-0.0008143307,329,1156.62,1308.664140701294,320,0.8408974,0.0
481500,435.97,1.2037781e-05,23.644085,481500,0.9559368118643761,-0.00012013224,356,1156.62,1312.8717439174652,321,1.0215605,0.0
483000,437.6,2.5051066e-05,18.172344,483000,0.9673997312784195,-0.00024103966,355,1160.28,1317.0928463935852,322,0.66359115,0.0
484500,432.27,4.5665412e-05,18.201658,484500,0.9655348211526871,-0.0002324238,367,1157.4,1321.1763062477112,323,0.80847245,0.0
486000,424.91,0.000110669556,42.91625,486000,0.9252681955695152,-0.00059549575,326,1150.08,1325.76975107193,324,0.9270411,0.0
487500,423.96,3.2154892e-06,25.217073,487500,0.9463454522192478,-9.828657e-05,348,1150.04,1330.0686531066895,325,0.671958,0.0
489000,422.89,1.660227e-05,35.59322,489000,0.9325017184019089,-0.0002549684,324,1149.46,1334.6993291378021,326,0.7557679,0.0
490500,423.31,1.8241197e-05,20.31265,490500,0.9471430741250515,-0.00021927981,355,1149.48,1338.9134197235107,327,0.53036416,0.0
492000,424.81,3.7596717e-05,18.724724,492000,0.9593411833047867,-0.0004242408,350,1152.55,1343.195080757141,328,0.8734693,0.0
493500,428.36,9.146502e-05,24.638212,493500,0.9516958668828011,-0.00061806256,364,1154.45,1347.3100063800812,329,1.0227942,0.0
495000,428.0,6.587918e-05,29.845556,495000,0.9461765177547932,-0.00038176085,334,1153.07,1351.790569782257,330,0.69575673,0.0
496500,431.94,0.00016466016,20.776196,496500,0.970891235396266,-0.0010015639,380,1155.4,1355.72873711586,331,0.88560975,0.0
498000,425.03,8.762863e-06,25.49537,498000,0.9245455637574196,-4.6904683e-05,394,1151.67,1359.5291476249695,332,0.8364715,0.0
499500,431.95,1.1445838e-05,22.67945,499500,0.9510585926473141,-6.203143e-05,391,1158.44,1363.3571813106537,333,1.079984,0.0
501000,438.05,7.556791e-05,24.514317,501000,0.9503112956881523,-0.0008115264,388,1161.26,1367.2228736877441,334,1.0661407,0.0
502500,441.61,2.047455e-05,22.192598,502500,0.9594862833619118,-0.00012425781,389,1165.72,1371.0788457393646,335,1.0572675,0.0
504000,437.41,5.085683e-05,25.406013,504000,0.9482540190219879,-0.00048104336,364,1161.23,1375.1948864459991,336,1.0082624,0.0
505500,443.37,0.00034132152,22.790674,505500,0.9552191123366356,-0.0011899818,364,1165.65,1379.307368516922,337,1.065676,0.0
507000,449.27,2.5076932e-05,37.778202,507000,0.9376485459506512,-0.00023641218,344,1169.23,1383.6633794307709,338,0.89205825,0.0
508500,450.63,3.7175116e-05,17.292141,508500,0.9689951203763485,-0.00034900114,366,1169.44,1387.7557303905487,339,0.5840366,0.0
510000,450.24,2.1022379e-05,22.80676,510000,0.951929934322834,-5.4307066e-06,363,1169.4,1391.886858701706,340,0.8016893,0.0
511500,449.2,4.6600676e-06,21.274721,511500,0.948349341750145,-0.00021160847,352,1168.24,1396.1380925178528,341,0.54848266,0.0
513000,451.47,0.00011892526,24.824684,513000,0.9501993767917156,-0.000856192,389,1171.96,1399.9853563308716,342,1.0251008,0.0
514500,451.79,2.780368e-06,22.608469,514500,0.960484504699707,3.1322612e-05,388,1171.96,1403.8515193462372,343,1.012126,0.0
516000,442.69,4.9430284e-05,37.17746,516000,0.8807315826416016,-0.0006734664,356,1163.04,1408.0642066001892,344,0.5289449,0.0
517500,449.26,6.594977e-05,23.72992,517500,0.9583347328007221,-0.0003628865,384,1168.0,1411.9612612724304,345,1.0065353,0.0
519000,451.6,8.004073e-05,24.709831,519000,0.9505772106349468,-0.00052297174,361,1169.38,1416.1163141727448,346,0.7998583,0.0
520500,443.94,5.3631324e-05,36.75985,520500,0.9218489229679108,-0.00037439764,340,1163.45,1420.526138305664,347,0.61320907,0.0
522000,451.43,0.00022090832,22.852667,522000,0.962112233042717,-0.0010484917,380,1169.39,1424.4661054611206,348,0.9811251,0.0
523500,446.51,2.8053259e-05,22.680595,523500,0.9495340101420879,-7.9226065e-06,328,1165.85,1429.0338122844696,349,0.68521285,0.0
525000,445.75,4.0951483e-05,32.478134,525000,0.9126424714922905,-0.0007983403,318,1166.57,1433.7485456466675,350,0.5221106,0.0
526500,439.32,5.5741413e-05,36.90008,526500,0.92361830919981,-0.0006260157,325,1160.0,1438.3505356311798,351,0.69759125,0.0
528000,438.64,8.687477e-06,26.945982,528000,0.9471094682812691,-5.6466943e-06,345,1160.0,1442.6933453083038,352,1.0289912,0.0
529500,433.82,5.5533583e-05,18.473083,529500,0.9649300873279572,-0.0002633336,350,1155.86,1446.977335691452,353,0.6860472,0.0
531000,429.14,3.4645584e-06,21.810907,531000,0.9539598897099495,-5.4002154e-05,340,1151.88,1451.3855967521667,354,0.9736503,0.0
532500,432.38,3.0358362e-05,23.039392,532500,0.9651490934193134,-0.00021593057,364,1153.7,1455.5023245811462,355,0.8891871,0.0
534000,424.86,1.2540786e-05,16.600803,534000,0.9713033810257912,-7.648727e-05,358,1148.43,1459.6835224628448,356,0.97501147,0.0
535500,431.66,4.1905725e-05,33.109093,535500,0.9010907486081123,-0.00056637684,317,1153.95,1464.4011335372925,357,0.54610115,0.0
537000,430.42,6.469877e-06,25.897364,537000,0.9462925083935261,6.5397785e-06,337,1152.58,1468.8417716026306,358,0.885905,0.0
538500,436.17,6.2703126e-05,24.143335,538500,0.953754372894764,-0.00043416268,366,1157.76,1472.9388139247894,359,1.0651289,0.0
540000,443.05,8.319256e-05,44.690773,540000,0.9129829928278923,-0.0006934486,314,1164.46,1477.7132451534271,360,0.9700306,0.0
541500,445.16,1.3738924e-05,22.55173,541500,0.9608318991959095,-8.484044e-05,351,1165.73,1481.9832830429077,361,0.9413173,0.0
543000,449.86,0.0001704976,27.926182,543000,0.9450021162629128,-0.000966675,362,1170.0,1486.116729259491,362,1.0543814,0.0
544500,447.94,5.1454386e-05,20.095121,544500,0.9348247721791267,-0.00046782912,373,1169.47,1490.1353237628937,363,0.44823456,0.0
546000,448.19,1.52208295e-05,25.615097,546000,0.9511060565710068,-0.00020500849,357,1170.85,1494.3284649848938,364,0.8772482,0.0
547500,449.64,1.068535e-05,33.8911,547500,0.9516130797564983,-0.0002445331,333,1170.99,1498.8212456703186,365,0.89300615,0.0
549000,450.38,6.1017195e-06,24.005426,549000,0.9513046070933342,-3.7790556e-05,364,1171.64,1502.9393141269684,366,0.667715,0.0
550500,458.09,2.9582938e-05,21.772312,550500,0.9759613107889891,-0.00039839454,374,1178.65,1506.9493465423584,367,0.991205,0.0
552000,447.67,3.983275e-06,40.913982,552000,0.9073595330119133,-6.9114045e-05,338,1170.71,1511.377641916275,368,0.7901762,0.0
553500,447.02,5.83644e-06,18.315145,553500,0.9358834400773048,-9.269873e-05,385,1169.93,1515.2714684009552,369,0.48387086,0.0
555000,437.73,5.669583e-05,31.156658,555000,0.9356948733329773,-0.00068295933,347,1162.86,1519.5876162052155,370,0.6286903,0.0
556500,436.89,9.870239e-05,18.698627,556500,0.9529186859726906,-0.00050058024,376,1162.71,1523.5726883411407,371,0.67327774,0.0
558000,433.6,2.7239055e-05,8.351703,558000,0.9871719293296337,-9.7697826e-05,378,1158.07,1527.537956237793,372,1.0133941,0.0
559500,440.9,7.828657e-06,19.574686,559500,0.9445037804543972,-0.0001611115,332,1163.94,1532.0479264259338,373,0.5703511,0.0
561000,432.3,1.4276898e-05,33.39285,561000,0.9293516352772713,-0.00025609447,355,1156.4,1536.2689154148102,374,0.73218757,0.0
562500,437.15,3.376749e-05,25.372261,562500,0.9536572806537151,-0.00021611419,345,1159.55,1540.6053462028503,375,0.99421805,0.0
564000,430.54,5.975341e-05,19.444191,564000,0.9510085247457027,-0.00038551795,358,1155.16,1544.793842792511,376,0.5747509,0.0
565500,437.27,1.551988e-05,21.557062,565500,0.9632355347275734,-7.4157224e-06,387,1160.18,1548.661485671997,377,1.0047935,0.0
567000,438.47,5.543407e-05,24.286697,567000,0.9567133858799934,-0.00043225492,373,1160.18,1552.6747817993164,378,1.0000706,0.0
568500,438.08,0.00024369497,21.284319,568500,0.969848969951272,-0.0013920591,373,1159.01,1556.6868817806244,379,0.94113183,0.0
570000,436.94,7.8285215e-05,36.335045,570000,0.9255802184343338,-0.00047856552,343,1158.48,1561.0568447113037,380,0.6128084,0.0
571500,432.62,4.0399045e-06,21.03645,571500,0.9546764977276325,-6.7485824e-05,340,1156.17,1565.4638900756836,381,0.74595,0.0
573000,439.46,9.524207e-06,23.305176,573000,0.9620973393321037,-0.00017141529,343,1160.55,1569.8306035995483,382,0.97720695,0.0
574500,433.2,8.191632e-05,36.141556,574500,0.9203337132930756,-0.00066624663,342,1154.76,1574.2113280296326,383,0.5722469,0.0
576000,433.04,5.106262e-05,22.589258,576000,0.9515755288302898,-0.00041946972,362,1153.54,1578.3525021076202,384,0.88410324,0.0
577500,432.78,3.7611942e-05,23.252354,577500,0.9578218460083008,-0.00030258126,342,1153.54,1582.7345287799835,385,1.0292425,0.0
579000,435.1,0.00012266067,21.639658,579000,0.9682293720543385,-0.001243477,364,1154.93,1586.8464648723602,386,0.90176463,0.0
580500,429.32,2.1659485e-05,31.771494,580500,0.9314893260598183,-0.0005033089,348,1150.96,1591.1524057388306,387,0.5698612,0.0
582000,422.32,6.4387127e-06,22.319098,582000,0.9489584490656853,-0.00016015058,375,1145.87,1595.1454496383667,388,0.76224345,0.0
583500,419.72,6.363957e-05,32.534916,583500,0.9299670532345772,-0.0005465611,340,1142.81,1599.5560970306396,389,0.65421355,0.0
585000,422.62,3.1498672e-05,25.736113,585000,0.955557331442833,-0.00025952936,336,1147.97,1604.0130777359009,390,0.9658849,0.0
586500,424.37,0.00024588415,17.376127,586500,0.9628378786146641,-0.0012880117,379,1149.2,1607.968383550644,391,0.9242885,0.0
588000,425.92,2.1104965e-05,37.331787,588000,0.9441729225218296,-0.00033129618,314,1147.78,1612.7399282455444,392,0.78435194,0.0
589500,431.35,1.8589599e-05,22.328081,589500,0.9617482535541058,-6.032206e-05,385,1153.69,1616.632911682129,393,0.9553542,0.0
591000,437.09,2.466672e-05,22.165474,591000,0.9594261720776558,-8.382359e-05,377,1158.87,1620.6071953773499,394,1.0505639,0.0
592500,437.14,6.1742096e-05,22.156546,592500,0.9600237533450127,-0.0003509004,360,1160.09,1624.7659451961517,395,0.7387369,0.0
594000,436.57,8.920135e-07,37.60954,594000,0.9281305074691772,7.3767383e-06,337,1159.64,1629.2135739326477,396,0.82149607,0.0
595500,443.16,0.00011308672,22.750982,595500,0.9590123891830444,-0.0008399992,370,1164.45,1633.2615542411804,397,1.0317025,0.0
597000,443.65,2.895565e-05,13.21411,597000,0.966592974960804,-0.0004043878,366,1165.65,1637.353179693222,398,0.5738532,0.0
