-9.110768047996998575e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.195905914410464277e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.564754375778365159e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
-9.274174192820210294e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.407527043854329918e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
-9.492414432962571880e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
-9.201109277264646380e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
-9.381539942841354218e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.466194565608446965e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
-9.411161074930410564e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
-9.493604643179826041e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00
-9.209287566852827922e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01
-9.101522256077187478e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.498581695513762213e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.452128446273184181e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
-9.462875471431821950e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.378577941024030906e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01
-9.529529975810116582e+01,5.000000000000000104e-03,9.799999999999999822e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
