-5.900000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.288249960967472463e-01
-5.500000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.484225845855214887e-01
-5.500000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,5.881847169088281202e-01
-5.900000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.659835676352182654e-01
-6.100000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.443661883473396079e-01
-6.100000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.272028520703315513e-01
-6.100000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.638883680105209795e-01
-6.900000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,7.014067824929952621e-01
-6.900000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.562062576413154602e-01
-5.000000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.098481358266344410e-01
-5.500000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.020136190497357154e-01
-6.900000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,7.014067824929952621e-01
-6.100000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.459485128521919028e-01
-5.700000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.147164621136405049e-01
-5.700000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,5.979576612060720775e-01
-5.300000000000000000e+01,5.000000000000000104e-04,9.799999999999999822e-01,1.000000000000000056e-01,6.187566158672174188e-01
