eprewmean,policy_loss,total_timesteps,nupdates,clipfrac,eplenmean,approxkl,fps,policy_entropy,explained_variance,serial_timesteps,time_elapsed,value_loss
5.9621563900000005,-0.0007821891,144000,72,0.0053999997,23.543333333333333,0.0011111088,759,0.73490006,0.0635189414024353,72000,191.0317840576172,6.455813
6.2296457,-0.00042321414,146000,73,0.00049999997,23.653333333333332,8.3908046e-05,760,0.7069075,0.06418424844741821,73000,193.661696434021,5.6904674
6.274071943333333,-0.0003384134,148000,74,0.0,24.046666666666667,9.4109906e-05,763,0.72910154,0.10441243648529053,74000,196.28028011322021,6.0522933
5.883946853333334,-0.0017641454,150000,75,0.0055,24.366666666666667,0.00097207085,757,0.70814484,0.06475162506103516,75000,198.92272925376892,8.157102
5.791511283333334,-0.00045734376,152000,76,0.0032,24.833333333333332,0.00040046297,773,0.70169485,0.12323760986328125,76000,201.50905013084412,4.4951205
5.933745396666667,-0.00011763432,154000,77,0.0,25.07,5.6836157e-05,768,0.7109704,0.07079321146011353,77000,204.1116588115692,6.163502
6.244389850000001,-0.00048371227,156000,78,0.0008,25.123333333333335,0.00033819594,761,0.7344361,0.1284382939338684,78000,206.73877000808716,4.870916
6.5818560533333335,-0.00042611436,158000,79,1e-04,25.10333333333333,0.0003140482,765,0.67890936,0.06507426500320435,79000,209.35211443901062,6.1396923
6.218399446666667,-0.001561123,160000,80,0.0052,24.81,0.0009765601,761,0.6241246,0.09157902002334595,80000,211.97979354858398,7.940681
6.099145316666667,-0.00048075803,162000,81,0.0014999999,25.433333333333334,0.00021503941,789,0.6274261,0.13690966367721558,81000,214.51213669776917,5.3465815
5.795283333333334,-0.0010766824,164000,82,0.012799997,26.223333333333333,0.0009566597,773,0.64929336,0.09252393245697021,82000,217.09760546684265,5.4719653
5.81438442,-0.00027894453,166000,83,0.0013,26.506666666666668,0.0001884005,771,0.65454555,0.09663933515548706,83000,219.68980264663696,5.3109684
5.86113456,-0.0004972615,168000,84,0.007199999,26.87,0.0006578289,770,0.71070975,0.09822988510131836,84000,222.28668928146362,7.557874
5.946990976666667,-0.0013565292,170000,85,0.014100001,26.106666666666666,0.0015339043,767,0.70684576,0.12113320827484131,85000,224.8922426700592,5.306943
5.81172099,-0.00022241897,172000,86,0.0,25.606666666666666,0.00017784142,776,0.6621357,0.12894409894943237,86000,227.46981239318848,6.3720746
5.96552024,-0.0015934923,174000,87,0.0191,25.886666666666667,0.0012197235,777,0.6682308,0.11805647611618042,87000,230.0429446697235,4.911333
6.13696991,-0.00028727937,176000,88,0.0,25.38,0.00014493233,757,0.6980327,0.10706812143325806,88000,232.68403577804565,6.1166134
6.47177699,-0.00033992485,178000,89,1e-04,25.573333333333334,9.575459e-05,772,0.7054289,0.12435603141784668,89000,235.27472519874573,4.783035
6.34035352,-0.00034643372,180000,90,0.0,24.963333333333335,0.0002768565,756,0.70610243,0.12773942947387695,90000,237.92052721977234,6.7094307
6.080790990000001,-0.0023191455,182000,91,0.029199991,24.6,0.0027726651,760,0.6455615,0.14803260564804077,91000,240.5512354373932,6.1385365
6.331905913333333,-6.9474234e-05,184000,92,0.0,25.086666666666666,4.8526515e-05,775,0.62814313,0.19331425428390503,92000,243.1304476261139,4.6642475
6.271875976666667,-0.0010038477,186000,93,1e-04,25.116666666666667,0.0002050335,766,0.6389778,0.14788657426834106,93000,245.74122071266174,5.651446
6.596749393333333,-0.0009555246,188000,94,0.0047999998,25.44,0.00077610073,760,0.66079485,0.19408977031707764,94000,248.37215518951416,5.0106134
6.6786021233333335,-0.001077754,190000,95,1e-04,25.386666666666667,0.00028565124,766,0.6861576,0.13372492790222168,95000,250.98266887664795,5.284136
6.745065963333333,-0.0012020144,192000,96,0.005,24.636666666666667,0.000781832,757,0.7080963,0.13108879327774048,96000,253.6222972869873,5.245804
6.739406946666667,-0.001242447,194000,97,0.0163,23.486666666666668,0.0014826381,740,0.7489151,0.19056135416030884,97000,256.3249611854553,5.999803
6.187266033333333,-1.9845555e-05,196000,98,0.0,22.493333333333332,2.3906607e-05,730,0.7499457,0.12093335390090942,98000,259.0635950565338,7.9388957
5.651942016666667,-0.0005264055,198000,99,0.00029999999,21.686666666666667,0.0005036334,738,0.7684817,0.1532326340675354,99000,261.77088022232056,7.561923
5.634545596666666,-0.00034231218,200000,100,0.0,21.246666666666666,9.495874e-05,727,0.7815212,0.11964434385299683,100000,264.5189504623413,6.1454988
6.010957383333334,-0.0011711749,202000,101,0.0058999998,21.236666666666668,0.0013577247,728,0.7560695,0.09797608852386475,101000,267.26748847961426,7.4896083
6.5342686699999994,-0.00042581398,204000,102,1e-04,21.266666666666666,0.00018083618,737,0.7377839,0.1026495099067688,102000,269.9796848297119,5.3638124
6.124411406666667,-0.0010596523,206000,103,0.003,21.106666666666666,0.00069252803,732,0.75859857,0.10529351234436035,103000,272.7103464603424,6.234457
6.14000665,-0.0009993676,208000,104,0.0045,21.666666666666668,0.00068290497,733,0.73267114,0.14007925987243652,104000,275.43776392936707,6.102436
6.434381106666667,-0.0007931216,210000,105,0.00049999997,21.19333333333333,0.0005676571,732,0.72744316,0.15893614292144775,105000,278.1668224334717,5.9974413
6.057768553333333,-0.00020457449,212000,106,0.0,21.066666666666666,0.00016299423,741,0.7051886,0.15238475799560547,106000,280.86444306373596,7.660823
6.009220916666666,-7.909743e-05,214000,107,0.0,21.31,6.587031e-05,747,0.69876486,0.12318134307861328,107000,283.5397732257843,5.797812
5.691338336666667,-0.0004883917,216000,108,0.0022,21.426666666666666,0.00079461024,735,0.6679966,0.10916697978973389,108000,286.25792717933655,7.4028926
5.873493776666666,-4.367264e-05,218000,109,0.0,21.946666666666665,3.091105e-05,752,0.632774,0.1466277837753296,109000,288.9161367416382,5.5689807
6.370400806666667,-0.00045385756,220000,110,0.0010999999,21.953333333333333,0.0003534268,750,0.6556459,0.16065800189971924,110000,291.58288741111755,6.0682106
6.447679453333333,-0.00040801478,222000,111,0.0011999999,22.58,0.00027216238,758,0.6225315,0.17287439107894897,111000,294.22117924690247,6.027583
6.299336103333333,-0.00010869542,224000,112,0.0,22.823333333333334,3.830242e-05,745,0.6501121,0.15789204835891724,112000,296.9059810638428,5.5535064
6.326752406666667,-0.0014897789,226000,113,0.010300001,22.69333333333333,0.0013214365,751,0.6140934,0.16920238733291626,113000,299.5683035850525,5.821575
6.44677608,-1.9761184e-05,228000,114,0.0,22.98,3.814494e-05,751,0.6028515,0.17972218990325928,114000,302.23052310943604,5.5316625
6.536407116666667,-4.7619385e-05,230000,115,0.0,23.403333333333332,1.722929e-05,767,0.57266885,0.23260188102722168,115000,304.83725810050964,5.6404448
6.741261120000001,-7.2774487e-06,232000,116,0.0,24.02,0.00019712833,758,0.57822186,0.14403611421585083,116000,307.47582149505615,4.0236516
6.655376506666666,-0.00025941458,234000,117,0.004,24.566666666666666,0.0007110004,765,0.5904567,0.15943872928619385,117000,310.0875594615936,5.609128
6.511180433333334,-0.00011821736,236000,118,0.0,24.486666666666668,1.3520437e-05,755,0.6010836,0.1277705430984497,118000,312.73473620414734,7.1763287
6.3619419200000005,-0.00033076404,238000,119,0.00090000004,24.45,0.0003447193,762,0.6186573,0.15068471431732178,119000,315.359037399292,5.58413
5.947556553333333,-0.0002455664,240000,120,0.00059999997,24.246666666666666,0.00033182482,740,0.62102133,0.18760991096496582,120000,318.060063123703,6.091486
6.343699969999999,-0.00057743135,242000,121,0.0032,24.32,0.00056704687,759,0.6407912,0.20916801691055298,121000,320.6940107345581,4.978941
6.185300616666667,-0.0005668686,244000,122,1e-04,24.506666666666668,0.00040246703,756,0.6360931,0.20722657442092896,122000,323.337322473526,6.064746
6.411323593333333,-0.00010160903,246000,123,0.0,24.663333333333334,5.2573043e-05,767,0.5983408,0.19884741306304932,123000,325.9441411495209,4.775695
6.239126063333333,-6.363189e-06,248000,124,0.0,24.846666666666668,7.2735274e-06,765,0.60690343,0.18825030326843262,124000,328.5567319393158,7.1592774
6.303566863333334,-0.0021544923,250000,125,0.018599998,25.043333333333333,0.0013275781,769,0.63933015,0.1270783543586731,125000,331.15674114227295,4.6507072
6.174223546666667,-0.0010132203,252000,126,0.011999998,24.316666666666666,0.0011129838,745,0.67544687,0.18602752685546875,126000,333.8402864933014,6.075914
5.65772983,-0.00045602818,254000,127,0.0,23.173333333333332,0.000107262626,743,0.6753331,0.20094382762908936,127000,336.53028202056885,7.6185513
5.814522473333333,-0.0008422224,256000,128,0.0015,22.703333333333333,0.00049766136,744,0.6539978,0.2337363362312317,128000,339.2157790660858,6.126439
5.756603773333333,-0.0003184405,258000,129,0.0017,22.37,0.00036247514,745,0.6628614,0.20788288116455078,129000,341.8978955745697,5.89782
6.184856386666667,-0.0010164275,260000,130,0.0011,22.606666666666666,0.00051851384,738,0.6496682,0.1763629913330078,130000,344.6060514450073,4.9939375
6.267450263333333,-0.00013517328,262000,131,0.0007,22.716666666666665,0.00041522802,705,0.6298258,0.20148634910583496,131000,347.4400179386139,5.9184284
6.646489216666667,-0.0011152792,264000,132,0.014100001,23.126666666666665,0.00095373,652,0.63514405,0.18108218908309937,132000,350.50451016426086,4.0331945
6.610677233333334,-0.0010787287,266000,133,0.010099999,23.476666666666667,0.00106679,710,0.6716713,0.19488060474395752,133000,353.3197407722473,5.442232
6.821266586666667,-0.0003389661,268000,134,0.0,23.533333333333335,0.00018689917,723,0.7092008,0.18691343069076538,134000,356.08465933799744,5.377903
6.547379383333333,-0.0016344656,270000,135,0.0070000007,22.423333333333332,0.0012501471,694,0.68739164,0.20158475637435913,135000,358.9660093784332,6.276156
6.688749110000001,-0.001563151,272000,136,0.015,21.703333333333333,0.0015763375,722,0.6451342,0.1486959457397461,136000,361.7337510585785,5.509321
6.563205383333334,-0.00021750602,274000,137,0.0008,22.016666666666666,0.000245542,734,0.5918034,0.1860230565071106,137000,364.4578354358673,4.4699745
6.308428383333333,-0.00037672892,276000,138,0.0,22.98,0.00019601652,728,0.58681446,0.20643186569213867,138000,367.20391273498535,5.9019957
6.5060954,-0.0002742073,278000,139,0.0052,23.503333333333334,0.000605404,715,0.62505126,0.22006678581237793,139000,370.00070548057556,4.7853136
6.772543926666667,-0.0008045012,280000,140,0.00049999997,23.76,0.00018008638,763,0.6383195,0.17892640829086304,140000,372.62115955352783,4.8948894
