serial_timesteps,total_timesteps,nupdates,eprewmean,value_loss,approxkl,explained_variance,policy_loss,clipfrac,eplenmean,time_elapsed,fps,policy_entropy
191000,382000,191,7.122794507000001,5.371305,0.002375586,0.25840383768081665,-0.0008569604,0.022799997,23.356,468.94529938697815,797,0.71774554
192000,384000,192,7.0695094665,6.7768526,0.0007964284,0.18596792221069336,-0.0011921193,0.0064,23.378,471.4217174053192,808,0.6927057
193000,386000,193,7.05276056625,6.44834,0.001082499,0.12586629390716553,-0.001098857,0.0067000003,23.41575,473.84783029556274,824,0.6126087
194000,388000,194,7.050260295,5.5071454,0.00078544294,0.22495239973068237,-0.0007017393,0.0059,23.40375,476.50565671920776,752,0.6660601
195000,390000,195,6.99736690625,5.540141,0.0013402426,0.20851850509643555,-0.0007392701,0.006599999,23.4905,479.05941009521484,783,0.6271233
196000,392000,196,6.9995555255,5.6141057,0.0017650251,0.12724989652633667,-0.0014718487,0.023899997,23.56525,481.4548945426941,835,0.59032243
197000,394000,197,6.98386015775,5.0608473,0.00016888692,0.09709817171096802,-0.00015811923,0.0,23.6185,483.95313906669617,801,0.63271606
198000,396000,198,7.024857332,1.7047935,0.0031148756,0.4600750207901001,-0.00085593964,0.036699995,23.66075,486.42994832992554,808,0.7007238
199000,398000,199,7.004656403250001,6.643671,0.0005486818,0.2611806392669678,-0.0009657644,0.00059999997,23.62025,488.953941822052,792,0.6952596
200000,400000,200,7.043080303000001,3.620561,0.0024879891,0.14170557260513306,-0.0016480731,0.0235,23.62225,491.44075298309326,804,0.6870175
201000,402000,201,6.99987213175,10.7738285,0.00025427778,0.253959596157074,-0.0005288887,0.0,23.61625,493.8595368862152,828,0.5643569
202000,404000,202,6.97912444625,3.1908786,0.0015095202,0.12839972972869873,-0.00043501527,0.0144,23.64325,496.3091514110565,817,0.57401574
203000,406000,203,6.9923212349999995,2.5857258,0.0012412488,0.25261688232421875,-0.0018184269,0.014199997,23.64825,498.72789692878723,827,0.6336086
204000,408000,204,6.9323740232499995,6.8167357,0.00015423319,0.15323656797409058,-0.00014795162,0.0,23.619,501.2189598083496,803,0.64443624
205000,410000,205,6.955406349500001,4.39196,0.0009208444,0.13823658227920532,-0.00084735843,0.0036,23.62675,503.68029499053955,813,0.64669126
206000,412000,206,6.844524845,9.560134,0.00014752732,0.25515931844711304,-0.00093012274,1e-04,23.67075,506.07236766815186,836,0.5429387
207000,414000,207,6.765420283499999,7.4302273,0.0028016707,0.21366393566131592,-0.0035946902,0.032599997,23.749,508.4769518375397,832,0.50928247
208000,416000,208,6.7300174355,3.9124415,0.002093828,0.21203351020812988,-0.0030323435,0.031299993,23.798,510.862681388855,838,0.6128484
209000,418000,209,6.7028869682500005,6.4451776,0.0016087762,0.19067800045013428,-0.0024990442,0.024199998,23.851,513.2411005496979,841,0.5544022
210000,420000,210,6.753122739499999,1.7249138,0.0016313554,0.3649529814720154,-0.00233782,0.020499997,23.85225,515.6975598335266,814,0.7081358
211000,422000,211,6.7521602537500005,4.0212383,0.0018028214,0.3196277618408203,-0.0018889876,0.024499994,23.889,518.1272053718567,823,0.64629847
212000,424000,212,6.63121080525,11.172135,0.00080537016,0.16232526302337646,-0.00035668348,0.0027999997,23.89175,520.5171670913696,837,0.54076254
213000,426000,213,6.687606313500001,3.669065,0.000570046,0.23941850662231445,-0.0005103759,0.00059999997,23.91825,522.9603984355927,819,0.6122654
214000,428000,214,6.74819220825,3.045588,0.0016060454,0.18752950429916382,-0.0015847348,0.021699997,23.913,525.3975241184235,821,0.6671537
215000,430000,215,6.811942457499999,4.0792584,0.001925488,0.11708647012710571,-0.00077629165,0.014899999,23.9045,527.8084664344788,830,0.58280545
216000,432000,216,6.83665229075,3.9030836,0.0012360187,0.12718647718429565,-0.0012977677,0.009199999,23.92575,530.2088725566864,833,0.55070037
217000,434000,217,6.812835938749999,4.3285093,0.001054442,0.20448368787765503,-0.0013502555,0.015500001,23.89825,532.5982556343079,837,0.5877458
218000,436000,218,6.78594706125,4.8457685,0.003500848,0.21003872156143188,-0.001834409,0.036999997,23.81675,535.0110173225403,829,0.5193314
219000,438000,219,6.764076047500001,3.0308936,0.0013591297,0.3300057649612427,-0.0011368995,0.022099996,23.83575,537.4194633960724,831,0.56494
220000,440000,220,6.7286751549999995,4.0476856,0.0015297632,0.3028918504714966,-0.0011370966,0.012299998,23.8575,539.823539018631,832,0.5240684
221000,442000,221,6.7188819315,3.6217315,0.0014018974,0.1482059359550476,-0.00055502186,0.0121,23.87675,542.2268922328949,832,0.5589811
222000,444000,222,6.716152294,4.78983,0.0007170812,0.28033560514450073,-0.0009458196,0.0072999983,23.932,544.6186726093292,836,0.5169532
223000,446000,223,6.703904523499999,5.852506,0.00034049817,0.3485527038574219,2.9469375e-05,0.0,23.97,547.0252442359924,831,0.5190409
224000,448000,224,6.68738261075,3.255201,0.0017184463,0.39621615409851074,-0.0019374351,0.025099998,24.04325,549.4509081840515,825,0.5831194
225000,450000,225,6.7473419255,1.6453263,0.0015243157,0.40568387508392334,-0.0010485144,0.016199999,24.07025,551.9078149795532,814,0.6207376
226000,452000,226,6.7271450755,3.0692353,0.00093557895,0.29600685834884644,-0.0012127989,0.0042999997,24.11875,554.3353953361511,824,0.5962416
227000,454000,227,6.7578972665000006,3.3587775,0.0021861107,0.21015477180480957,-0.0014894981,0.025299994,24.0955,556.8201384544373,805,0.6581311
228000,456000,228,6.77746885925,4.137298,0.00057705696,0.21376097202301025,-0.0002722841,0.0014,24.1315,559.2594702243805,820,0.62179494
229000,458000,229,6.6703740412500006,13.6395645,7.8073645e-05,0.4133242964744568,-0.00022677818,0.0,24.11425,561.7236824035645,812,0.5778209
230000,460000,230,6.65731846375,6.721893,0.0019461475,0.3445061445236206,-0.0017359065,0.022099998,24.16,564.1707339286804,817,0.59216714
231000,462000,231,6.634782347500001,4.2951427,0.0002911711,0.2001752257347107,-0.00035442758,0.0,24.10525,566.6406953334808,810,0.655078
232000,464000,232,6.675193608,3.5510144,0.0031558247,0.24335706233978271,-0.0018871592,0.028300004,24.06975,569.1563024520874,795,0.6874512
233000,466000,233,6.64671299425,7.8867846,0.00011588267,0.36805880069732666,-0.00010825986,0.0,24.04275,571.6232507228851,811,0.62392217
234000,468000,234,6.67101412725,5.6450367,0.0018170698,0.25779813528060913,-0.0005254229,0.011599997,24.071,574.0682964324951,818,0.57499087
235000,470000,235,6.6681607255,5.710504,0.0013750669,0.18176323175430298,-0.0009808877,0.017800001,24.138,576.7571239471436,744,0.56840795
236000,472000,236,6.6201766895,9.039286,0.00085321965,0.3080679178237915,-0.00095149124,0.0035999995,24.1305,579.3057327270508,785,0.62082
237000,474000,237,6.5617925755,6.5239124,0.0015056558,0.3525274991989136,-0.0008897273,0.0145000005,24.1425,582.0226039886475,736,0.5612878
238000,476000,238,6.55289376975,3.495242,0.0008037276,0.1608101725578308,-0.000674171,0.0049999994,24.233,584.6387348175049,765,0.5572635
239000,478000,239,6.58181285575,2.5118635,0.0016542287,0.22123992443084717,-0.0012825365,0.023599997,24.2905,587.3741109371185,731,0.58501893
240000,480000,240,6.626720951749999,3.1323137,0.00030445552,0.11474549770355225,-0.00051952957,0.0006999999,24.3425,589.9000668525696,792,0.5683176
241000,482000,241,6.6566693015,5.467396,0.00032543595,0.22426319122314453,-0.0007655185,0.0029,24.41,592.4763178825378,776,0.5403422
242000,484000,242,6.729882949499999,2.8650713,0.00028061337,0.21264779567718506,-0.00048713875,0.00029999999,24.396,595.0009121894836,792,0.62818384
243000,486000,243,6.69892291725,6.440141,0.00025729949,0.36349648237228394,-0.0009569252,0.0027,24.48525,597.4598281383514,814,0.53652567
244000,488000,244,6.73477657375,3.7544794,0.0013179274,0.22564417123794556,-0.001192345,0.016199997,24.48575,599.9812769889832,793,0.61155057
245000,490000,245,6.713321077250001,5.957381,0.0018636097,0.34996044635772705,-0.0008796935,0.0112,24.4565,602.4575715065002,808,0.5738617
246000,492000,246,6.73703245825,3.0282786,0.0029018163,0.35631000995635986,-0.0023047363,0.034199994,24.46725,605.0881443023682,760,0.5648322
247000,494000,247,6.6801298319999995,4.271945,0.0011577965,0.3028254508972168,-0.0012041379,0.0044,24.47325,607.5980551242828,797,0.5354974
248000,496000,248,6.727294347999999,2.237073,0.0020662288,0.13746559619903564,-0.0028019832,0.0359,24.57425,609.9976065158844,834,0.5277218
249000,498000,249,6.738438845000001,1.8715925,0.00152283,0.3179793357849121,-0.0024697797,0.025999997,24.678,612.3659830093384,845,0.55919945
250000,500000,250,6.719183113750001,3.3664608,0.0017860732,0.28675395250320435,-0.0017470348,0.029399993,24.72025,614.7911529541016,825,0.5503527
251000,502000,251,6.79531434125,3.141616,0.00079434365,0.3777059316635132,-0.0013494004,0.0046,24.7745,617.172723531723,840,0.52070963
252000,504000,252,6.7791802845,3.7188392,0.0017769273,0.37557822465896606,-0.0011042249,0.026099995,24.78775,619.8286564350128,753,0.5310968
253000,506000,253,6.7385020540000005,6.7811503,0.0005631985,0.5156494379043579,-0.0005169155,0.0037999996,24.78175,622.32936835289,800,0.5314355
254000,508000,254,6.698680803999999,6.3187103,0.0003705452,0.2521025538444519,-0.0007936747,0.00059999997,24.76625,624.8164594173431,804,0.61705977
255000,510000,255,6.808358727500001,2.6417654,0.0017894215,0.20777970552444458,-0.0006311978,0.0198,24.731,627.2782962322235,812,0.6547868
256000,512000,256,6.93376950725,1.9915103,0.0011988702,0.003924846649169922,4.889483e-05,0.0023,24.61575,629.7839097976685,798,0.653525
257000,514000,257,6.967737005000001,2.6443245,0.0013376857,0.22253620624542236,-0.0015541962,0.014699998,24.52825,632.372727394104,773,0.63246363
258000,516000,258,6.9925520937500005,3.8536847,0.001586179,0.22120153903961182,-0.00011181375,0.0013999998,24.41,634.9491400718689,776,0.61373293
259000,518000,259,6.8751903695,10.212694,0.0017602339,0.41051000356674194,-0.0018819585,0.015800001,24.44075,637.3787524700165,823,0.49051666
260000,520000,260,6.891558416,4.7359767,4.8717866e-05,0.30699920654296875,-0.0002583976,0.0,24.42025,639.8083698749542,823,0.56927276
261000,522000,261,7.00407292075,3.314105,0.0002610946,0.3118734359741211,-0.0004249026,0.0,24.40425,642.2108373641968,833,0.53870547
262000,524000,262,6.9936567745,5.37228,0.00019972518,0.3735276460647583,-0.0006977348,0.00029999999,24.47325,644.5966801643372,838,0.49038216
263000,526000,263,6.972329979,4.6812687,0.0014403355,0.38750481605529785,-0.0017289753,0.017599996,24.518,647.0042691230774,831,0.54987
264000,528000,264,6.93877458675,7.1659603,8.037835e-05,0.2820975184440613,-0.000117851116,0.0,24.50025,649.4206714630127,828,0.57648784
265000,530000,265,6.9045450512499995,8.560397,0.00014370878,0.4448748826980591,-0.00018052869,0.0,24.36925,651.8931200504303,809,0.5959019
266000,532000,266,6.8143118295,9.960406,0.0016916095,0.3075471520423889,-0.0011920461,0.013400001,24.3345,654.3100435733795,828,0.50875795
267000,534000,267,6.8538736115,4.890772,0.00052347354,0.2754945755004883,-0.0007098705,0.0023,24.2825,656.7741725444794,812,0.5894942
268000,536000,268,6.848679658999999,6.4816484,0.0004180199,0.15695548057556152,-1.8060811e-05,0.0013,24.18525,659.2523787021637,807,0.5631123
269000,538000,269,6.902943356,1.686548,0.0009890678,0.11111760139465332,-0.00070146844,0.0002,24.03975,661.7434120178223,803,0.668597
270000,540000,270,6.9622554035,1.7520213,0.0015199524,0.12022340297698975,-0.002046632,0.017799998,23.93275,664.2061161994934,812,0.6473293
271000,542000,271,7.053360635,1.777137,0.00025698016,0.27050352096557617,-0.0011251341,0.0,23.827,666.6751637458801,810,0.6570378
272000,544000,272,6.945412216249999,7.35726,0.0005306039,0.1719692349433899,-0.00043309544,0.0026,23.805,669.1385233402252,812,0.59447235
273000,546000,273,6.933599179999999,3.4523122,0.0017252438,0.28787046670913696,-0.0007233415,0.0059999996,23.74125,671.7129337787628,777,0.6523757
274000,548000,274,6.91901205225,4.679593,0.0015138176,0.30873215198516846,-0.00039259123,0.0121,23.68825,674.2178249359131,799,0.60445505
275000,550000,275,6.90757731325,3.9365242,0.00089085236,0.21433502435684204,-0.00038497068,0.0051000006,23.69175,676.6286687850952,830,0.59199464
276000,552000,276,6.96351341825,4.518393,0.00029292668,0.12089818716049194,-0.00089828554,1e-04,23.71125,679.0867233276367,814,0.6124317
277000,554000,277,7.0358272607500005,3.7255785,0.0006795603,0.2613205313682556,-0.0007202889,0.0022,23.63375,681.5523390769958,811,0.5584144
278000,556000,278,7.07331846925,2.4058683,0.0012414769,0.19633424282073975,-0.00057348696,0.012099998,23.625,684.0124318599701,813,0.62544113
279000,558000,279,7.01293207325,5.818165,0.00019525668,0.21027213335037231,-9.509975e-05,0.0,23.6755,686.4542853832245,819,0.5221012
280000,560000,280,7.090338371,2.0115633,0.0028337939,0.21785444021224976,-0.003738349,0.0404,23.70625,688.8778293132782,825,0.59212285
281000,562000,281,7.0459083282499995,9.522684,0.0004229442,0.32850366830825806,-0.0003795153,0.0,23.7395,691.2956538200378,827,0.5002865
282000,564000,282,7.05510107425,2.9383326,0.0010059559,0.2322484850883484,0.00026977927,0.0002,23.72925,693.7527859210968,814,0.5429442
283000,566000,283,7.1198464782499995,5.534079,0.0001419056,0.35355979204177856,-0.0009921022,0.0,23.737,696.1576154232025,832,0.5283998
284000,568000,284,7.17725274475,2.8065317,0.00035858492,0.28494471311569214,-0.000592415,0.0017,23.73725,698.6015024185181,819,0.5709459
285000,570000,285,7.223278569,2.3563294,0.0014017465,0.12184983491897583,-0.00051664794,0.019399999,23.694,701.0743315219879,809,0.5980595
286000,572000,286,7.227233049750001,1.8839232,0.0018183824,0.16538864374160767,-0.0014348525,0.02729999,23.646,703.5216085910797,817,0.61024386
287000,574000,287,7.25170418475,2.1328688,0.001014354,0.3302287459373474,-0.00045925926,0.0106,23.5835,705.9751987457275,815,0.6166087
288000,576000,288,7.216542433250001,7.523235,4.4241875e-05,0.38362836837768555,1.2440467e-05,0.0,23.528,708.4249131679535,817,0.5510995
289000,578000,289,7.207372551250001,3.6839318,0.0018217929,0.32104939222335815,-0.0026426157,0.025999995,23.5125,710.9007706642151,808,0.608986
290000,580000,290,7.28338828325,0.95859253,0.00025266246,0.2175513505935669,-0.000101134945,1e-04,23.42875,713.4465727806091,786,0.6738271
291000,582000,291,7.290477579750001,2.1686804,0.0042910795,0.13667750358581543,-0.0029885194,0.047300003,23.35525,716.2290122509003,719,0.64185286
292000,584000,292,7.29880476975,6.5865254,0.00056008616,0.3088570833206177,-0.00037383538,0.0007999999,23.3195,718.9291062355042,741,0.5800016
293000,586000,293,7.3173856275,3.2765424,0.0014047431,0.21168828010559082,-0.001006396,0.0079,23.27,721.5649600028992,759,0.64182657
294000,588000,294,7.3084611265,5.420559,0.0033236677,0.1806926727294922,-0.0021732713,0.037100006,23.2115,724.2069110870361,757,0.61712396
295000,590000,295,7.26497434125,4.0531645,0.0017517423,0.22849822044372559,-0.001517395,0.012899999,23.08875,726.7763996124268,778,0.5765474
296000,592000,296,7.279295480750001,3.4465854,0.00058318884,0.11197274923324585,-0.00041337858,0.0027,22.98375,729.2704992294312,802,0.57627225
297000,594000,297,7.296787091250001,2.5364883,0.00040223528,0.18824726343154907,-0.00095422426,0.00049999997,22.9165,731.7454986572266,808,0.5410323
298000,596000,298,7.3025478825,4.375166,0.0011303094,0.20161819458007812,-0.00094562076,0.0105,22.874,734.3451747894287,769,0.4972724
299000,598000,299,7.32954895375,5.9978805,6.050388e-05,0.2737332582473755,-5.0046533e-06,0.0,22.935,736.7758815288544,823,0.4260212
300000,600000,300,7.327499820999999,3.3957882,0.00066836097,0.4018644094467163,-0.00059269415,0.0087,22.99325,739.2423512935638,811,0.5006099
301000,602000,301,7.285505798,4.37562,0.0006638145,0.22994977235794067,-0.00059158006,0.0,23.00725,741.7995870113373,783,0.50877255
302000,604000,302,7.2671656515,2.4069006,0.001129331,0.2322811484336853,-0.001534875,0.0166,23.09475,744.362900018692,781,0.5121932
303000,606000,303,7.239167108,4.5842824,0.0009941426,0.14824849367141724,-0.000105359584,0.0063999994,23.157,746.7929644584656,823,0.49525
304000,608000,304,7.2522261995,2.4561727,0.00076495344,0.22315740585327148,-0.00056957116,0.004,23.1975,749.266393661499,809,0.5582366
305000,610000,305,7.281540089,3.6961994,0.00079814496,0.19723820686340332,-0.0008025178,0.009100001,23.24175,751.7964854240417,791,0.5190266
306000,612000,306,7.3595762525,3.8780336,0.00072425994,0.3321332335472107,-0.00010039161,0.00089999987,23.17925,754.356231212616,781,0.60150266
307000,614000,307,7.317046948,5.252792,0.002831265,0.4518241286277771,-0.0015901353,0.021399999,23.1205,756.9313545227051,777,0.55459994
308000,616000,308,7.32083272575,3.4884276,0.00051400554,0.3219449520111084,-0.0010458158,0.0034,23.06675,759.3642675876617,822,0.5344139
309000,618000,309,7.247031096750001,6.8850813,0.0014526031,0.3863157033920288,-0.00067820854,0.010099999,23.05275,761.7509961128235,838,0.44012702
310000,620000,310,7.2704803162500005,3.538765,0.0003213102,0.41816771030426025,-0.0009459665,0.0,23.07275,764.1385366916656,838,0.44415307
311000,622000,311,7.264553987499999,5.5979033,0.0005287157,0.3681110739707947,-0.000813692,0.0031,23.18525,766.5195245742798,840,0.4188097
312000,624000,312,7.24657718,3.6576874,0.007656708,0.21046048402786255,-0.0062119043,0.06979999,23.3145,768.8878910541534,845,0.5251266
313000,626000,313,7.36456920325,4.1821547,0.00014245238,0.20776575803756714,-0.00043636814,1e-04,23.28,771.3451790809631,814,0.5808355
314000,628000,314,7.294798741,6.6923594,0.00022534066,0.27485913038253784,0.00016283416,0.0,23.35325,773.7991671562195,815,0.50239646
315000,630000,315,7.336645535,1.8731897,0.00079294696,0.2629631757736206,-0.0015425968,0.0072000003,23.3765,776.2709891796112,809,0.5770895
316000,632000,316,7.29626048525,4.0056787,0.0024617855,0.2888561487197876,-0.0012073882,0.023699997,23.46225,778.6869215965271,828,0.49373928
317000,634000,317,7.29085364075,2.6239002,0.002223056,0.34488898515701294,-0.0033257448,0.029099999,23.52225,781.1248967647552,820,0.5327688
318000,636000,318,7.28169849875,1.9054325,0.0013720809,0.21668678522109985,-0.0013787838,0.0173,23.538,783.6385371685028,796,0.6387003
319000,638000,319,7.340946980250001,4.089655,0.0004815318,0.2930751442909241,-0.00072048104,0.0015,23.505,786.1315803527832,802,0.5973957
320000,640000,320,7.378276859,1.791832,0.004732508,0.2191321849822998,-0.0020023803,0.053899992,23.5125,788.6364667415619,799,0.60053265
321000,642000,321,7.371516102499999,5.918856,0.0015945956,0.20525997877120972,-0.0013276115,0.0138,23.56,791.0920803546906,815,0.49826747
322000,644000,322,7.397641824500001,2.7494745,0.0020144116,0.24660366773605347,-0.0012537014,0.028399995,23.6095,793.492641210556,834,0.4907833
323000,646000,323,7.432432824499999,1.9748111,0.0033833936,0.05624586343765259,-0.0012188111,0.0401,23.61775,795.9556789398193,812,0.56352663
324000,648000,324,7.3864445285,7.124791,0.001525956,0.28712499141693115,-0.0029128117,0.016699998,23.73725,798.3342635631561,841,0.38439122
325000,650000,325,7.39377377075,1.9384575,0.0022675667,0.18546301126480103,-0.0024413601,0.033099998,23.7845,800.756388425827,826,0.55504733
326000,652000,326,7.415076601,2.7860672,0.0010942738,0.2258390188217163,-0.00073878595,0.009799999,23.87625,803.152880191803,835,0.48643765
327000,654000,327,7.418368591750001,4.5957513,0.0011942114,0.21592700481414795,-0.00095304876,0.014199996,23.885,805.5479419231415,835,0.5037766
328000,656000,328,7.37602420075,4.4452076,0.0008620244,0.3395203948020935,-0.00031214338,0.0046,23.87375,807.9618213176727,829,0.53319556
329000,658000,329,7.36769328475,11.049609,5.770051e-05,0.5086162090301514,-0.00015675869,0.0,23.9155,810.3404858112335,841,0.4384978
330000,660000,330,7.32593554275,5.167796,0.0010960503,0.3054203987121582,-0.00082108704,0.010899999,23.91475,812.7736654281616,822,0.54092693
331000,662000,331,7.28855911425,6.426565,4.616933e-05,0.42518800497055054,-0.0004269474,0.0,23.8835,815.2214241027832,817,0.5055202
332000,664000,332,7.280323299,3.463546,0.0019366926,0.17078763246536255,-0.0015707337,0.016599998,23.93175,817.6401634216309,827,0.47331455
333000,666000,333,7.2634323384999995,2.9818604,0.0017069984,0.278637170791626,-0.0008690375,0.0152,23.9725,820.0909380912781,816,0.5080009
334000,668000,334,7.250945305249999,1.998538,0.0023947763,0.32330095767974854,-0.0017746709,0.021799998,23.97325,822.5611007213593,810,0.50625104
335000,670000,335,7.22265979925,3.8785324,0.0008324563,0.4919959306716919,-0.00076599757,0.010199999,24.05775,824.9397203922272,841,0.4710078
336000,672000,336,7.2746781262499995,4.0154753,0.0047582877,0.39885270595550537,-0.0021628577,0.050700013,24.08125,827.3656384944916,825,0.44706345
337000,674000,337,7.243083343,5.806748,0.00016345069,0.4980963468551636,-0.0005220927,0.0007,24.196,829.7491316795349,839,0.41570503
338000,676000,338,7.21194408,2.6451292,0.00030388677,0.2361641526222229,-0.00032901633,1e-04,24.3255,832.1261048316956,842,0.45980605
339000,678000,339,7.191843650000001,2.6527314,0.0027779532,0.22331076860427856,-0.0027691186,0.045900006,24.396,834.56880235672,819,0.53733575
340000,680000,340,7.1770927255000005,2.54246,0.00039633605,0.28058743476867676,-0.0002189097,0.00029999999,24.43325,837.0040402412415,821,0.5218997
341000,682000,341,7.239870315,2.497061,0.00065073423,0.31737273931503296,-0.0004704426,0.0027,24.4775,839.3935401439667,837,0.46250823
342000,684000,342,7.2394904449999995,3.1250188,0.0015059653,0.20306283235549927,-0.0009049789,0.021499997,24.50475,841.8127801418304,827,0.52974796
343000,686000,343,7.3030935367500005,0.6858062,0.0040229475,0.1834145188331604,-0.0051265843,0.06379999,24.52325,844.248797416687,821,0.5951852
344000,688000,344,7.2873930585,5.001445,0.0015672587,0.3551473021507263,-0.0018535058,0.015800001,24.5435,846.7098541259766,813,0.58459526
345000,690000,345,7.23633920425,6.6137633,0.0012353892,0.33745044469833374,-0.001439766,0.012599999,24.5865,849.16002368927,816,0.5247851
346000,692000,346,7.215772564250001,4.3813214,0.00062759325,0.2703092694282532,0.00022225798,0.0008,24.5555,851.6385776996613,807,0.5847449
347000,694000,347,7.25332533325,2.5536237,0.00026041386,0.37294578552246094,-0.00062844274,0.00059999997,24.5115,854.1288588047028,803,0.6280401
348000,696000,348,7.2854090102499995,6.1162715,4.144244e-05,0.2724125385284424,-0.00011009231,0.0,24.403,856.6219911575317,802,0.6183766
349000,698000,349,7.289917258,3.1732104,0.001737449,0.14213037490844727,-0.0008355501,0.0057999995,24.3215,859.105870962143,805,0.6015097
350000,700000,350,7.35369232375,2.4495623,0.0062547033,0.16195464134216309,-0.0021154245,0.07089999,24.23825,861.6215710639954,795,0.6019142
351000,702000,351,7.32684968125,4.8923225,0.002159749,0.3409486413002014,-0.0020097129,0.021300001,24.171,864.0710306167603,817,0.5091127
352000,704000,352,7.3131244980000005,2.5930233,0.0003030184,0.265011727809906,-0.0015758818,0.0011,24.17325,866.4924147129059,826,0.49757564
353000,706000,353,7.3450967277500006,1.8257822,0.00031455557,0.20709013938903809,-0.00021638526,0.0010999999,24.136,868.9468383789062,815,0.508657
354000,708000,354,7.325787822500001,2.5630896,0.0016202021,0.3609316349029541,-0.0005762497,0.019499997,24.189,871.3713476657867,825,0.5202925
355000,710000,355,7.3971884155,1.5203979,0.0029576207,0.25610852241516113,-0.0008977697,0.028799992,24.17575,873.8428370952606,809,0.5300669
356000,712000,356,7.46108746775,1.5908661,0.0025980386,0.15286803245544434,-0.002289435,0.03719999,24.2095,876.2818865776062,820,0.521157
357000,714000,357,7.562888278750001,1.8468573,0.00039960042,0.15101832151412964,-0.0003164759,0.0006999999,24.19,878.7562899589539,808,0.5344114
358000,716000,358,7.58572461275,1.7045141,0.0017415854,0.2691517472267151,-0.0008361409,0.014099998,24.18075,881.2051417827606,817,0.5183033
359000,718000,359,7.678801013999999,4.2655015,0.0011957978,0.21217119693756104,-0.00072532677,0.0162,24.1335,883.6119606494904,831,0.4957124
360000,720000,360,7.688953538749999,2.6506708,0.0013619189,0.22409307956695557,-0.0008875456,0.008499999,24.045,886.0396673679352,824,0.48295194
361000,722000,361,7.7104931927500004,3.7188797,0.00027453777,0.2654479146003723,1.7280418e-05,0.0,24.0735,888.4811141490936,819,0.47562248
362000,724000,362,7.71951155925,4.6883726,0.001911826,0.453067421913147,-0.0010850623,0.0238,24.11,890.8769772052765,835,0.42499337
363000,726000,363,7.6924563935000005,2.6414213,0.00096896215,0.5310840904712677,-0.0010107885,0.011199998,24.1595,893.2787809371948,833,0.4549416
364000,728000,364,7.659995844749999,4.1450725,0.0002879021,0.4754157066345215,-0.0007853012,0.0022,24.26725,895.6001780033112,862,0.34342358
365000,730000,365,7.612999690500001,4.717084,0.00038005295,0.5074243545532227,-0.0011284222,0.0029999998,24.334,897.9627027511597,847,0.3589019
366000,732000,366,7.589811998249999,2.3285441,0.00016256468,0.18719589710235596,-0.00035179485,0.0,24.38925,900.3888082504272,824,0.4808256
367000,734000,367,7.596525617999999,2.4541936,4.851467e-05,0.2466723918914795,-0.00025842502,0.0,24.41525,902.8433530330658,815,0.50045073
368000,736000,368,7.5987136465,3.9593976,0.0014557377,0.3007977604866028,-0.0016843909,0.0128999995,24.53325,905.2308869361877,838,0.43842298
369000,738000,369,7.550102526999999,4.998155,0.0007384077,0.299322247505188,-0.0009718409,0.0072000003,24.699,907.5869493484497,849,0.34473255
370000,740000,370,7.5738034465,0.8508093,0.0016313291,0.35810667276382446,-0.0024569484,0.026999993,24.78625,909.9706745147705,839,0.47241634
371000,742000,371,7.56471403575,4.3407173,0.0005283151,0.3886291980743408,-0.0006268123,0.0042,24.759,912.370441198349,834,0.44649598
372000,744000,372,7.55698003325,2.101516,0.0017401369,0.5318682193756104,-0.0016238068,0.0322,24.8485,914.8738207817078,799,0.46981782
373000,746000,373,7.504135478499999,6.5022125,0.0003439216,0.5226795971393585,-0.0005221304,0.0026,24.95325,917.3395671844482,811,0.42326683
374000,748000,374,7.5942156149999995,1.1234838,0.0023795718,0.18206018209457397,-0.0026386038,0.026599998,24.852,920.0741937160492,731,0.5855505
375000,750000,375,7.5879169407500004,2.9600132,0.0015712536,0.1739996075630188,-0.001691987,0.013900001,24.8305,922.6172547340393,787,0.5593018
376000,752000,376,7.5400393679999995,6.333134,0.00060002157,0.20846611261367798,-0.0007173263,0.0002,24.7275,925.3262960910797,739,0.5305996
377000,754000,377,7.50790968725,6.801798,0.00050125166,0.498593807220459,-0.00031164964,0.0004,24.732,927.7674851417542,819,0.46130368
378000,756000,378,7.550069244,4.8559165,0.0005745154,0.4143093228340149,-0.00014154449,0.0034999999,24.75775,930.1897661685944,826,0.43305203
379000,758000,379,7.648645168999999,0.6435276,0.0021182222,0.28365182876586914,-0.0025862607,0.028499998,24.73075,932.8258419036865,759,0.5783576
380000,760000,380,7.72883301975,2.197404,0.0011661688,0.25762373208999634,-0.00023240101,0.013600001,24.71375,935.3449339866638,794,0.53008825
381000,762000,381,7.744797205,2.6614435,0.0054265833,0.34236299991607666,-0.004179416,0.0639,24.729,937.8360798358917,803,0.4802659
382000,764000,382,7.6468981212500005,9.090862,2.2410817e-05,0.3988277316093445,-0.00024286723,0.0,24.80325,940.2502520084381,829,0.3727729
383000,766000,383,7.60326148225,4.632568,0.0005583639,0.40925973653793335,5.4657787e-05,0.0055,24.87125,942.8149924278259,780,0.4338715
384000,768000,384,7.537357114750001,4.9111047,0.0002506446,0.29628926515579224,-0.0007199066,0.0018000001,24.887,945.2515671253204,821,0.46520618
385000,770000,385,7.48763326325,10.02917,9.230839e-05,0.4168626070022583,-0.00019289023,0.0,24.81475,947.6701068878174,827,0.45253044
