#{"env_id": "SetDown-v3", "t_start": 1532033145.91968}
r,l,t
0,1501,3.95219
0,1501,8.157351
0,1501,12.018916
0,1501,15.181498
82,1501,18.989403
39,1501,22.870875
0,1501,26.777522
0,1501,29.895872
102,1501,33.718473
0,1501,37.626991
0,1501,41.477984
8,1501,44.569983
0,1501,48.414773
0,1501,52.384504
0,1501,55.346964
189,1501,59.218664
0,1501,63.146927
112,1501,66.994111
90,1501,70.053056
0,1501,73.914126
0,1501,77.844105
0,1501,81.710257
0,1501,84.851777
1,1501,88.573337
50,1423,92.56253
0,1501,96.467286
47,1500,99.379332
67,1501,103.306779
42,1475,107.167079
0,1501,110.061828
0,1501,113.956002
0,1501,118.000126
32,1483,122.123322
25,1408,124.909977
0,1501,128.878383
0,1501,132.795634
46,1452,135.651156
22,1501,139.58511
31,1381,143.360604
0,1501,147.261112
0,1501,150.252654
35,1407,154.094488
15,1339,157.613584
32,1405,160.532955
33,1229,163.860059
33,1180,167.210143
23,1238,169.704008
36,1097,172.965907
0,1501,176.05211
14,1101,179.320786
0,1501,183.246628
12,1164,185.579903
0,1501,189.499755
0,1501,193.722164
38,1501,196.923195
14,1501,200.893593
0,1501,204.86197
0,1501,208.723239
42,1501,211.716809
0,1501,215.701246
0,1501,219.589407
0,1501,223.617846
16,1501,226.600485
45,1501,230.637276
0,1501,234.586334
40,1501,238.565651
38,1501,241.630961
0,1501,245.627266
49,1501,249.423327
29,1501,252.504538
32,1501,256.46255
37,1501,260.383701
0,1501,264.452943
56,1501,267.445221
0,1501,271.536205
0,1501,275.559879
107,1501,279.626611
98,1501,282.916073
0,1501,286.814284
141,1501,290.750968
117,1501,294.629811
75,1501,297.663667
116,1501,301.551212
69,1501,305.461585
56,1501,308.65697
136,1501,312.88642
61,1501,317.134969
21,1501,321.132416
140,1501,324.188033
113,1501,328.152355
96,1501,331.971277
98,1501,335.782799
97,1501,338.731578
136,1501,342.5032
56,1501,346.275675
40,1501,350.107935
71,1501,353.070497
64,1501,357.006844
48,1501,360.808483
52,1501,363.738851
48,1501,367.58714
0,1501,371.451522
50,1241,374.861223
41,1270,377.308706
45,1344,380.834632
28,1296,383.391233
43,1501,387.220483
55,1501,391.101756
52,1501,394.921768
57,1501,397.93685
53,1501,401.869097
46,1501,405.687347
33,1285,408.254839
59,1501,412.137961
32,1279,415.597919
21,1191,418.020226
46,1501,421.780024
41,1413,425.484306
22,1501,429.27048
27,1501,432.282604
54,1372,436.009589
53,1501,439.874703
47,1501,442.846277
42,1462,446.763439
49,1501,450.60791
37,1501,454.418012
30,1501,457.466223
47,1501,461.383022
48,1501,465.294339
44,956,467.286108
48,946,470.220752
36,1501,473.217291
47,1056,476.308867
42,1501,480.120484
41,1171,482.517116
31,1231,485.796243
31,1501,489.605914
58,1501,492.578809
69,1501,496.339066
68,1501,500.176124
33,1501,504.02802
70,1501,506.950909
44,1501,510.8822
42,1501,514.701818
46,1501,517.574227
60,1501,521.611073
66,1501,525.447291
40,1501,529.204542
64,1501,532.134707
97,1501,536.089923
46,1501,539.984204
61,1501,543.716105
37,1501,546.748651
37,1501,550.571459
83,1501,554.549914
46,1501,558.474641
67,1501,561.489307
27,1501,565.548824
140,1501,569.500262
155,1501,572.548434
78,1501,576.386003
173,1501,580.3341
36,1501,584.244301
182,1501,587.354395
160,1501,591.472702
49,1501,595.327055
141,1501,599.263932
56,1501,602.277692
120,1501,606.158119
53,1501,610.20256
113,1501,614.202581
78,1501,617.289707
37,1501,621.185246
71,1501,625.037393
54,1501,628.054768
57,1501,631.97612
41,1501,635.916774
44,1501,639.795404
135,1501,642.945319
66,1501,646.727777
66,1501,650.839063
158,1501,654.881031
21,1017,657.063876
57,1042,660.230999
242,1501,663.439944
251,1501,667.52159
492,1501,671.384708
57,1210,673.835723
217,1501,677.704219
140,1501,681.761365
3,1501,685.66422
42,1501,688.862979
75,1501,692.792704
95,1501,696.82913
56,1501,700.659375
48,1359,703.515376
10,1501,707.48426
106,1444,711.38117
41,1338,714.141964
55,1260,717.745471
211,1501,721.567053
0,1501,724.571923
3,1501,728.533788
58,1363,732.197414
78,1286,734.917966
52,1501,738.796029
56,1501,742.668397
40,1501,746.579881
2,1501,749.650158
27,1501,753.592976
39,1501,757.707515
39,1501,761.609081
4,1501,764.77982
184,1501,768.639876
56,1501,772.600537
35,1501,775.595624
5,1501,779.428988
34,1501,783.382077
76,1501,787.399969
53,1501,790.39424
6,1501,794.287065
1,1501,798.267323
0,1501,802.124795
22,1501,805.145434
4,1501,809.079882
31,1501,812.977768
45,1501,817.006189
32,1501,820.081978
45,1501,823.93308
22,1501,827.833654
87,1501,830.847049
0,1501,834.696681
46,1501,838.97919
17,1501,842.954258
102,1501,846.00834
40,1501,849.859918
58,1501,853.873972
30,1501,857.971481
31,1501,860.949332
16,1501,865.019424
121,1501,869.219749
26,1501,873.503345
39,1501,876.703695
40,1501,880.717177
81,1501,884.511789
225,1501,887.427732
106,1501,891.282769
131,1501,895.292693
144,1501,899.102248
41,1501,902.072755
34,1501,905.932887
0,1501,909.720889
206,1501,913.603202
23,1501,916.584765
0,1501,920.447567
60,1501,924.326615
318,1501,927.45883
44,1501,931.184412
175,1501,935.023794
0,1501,938.914173
98,1501,941.830523
243,1501,945.67512
507,1501,949.684211
8,1501,953.439631
9,1501,956.401778
135,1501,960.228754
156,1501,964.057985
59,1501,967.872238
513,1501,970.928942
454,1501,974.888718
553,1501,978.861856
24,1501,982.022527
0,1501,985.781332
201,1501,989.55607
532,1501,993.436739
34,1501,996.378774
148,1501,1000.18904
474,1501,1004.081964
243,1501,1007.860046
550,1501,1010.830001
245,1501,1014.798094
114,1501,1018.722462
28,1501,1022.606081
87,1501,1025.551826
41,1501,1029.441304
98,1501,1033.305158
45,1501,1036.293221
316,1501,1040.114422
796,1501,1043.978565
539,1501,1047.780947
881,1501,1050.899205
22,1501,1054.789161
516,1501,1058.735779
590,1501,1062.59461
6,1501,1065.647016
178,1501,1069.467647
15,1501,1073.352595
299,1501,1077.267895
234,1501,1080.238333
243,1501,1084.056681
88,1501,1087.940587
412,1501,1090.897976
177,1501,1094.708746
81,1501,1098.756159
71,1501,1102.527164
527,1501,1105.486082
227,1501,1109.288231
137,1501,1113.125671
257,1501,1116.943669
36,1501,1120.090981
176,1501,1123.899668
139,1501,1127.843957
71,1501,1131.726866
159,1501,1134.765435
134,1501,1138.573045
176,1501,1142.46324
66,1501,1145.415864
168,1501,1149.263715
381,1501,1153.155146
457,1501,1157.1775
2,1501,1160.09847
12,1501,1163.96364
3,1501,1167.791417
496,1501,1171.639857
232,1501,1174.793187
230,1501,1178.749766
108,1501,1182.53423
0,1501,1186.372611
209,1501,1189.382881
226,1501,1193.153141
377,1501,1196.973531
15,1501,1199.91552
199,1501,1203.816072
370,1501,1207.818569
123,1501,1211.656612
252,1501,1214.518371
120,1501,1218.37047
147,1501,1222.400492
205,1501,1226.315922
0,1501,1229.450997
394,1501,1233.31093
333,1501,1237.16516
0,1501,1241.000892
40,1501,1244.108133
163,1501,1248.27236
230,1501,1252.159168
242,1501,1255.201261
164,1501,1259.105184
130,1501,1262.975662
152,1501,1267.059357
333,1501,1270.146111
177,1501,1274.17563
