eprewmean,value_loss,nupdates,policy_loss,clipfrac,total_timesteps,approxkl,serial_timesteps,fps,explained_variance,policy_entropy,eplenmean,time_elapsed
22.9811320754717,0.0019722404,38,-0.0071717007,0.10478516,77824,0.010760918,77824,415,0.8961939513683319,1.3973849,1449.4150943396226,191.50969052314758
22.836363636363636,0.9410132,39,-0.0024830892,0.10415039,79872,0.009196604,79872,361,0.447714626789093,1.3665679,1451.290909090909,197.17876863479614
22.678571428571427,0.20108648,40,-0.00013254823,0.1071289,81920,0.0076921387,81920,416,0.6956251263618469,1.372439,1452.1785714285713,202.09872341156006
22.280701754385966,0.002644629,41,-0.007270397,0.20546874,83968,0.015766177,83968,417,0.8707806468009949,1.4336356,1453.0350877192982,207.0018229484558
22.23728813559322,0.8427702,42,-0.00029268285,0.16533203,86016,0.012486108,86016,389,0.438326895236969,1.3768219,1454.6610169491526,212.25376081466675
21.866666666666667,0.0043545803,43,-0.0035234746,0.11928711,88064,0.008983529,88064,424,0.8820962533354759,1.4720218,1455.4333333333334,217.07583117485046
21.508196721311474,0.0043788888,44,-0.00495346,0.08930664,90112,0.009169793,90112,404,0.8961235657334328,1.4709522,1456.1803278688524,222.1443829536438
21.07936507936508,0.2925622,45,0.0020807215,0.051464844,92160,0.005659334,92160,392,0.7357417047023773,1.378708,1457.6031746031747,227.36039328575134
21.453125,0.7594236,46,-0.0060695824,0.13847657,94208,0.011064804,94208,409,0.2186529040336609,1.3616621,1458.28125,232.3672308921814
21.123076923076923,0.7110208,47,4.9416347e-05,0.089697264,96256,0.008884793,96256,409,0.5345674753189087,1.3318181,1458.9384615384615,237.36869525909424
21.65671641791045,0.6058117,48,-0.0014284333,0.10859375,98304,0.00918036,98304,393,0.592519998550415,1.2975662,1460.1940298507463,242.57673335075378
21.33823529411765,0.77568865,49,-0.0004942481,0.117285155,100352,0.012135649,100352,416,0.6019262075424194,1.3724716,1460.7941176470588,247.49096536636353
21.84285714285714,0.49947682,50,0.0004847268,0.10615234,102400,0.009035421,102400,390,0.6892828643321991,1.2780033,1461.942857142857,252.733544588089
21.985915492957748,1.2763692,51,0.00019274412,0.14555664,104448,0.014116624,104448,410,0.6085496246814728,1.1599523,1462.4929577464789,257.72225189208984
22.194444444444443,0.03597238,52,-0.012028328,0.25083008,106496,0.023177322,106496,409,0.9035074412822723,1.3876997,1463.0277777777778,262.7250905036926
22.35135135135135,1.1603525,53,-0.0039168126,0.123095706,108544,0.012759015,108544,391,0.5903295874595642,1.2287066,1464.054054054054,267.9526014328003
22.053333333333335,0.025952429,54,-0.00038589322,0.14404297,110592,0.010513862,110592,400,0.5977056324481964,1.5165782,1464.5466666666666,273.0661518573761
21.763157894736842,1.5697744,55,-0.00555108,0.12675782,112640,0.010123997,112640,401,0.3787807822227478,1.1934288,1465.0263157894738,278.161212682724
23.833333333333332,2.9164782,56,0.001160896,0.076855466,114688,0.007088578,114688,370,0.2842445969581604,1.4257599,1465.948717948718,283.68290400505066
23.531645569620252,1.0611808,57,-0.00081153976,0.085595705,116736,0.008033315,116736,418,0.30069059133529663,1.4669183,1466.392405063291,288.5741412639618
25.0,5.2034087,58,-0.0057851216,0.113378905,118784,0.010939928,118784,419,0.39841753244400024,1.3735006,1466.825,293.4606513977051
26.73170731707317,1.5247056,59,-0.0018746422,0.07553711,120832,0.0065847696,120832,394,0.5454191565513611,1.4192967,1467.658536585366,298.6505470275879
27.80722891566265,2.8081384,60,-0.002951174,0.10322265,122880,0.008628584,122880,415,0.5188393294811249,1.2902073,1468.0602409638554,303.57796454429626
28.623529411764707,0.32786924,61,-0.0011376893,0.13823242,124928,0.011318095,124928,374,0.8427440375089645,1.193386,1468.835294117647,309.0403254032135
29.872093023255815,2.4492116,62,-0.0029877543,0.07338867,126976,0.007025904,126976,385,0.5073994696140289,1.3176734,1469.2093023255813,314.3526065349579
30.229885057471265,0.19229028,63,-0.005803328,0.18549804,129024,0.016909935,129024,397,0.776952251791954,1.2830473,1469.5747126436781,319.5005042552948
31.359550561797754,3.688155,64,-0.0019400256,0.09404297,131072,0.008489154,131072,392,0.25280845165252686,1.3911567,1470.2808988764045,324.72278451919556
32.266666666666666,2.2079992,65,-0.002670891,0.044384766,133120,0.0056594075,133120,426,0.4720920920372009,1.3785809,1470.6222222222223,329.5304958820343
32.967032967032964,1.6069187,66,-0.003207561,0.08110352,135168,0.007634388,135168,421,0.634339839220047,1.3077755,1470.956043956044,334.3939995765686
34.354838709677416,1.325665,67,-0.000691404,0.07055664,137216,0.006900872,137216,403,0.6835322380065918,1.2844896,1471.6021505376343,339.47324085235596
35.43617021276596,1.9381527,68,-0.0012789812,0.16606446,139264,0.013075633,139264,434,0.5027481615543365,1.1347262,1471.9148936170213,344.18570256233215
35.65263157894737,0.5779324,69,-0.0013765919,0.1451172,141312,0.0122658815,141312,429,0.7140564322471619,1.1012825,1472.221052631579,348.95935344696045
36.06185567010309,1.3068486,70,-0.003891681,0.11977539,143360,0.009120235,143360,396,0.541658878326416,1.2933403,1472.8144329896907,354.13024139404297
36.3469387755102,0.5395921,71,-0.0023781597,0.12856445,145408,0.009312392,145408,425,0.8081941455602646,1.0810257,1473.1020408163265,358.94284200668335
36.62,0.5354082,72,-0.00024171169,0.1418457,147456,0.011880695,147456,404,0.7226226627826691,1.0145355,1473.66,364.001544713974
37.1,1.0965337,73,0.00040427115,0.1272461,149504,0.009522149,149504,422,0.33582836389541626,1.2757647,1473.66,368.8443989753723
37.1,1.3020976,74,-0.007277596,0.20385742,151552,0.012687033,151552,421,0.31767481565475464,1.21257,1473.66,373.69870710372925
38.01,1.1322567,75,-0.00040029298,0.0746582,153600,0.0063231215,153600,410,0.5681630671024323,1.2073638,1468.75,378.68634724617004
37.53,0.9253976,76,-0.00907989,0.19072266,155648,0.012958536,155648,400,0.521752268075943,1.140846,1465.13,383.7972254753113
37.96,0.4748672,77,0.0011868684,0.10092773,157696,0.009153475,157696,428,0.6878644526004791,1.1891669,1465.13,388.57176399230957
38.51,0.26617968,78,0.0039336067,0.12314453,159744,0.009388634,159744,427,0.8070070743560791,1.00841,1465.13,393.35986280441284
38.58,0.86347675,79,-0.0020762119,0.084033206,161792,0.006904643,161792,394,0.6445727050304413,1.1886897,1465.13,398.5557587146759
39.11,0.22679992,80,0.0022280097,0.16411133,163840,0.015263786,163840,417,0.854572981595993,1.0563254,1465.13,403.46312642097473
39.82,0.46107346,81,-0.0048144455,0.09091797,165888,0.008739594,165888,404,0.7921258956193924,0.9604298,1462.97,408.5234441757202
40.41,0.38072625,82,-0.005885073,0.15668945,167936,0.013514089,167936,422,0.845515638589859,0.88699424,1462.97,413.3683109283447
39.05,0.35916597,83,-0.0040802895,0.15776367,169984,0.012726712,169984,403,0.8622394055128098,1.1563097,1457.65,418.44823837280273
39.51,0.4980646,84,-0.0038151133,0.15444335,172032,0.013798639,172032,427,0.7683929055929184,0.97098005,1457.65,423.23656582832336
38.8,0.16182332,85,0.00071279425,0.16484375,174080,0.014062854,174080,429,0.831280916929245,0.91688144,1456.77,428.00237560272217
38.39,0.94192696,86,-0.00071107753,0.12978515,176128,0.009421257,176128,391,0.5617993175983429,1.1565796,1456.77,433.23230051994324
38.93,0.9531086,87,-0.0024410929,0.13183594,178176,0.009555655,178176,418,0.7617272287607193,1.2288848,1455.48,438.12477564811707
39.93,0.11869526,88,-0.0011098353,0.1494629,180224,0.013805615,180224,400,0.907462440431118,0.8731106,1455.48,443.24445605278015
40.34,0.3777401,89,-0.0022468644,0.11396484,182272,0.008663466,182272,413,0.8519919514656067,1.1260844,1455.09,448.2013578414917
40.33,0.13771579,90,-0.0010270192,0.11289062,184320,0.01153885,184320,435,0.8553564548492432,0.5918713,1455.87,452.901563167572
40.53,0.22813483,91,-0.0007503397,0.09106445,186368,0.008249595,186368,388,0.7805591374635696,0.58656543,1455.88,458.17638540267944
40.33,0.16291982,92,0.0011799592,0.076123044,188416,0.00633886,188416,418,0.8593838512897491,0.58203554,1455.88,463.06834173202515
40.83,1.8866856,93,-0.0010782282,0.083496094,190464,0.0065240087,190464,395,0.5688712894916534,0.97637665,1450.69,468.2504506111145
41.67,0.17124502,94,-0.0028578267,0.14091797,192512,0.015052522,192512,391,0.8557097613811493,0.6725522,1445.14,473.4761142730713
41.82,0.5711409,95,-0.0010406245,0.09282227,194560,0.007337678,194560,423,0.8019374758005142,0.89047194,1440.87,478.31691908836365
42.4,0.8056385,96,-0.00031411942,0.10869141,196608,0.009116027,196608,405,0.7690684348344803,1.0313414,1438.5,483.3734543323517
42.71,0.13449332,97,-0.0013293354,0.09414063,198656,0.0073236898,198656,431,0.8903747946023941,0.7982813,1435.8,488.1187832355499
42.92,0.93183887,98,-0.0014777135,0.12607422,200704,0.010140853,200704,400,0.7894507050514221,1.251548,1436.29,493.2311444282532
43.3,1.1418821,99,-0.004687351,0.14667968,202752,0.012159796,202752,428,0.8341482281684875,1.4256786,1437.49,498.0087239742279
43.98,0.05272905,100,-0.001410006,0.14091797,204800,0.010058096,204800,431,0.9122825786471367,0.7658315,1437.49,502.75511050224304
44.66,0.872279,101,-0.0064008967,0.11220703,206848,0.008865127,206848,396,0.7899974584579468,1.1926872,1438.43,507.91538763046265
44.95,0.06757779,102,-0.0028713741,0.07680664,208896,0.0076346234,208896,422,0.9095284938812256,0.47847128,1440.05,512.7668340206146
45.18,0.13888101,103,-0.0025093488,0.087646484,210944,0.011299923,210944,409,0.8522479683160782,0.5529589,1443.73,517.7630290985107
45.45,0.38820535,104,-0.0018491962,0.10795899,212992,0.008092048,212992,411,0.8218868970870972,0.8016182,1446.94,522.744756937027
45.88,0.13608947,105,-0.0068992325,0.14125976,215040,0.010134984,215040,432,0.8796559944748878,0.9453651,1449.57,527.4819526672363
46.56,0.5177723,106,0.0024807095,0.09072266,217088,0.0066776713,217088,400,0.7990982830524445,1.18247,1453.61,532.5909142494202
47.39,0.97793305,107,-0.0008368604,0.095019534,219136,0.007167342,219136,416,0.7406712472438812,1.4089915,1457.61,537.5098607540131
47.85,0.4983831,108,-0.00040249992,0.12768555,221184,0.009980184,221184,433,0.7839933931827545,1.3769814,1457.61,542.2368705272675
48.71,0.12013917,109,-0.002877474,0.12294922,223232,0.013012214,223232,399,0.8737574517726898,0.6620298,1460.98,547.3689482212067
49.08,0.14602177,110,-0.0038271477,0.11538086,225280,0.009566781,225280,418,0.925681360065937,0.89971286,1460.98,552.2602763175964
49.53,0.19740382,111,-0.0052546863,0.1371582,227328,0.011758483,227328,410,0.8705896735191345,0.9883707,1460.98,557.248096704483
50.52,0.19281615,112,-0.0048100012,0.09926758,229376,0.007235039,229376,386,0.9060074761509895,1.2330893,1460.98,562.5430438518524
50.79,0.54122174,113,-0.002034837,0.146875,231424,0.012405771,231424,408,0.7997658848762512,1.083089,1460.98,567.55197930336
53.32,4.0362253,114,-0.0034213501,0.1349121,233472,0.009273711,233472,388,0.3692470192909241,1.4464514,1460.98,572.8268401622772
54.1,0.95927113,115,-0.0009567233,0.08754883,235520,0.006645745,235520,426,0.7197301685810089,1.3656596,1460.98,577.6344673633575
55.83,2.6349082,116,-0.0019926708,0.1328125,237568,0.011568931,237568,422,0.5494263768196106,1.2089193,1460.98,582.4815325737
57.4,5.1800137,117,0.0010756161,0.1038086,239616,0.008313663,239616,367,0.3040592074394226,1.2236148,1460.98,588.0478851795197
59.0,1.9929609,118,-0.0009688333,0.08823242,241664,0.0071683675,241664,422,0.6557977199554443,1.311671,1460.98,592.8925113677979
59.09,0.45598096,119,-0.0035083499,0.14501953,243712,0.010710389,243712,422,0.8543962389230728,1.1847289,1460.98,597.7407214641571
60.68,2.894061,120,-0.0014333365,0.11259766,245760,0.009204356,245760,390,0.47712600231170654,1.1499679,1460.98,602.9796867370605
61.39,3.1993468,121,-0.0017342956,0.120751955,247808,0.009056291,247808,414,0.3876749277114868,1.2210119,1460.98,607.9174644947052
61.63,1.7232401,122,-0.003631555,0.07099609,249856,0.0059158076,249856,402,0.6462137401103973,1.2018465,1460.98,613.0003764629364
62.85,2.4777682,123,-0.0031887207,0.1375,251904,0.008959124,251904,391,0.44504374265670776,1.1481762,1460.98,618.2364432811737
63.22,0.4210171,124,-0.004414526,0.11928711,253952,0.014127428,253952,421,0.6629030406475067,1.287716,1460.98,623.0902025699615
63.91,0.72829247,125,-0.0009029868,0.10957031,256000,0.008965457,256000,397,0.7616951614618301,1.2154131,1460.98,628.2468042373657
64.48,0.17883685,126,-0.0039297356,0.14013672,258048,0.014130309,258048,419,0.8877091556787491,1.2333343,1460.98,633.1300363540649
63.82,0.63051546,127,-0.0059430082,0.1659668,260096,0.013557163,260096,410,0.8333460688591003,1.1640615,1460.98,638.1213746070862
64.63,2.549048,128,-0.0061402563,0.09448242,262144,0.0077036843,262144,386,0.585360586643219,1.3847215,1460.98,643.4212079048157
63.88,0.38248163,129,-0.0026165526,0.06542969,264192,0.0066412003,264192,417,0.8280949890613556,1.3861121,1460.98,648.32763838768
63.37,1.8321928,130,-0.0013934941,0.05493164,266240,0.005556762,266240,402,0.5681834518909454,1.4121476,1460.98,653.4219851493835
63.25,2.2061956,131,-0.0063373386,0.1574707,268288,0.0112416,268288,386,0.7856781482696533,1.2196329,1456.14,658.7286107540131
64.99,6.1050634,132,-0.0047951303,0.074121095,270336,0.007194908,270336,374,0.48118793964385986,1.4813807,1451.55,664.205331325531
66.14,6.1672883,133,-0.0021966272,0.06020508,272384,0.0054986114,272384,413,0.2677006721496582,1.4460518,1451.55,669.1593925952911
70.81,25.991938,134,-0.000885829,0.13276367,274432,0.00993748,274432,395,0.5408516228199005,1.3792522,1448.64,674.3416526317596
71.58,4.6294236,135,-0.0029913255,0.070410155,276480,0.007711669,276480,408,0.43786710500717163,1.4643083,1448.64,679.3539659976959
71.85,1.5534022,136,-0.00294178,0.11030273,278528,0.008674003,278528,420,0.8621958643198013,1.506769,1448.64,684.2273302078247
70.36,1.4707227,137,-0.0040801573,0.18344727,280576,0.015529662,280576,377,0.8926196396350861,1.3218958,1448.64,689.6519474983215
70.14,2.076338,138,-0.0008751747,0.12114258,282624,0.008541467,282624,406,0.7932544648647308,1.3695382,1448.64,694.6956520080566
69.73,0.7567817,139,-0.0043305913,0.19833985,284672,0.017941527,284672,427,0.8686534464359283,1.4196235,1448.64,699.4897527694702
69.81,0.6162827,140,-0.002257937,0.1830078,286720,0.011839596,286720,387,0.8683793544769287,1.2800657,1447.22,704.7798414230347
69.2,2.776837,141,-0.0005650948,0.17236328,288768,0.012867021,288768,407,0.6234375238418579,1.3224701,1447.22,709.8102474212646
69.55,1.2368084,142,-0.0028988926,0.07915039,290816,0.006283424,290816,387,0.8432659953832626,1.0813878,1445.02,715.1002798080444
69.58,3.4633853,143,-0.0031249807,0.14819336,292864,0.010815783,292864,416,0.5883060693740845,1.3612173,1442.61,720.0148706436157
71.21,3.4936974,144,0.00027823102,0.09438477,294912,0.0072467686,294912,391,0.5942067503929138,1.4990448,1442.61,725.242285490036
70.74,0.81044877,145,-0.0047290167,0.21279296,296960,0.015010366,296960,412,0.8611578196287155,1.3784053,1445.21,730.2044522762299
71.24,1.9423897,146,-0.0043268283,0.1519043,299008,0.01350601,299008,392,0.6907462775707245,1.1377962,1445.56,735.4186372756958
71.48,0.6428844,147,-0.000580814,0.15917969,301056,0.013819332,301056,420,0.8942042663693428,1.176896,1447.61,740.2915601730347
71.61,0.23845787,148,-0.0017654266,0.12231445,303104,0.0096987365,303104,418,0.934513732790947,1.2059102,1447.61,745.1914482116699
70.96,0.2755295,149,0.0004181047,0.16455078,305152,0.012033144,305152,384,0.953219834715128,1.2360783,1447.61,750.5231363773346
70.66,0.20378935,150,-0.0016071328,0.09853516,307200,0.0077493777,307200,407,0.956276711076498,1.2093585,1447.61,755.5439825057983
70.52,0.3907249,151,-0.0017549181,0.1003418,309248,0.007908547,309248,414,0.9111433252692223,1.2041731,1447.61,760.4819447994232
70.16,0.17400442,152,-0.0033499175,0.13447265,311296,0.009655912,311296,383,0.9102040603756905,1.2836058,1449.77,765.8159420490265
71.41,10.509342,153,0.0012833371,0.07060547,313344,0.0065468103,313344,414,0.47610098123550415,1.2275217,1449.77,770.7546083927155
71.79,0.18468332,154,-0.0035656705,0.1487793,315392,0.010004396,315392,396,0.9621568843722343,1.1980455,1455.09,775.9208362102509
71.38,0.25057957,155,-0.0052815666,0.18950196,317440,0.013590163,317440,415,0.9536105431616306,1.155704,1455.09,780.8507537841797
71.31,1.0575651,156,0.0008942969,0.14501953,319488,0.010765495,319488,415,0.8152408748865128,1.1639727,1455.97,785.7804429531097
72.11,0.80891734,157,-0.0035914953,0.14140625,321536,0.009287687,321536,393,0.8592999875545502,1.1801814,1455.97,790.9852333068848
71.63,0.13938434,158,-0.007176377,0.17260742,323584,0.011808017,323584,422,0.7808147519826889,1.2519987,1457.26,795.8351473808289
71.11,0.068355985,159,-0.0042958083,0.12412109,325632,0.009788653,325632,416,0.8383374661207199,1.1727705,1457.26,800.7474479675293
70.44,0.095958136,160,-0.0081891995,0.15024415,327680,0.010478757,327680,394,0.9633847810328007,1.1457222,1457.65,805.9394521713257
69.99,0.25901207,161,-0.002260257,0.15083008,329728,0.010611224,329728,415,0.9265753030776978,1.0797265,1457.65,810.8661985397339
69.93,0.5748762,162,-0.0024315105,0.17915039,331776,0.013903985,331776,407,0.8421574234962463,1.064757,1457.65,815.8970236778259
69.93,0.63874376,163,-0.0012584294,0.17216797,333824,0.011823003,333824,391,0.8988831713795662,0.97920525,1457.65,821.1324715614319
69.9,0.08851407,164,-0.000995688,0.12695312,335872,0.009574737,335872,420,0.9727007765322924,1.1138213,1457.65,826.0021395683289
70.07,1.7699277,165,0.0009061128,0.14970703,337920,0.010295498,337920,395,0.7408327162265778,1.1262836,1468.65,831.1771206855774
69.71,0.22834146,166,-0.0010974717,0.1940918,339968,0.013935497,339968,413,0.9635132551193237,1.0014794,1468.65,836.1305916309357
69.7,0.08705216,167,-0.0025688328,0.096386716,342016,0.007831866,342016,390,0.8963242694735527,1.1771955,1473.1,841.3705327510834
70.06,2.308441,168,-0.0018379658,0.09194336,344064,0.0077756206,344064,393,0.6838899254798889,1.155414,1476.4,846.5701401233673
70.15,0.6163732,169,-6.131317e-05,0.14228515,346112,0.010368401,346112,408,0.8984613120555878,1.0729879,1479.1,851.5832793712616
70.42,0.14445296,170,-0.0023174342,0.16176757,348160,0.010740008,348160,405,0.961101308465004,1.067842,1479.1,856.6327283382416
69.76,0.20048562,171,0.0019828533,0.16176757,350208,0.01087348,350208,387,0.9458196870982647,1.0673362,1479.1,861.9132220745087
69.24,0.055100698,172,-0.011189513,0.23999023,352256,0.016232263,352256,397,0.9023281261324883,1.1498458,1479.1,867.0655651092529
70.12,3.8464024,173,3.2978655e-06,0.10258789,354304,0.008416916,354304,383,0.620058685541153,1.1429569,1479.1,872.413060426712
69.63,0.20155141,174,-0.0063595474,0.11225586,356352,0.009464877,356352,372,0.9492876157164574,1.0886563,1479.1,877.9101665019989
69.61,0.16045825,175,-0.0004953531,0.13701172,358400,0.009976594,358400,426,0.9578731022775173,1.0867115,1479.1,882.7091994285583
71.61,9.6038,176,0.001212343,0.11791992,360448,0.008963915,360448,402,0.155237078666687,1.0814596,1479.1,887.7924387454987
72.01,1.1882136,177,-0.0062592872,0.17348632,362496,0.012147961,362496,428,0.648027628660202,1.3768446,1479.1,892.5760908126831
72.92,4.1207876,178,-0.0016477288,0.1324707,364544,0.009098647,364544,412,0.593368262052536,1.2275414,1479.1,897.5433943271637
73.16,4.7248363,179,-0.0014097163,0.16914062,366592,0.013120195,366592,399,0.43733859062194824,1.0363175,1479.1,902.6724183559418
73.04,0.10994067,180,-0.0051435707,0.14326172,368640,0.011484083,368640,427,0.9369523599743843,1.1137613,1479.1,907.4633886814117
72.43,4.114628,181,-0.00243709,0.11748047,370688,0.009207552,370688,423,0.6541722416877747,1.3179066,1479.1,912.2966768741608
73.98,0.8859972,182,-0.009404571,0.13647461,372736,0.010080489,372736,396,0.8332167118787766,1.10397,1479.1,917.4598879814148
73.15,0.5456598,183,-0.0016686093,0.15541992,374784,0.01042061,374784,425,0.9020188301801682,1.0450789,1479.1,922.2742331027985
75.8,10.170874,184,-0.0016797405,0.12055664,376832,0.008169009,376832,388,0.273318350315094,1.1285506,1479.1,927.5483644008636
75.97,4.0589304,185,-0.0025367416,0.16240235,378880,0.012092191,378880,429,0.6572544276714325,1.0509973,1479.1,932.3230671882629
76.32,1.7114255,186,-0.0021287096,0.15185547,380928,0.011960444,380928,426,0.253839910030365,1.2295077,1479.1,937.120454788208
74.97,3.002441,187,-0.0015902247,0.07700195,382976,0.0067099035,382976,402,0.5604540705680847,1.3110809,1479.1,942.2139518260956
75.67,14.893847,188,0.0023018161,0.072216794,385024,0.0059270933,385024,411,0.35745060443878174,1.1273046,1479.1,947.1866858005524
80.38,23.598772,189,-0.00026985595,0.09853516,387072,0.007906746,387072,433,0.10134130716323853,1.3025479,1479.1,951.9065039157867
77.13,0.49957198,190,-0.004035815,0.11953125,389120,0.009151424,389120,401,0.8925118371844292,1.2713326,1479.1,957.0023205280304
77.99,5.834942,191,-0.0006533725,0.058886718,391168,0.005485348,391168,429,0.6144819855690002,1.097876,1479.1,961.7734441757202
78.14,0.49730787,192,-0.0038654704,0.15214844,393216,0.01003008,393216,424,0.9007440209388733,1.0990634,1479.1,966.5929675102234
82.1,25.79248,193,0.00043224948,0.07724609,395264,0.0059245266,395264,390,0.0861096978187561,1.0612104,1479.1,971.8372209072113
86.11,24.669437,194,-0.0047332076,0.14565429,397312,0.009952714,397312,417,0.15833401679992676,1.1678321,1479.1,976.7480480670929
89.97,23.847433,195,0.00035313153,0.21230468,399360,0.017981665,399360,380,0.2034507393836975,1.2245344,1479.1,982.1332015991211
89.6,1.613279,196,-0.0011732994,0.11333008,401408,0.008595426,401408,431,0.6189097464084625,1.230887,1479.1,986.8799393177032
90.9,24.723125,197,-0.0013591786,0.075683594,403456,0.007620563,403456,427,0.17299145460128784,1.183779,1479.1,991.6690022945404
95.45,6.5336976,198,-0.0028224834,0.17202148,405504,0.011767729,405504,402,0.23635554313659668,1.3531154,1479.1,996.7526528835297
96.52,5.2197447,199,-0.005513439,0.14780274,407552,0.010342156,407552,422,0.5325879752635956,1.3111409,1479.1,1001.6046922206879
