serial_timesteps,total_timesteps,value_loss,time_elapsed,nupdates,clipfrac,fps,policy_loss,explained_variance,policy_entropy,approxkl,eprewmean,eplenmean
897000,897000,117.967064,2443.257281780243,598,0.0,378,-0.00014822217,0.8335231691598892,0.57437384,0.00010947796,809.952185,1160.0
898500,898500,4242.195,2447.444734096527,599,0.052266654,358,-0.0022138793,0.22701770067214966,0.56093675,0.003925162,658.415668,772.0
900000,900000,39.124912,2451.73228931427,600,0.012066666,349,-0.000706165,0.9366761744022369,0.53565264,0.00094632024,529.384024,1500.0
901500,901500,19.562553,2456.004050016403,601,0.011066666,351,-0.0027194708,0.9586751498281956,0.45640156,0.0014557419,401.938862,767.0
903000,903000,5.950372,2459.917329311371,602,0.0635333,383,-0.009662871,0.9885553093627095,0.67654,0.0037369218,553.823533,1016.0
904500,904500,159262.58,2464.192910671234,603,0.017733332,350,-0.0027728176,0.022083818912506104,0.7128192,0.0028386698,1617.578165,965.0
906000,906000,438.8878,2468.5016787052155,604,0.013866662,348,-0.0041495343,0.6129021048545837,0.50472325,0.0016053129,659.336251,704.0
907500,907500,235299.3,2472.838245153427,605,0.00033333336,345,-3.0149138e-05,0.015011250972747803,0.68511933,0.00034165458,258.301484,817.0
909000,909000,8.470365,2476.7277462482452,606,0.006133333,385,-0.00065334444,0.981801625341177,0.38725013,0.00079509517,345.452784,700.0
910500,910500,25.932123,2480.9321196079254,607,0.013999998,356,-0.0024832883,0.953033160418272,0.54030746,0.0020262257,300.643703,694.0
912000,912000,19.03119,2485.2145116329193,608,0.010666666,350,2.570273e-05,0.9580630958080292,0.39263558,0.0012377998,177.990197,552.0
913500,913500,423.3324,2489.4997324943542,609,0.0019333329,350,-0.0007532518,0.6292804479598999,0.39664543,0.00041183364,631.641721,637.0
915000,915000,11.687111,2493.847604751587,610,0.0,345,-0.0011434668,0.9790303241461515,0.59102523,0.00036127184,355.161054,702.0
916500,916500,5.616856,2498.1090037822723,611,0.011466663,352,-0.00047782806,0.991767905652523,0.52263486,0.0015177802,419.306675,827.0
918000,918000,20.38554,2502.357172727585,612,0.0769333,353,-0.001062542,0.9609932042658329,0.515733,0.0051215496,325.783563,709.0
919500,919500,19847634.0,2506.5262594223022,613,0.0,359,-0.00012440112,0.002255260944366455,0.44364205,8.919855e-05,179.946523,713.0
921000,921000,41.82241,2510.738072872162,614,0.029133322,356,-0.004624766,0.9205319732427597,0.5411465,0.0024257177,214.915657,658.0
922500,922500,44.44524,2515.0088472366333,615,0.015866661,351,-0.00399939,0.7668099999427795,0.36267146,0.0014236373,8.756173,969.0
924000,924000,30.02842,2519.5511634349823,616,0.011733332,330,-0.003177698,0.9099371954798698,0.4350933,0.0011328489,214.021541,619.0
925500,925500,368.17032,2523.7884106636047,617,0.05293332,354,-0.0047519486,0.670965164899826,0.44885755,0.0035057056,750.087737,858.0
927000,927000,32.410397,2528.045504808426,618,0.0024,352,-0.001176541,0.9323104545474052,0.41656262,0.00048124336,16.079552,712.0
928500,928500,90.614105,2531.9560313224792,619,0.012933331,383,-0.001441292,0.8691940158605576,0.6110847,0.0014512636,670.753341,986.0
930000,930000,101.37829,2536.226011276245,620,0.0015333333,351,-0.0016904534,0.8420678079128265,0.7127558,0.0007952739,562.422233,1004.0
931500,931500,29.467829,2540.5360441207886,621,0.00013333333,348,-0.00023198174,0.9434964954853058,0.5332674,0.00027135073,147.401402,908.0
933000,933000,13.998663,2544.700618982315,622,0.0,360,-0.0009992635,0.9658987745642662,0.31792012,0.00019481411,17.688255,783.0
934500,934500,27.079815,2548.9694385528564,623,0.07879998,351,-0.0060584997,0.9577125683426857,0.6245002,0.0050679003,455.886971,822.0
936000,936000,10.416111,2553.0589187145233,624,0.0,366,-0.00014863152,0.9769597202539444,0.57255054,0.00022942183,544.72649,1045.0
937500,937500,40.06182,2557.396561861038,625,0.010333333,345,-0.0015919341,0.941012904047966,0.5239067,0.000898137,653.658878,1250.0
939000,939000,11944423000000.0,2561.323826313019,626,0.0,381,-0.0001224945,2.4437904357910156e-06,0.5222822,3.0968262e-05,64322491.133215,1207.0
940500,940500,0.7200759,2565.5837762355804,627,0.05279997,352,-0.004725801,0.9987666360102594,0.6097488,0.0043356232,396.204665,842.0
942000,942000,37.63377,2569.916525363922,628,0.0147999935,346,-0.0040563154,0.8891848549246788,0.40131265,0.0016383139,121.30615,674.0
943500,943500,20.735632,2573.8809547424316,629,0.028999984,378,-0.0020029277,0.9628920666873455,0.5161323,0.0024841873,52.349339,1078.0
945000,945000,38.61186,2578.1075115203857,630,0.0054666656,354,-0.0011438066,0.8870391845703125,0.3873972,0.00071065576,101.711402,926.0
946500,946500,63.88995,2582.433608531952,631,0.010266666,346,-0.0029965276,0.9018353000283241,0.63976645,0.0013587542,425.719776,701.0
948000,948000,13.345083,2586.8752839565277,632,0.0007333334,337,-0.00039388094,0.975206395611167,0.50868154,0.00044402506,0.0,868.0
949500,949500,29.974503,2591.0630173683167,633,0.008,358,-0.003458588,0.9401082843542099,0.5269418,0.0008176749,379.139752,806.0
951000,951000,22.151379,2595.354504108429,634,0.006533333,349,-0.0010407038,0.9563472531735897,0.4632068,0.00086908526,300.149566,712.0
952500,952500,10.587347,2599.3432745933533,635,0.0036000004,376,-0.001373561,0.9783346131443977,0.54952294,0.00053834193,532.412959,1244.0
954000,954000,70.84906,2603.3257751464844,636,0.0,376,-9.2662696e-05,0.8880088403820992,0.5801097,0.0001266934,768.947653,1245.0
955500,955500,808.8805,2607.600866794586,637,0.03079999,350,-0.0020926865,0.49992233514785767,0.47102153,0.0026178202,312.277369,700.0
957000,957000,8.587808,2611.6524097919464,638,0.0,370,-9.6425974e-05,0.9828715678304434,0.5897477,5.2186642e-05,794.959236,1456.0
958500,958500,17819.305,2615.907532930374,639,0.02566666,352,-0.0023251662,0.09072351455688477,0.6664379,0.002398507,369.296358,884.0
960000,960000,427.02765,2620.2122139930725,640,0.0,348,0.00013122353,0.6072370111942291,0.793241,4.278349e-05,448.749822,776.0
961500,961500,184.2105,2624.536186695099,641,0.035133325,346,-0.0046320735,0.7851933389902115,0.63363826,0.0026528821,259.685798,636.0
963000,963000,1469.1233,2628.5710134506226,642,0.0,371,-0.00050586817,0.303871214389801,0.5520461,0.00050081837,1094.826442,1050.0
964500,964500,366.61734,2633.0770955085754,643,0.00026666667,332,-0.0007865376,0.6025016605854034,0.45814198,0.00041920436,130.553268,680.0
966000,966000,2491.384,2637.012162923813,644,0.054133326,381,-0.0020294024,0.27344733476638794,0.44511697,0.0035764659,1490.496103,1070.0
967500,967500,27.971357,2640.9993228912354,645,0.0,376,-0.0006238392,0.9361453801393509,0.68068296,0.0007192699,460.895328,1245.0
969000,969000,62.70851,2645.3070471286774,646,0.010199998,348,-0.0023122896,0.9137565866112709,0.50058496,0.0011258877,558.524197,1247.0
970500,970500,49.893154,2649.2225081920624,647,0.016599996,383,-0.0027004895,0.9285011738538742,0.510695,0.0012205866,893.518267,1352.0
972000,972000,2.6637354,2653.145448446274,648,0.008533333,382,-0.00077972224,0.9956190185621381,0.5030365,0.0011281453,789.680045,1339.0
973500,973500,41.489113,2657.1819553375244,649,0.01613333,371,-0.0010167048,0.8831792026758194,0.43484798,0.0012830356,259.464626,1215.0
975000,975000,72500660.0,2661.3993122577667,650,0.001,355,-0.00088422006,0.0013136863708496094,0.48420107,0.0008176781,158786.858546,730.0
976500,976500,113057.48,2665.6355533599854,651,0.0007333334,354,0.00013746842,0.034021615982055664,0.5376341,0.0005103458,171.41178,745.0
978000,978000,13556.563,2669.5421085357666,652,0.0,384,-0.00024937707,0.08948731422424316,0.5701719,0.00031818103,2787.362177,1291.0
979500,979500,1731.5714,2673.4702768325806,653,0.0,381,-2.4778983e-06,0.317307710647583,0.6023409,9.294177e-05,1435.121525,1255.0
981000,981000,2738.3582,2677.7539718151093,654,0.02433333,350,-0.0042696493,0.29040253162384033,0.5510194,0.0021451057,1330.568989,840.0
982500,982500,45.7156,2681.9679765701294,655,0.009933328,355,-0.0007110722,0.933744914829731,0.41019797,0.0011018676,212.883779,573.0
984000,984000,7.2464514,2686.182049512863,656,0.021599993,355,-0.002852983,0.9835346527397633,0.41589352,0.0023865246,359.817031,670.0
985500,985500,22.924055,2690.76651263237,657,0.0065333336,327,-0.0006924756,0.9594462849199772,0.46712834,0.0011263358,173.75074,568.0
987000,987000,21.28712,2694.711121559143,658,0.052533306,380,-0.004409775,0.9625381790101528,0.49834216,0.0035031596,796.463326,1500.0
988500,988500,28.021606,2698.9714617729187,659,0.015133332,352,-0.0025942684,0.9414056725800037,0.40441853,0.0013816027,298.649402,710.0
990000,990000,72.948456,2702.9547169208527,660,0.009600001,376,-0.0010912424,0.8442956954240799,0.39371908,0.0006941424,458.795202,1165.0
991500,991500,14.726646,2706.92906332016,661,0.033933323,377,-0.005106818,0.9767159949988127,0.52995646,0.0033336803,14.58754,773.0
993000,993000,8.184168,2711.3116416931152,662,0.011666663,342,-0.0047846083,0.9313491508364677,0.21826336,0.0007186529,51.501032,928.0
994500,994500,27.72159,2715.595985889435,663,0.00013333333,350,-0.00036545622,0.9582775980234146,0.6247882,0.00035729946,321.085202,713.0
996000,996000,1223.9592,2719.922200202942,664,0.005999999,346,-0.0025779442,0.4304995536804199,0.50244826,0.0010940869,960.870736,718.0
997500,997500,44.4292,2724.192693710327,665,0.015333327,351,-0.0017511061,0.9076648652553558,0.51667523,0.0012036545,233.440346,733.0
999000,999000,81.14401,2728.799911737442,666,0.00033333336,325,-0.00041094993,0.8726060092449188,0.56427455,0.00019704716,686.730397,1269.0
1000500,1000500,3.2430604,2732.68785738945,667,0.020799994,385,-0.0009228891,0.9954451965168118,0.4858364,0.0018869175,855.208938,1403.0
1002000,1002000,29.955608,2736.6619045734406,668,0.0049333335,377,-0.0014370003,0.9312234669923782,0.40138665,0.0006739881,151.6195,928.0
1003500,1003500,77.56516,2741.263820409775,669,0.009399999,325,-0.0031739727,0.8958974480628967,0.60040265,0.00089264364,360.854549,755.0
1005000,1005000,10.285151,2745.3324151039124,670,0.014066664,368,-0.0016908476,0.982827739790082,0.47585022,0.0010230689,687.207576,1417.0
1006500,1006500,64.05667,2749.6681990623474,671,0.005199998,345,-0.0019260171,0.8853244259953499,0.39008415,0.000813137,14.352882,837.0
1008000,1008000,47.75942,2753.6057934761047,672,0.017199997,380,-0.0012545601,0.9412582106888294,0.46719852,0.0013963006,839.00814,1252.0
1009500,1009500,3433.1873,2757.877762556076,673,0.006466665,351,-0.0015952876,0.25461655855178833,0.4258457,0.0012112601,1468.640095,825.0
1011000,1011000,30.112236,2762.1657831668854,674,0.0,349,-0.00028016788,0.9404540248215199,0.637429,0.00019469939,295.466227,665.0
1012500,1012500,11280.987,2766.4209690093994,675,0.0021333334,352,-0.0009702579,0.12996482849121094,0.4095456,0.0006145258,84.812437,590.0
1014000,1014000,31.316896,2770.632489681244,676,0.09713333,356,-0.010916019,0.9333458989858627,0.55224204,0.006894669,328.27007,670.0
1015500,1015500,2.2163312,2774.5301887989044,677,0.049666643,384,-0.003050729,0.9961417755112052,0.4183162,0.0034646278,412.890744,934.0
1017000,1017000,40.911495,2779.0909633636475,678,0.024466656,328,-0.0054086256,0.9193081185221672,0.4723997,0.0021488862,102.046519,575.0
1018500,1018500,22.441538,2783.4292833805084,679,0.0090666665,345,-0.0012347874,0.959289412945509,0.45407352,0.0009142188,277.433515,663.0
1020000,1020000,669.2965,2787.6115667819977,680,0.06353332,358,-0.003460089,0.5621286034584045,0.6304821,0.0041725943,298.060381,772.0
1021500,1021500,36.79687,2791.815582036972,681,0.036133315,356,-0.0041547786,0.9457494951784611,0.47439763,0.003507528,329.663245,683.0
1023000,1023000,4.1675267,2796.0283541679382,682,0.0016666665,356,-0.00040837884,0.9923506425693631,0.43290764,0.00048436652,316.58966,780.0
1024500,1024500,36.14799,2800.387656211853,683,0.011533332,344,-0.0038456675,0.9485127218067646,0.52746546,0.002095066,505.114061,1008.0
1026000,1026000,27.60303,2804.3783042430878,684,0.022866657,375,-0.003385995,0.9166133776307106,0.37447053,0.0018760689,154.41828,643.0
1027500,1027500,26.418005,2808.6542267799377,685,0.010733331,350,-0.0039537298,0.8730083554983139,0.4377094,0.0010376388,0.0,1110.0
1029000,1029000,136.1893,2812.956482887268,686,0.0,348,-9.1231894e-05,0.7989238202571869,0.391245,3.0479994e-05,368.853512,834.0
1030500,1030500,25.673077,2817.2028064727783,687,0.030466653,353,-0.0028488273,0.9516220167279243,0.5541644,0.0026399763,247.131667,723.0
1032000,1032000,10.568334,2821.213492155075,688,0.003199999,374,-0.00047119622,0.8888151496648788,0.14845948,0.0005173203,50.894713,778.0
1033500,1033500,13.335411,2825.540105819702,689,0.0023333328,346,-0.0011703261,0.8588471114635468,0.2542016,0.00042621925,0.0,973.0
1035000,1035000,56.026134,2829.7796564102173,690,0.01826666,353,-0.0029034803,0.9048774391412735,0.34504852,0.0017899522,302.64328,847.0
1036500,1036500,6235.689,2834.1457664966583,691,0.014333334,343,-0.0029751023,0.18410956859588623,0.6758281,0.0018550412,1723.452961,733.0
1038000,1038000,34.870632,2838.564656496048,692,0.010399997,339,-0.003750237,0.9216467440128326,0.4321609,0.0012170139,19.304644,724.0
1039500,1039500,18.136816,2842.7878320217133,693,0.0050666668,355,-0.0010169994,0.9573612064123154,0.4144233,0.0013828916,0.0,726.0
1041000,1041000,8.079082,2847.2237107753754,694,0.017266667,338,-0.007281,0.9415920861065388,0.34405503,0.0014059446,56.782783,965.0
1042500,1042500,10.585069,2851.1932349205017,695,0.014666663,377,-0.001510794,0.9828553311526775,0.4789207,0.0015098907,11.165918,1045.0
1044000,1044000,12691.473,2855.209242105484,696,0.0,373,0.0005863695,0.12145662307739258,0.4039591,0.00016356498,2782.362669,1383.0
1045500,1045500,11.762951,2859.5021142959595,697,0.021399992,349,-0.0033003592,0.8798937350511551,0.3934476,0.0017627095,4.739845,947.0
1047000,1047000,19.689905,2863.5317888259888,698,0.009066666,372,-0.0046281605,0.9009010046720505,0.43207538,0.0012381655,0.0,1117.0
1048500,1048500,25.549053,2867.5404980182648,699,0.037399985,374,-0.008411211,0.9656249694526196,0.7988126,0.0037369921,49.241579,1059.0
1050000,1050000,28.964594,2871.5979084968567,700,0.02406666,369,-0.0019728974,0.9441356398165226,0.9058904,0.0025383735,514.287566,1500.0
1051500,1051500,16477.627,2875.869194984436,701,0.0,351,-0.00011379865,0.07286173105239868,0.5087307,1.8674524e-05,3061.056862,1335.0
1053000,1053000,30.763151,2879.889867067337,702,0.0028,373,-0.0011512035,0.9446392320096493,0.86916274,0.00097303087,706.796076,1500.0
1054500,1054500,34.437435,2883.954513311386,703,0.0,369,-0.0006501735,0.9273073524236679,0.8423918,0.00027953938,744.361029,1500.0
1056000,1056000,30.574907,2888.195438146591,704,0.060399976,353,-0.0050001713,0.9385880418121815,0.92639804,0.0033376252,747.769307,1500.0
1057500,1057500,7.8610144,2892.0793969631195,705,0.006199998,386,-0.002107448,0.9272021129727364,0.34055763,0.0007663504,10.397714,1022.0
1059000,1059000,41.859325,2896.1959018707275,706,0.008399999,364,-0.0007929797,0.9117823392152786,0.56287414,0.001225382,468.519872,1500.0
1060500,1060500,24.751093,2900.2434225082397,707,0.053799976,370,-0.00480315,0.9429253004491329,0.96685874,0.0043142294,777.245681,1500.0
1062000,1062000,42.369102,2904.3667776584625,708,0.050399974,363,-0.003763679,0.9205469116568565,0.9685898,0.0028530916,632.073606,1500.0
1063500,1063500,42.62474,2908.4569129943848,709,0.012733331,366,-0.00048060663,0.9234394505620003,0.9349456,0.0014761506,642.125056,1500.0
1065000,1065000,36.242054,2912.5207982063293,710,0.005333333,369,-0.00028267785,0.9395598582923412,0.894546,0.00071650575,575.175731,1500.0
1066500,1066500,35.10968,2916.510395526886,711,0.0068666665,376,-0.001226576,0.9479481689631939,0.92929953,0.0020904655,580.703511,1500.0
1068000,1068000,11.366669,2920.5323338508606,712,0.019333325,372,-0.0027483804,0.9804911315441132,0.4603011,0.0018455688,8.787042,973.0
1069500,1069500,25.516962,2924.5413386821747,713,0.013866663,374,-0.0021432205,0.947692010551691,0.6997269,0.0018678607,700.938901,1500.0
1071000,1071000,22.732416,2928.5486261844635,714,0.012466664,374,-0.0032753367,0.9553018100559711,0.8932623,0.0022529904,858.784675,1500.0
1072500,1072500,31.064978,2932.5925393104553,715,0.02299999,370,-0.0023414602,0.9281110614538193,0.99455184,0.002318745,751.464828,1500.0
1074000,1074000,30.551027,2936.571228981018,716,0.036666647,377,-0.00456292,0.9427471086382866,0.99217224,0.0032737881,793.758746,1500.0
1075500,1075500,46.1975,2940.6446800231934,717,0.013399998,368,-0.0014929636,0.9230165258049965,0.7087926,0.0008366962,701.041495,1500.0
1077000,1077000,41.78498,2944.8704562187195,718,0.024533331,354,-0.0022934414,0.9068057611584663,0.9500608,0.0032759467,571.5694,1238.0
1078500,1078500,27.47705,2949.30216050148,719,0.018333329,338,-0.0034925446,0.9226017817854881,0.47768864,0.0017147377,6.348835,1056.0
1080000,1080000,35.599598,2953.3607354164124,720,0.03873334,369,-0.00420953,0.9260899350047112,1.0696312,0.0032327876,686.305338,1500.0
1081500,1081500,13.52635,2957.393862724304,721,0.028199997,371,-0.004195483,0.9673486351966858,0.5580542,0.0027903274,56.4698,887.0
1083000,1083000,31.676958,2961.691728115082,722,0.0,349,-0.0008885065,0.9478167816996574,0.66381717,0.00047655086,52.47088,915.0
1084500,1084500,11420.184,2965.824939727783,723,0.0,362,-4.2427862e-05,0.09825259447097778,0.86702085,0.00015494131,2505.469282,1306.0
1086000,1086000,12.057318,2970.1102814674377,724,0.009466668,350,-0.0018882316,0.9787683989852667,0.8006325,0.0014042608,597.803937,1174.0
1087500,1087500,18.210314,2974.4537093639374,725,0.02299999,345,-0.0020069622,0.8127513825893402,0.34461176,0.0019886177,23.192963,963.0
1089000,1089000,53.288486,2978.4088995456696,726,0.0039333333,379,-0.00092294277,0.9139281511306763,0.63142866,0.0009853722,553.056324,950.0
1090500,1090500,230.557,2982.7986545562744,727,0.00013333333,341,-0.0013152062,0.7249167263507843,0.71497947,0.0006001124,692.289853,1074.0
1092000,1092000,1.3967494,2987.032162427902,728,0.05739997,354,-0.005833058,0.99728510575369,0.69567084,0.004671048,414.767612,885.0
1093500,1093500,2.9991674,2990.933509349823,729,0.02219999,384,-0.0029297688,0.9917240096256137,0.42614052,0.0018756745,53.013055,887.0
1095000,1095000,9.481956,2995.517264842987,730,0.018199991,327,-0.0042487774,0.9718478862196207,0.43130815,0.0012993535,7.147801,944.0
1096500,1096500,1119.9312,2999.7971715927124,731,0.0052,350,-0.00022545598,0.3976899981498718,0.52529234,0.0008853157,960.112447,789.0
1098000,1098000,26.365894,3004.0377638339996,732,0.021133326,353,-0.004625768,0.9609027653932571,0.5921236,0.0027927342,349.444374,762.0
1099500,1099500,4.048975,3008.3114178180695,733,0.010333332,351,-0.0026603534,0.9927383973263204,0.69007134,0.0011941675,266.186785,701.0
1101000,1101000,28.584278,3012.6258182525635,734,0.003466666,347,-0.0009968526,0.9540715739130974,0.57234627,0.0009969067,510.40224,805.0
1102500,1102500,25.854895,3016.647085428238,735,0.033733323,373,-0.004025342,0.950578223913908,0.56918246,0.0029979378,284.150784,841.0
1104000,1104000,23.38775,3021.2209162712097,736,0.017999995,327,-0.0025203293,0.9549957513809204,0.513779,0.0012680202,193.188918,700.0
1105500,1105500,121.13522,3025.4673318862915,737,0.013533331,353,-0.00077065895,0.818237692117691,0.30604878,0.0012083875,506.109945,667.0
1107000,1107000,37.694958,3029.6382501125336,738,0.0060666646,359,-0.0019500811,0.8934561982750893,0.37165278,0.00085155497,96.947128,672.0
1108500,1108500,31.930124,3033.9200191497803,739,0.0,350,-0.00043542098,0.8783939555287361,0.40695283,0.000118922144,148.737888,788.0
1110000,1110000,8.822509,3038.0138051509857,740,0.0,366,-0.0008891382,0.9834728520363569,0.45501956,0.00040491894,308.100401,809.0
1111500,1111500,4.388572,3042.341662168503,741,0.012666661,346,-0.0046626804,0.9295889809727669,0.272656,0.0012354163,52.550164,882.0
1113000,1113000,23.494925,3046.6219437122345,742,0.010866663,350,-0.001996897,0.9408286735415459,0.36236927,0.0014294875,44.22761,593.0
1114500,1114500,8.511616,3050.920081615448,743,0.013733328,349,-0.0033914805,0.8482946455478668,0.3689549,0.0017489544,6.321757,901.0
1116000,1116000,26.2485,3055.2424142360687,744,0.02333332,347,-0.0032608411,0.9232280850410461,0.43999714,0.002091817,143.440659,697.0
1117500,1117500,6.5247974,3059.6044397354126,745,0.0067333323,343,-0.00078737014,0.9869105955585837,0.42731205,0.00077356526,1.581648,856.0
1119000,1119000,47.248085,3063.4942677021027,746,0.0053999997,385,-0.0004152842,0.9309764206409454,0.7068927,0.0007039062,635.597643,988.0
1120500,1120500,140.2773,3067.923185110092,747,0.009866664,338,-0.0025543578,0.8208719044923782,0.6222528,0.0020995035,476.043135,673.0
1122000,1122000,33.172935,3072.2855656147003,748,0.0061999983,343,-0.0038182903,0.873351588845253,0.38928396,0.0009920934,47.196704,940.0
1123500,1123500,34.780922,3076.6185681819916,749,0.01333333,346,-0.0015360831,0.9042991921305656,0.3130323,0.0014491449,157.48701,706.0
1125000,1125000,17755.855,3080.8558444976807,750,0.003199999,354,-0.0014778315,0.08804130554199219,0.53745234,0.0005339763,2776.014486,676.0
1126500,1126500,196.56992,3085.188375234604,751,0.0,346,-0.0004506569,0.7408003211021423,0.93935794,8.96574e-05,234.936031,668.0
1128000,1128000,5.3352227,3089.071812391281,752,0.025333323,386,-0.0031724921,0.9898330913856626,0.62276053,0.0023803604,367.991919,942.0
1129500,1129500,225206.7,3093.3960440158844,753,0.0,346,-0.000894117,0.01700037717819214,0.8390321,0.00022755677,9421.843806,1186.0
1131000,1131000,11.103427,3097.3931410312653,754,0.0077999965,375,-0.0018974119,0.8329792320728302,0.30962622,0.0009776693,0.0,940.0
1132500,1132500,35030.074,3101.7523608207703,755,0.04053332,344,-0.0028851216,0.07052642107009888,0.56705135,0.0032492278,4017.73617,871.0
1134000,1134000,5.261933,3106.095679283142,756,0.0065999995,345,-0.0014296822,0.9911153167486191,0.6161134,0.0011535885,638.266888,1070.0
1135500,1135500,29.38992,3110.1515743732452,757,0.028266659,369,-0.0027710213,0.9452705644071102,0.92065316,0.001888804,710.707306,1500.0
1137000,1137000,2.744029,3114.2040190696716,758,0.005199999,370,-0.0019481082,0.9419181644916534,0.29314896,0.00096813357,50.239144,910.0
1138500,1138500,3.9357352,3118.581869125366,759,0.010799998,342,-0.0014579175,0.9166773110628128,0.30288723,0.0009173064,49.337126,880.0
1140000,1140000,5.2592597,3122.8489887714386,760,0.01493333,351,-0.0017928265,0.9899085042998195,0.47928062,0.0012781284,15.16694,932.0
1141500,1141500,7.04395,3126.7729194164276,761,0.0007333334,382,-0.0008562852,0.9640642330050468,0.32955962,0.00043596537,7.152428,929.0
1143000,1143000,20.98634,3130.786271572113,762,0.014599995,373,-0.004459157,0.9539553076028824,0.8884255,0.0020025796,224.380155,743.0
1144500,1144500,29.565388,3135.0186557769775,763,0.03119999,354,-0.0025634873,0.9584226794540882,0.70601773,0.002475976,628.206196,1162.0
1146000,1146000,3.9787357,3139.518986225128,764,0.012666667,333,-0.0011263345,0.9256098717451096,0.3684897,0.0011643865,51.918937,900.0
1147500,1147500,6.8561754,3143.5240666866302,765,0.0044666673,374,-0.0015199647,0.9677570462226868,0.2402479,0.0005213174,68.5326,866.0
1149000,1149000,23.212307,3147.8222970962524,766,0.0026666662,349,-0.003355755,0.9618030712008476,0.7080452,0.0005012106,610.303381,984.0
1150500,1150500,591.63995,3152.0607221126556,767,0.06999997,353,-0.0032562793,0.6038607060909271,0.47877,0.005039119,784.934809,800.0
1152000,1152000,3.382566,3156.020589828491,768,0.004733333,378,-0.0015028578,0.9383678995072842,0.233661,0.0006586383,22.351051,942.0
1153500,1153500,4.3271413,3160.043448448181,769,0.021133326,372,-0.0028131804,0.9919808441773057,0.87884766,0.002369717,48.835652,923.0
1155000,1155000,25.886639,3164.2926943302155,770,0.028933322,353,-0.0055588298,0.8748602122068405,0.3532606,0.0022255818,51.397991,898.0
1156500,1156500,1.776431,3168.277040243149,771,0.008933333,376,-0.001327879,0.9972448199987411,0.7064964,0.001690933,807.575811,1316.0
1158000,1158000,2.2852576,3172.6255214214325,772,0.012933328,344,-0.0037144686,0.9408520720899105,0.23124996,0.00083936966,49.831058,912.0
1159500,1159500,35.330635,3176.668210744858,773,0.0039999993,371,-0.0012648444,0.9213732182979584,0.69607496,0.0009189738,100.35054,911.0
1161000,1161000,43.07132,3181.055879354477,774,0.017799996,341,-0.003419322,0.9301998987793922,0.6070519,0.0015887251,264.579244,825.0
1162500,1162500,8.723958,3185.169112920761,775,0.034199983,364,-0.0025320842,0.98834596760571,0.62152994,0.0029496637,485.10475,888.0
1164000,1164000,1471.707,3189.098840236664,776,0.035600003,381,-0.0011747837,0.32439786195755005,0.96998614,0.0029481933,1438.336664,1161.0
1165500,1165500,62.205276,3193.403826713562,777,0.08613331,348,-0.0035455632,0.9187993109226227,0.587707,0.008059141,604.786666,981.0
1167000,1167000,20.817421,3197.3728313446045,778,0.0021333334,377,-0.00046061163,0.9535912275314331,0.9304861,0.0008767077,929.699662,1500.0
1168500,1168500,21.08812,3201.288314819336,779,0.014399996,383,-0.0023670066,0.9542317986488342,0.9008048,0.0021217028,818.040371,1500.0
1170000,1170000,28.539797,3205.2242550849915,780,0.010199999,381,-0.0014084588,0.9353938177227974,0.9221688,0.0015837721,799.709072,1500.0
1171500,1171500,26.272385,3209.2013556957245,781,0.008133331,377,-0.0020232582,0.9012878090143204,0.38470694,0.0009257291,93.089729,1031.0
1173000,1173000,1719.2806,3213.131454229355,782,0.0,381,0.0001553968,0.254044771194458,0.62648326,7.913001e-05,1505.840719,1430.0
1174500,1174500,19.608622,3217.1191515922546,783,0.06013332,376,-0.003041563,0.9617771320044994,0.90068007,0.0037034235,845.116753,1500.0
1176000,1176000,21.413206,3221.0148911476135,784,0.0035333333,385,-0.0011683205,0.962831974029541,0.77307993,0.00056960975,877.408103,1500.0
1177500,1177500,30.995728,3225.2190165519714,785,0.025733326,356,-0.0009357121,0.9529661312699318,0.40439197,0.0021598116,51.644621,811.0
1179000,1179000,19.049921,3229.122274160385,786,0.0019333332,384,-0.0011418669,0.9564495533704758,0.92968917,0.0010717724,915.888519,1500.0
1180500,1180500,813.4114,3233.09165930748,787,0.020133331,377,-0.00076647475,0.47155219316482544,0.5222361,0.0020858573,1115.000538,1051.0
1182000,1182000,19.365145,3237.1681547164917,788,0.023333328,367,-0.0014720513,0.971701554954052,0.86077523,0.0015552306,893.231861,1500.0
1183500,1183500,7.2945905,3241.3535435199738,789,0.0032666666,358,-0.0007007215,0.9862931407988071,0.4497938,0.00043818314,49.120359,971.0
1185000,1185000,283638.97,3245.328711748123,790,0.0017999997,377,-0.0015978959,0.008194684982299805,0.9013108,0.0008916556,10572.856791,1315.0
1186500,1186500,19.972916,3249.7283313274384,791,6.666667e-05,340,-0.0012008236,0.9621348343789577,0.94291687,0.00088608364,894.725903,1500.0
1188000,1188000,19.477568,3253.9504160881042,792,0.053399973,355,-0.0026841215,0.9612688906490803,0.9548395,0.0035756,835.84217,1500.0
1189500,1189500,22.732847,3258.2107841968536,793,0.04153333,352,-0.007096974,0.9359327629208565,0.39970973,0.0037756034,55.682612,905.0
1191000,1191000,27.28965,3262.1698586940765,794,0.010600001,378,-0.002109301,0.9337027966976166,0.5557647,0.0014462961,92.478572,1073.0
1192500,1192500,3.48333,3266.4470796585083,795,0.025333323,350,-0.0033082636,0.9929031687788665,0.46776488,0.0020745138,53.00057,914.0
