serial_timesteps,total_timesteps,value_loss,time_elapsed,nupdates,clipfrac,fps,policy_loss,explained_variance,policy_entropy,approxkl,eprewmean,eplenmean
294000,294000,21.79386,791.4389927387238,196,0.015933327,388,-0.0030249367,0.9617667533457279,0.920385,0.0017270638,933.714737,1465.0
295500,295500,24.090815,795.6052792072296,197,0.019199995,360,-0.0037621686,0.9628518931567669,0.7542007,0.002538552,408.975151,1033.0
297000,297000,21.027966,799.3842713832855,198,0.020533333,396,-0.00075249287,0.9580653719604015,0.9231231,0.001653345,857.121772,1500.0
298500,298500,95.833595,803.5532023906708,199,6.666667e-05,359,-0.00028407213,0.8438294380903244,0.53216034,0.00020605877,516.623247,934.0
300000,300000,1.9794792,807.3824510574341,200,0.007266664,391,-0.0013902017,0.9960776972584426,0.5514392,0.0012945588,430.653361,990.0
301500,301500,5.318577,811.244576215744,201,0.04353332,388,-0.0029982699,0.9898050474002957,0.882024,0.0038947912,410.051002,982.0
303000,303000,37.06796,815.3758814334869,202,0.048666652,363,-0.006787831,0.9429492205381393,0.63424265,0.0033200746,422.461832,822.0
304500,304500,4.478978,819.289525270462,203,0.05259997,383,-0.0047554905,0.9904517969116569,0.7643519,0.0037576496,532.384345,952.0
306000,306000,2.9335701,823.5299167633057,204,0.021066656,353,-0.002464546,0.9949265141040087,0.5420058,0.0022459123,473.9923,1075.0
307500,307500,43.6879,827.6465899944305,205,0.008266663,364,-0.0025411332,0.9168610945343971,0.788592,0.002218246,379.080785,664.0
309000,309000,4.7104774,831.5478811264038,206,0.0012666667,384,-0.00080756575,0.9908901955932379,0.5359611,0.00039836392,197.669109,600.0
310500,310500,44.193222,836.0764863491058,207,0.0034666664,331,-0.0007420478,0.9129315093159676,0.46160775,0.00072189374,244.532918,707.0
312000,312000,4.9690866,839.913013458252,208,0.004533332,391,-0.0008899383,0.9901259811595082,0.59367865,0.00074466685,464.096471,871.0
313500,313500,3.4551606,844.1040465831757,209,0.07266664,357,-0.010452331,0.9936140417121351,0.5774435,0.004637206,422.064639,846.0
315000,315000,5.2493157,848.0424954891205,210,0.055599973,380,-0.005002499,0.9867087416350842,1.0404286,0.0055498206,552.697217,1107.0
316500,316500,17074656.0,852.312340259552,211,0.012666665,351,-0.0016171563,0.0013761520385742188,0.8794793,0.0017032492,77749.078927,1398.0
318000,318000,1.8910501,856.1576080322266,212,0.0147333285,390,-0.0029004894,0.9964461969211698,0.5493903,0.001507541,429.74824,857.0
319500,319500,5.835831,860.1208453178406,213,0.027533326,378,-0.0012318232,0.9896660204976797,0.92902845,0.002247733,620.469739,1096.0
321000,321000,22.874956,864.3780572414398,214,0.0,352,-0.0009374397,0.9666668847203255,0.71979827,0.00025172782,453.238327,886.0
322500,322500,3.2211196,868.2023723125458,215,0.019933332,392,-0.0027914273,0.9944332526065409,0.64198184,0.002239671,679.739711,1158.0
324000,324000,7870.6587,872.5154213905334,216,0.0,347,-0.0003286244,0.13777250051498413,0.5119168,0.00070708885,1867.491056,672.0
325500,325500,21015.15,876.7188441753387,217,0.0011333334,356,-0.0002583297,0.06352764368057251,0.66313016,0.00053214026,3168.738871,1078.0
327000,327000,21.669016,880.5628855228424,218,0.0034,390,-0.00104183,0.9614771157503128,0.8782207,0.0011343433,795.859367,1500.0
328500,328500,20.248938,884.5387334823608,219,0.057133336,377,-0.0032545766,0.9566447585821152,1.0347826,0.0045855977,912.147303,1500.0
330000,330000,5.2395,888.430468082428,220,0.02166666,385,-0.0032080575,0.9920415384694934,0.67532206,0.0020052288,696.408639,1166.0
331500,331500,6.150735,892.3304178714752,221,0.00026666667,384,-0.00086588913,0.9859599126502872,0.79795367,0.0004032603,382.036762,1004.0
333000,333000,21.904026,896.3239324092865,222,0.0,375,-0.00015289904,0.9521201327443123,0.9722435,0.00017296079,858.70787,1500.0
334500,334500,1.7144384,900.1790065765381,223,0.03406666,389,-0.0039359923,0.9968485250137746,0.89624846,0.0031377426,606.345288,1099.0
336000,336000,211.13011,904.3169569969177,224,0.049666647,362,-0.00603046,0.7683656066656113,0.63415533,0.0035291114,879.763216,1059.0
337500,337500,30.715517,908.6258633136749,225,0.011133335,348,-0.0020353766,0.9422375112771988,0.56704736,0.0010912819,411.111051,665.0
339000,339000,2469.6213,912.8820986747742,226,0.024799995,352,-0.0021917897,0.2538188099861145,0.835132,0.002730198,1751.082882,1439.0
340500,340500,59.507744,916.7795851230621,227,0.019199992,384,-0.0012476458,0.9118928164243698,0.5852769,0.0016713284,564.822069,724.0
342000,342000,2.7532709,921.1430644989014,228,0.012599996,343,-0.0037745908,0.9945722795091569,0.7156719,0.001985135,408.181968,778.0
343500,343500,3.2051685,925.3048810958862,229,0.026866656,360,-0.0037068776,0.9939772728830576,0.6540683,0.002472585,463.785914,842.0
345000,345000,21.013313,929.4035561084747,230,0.048866663,365,-0.003216253,0.9549430496990681,0.8904037,0.0033185938,807.043536,1500.0
346500,346500,2.1413224,933.2672562599182,231,0.027133321,388,-0.004333401,0.9955482534132898,0.73284423,0.0029395353,378.602415,788.0
348000,348000,24653.932,937.4450795650482,232,0.046733312,359,-0.0019095555,0.04739660024642944,0.90889776,0.0036993367,670.823895,1121.0
349500,349500,21.947515,941.3130626678467,233,0.016199995,387,-0.0027727985,0.9602767750620842,0.8508123,0.0020162654,764.872809,1500.0
351000,351000,1.971775,945.1856074333191,234,0.048999973,387,-0.006685151,0.9967975325416774,0.8592492,0.0046927794,863.5848,1265.0
352500,352500,22.961512,949.0654745101929,235,0.0048,386,-0.0014221388,0.9542981423437595,0.9193303,0.0025236919,770.048719,1500.0
354000,354000,464.3461,952.915091753006,236,0.0016666667,389,-0.0014050492,0.5755038857460022,0.68020743,0.0008816354,948.094901,1114.0
355500,355500,9.230783,957.1520130634308,237,0.01706666,354,-0.0049389885,0.9842431750148535,0.5437388,0.0016295079,384.302043,762.0
357000,357000,21205782.0,961.3338117599487,238,0.0028,358,-0.0010581717,0.0012968182563781738,0.8275309,0.0013914511,86274.775055,1106.0
358500,358500,605.8338,965.2123610973358,239,0.028266663,386,-0.002272048,0.5194665491580963,0.5347006,0.0023373452,729.841111,721.0
360000,360000,1.0685383,969.5443692207336,240,0.009133332,346,-0.0027893814,0.9980594518128783,0.8622884,0.0017621191,478.282992,986.0
361500,361500,1.6734645,973.404815196991,241,0.002933333,388,-0.0015341506,0.9966772827319801,0.5658194,0.0009119839,282.90258,692.0
363000,363000,24.162928,977.6003296375275,242,0.0,357,-0.00061509013,0.9562594555318356,0.7941671,0.00027324542,348.524561,714.0
364500,364500,28.592236,981.75612449646,243,0.0,360,-0.0003942359,0.9455661326646805,0.6226334,0.00020244347,191.603936,626.0
366000,366000,11.510511,985.6350836753845,244,0.009866666,386,-0.0022437156,0.9776085931807756,0.603626,0.0024057734,546.884299,942.0
367500,367500,11.043922,989.8787598609924,245,0.027999992,353,-0.001687797,0.9837642032653093,0.6213167,0.0019181285,577.418355,1073.0
369000,369000,11388.263,994.0192077159882,246,0.020666664,362,-0.0026444115,0.10506683588027954,0.5944078,0.001959604,2452.092908,1027.0
370500,370500,136.74818,997.8502385616302,247,0.040866658,391,-0.003005163,0.8285448551177979,0.7665525,0.0024589596,1033.266546,1401.0
372000,372000,40.48867,1002.0625700950623,248,0.0008,356,-0.0009569438,0.8954520300030708,0.3739349,0.00042626532,269.872867,607.0
373500,373500,33136.773,1006.3551969528198,249,0.0,349,-0.00074036984,0.05076742172241211,0.5694545,0.00038257017,3646.268745,648.0
375000,375000,26.60915,1010.2600994110107,250,0.018599996,384,-0.0024571568,0.948440209031105,0.77892184,0.0025890982,633.449071,1364.0
376500,376500,7.126662,1014.17422747612,251,0.0020666665,383,-0.00074712525,0.9852702869102359,0.8072042,0.00078919635,684.196893,1393.0
378000,378000,51435.35,1018.1252875328064,252,0.0,379,-0.00018731698,0.025563836097717285,0.8185118,0.0001805668,4675.056803,1140.0
379500,379500,31.950111,1022.2530386447906,253,0.0010666667,363,-0.0008805255,0.9368141442537308,0.48483032,0.00030947215,98.455987,736.0
381000,381000,22.77132,1026.255696296692,254,0.0,374,-0.00056682713,0.9566117338836193,0.8170076,0.0002183007,708.401082,1500.0
382500,382500,9452.513,1030.2112288475037,255,0.024199998,379,-0.0007957943,0.09622406959533691,0.7608,0.0022645227,2365.877471,1074.0
384000,384000,39.198227,1034.3723056316376,256,0.043466642,360,-0.0030986718,0.9270433038473129,0.7077327,0.0028699634,132.531849,666.0
385500,385500,3.1445005,1038.2569756507874,257,0.05199998,386,-0.0028629801,0.9942993246950209,0.6330116,0.0036930186,718.081186,1205.0
387000,387000,8.099764,1042.4894471168518,258,0.02406666,354,-0.0036862686,0.9842326287180185,0.68069434,0.0027745597,287.250952,736.0
388500,388500,28.055819,1046.3746738433838,259,0.010999998,386,-0.0020519195,0.942279290407896,0.79060364,0.0014941926,150.706863,719.0
390000,390000,593.1023,1050.5807847976685,260,0.01,356,-0.00248817,0.5175191760063171,0.5630611,0.0019563923,400.486447,827.0
391500,391500,3.8084817,1054.766426563263,261,0.0037333323,358,-0.002426921,0.993382188025862,0.6730858,0.0008884098,180.892494,706.0
393000,393000,20.293283,1058.692957162857,262,0.029533325,382,-0.0028540017,0.9631701931357384,0.81489044,0.002408087,787.589571,1500.0
394500,394500,3.460834,1062.6708490848541,263,0.037399985,377,-0.0044629155,0.9926184206269681,0.6338419,0.003318946,292.907,772.0
396000,396000,20.955622,1066.4949190616608,264,0.0013333332,392,-0.00047527388,0.9602760002017021,0.8262133,0.00094112544,776.050676,1500.0
397500,397500,1.4609355,1070.3543918132782,265,0.018799998,388,-0.0015671109,0.9973797788843513,0.8785333,0.0019153273,707.526225,1162.0
399000,399000,2179342.0,1074.5726232528687,266,0.014799998,355,-0.0015722326,0.005980193614959717,0.50233537,0.0016530192,27802.72892,744.0
400500,400500,25.538198,1078.7992808818817,267,0.018266667,354,-0.0014809434,0.9586445093154907,0.76570094,0.0017571828,232.334445,734.0
402000,402000,21.350674,1082.7446949481964,268,0.0,380,2.3787976e-05,0.9610961824655533,0.8084376,0.00031477463,791.27728,1500.0
403500,403500,226.98593,1086.6256229877472,269,0.001,386,-0.0011104462,0.7486456334590912,0.5488515,0.0008267919,675.153419,905.0
405000,405000,437.56152,1090.8172307014465,270,0.02179999,357,-0.004564952,0.6224470734596252,0.69703925,0.00216341,427.926352,910.0
406500,406500,74.5171,1095.140516281128,271,0.0075333337,346,-0.0015780671,0.8704754114151001,0.5074175,0.0009033462,168.084596,646.0
408000,408000,2.6268568,1099.0860404968262,272,0.03146665,380,-0.0039676186,0.9950076481327415,0.81146693,0.0031155017,480.158138,886.0
409500,409500,8327372.0,1103.236668586731,273,0.08433331,361,-0.0042979443,0.0028735995292663574,0.6724779,0.005189942,54401.540254,1251.0
411000,411000,20.54586,1107.0584969520569,274,0.013466665,392,-0.0007296978,0.965196993201971,0.64473933,0.0011654365,779.215618,1484.0
412500,412500,21.241684,1110.8946375846863,275,0.06246666,391,-0.003355368,0.9556472860276699,0.74963814,0.004507245,852.490679,1500.0
414000,414000,1910042.1,1115.0331988334656,276,0.020400003,362,-0.00095457566,0.004687011241912842,0.5686717,0.0017260845,425.947275,897.0
415500,415500,20.535006,1118.8908240795135,277,0.0,388,-0.00046521914,0.9541715756058693,0.6869172,0.000102945574,468.387107,987.0
417000,417000,49.69221,1123.0773606300354,278,0.019199993,358,-0.003670813,0.9222993776202202,0.5361021,0.001894846,426.750407,819.0
418500,418500,12402.416,1126.8996832370758,279,0.01993333,392,-0.0007726953,0.08199542760848999,0.8739821,0.0027467513,2950.560779,1377.0
420000,420000,62.439053,1131.1538183689117,280,0.00026666667,352,-0.0021001976,0.8957727178931236,0.74952996,0.0007811883,394.573652,705.0
421500,421500,823632800.0,1135.073748588562,281,0.035799995,382,-0.0019106567,0.00030106306076049805,0.5724677,0.0030030897,534740.975849,1201.0
423000,423000,2.1450884,1138.9329679012299,282,0.0011333334,388,-0.00013825289,0.9963549661915749,0.67303866,0.0005690279,695.580426,1198.0
424500,424500,2.8334067,1142.7880864143372,283,0.02286666,389,-0.0023442851,0.9946353775449097,0.7488706,0.001992946,866.743217,1442.0
426000,426000,9.953689,1146.9871237277985,284,0.00033333336,357,-0.0015215984,0.9844528157263994,0.7309661,0.0007458912,565.295539,1061.0
427500,427500,133.64136,1150.9307675361633,285,0.03453332,380,-0.004724251,0.8123584240674973,0.6197848,0.002367319,346.874797,638.0
429000,429000,10.196769,1155.1292479038239,286,0.0076666647,357,-0.0016500084,0.9818683005869389,0.4857457,0.0010394559,480.761635,998.0
430500,430500,151.95306,1158.9799988269806,287,0.006066667,389,-0.00085573795,0.785445511341095,0.7420417,0.000753553,902.361912,1228.0
432000,432000,407.1139,1162.864748954773,288,0.025666662,386,-0.001970945,0.6296884119510651,0.8878419,0.0021943864,1089.639484,1182.0
433500,433500,148.3646,1167.047334432602,289,0.002933333,358,-0.00076523353,0.8190747946500778,0.64568007,0.00069243764,591.939014,1300.0
435000,435000,25.666777,1171.5014164447784,290,0.024066664,336,-0.00459456,0.9473749399185181,0.64161325,0.0027392604,406.343098,902.0
436500,436500,22.080183,1175.3855285644531,291,0.025866663,386,-0.0013853274,0.9529777094721794,0.95125884,0.0025793856,860.653859,1500.0
438000,438000,18778.502,1179.332210302353,292,0.02206666,380,-0.0020100407,0.0912429690361023,0.53840065,0.0017006793,3084.830699,1021.0
439500,439500,19.894907,1183.178114414215,293,0.012066667,390,-0.0016261851,0.9564898014068604,0.69527686,0.0017195811,785.556033,1500.0
441000,441000,23.273718,1187.105717420578,294,0.025866661,381,-0.0010900763,0.9581066817045212,0.95615137,0.002646446,820.908423,1500.0
442500,442500,31.817188,1191.0919396877289,295,0.08426663,376,-0.0034604273,0.9450497888028622,0.6802371,0.004577051,743.498711,1248.0
444000,444000,15.039033,1194.93102145195,296,0.05059998,390,-0.0041984795,0.9637750089168549,0.8215868,0.0035061499,796.855483,1394.0
445500,445500,20.990198,1198.8003277778625,297,0.04613331,387,-0.006510401,0.9626036435365677,0.8813471,0.0043989127,951.306526,1500.0
447000,447000,1.6246611,1202.6374690532684,298,0.009466665,390,-0.0027010452,0.9967800539452583,0.81664085,0.00094861083,672.026752,1252.0
448500,448500,24.409435,1206.898586511612,299,0.010466666,352,-0.0022707554,0.9635215327143669,0.7743437,0.0009026617,416.447905,832.0
450000,450000,20.525328,1210.7215731143951,300,0.0049333335,392,-0.00068540877,0.9643353149294853,0.68728876,0.0008746333,805.353972,1500.0
451500,451500,12652151.0,1214.67835521698,301,0.0044666664,379,-0.0007015704,0.0017408132553100586,0.66195035,0.0007127441,66899.34432,1462.0
453000,453000,4.0368443,1218.5348317623138,302,0.0037999994,388,-0.0011928413,0.992915608920157,0.88990027,0.0016951859,894.303745,1364.0
454500,454500,7.6353755,1222.465142250061,303,0.0104,381,-0.001001735,0.9855087762698531,0.64514196,0.0017959992,759.29086,1300.0
456000,456000,21.566383,1226.4011583328247,304,0.0,381,-0.00019203506,0.9522935152053833,0.7619744,0.00014706985,828.997406,1500.0
457500,457500,21.756702,1230.2416863441467,305,0.04926666,390,-0.003652001,0.9491952732205391,1.0554173,0.0045716055,914.443385,1500.0
459000,459000,17.504465,1234.121508359909,306,0.00053333334,386,-0.0006252633,0.9649578183889389,0.9326703,0.0007074156,447.0532,794.0
460500,460500,18.897604,1238.2474880218506,307,0.0026666664,363,-0.0004048749,0.9639348573982716,0.9352495,0.0011608428,832.806074,1316.0
462000,462000,2.2451284,1242.105187177658,308,0.038466655,388,-0.0025161717,0.9968632014933974,0.63609564,0.0022125712,761.63131,1401.0
463500,463500,21.56593,1245.9856419563293,309,0.04559999,386,-0.0024832122,0.9553029090166092,0.96549016,0.003190093,912.160997,1500.0
465000,465000,22.653748,1249.8292338848114,310,0.064066626,390,-0.0023974583,0.962438590824604,0.6667588,0.003951444,830.46645,1500.0
466500,466500,2.160758,1253.6730206012726,311,0.015066661,390,-0.0017280756,0.9955817773006856,0.6073756,0.0022775114,353.086032,836.0
468000,468000,3.8776886,1258.0157594680786,312,0.056266632,345,-0.004788502,0.9928773250430822,0.5688924,0.0043595424,377.766425,772.0
469500,469500,2.507678,1262.3447875976562,313,0.014266661,346,-0.0031498177,0.9956813002936542,0.44369727,0.0019121899,455.611832,930.0
471000,471000,20.131956,1266.4552137851715,314,0.0038000005,364,-0.0012116154,0.9647043831646442,0.73323774,0.0007221172,352.21083,916.0
472500,472500,11.343564,1271.3466243743896,315,0.05553331,306,-0.0023734993,0.9808675721287727,0.4445408,0.0037854293,469.833201,984.0
474000,474000,27.96318,1275.8764271736145,316,0.028133318,331,-0.0076574027,0.9461898617446423,0.44453132,0.0022573294,166.781637,826.0
475500,475500,3.6765146,1280.216343164444,317,0.009399999,345,-0.0015906212,0.9929687757976353,0.55586696,0.0009566775,282.820391,708.0
477000,477000,7.810785,1284.3553726673126,318,0.009333334,362,-0.0017937673,0.9852052107453346,0.660899,0.00080030493,476.643173,1043.0
478500,478500,4933.369,1288.8621544837952,319,0.017066667,332,-0.0016771498,0.17998504638671875,0.53518385,0.0016402667,1600.86734,664.0
480000,480000,31.43346,1293.191622018814,320,0.0,346,-0.00014581328,0.9488746151328087,0.56036216,0.00017076623,416.165513,680.0
481500,481500,20.585476,1297.7693774700165,321,0.0005333334,327,-0.0017104491,0.9725044276565313,0.60963124,0.00063370797,450.433823,846.0
483000,483000,755.48975,1302.1183042526245,322,0.033666655,344,-0.0023788146,0.4384040832519531,0.76620364,0.0020731383,1093.440175,955.0
484500,484500,11217.975,1306.0579404830933,323,0.020466667,380,-0.0022959455,0.12036758661270142,0.5147509,0.0018666531,2605.784119,1220.0
486000,486000,77.79033,1310.0252258777618,324,0.02166666,378,-0.0027973286,0.8426544368267059,0.8635447,0.0028394565,684.14669,1007.0
487500,487500,17.71965,1314.372787952423,325,0.0039333324,345,-0.00058746967,0.9715253226459026,0.48180896,0.00094396196,453.629714,931.0
489000,489000,28.76062,1318.958426952362,326,0.004066667,327,-0.00052525173,0.9512742534279823,0.6150919,0.0006643002,227.313444,855.0
490500,490500,2.923875,1323.1189420223236,327,0.0017999996,360,-0.0007989256,0.9929596395231783,0.837816,0.0008039679,663.358043,1073.0
492000,492000,12795306.0,1327.641658782959,328,0.007333332,331,-0.0024086342,0.0026853084564208984,0.4802538,0.0010616671,66893.126529,851.0
493500,493500,95.21548,1332.2136940956116,329,0.006933332,328,-0.0011596308,0.8837660253047943,0.48285788,0.00096652383,578.968954,847.0
495000,495000,691.8371,1336.7280488014221,330,0.01213333,332,-0.0024788962,0.5458221435546875,0.47815722,0.0012754666,746.645835,781.0
496500,496500,36.61953,1341.099992275238,331,0.0123999985,343,-0.002365845,0.9542383626103401,0.48679158,0.00092064997,428.541077,846.0
498000,498000,13.162768,1345.3650217056274,332,0.0020666663,351,-0.0012367723,0.980880293995142,0.53467333,0.0011545505,479.597355,951.0
499500,499500,26.435497,1349.7783625125885,333,0.0012,339,-0.0011161057,0.9597116596996784,0.43015558,0.00055233564,385.342241,793.0
501000,501000,20.516785,1354.2193603515625,334,0.016066663,337,-0.0018051111,0.9607244394719601,0.48514137,0.0012743409,265.880801,666.0
502500,502500,81.46736,1358.5777473449707,335,0.0061999992,344,-0.0008248692,0.8559693694114685,0.38392657,0.00081909046,388.006035,697.0
504000,504000,20.250937,1362.8175826072693,336,0.023066659,353,-0.0032235787,0.9695691782981157,0.4594093,0.0024034963,417.113599,879.0
505500,505500,198.2336,1367.1062729358673,337,0.0056000007,349,-0.0009649732,0.7682593613862991,0.59863,0.0009964844,318.398921,858.0
507000,507000,170188.19,1371.411231994629,338,0.059266653,348,-0.0034089752,0.025926411151885986,0.513071,0.0043638074,320.050629,739.0
508500,508500,477.3764,1375.3320915699005,339,0.1049333,382,-0.0042879935,0.6411111950874329,0.50859857,0.010562033,1028.520623,1259.0
510000,510000,33.229984,1379.2230474948883,340,0.0,385,-0.00028120744,0.9474054835736752,0.57952714,0.00020370306,890.741472,1442.0
511500,511500,3695.2065,1383.1660776138306,341,0.0033333334,380,-0.00015104777,0.2177882194519043,0.619205,0.0005264308,1761.674195,1130.0
513000,513000,1.3788095,1387.0865213871002,342,0.005133333,382,-0.0012524928,0.9969918916467577,0.7136844,0.0008735137,796.284034,1429.0
514500,514500,42.165855,1390.9631056785583,343,0.024599994,386,-0.003547015,0.9378936551511288,0.71506256,0.002164045,833.613454,1168.0
516000,516000,0.9497348,1394.9048147201538,344,0.024266658,380,-0.0017663955,0.9984905698802322,0.5960681,0.0021028141,685.261414,1214.0
517500,517500,528.7621,1399.181131362915,345,0.0024666665,350,-0.0014273707,0.6298522651195526,0.52486223,0.0013196422,1108.683831,1199.0
519000,519000,54.92643,1403.0946581363678,346,0.013199998,383,-0.0028607578,0.911101683974266,0.7202909,0.0021047322,638.43203,967.0
520500,520500,5.104039,1407.0386662483215,347,0.02006666,380,-0.0027979794,0.9898830587044358,0.8660923,0.002039422,639.25989,1057.0
522000,522000,56014.37,1411.3332722187042,348,0.0,349,-0.0006336358,0.05313795804977417,0.4359585,0.00039258358,4854.04683,1057.0
523500,523500,7.389038,1415.2483837604523,349,0.011333334,383,-0.0018234685,0.9870567983016372,0.57749933,0.0010230615,798.238106,1402.0
525000,525000,24.384321,1419.2059469223022,350,0.049266644,379,-0.0029801575,0.9607748053967953,0.5808813,0.0028665122,824.27413,1500.0
526500,526500,32.74977,1423.1448180675507,351,0.010066668,380,-0.0006899692,0.9448442719876766,0.6317735,0.0010267259,708.98137,1500.0
528000,528000,30.637718,1427.0811655521393,352,0.0006,381,-0.0005851265,0.947731040418148,0.60639894,0.00041355862,713.279385,1500.0
529500,529500,23.505043,1430.9643139839172,353,0.100533314,386,-0.00381688,0.9537182711064816,0.67677987,0.0077947043,856.222138,1500.0
531000,531000,5.147482,1434.9294648170471,354,0.02653333,378,-0.0027958134,0.9908110331743956,0.86682206,0.0025166357,787.304531,1332.0
532500,532500,26.331203,1438.9039137363434,355,0.0016666666,377,-0.0012430245,0.9431906268000603,0.682384,0.00073270156,695.689595,1500.0
534000,534000,21.613665,1442.8560190200806,356,0.10953333,379,-0.0073167295,0.9634277708828449,0.9045539,0.00809683,910.445597,1500.0
535500,535500,30.050505,1446.878095626831,357,0.005,372,-0.00026530493,0.9452808238565922,0.68661195,0.0008860324,691.406838,1500.0
537000,537000,51.283417,1451.2407927513123,358,0.049533304,343,-0.006086818,0.919710598886013,0.60841525,0.0045355423,328.314547,989.0
538500,538500,3295.705,1455.1899194717407,359,0.032133326,379,-0.00401483,0.21247869729995728,0.8086083,0.0022785258,1680.280981,1279.0
540000,540000,13110.907,1459.085211277008,360,0.0,385,-4.188028e-05,0.07908231019973755,0.6859009,5.4735458e-05,2899.790835,1409.0
541500,541500,51.301308,1463.0418515205383,361,0.07866663,379,-0.0037699079,0.9222942963242531,0.85243577,0.004847627,721.769191,1098.0
543000,543000,26.72998,1467.0281636714935,362,0.0019333335,376,-0.00038025994,0.957420140504837,0.68962324,0.0007024234,787.009165,1316.0
544500,544500,59.77257,1470.9525051116943,363,0.00046666668,382,-0.0001565619,0.8914714455604553,0.9615517,0.00052926777,907.492444,1290.0
546000,546000,24.1894,1474.9911124706268,364,0.012466665,371,-0.0024154342,0.94501693546772,1.038397,0.0026906515,877.926902,1500.0
547500,547500,40.187904,1479.297937631607,365,6.666667e-05,348,-0.00033672524,0.9390325732529163,0.73904973,0.00033703877,816.005999,1249.0
549000,549000,32.41541,1483.2800674438477,366,0.01673333,376,-0.0011389416,0.946773823350668,0.6471623,0.0014148034,696.079228,1500.0
550500,550500,27.421785,1487.2539381980896,367,0.020399997,377,-0.0012424561,0.9522878155112267,0.6599251,0.0013734098,724.012413,1500.0
552000,552000,44.387154,1491.264356136322,368,0.0119999945,374,-0.0019612373,0.921112172305584,0.9481016,0.0017859516,552.35273,1500.0
553500,553500,28.352453,1495.1667702198029,369,0.0041333325,384,-0.0005383775,0.9537932686507702,0.6866448,0.00072348455,745.019758,1500.0
555000,555000,19.610685,1499.062297821045,370,0.02813333,385,-0.003618676,0.9555596821010113,1.0336851,0.0033061218,877.310943,1500.0
556500,556500,7.3093786,1502.965868473053,371,6.666667e-05,384,-0.00080169894,0.9873347710818052,0.63679796,0.00039439902,810.407072,1480.0
558000,558000,23.793102,1506.975778579712,372,0.009533333,374,-0.0011576187,0.9490108788013458,0.9768209,0.0018253378,824.735857,1500.0
559500,559500,27.97713,1510.9821708202362,373,0.0058666663,374,-0.0016378302,0.9381442964076996,1.0263848,0.0010587579,781.346065,1500.0
561000,561000,22.238247,1514.9087994098663,374,0.076866634,382,-0.002871078,0.9616947770118713,0.6529129,0.0043243803,855.456733,1500.0
562500,562500,23.585642,1518.8803675174713,375,0.023399994,377,-0.0017604814,0.9454699009656906,1.0767951,0.0020485802,857.755696,1500.0
564000,564000,34.969006,1522.8923337459564,376,0.0049333335,373,-0.0022648757,0.9245674014091492,1.0627996,0.0013255823,685.01808,1500.0
565500,565500,21.042395,1526.8104796409607,377,0.016533334,382,-0.0018499795,0.9541452042758465,0.99466914,0.0022751233,933.791788,1500.0
567000,567000,27.623587,1531.253057718277,378,0.0020666665,337,-1.5041465e-05,0.9340487718582153,1.0180115,0.0013250129,790.816757,1500.0
568500,568500,31.103403,1535.4317383766174,379,6.666667e-05,358,-0.00036366723,0.9455551579594612,0.4974844,0.00031299706,606.050853,1123.0
570000,570000,20.250732,1539.4074289798737,380,0.009666667,377,-0.0010752259,0.9637395739555359,1.0029904,0.001103624,912.821101,1500.0
571500,571500,5.2702045,1543.4508049488068,381,0.009199999,371,-0.0018380919,0.9893941525369883,0.6183147,0.001068911,658.927214,1325.0
573000,573000,1126.6729,1547.3728611469269,382,0.03126666,382,-0.0015445437,0.3669312596321106,0.72316283,0.002547908,1477.860476,1402.0
574500,574500,28.403797,1551.3025360107422,383,0.007999999,381,-0.002206604,0.9377222135663033,1.0178162,0.0026301777,740.926723,1500.0
576000,576000,28.357124,1555.361974954605,384,0.036733326,369,-0.0039904113,0.9507184252142906,0.9731891,0.003505991,884.537267,1500.0
577500,577500,31.732193,1559.511298418045,385,0.0063333334,361,-0.00034912938,0.9236431121826172,0.8313565,0.0010332932,560.276093,1500.0
579000,579000,26.043512,1563.5675134658813,386,0.0,369,-0.0003803724,0.9514182060956955,0.96058226,0.0005013028,823.77429,1500.0
580500,580500,26.14878,1567.6186027526855,387,0.008666667,370,-0.0010981192,0.9387419894337654,0.80936885,0.0008401895,746.66205,1500.0
582000,582000,34.87096,1571.7200446128845,388,0.0034666664,365,-0.000452831,0.9253933504223824,1.0475874,0.0014555301,695.666449,1500.0
583500,583500,30.651821,1575.7024154663086,389,0.039199986,376,-0.0033963919,0.9401295073330402,0.9860031,0.004289714,755.948461,1500.0
585000,585000,26.773237,1579.681275844574,390,0.011466665,377,-0.0009510796,0.9446242526173592,0.97704434,0.0018040027,716.137998,1500.0
586500,586500,6.902422,1583.9167306423187,391,0.011733331,354,-0.0027544734,0.9861132623627782,0.8741455,0.0028141502,758.180764,1294.0
588000,588000,320.21375,1588.258216381073,392,0.0012666667,345,3.040052e-05,0.6431240737438202,0.3864028,0.0003726651,239.276224,927.0
589500,589500,11.64856,1592.33611369133,393,0.03279998,367,-0.0039592213,0.9794232528656721,0.67863417,0.0028176033,499.711349,1158.0
591000,591000,19.887114,1596.383593082428,394,0.0073333327,370,-0.0010704726,0.9552099071443081,0.9208012,0.0010739253,542.360358,1161.0
592500,592500,32.92126,1600.5561289787292,395,6.666667e-05,359,-0.0009136697,0.9092373326420784,1.049207,0.00083877164,665.530811,1500.0
594000,594000,40.477455,1604.9755713939667,396,0.055333305,339,-0.007941859,0.9309393242001534,0.69881904,0.004767426,586.306861,1076.0
