#{"env_id": "SetDown-v3", "t_start": 1532457617.2032542}
r,l,t
849.370602,1500,4.491327
774.148186,1500,8.750942
888.358773,1500,13.116158
850.382968,1500,17.203602
887.27643,1500,21.328415
688.581401,1223,24.66744
871.176295,1500,28.580499
961.46872,1500,32.700548
425.8459,1005,35.553469
947.56822,1398,39.188883
66356.649879,875,41.705234
467.30325,1015,44.252784
439.705429,903,46.97067
431.482583,832,49.620477
285.56363,869,52.157717
565.112248,1167,55.441474
379.9007,678,57.470294
343.751266,901,60.131954
273.261597,959,62.94974
491.294594,803,65.457631
258.932856,726,67.415943
240.519915,941,70.49254
467.437928,756,72.787131
454.37644,865,75.018348
350.78039,941,77.84469
381.873988,690,79.682817
350.797566,849,82.119637
268.008255,858,84.375962
394.717781,1003,87.303744
442.330327,951,90.103374
802.744623,931,92.701082
708.904912,1144,95.889426
495.931512,959,98.739212
648.554074,1089,101.611595
554.449353,852,104.266064
781.98296,1155,107.499027
350.979141,880,110.247234
260.994868,794,112.889744
894.109859,1500,117.018088
988.450643,1500,121.100925
915.239631,872,123.382228
852.926152,1500,127.452641
2508.874687,1087,130.411185
377.308866,1019,133.521034
4338.853092,1247,136.929486
363.006818,935,139.319593
388.928389,735,141.62111
410.977414,963,144.594381
262.820262,725,146.808752
317.762315,756,148.798745
368.392534,923,151.444511
350.231785,903,154.026029
8023.609228,841,156.195452
303.747747,693,158.334787
351.871726,755,160.332859
748.385637,1300,163.758301
362.985968,686,165.635428
183.312922,659,167.6688
298.162211,890,170.209503
452.813214,1039,172.761811
317.696073,909,175.333132
671.487979,1122,178.386537
528.984016,1000,180.938075
489.097735,995,183.771181
306.36218,866,186.077218
989.42863,1500,190.054644
539.803571,953,192.7941
120.334048,881,195.402259
885.957243,1500,199.257989
960.273637,1500,203.205492
577.74388,1027,205.774221
956.414933,1500,209.704797
860.222652,1500,213.698701
841.14924,1500,217.693014
478.809806,1066,220.598232
8117.258743,1106,223.652326
758.514913,1305,227.101363
838.785667,1500,231.019587
447.779225,1013,233.638339
451.945889,1012,236.547134
911.071742,1500,240.385404
380.336518,955,243.084517
476604.176737,1199,246.085536
901.767322,1500,249.99013
908.116851,1500,253.886614
667.420327,1124,257.071643
895.762253,1500,260.955452
783.866524,1278,264.518413
524.553222,1059,267.41573
257.47889,818,269.49068
917.409836,1500,273.342474
576.787333,1120,276.394789
649.354395,1201,279.677188
905.216498,1500,283.563756
912.165012,1500,287.426886
488.306983,928,289.768881
559.174815,1133,293.008028
872.396886,1440,296.702987
887.475264,1500,300.563746
940.638083,1500,304.365235
778.365483,1500,308.272928
829.75702,1500,312.285951
745.655372,1240,315.622036
795.163031,1500,319.495685
626.080023,1263,322.854396
837.094479,1500,326.740564
856.256328,1500,330.650316
994.879168,1500,334.536175
783.757593,1500,338.520662
935.201232,1500,342.448786
910.018496,1500,346.335114
794.672723,1500,350.19203
738.510775,1500,354.155285
793.937211,1500,358.054053
805.380405,1500,361.926906
800.094392,1500,365.791687
781.014609,1500,369.620423
648.410681,1311,373.164808
1124.137417,1362,376.694548
887.996485,1500,380.545069
711.331062,1267,383.673215
483.588724,1107,386.724879
745.402316,1500,390.666512
651.131362,1344,394.248781
814.782976,1500,398.11988
734.713602,1246,401.425175
532.630755,1035,404.276601
347.752832,832,406.464164
852.543108,1500,410.369101
831.591794,1035,413.242368
930.456006,1500,417.122604
933.654352,1500,421.037858
430.948232,819,423.148827
504.768105,1033,425.987456
871.087551,1500,429.817401
939.306665,1500,433.692642
3475.502968,1468,437.499447
861.536989,1500,441.58482
585.737148,1028,444.410573
3345.246369,1162,447.745831
864.518992,1500,451.986802
575.180664,876,454.487049
728.934908,1131,457.8632
347.737749,945,460.6147
540.796234,976,463.116678
438.347147,996,465.908297
757.692628,1050,468.783918
670.039065,1154,471.624965
853.225001,1500,475.44538
259.885339,764,477.701645
784.418357,1500,481.629211
801.890832,1500,485.494586
806.201691,1500,489.325186
746.355319,1500,493.318703
949.547784,1500,497.160412
851.264205,1500,501.008616
866.325696,1500,504.837245
956.989803,1500,508.68993
973.619985,1500,512.510652
630.968243,1208,515.735771
279.523528,738,517.671486
1056.143703,1055,520.553092
467.674257,924,522.923679
775.671372,1500,526.787594
787.451016,1500,530.611181
927.911475,1480,534.543121
883.372185,1500,538.378844
216.622562,690,540.470105
1175.229237,1178,543.691897
1189.310188,1412,547.430418
638.005194,969,549.852409
550.241341,1118,552.878694
421.437569,956,555.551589
730.994127,1327,559.092706
671.832692,1142,561.875747
685.22685,1142,564.956531
973.130992,1500,568.83876
533.794389,925,571.484023
879.141082,1496,575.446018
364.68434,778,577.435388
892.332531,1500,581.305074
369.884161,820,583.807785
703.722685,1071,586.505476
494.18728,1026,589.324286
444.400189,1009,592.194653
348.718662,709,594.045443
452.285844,870,596.519572
3021.247941,690,598.337229
328.299246,789,600.663014
271.113962,737,602.579847
642.128049,1234,605.882673
768.669395,1500,609.705109
826.114883,1500,613.573228
900.651337,1500,617.51927
857.470112,1500,621.496323
862.203962,1500,625.356759
890.465372,1500,629.163395
900.238718,1436,632.999639
779.070003,1500,636.807783
824.018562,1500,640.649496
852.988722,1500,644.623843
612.990034,1069,647.524356
692.288255,1249,650.967538
600.500729,1145,653.738059
2745.588062,1217,656.968746
172.848216,704,659.072938
551.922354,1123,661.824243
260.691689,712,663.992019
310.807441,788,666.064157
690.788836,755,668.314291
617.402844,1054,671.194716
589.039459,1151,673.997628
257.281713,686,676.062534
456.592954,925,678.753501
19761.503121,620,680.400311
343.725288,775,682.410401
228.28827,711,684.547098
4086.545298,744,686.514215
349.842079,750,688.739238
145.801343,681,690.532568
342.172588,885,693.029871
66317.195562,835,695.437502
434.388693,921,697.798752
518.681976,1038,700.786155
213.304686,618,702.456942
371.366405,699,704.565091
340.561124,897,706.826759
296.806864,628,708.784034
545.182583,1006,711.267432
448.407728,893,713.815543
66593.980118,1043,716.689903
167.373328,569,718.23365
117.715606,715,720.421694
729.081811,1298,723.670822
841.044528,1377,727.230219
857.346457,1500,731.116639
639.200387,1137,734.196777
849.608139,1333,737.669375
861.58255,1500,741.527811
1177.929823,1227,744.864319
442.590662,885,747.074525
465.455593,865,749.569625
666.684007,1295,752.961281
571.162644,1031,755.527125
392.325704,827,757.919636
428.088367,801,760.234329
273.265221,676,762.157159
394.669262,751,764.375863
290.803777,730,766.252792
592.505367,1239,769.508076
826.484306,1500,773.367352
549.53332,813,775.502913
