mode,reward,step,vel,action
9/60,64.139,1,0.1559116491,1
9/60,63.989,1,0.1562764702,1
9/60,63.983,1,0.1562903512,1
9/60,63.982,1,0.1562933992,1
9/60,63.902,1,0.1564906027,1
9/60,63.851,1,0.1566152728,1
9/60,63.738,1,0.1568915432,1
9/60,63.708,1,0.1569671955,1
9/60,63.661,1,0.1570821167,1
9/60,63.523,1,0.1574241385,1
9/60,63.255,1,0.1580897284,1
9/60,63.238,1,0.1581333272,1
9/60,63.182,1,0.1582729182,1
9/60,63.173,1,0.1582947782,1
9/60,63.11,1,0.1584543077,1
9/60,63.075,1,0.1585426065,1
9/60,63.005,1,0.1587167796,1
9/60,62.983,1,0.1587717447,1
9/60,62.972,1,0.1587996882,1
9/60,62.971,5,0.1588021035,1
9/60,62.966,1,0.1588154639,1
9/60,62.955,1,0.1588440521,1
9/60,62.752,1,0.1593567908,1
9/60,62.723,1,0.1594311084,1
9/60,62.586,1,0.1597807613,1
9/60,62.579,5,0.1597973609,1
9/60,62.534,1,0.1599136531,1
9/60,62.495,1,0.1600125868,1
9/60,62.413,1,0.160222326,1
9/60,62.409,1,0.1602320783,1
9/60,62.357,1,0.1603674901,1
9/60,62.289,1,0.1605411888,1
9/60,62.233,1,0.1606862155,1
9/60,62.227,1,0.1607024969,1
9/60,62.226,1,0.1607032464,1
9/60,62.118,1,0.1609843143,1
9/60,62.042,1,0.1611805332,1
9/60,62.018,1,0.1612435522,1
9/60,61.983,1,0.1613336349,1
9/60,61.965,1,0.1613820753,1
9/60,61.876,1,0.1616142875,1
9/60,61.814,1,0.1617752559,1
9/60,61.807,1,0.1617950878,1
9/60,61.795,1,0.1618243133,1
9/60,61.712,1,0.162042899,1
9/60,61.668,3,0.162159275,1
9/60,61.607,1,0.162318999,1
9/60,61.603,1,0.1623299473,1
9/60,61.579,3,0.1623922003,1
9/60,61.486,1,0.1626398453,1
9/60,61.361,3,0.1629691293,1
9/60,61.285,1,0.1631728062,1
9/60,61.272,1,0.1632057504,1
9/60,61.216,1,0.1633567136,1
9/60,61.181,1,0.1634493176,1
9/60,61.133,1,0.1635781565,1
9/60,61.101,1,0.1636630166,1
9/60,61.076,1,0.1637315415,1
9/60,61.051,1,0.1637964854,1
9/60,60.962,1,0.1640366567,1
9/60,60.942,1,0.1640909583,1
9/60,60.936,1,0.1641053522,1
9/60,60.932,1,0.1641181474,1
9/60,60.912,1,0.1641712581,1
9/60,60.889,1,0.1642326987,1
9/60,60.873,1,0.164275986,1
9/60,60.825,1,0.1644056328,1
9/60,60.799,1,0.1644762314,1
9/60,60.758,1,0.1645876415,1
9/60,60.754,1,0.1645986062,1
9/60,60.738,1,0.1646408676,1
9/60,60.635,1,0.1649204193,1
9/60,60.581,1,0.1650693813,1
9/60,60.544,1,0.1651700751,1
9/60,60.529,1,0.165209232,1
9/60,60.503,34,0.1652798134,1
9/60,60.422,1,0.1655036046,1
9/60,60.359,1,0.1656746486,1
9/60,60.331,1,0.1657533389,1
9/60,60.284,1,0.1658818863,1
9/60,60.226,1,0.1660417935,1
9/60,60.219,1,0.1660605182,1
9/60,60.177,1,0.1661776427,1
9/60,60.13,1,0.1663062861,1
9/60,60.112,3,0.1663548826,1
9/60,60.111,1,0.1663590763,1
9/60,60.007,1,0.1666467821,1
9/60,59.984,1,0.1667113098,1
9/60,59.95,1,0.1668064586,1
9/60,59.879,1,0.1670040179,1
9/60,59.772,1,0.1673023415,1
9/60,59.746,1,0.1673757352,1
9/60,59.579,1,0.1678455665,1
9/60,59.556,92,0.1679080758,1
9/60,59.55,1,0.1679254665,1
9/60,59.533,9,0.1679738942,1
9/60,59.522,1,0.1680046534,1
9/60,59.49,1,0.1680943668,1
9/60,59.464,1,0.1681686904,1
9/60,59.456,1,0.1681922754,1
9/60,59.424,1,0.1682827324,1
9/60,59.411,8,0.168319951,1
9/60,59.391,1,0.1683753269,1
9/60,59.378,1,0.168411595,1
9/60,59.196,1,0.1689304213,1
9/60,59.188,1,0.1689537306,1
9/60,59.156,1,0.1690444871,1
9/60,59.09,1,0.169232798,1
9/60,59.067,1,0.1692993715,1
9/60,59.061,1,0.1693155928,1
9/60,59.013,1,0.1694534795,1
9/60,58.927,1,0.1697021913,1
9/60,58.922,1,0.1697152699,1
9/60,58.88,1,0.1698356511,1
9/60,58.877,1,0.1698453127,1
9/60,58.845,1,0.1699385914,1
9/60,58.739,1,0.1702447774,1
9/60,58.727,1,0.1702782724,1
9/60,58.707,1,0.170338817,1
9/60,58.694,1,0.1703751486,1
9/60,58.599,1,0.1706526519,1
9/60,58.51,1,0.170909513,1
9/60,58.5,1,0.1709390448,1
9/60,58.499,1,0.170942431,1
9/60,58.448,1,0.1710924347,1
9/60,58.395,2,0.1712489576,1
9/60,58.366,1,0.1713340888,1
9/60,58.288,1,0.1715627727,1
9/60,58.286,1,0.1715689015,1
9/60,58.244,1,0.1716914887,1
9/60,58.221,1,0.1717589732,1
9/60,58.217,4,0.17177188,1
9/60,58.197,1,0.1718290896,1
9/60,58.197,1,0.1718316257,1
9/60,58.173,1,0.1719003863,1
9/60,58.161,1,0.1719377816,1
9/60,58.123,1,0.1720503481,1
9/60,58.04,1,0.1722937564,1
9/60,58.028,1,0.1723309654,1
9/60,57.937,4,0.1726023764,1
9/60,57.898,1,0.1727188341,1
9/60,57.832,1,0.1729160756,1
9/60,57.761,1,0.1731282711,1
9/60,57.748,55,0.1731668315,1
9/60,57.607,1,0.1735891616,1
9/60,57.51,19,0.1738834893,1
9/60,57.473,4,0.1739935835,1
9/60,57.453,1,0.1740555647,1
9/60,57.238,1,0.174709005,1
9/60,57.231,1,0.1747308506,1
9/60,57.227,1,0.1747418012,1
9/60,57.216,1,0.1747755647,1
9/60,57.003,1,0.1754289914,1
9/60,56.999,1,0.1754419439,1
9/60,56.977,1,0.1755108268,1
9/60,56.953,1,0.1755822045,1
9/60,56.949,1,0.1755960177,1
9/60,56.921,1,0.1756829633,1
9/60,56.891,5,0.1757735591,1
9/60,56.837,1,0.1759427449,1
9/60,56.769,1,0.176151661,1
9/60,56.754,1,0.1761996749,1
9/60,56.743,1,0.1762329356,1
9/60,56.736,1,0.1762556182,1
9/60,56.681,1,0.1764265286,1
9/60,56.638,1,0.1765599689,1
9/60,56.621,1,0.1766119306,1
9/60,56.61,1,0.1766484368,1
9/60,56.605,1,0.1766624197,1
9/60,56.564,1,0.1767902293,1
9/60,56.534,1,0.1768839279,1
9/60,56.522,1,0.1769224163,1
9/60,56.501,1,0.1769881819,1
9/60,56.467,1,0.1770942655,1
9/60,56.421,1,0.1772382877,1
9/60,56.395,1,0.1773220073,1
9/60,56.371,1,0.1773956464,1
9/60,56.337,1,0.1775030133,1
9/60,56.302,1,0.1776130995,1
9/60,56.291,5,0.177648582,1
9/60,56.273,1,0.1777053186,1
9/60,56.145,1,0.1781098864,1
9/60,56.133,1,0.1781484401,1
9/60,56.128,2,0.1781634471,1
9/60,56.106,1,0.1782353894,1
9/60,56.065,1,0.1783646838,1
9/60,56.032,1,0.1784688309,1
9/60,56.005,1,0.1785569469,1
9/60,55.944,1,0.1787488758,1
9/60,55.931,1,0.1787914657,1
9/60,55.931,1,0.1787918853,1
9/60,55.916,1,0.1788398577,1
9/60,55.882,1,0.1789499181,1
9/60,55.853,1,0.1790429847,1
9/60,55.822,1,0.1791402989,1
9/60,55.815,1,0.1791633518,1
9/60,55.812,1,0.1791734313,1
9/60,55.725,47,0.1794518336,1
9/60,55.678,1,0.179605053,1
9/60,55.625,1,0.179773889,1
9/60,55.611,3,0.1798195813,1
9/60,55.587,1,0.1798985309,1
9/60,55.585,1,0.1799031038,1
9/60,55.544,1,0.180036157,1
9/60,55.542,1,0.1800436488,1
9/60,55.521,1,0.1801105749,1
9/60,55.48,1,0.1802456829,1
9/60,55.479,1,0.1802491661,1
9/60,55.416,1,0.1804537016,1
9/60,55.383,1,0.1805618882,1
9/60,55.346,1,0.1806820748,1
9/60,55.337,1,0.1807114609,1
9/60,55.334,1,0.180721334,1
9/60,55.266,1,0.1809427206,1
9/60,55.254,1,0.1809836802,1
9/60,55.22,1,0.1810952497,1
9/60,55.218,1,0.1811017425,1
9/60,55.217,1,0.1811021971,1
9/60,55.206,1,0.181141233,1
9/60,55.192,1,0.1811843043,1
9/60,55.158,1,0.1812985722,1
9/60,55.15,1,0.1813252743,1
9/60,55.125,1,0.1814056747,1
9/60,55.027,1,0.1817277692,1
9/60,54.8,1,0.1824822138,1
9/60,54.794,1,0.1825002609,1
9/60,54.758,3,0.1826224214,1
9/60,54.748,1,0.1826548602,1
9/60,54.748,1,0.1826563154,1
9/60,54.734,1,0.1827025636,1
9/60,54.733,1,0.1827058037,1
9/60,54.704,1,0.1828018433,1
9/60,54.702,1,0.1828099082,1
9/60,54.65,1,0.1829820795,1
9/60,54.637,1,0.1830268225,1
9/60,54.615,1,0.1831004322,1
9/60,54.614,1,0.1831020901,1
9/60,54.572,1,0.1832440921,1
9/60,54.564,1,0.1832708199,1
9/60,54.495,1,0.1835031833,1
9/60,54.493,1,0.1835097655,1
9/60,54.477,1,0.1835643636,1
9/60,54.467,1,0.1835973288,1
9/60,54.46,1,0.1836208718,1
9/60,54.445,1,0.1836700606,1
9/60,54.414,1,0.1837774122,1
9/60,54.41,1,0.1837910171,1
9/60,54.372,1,0.1839193842,1
9/60,54.344,1,0.184014174,1
9/60,54.34,1,0.1840260991,1
9/60,54.277,1,0.1842390744,1
9/60,54.21,1,0.1844664363,1
9/60,54.203,112,0.184492427,1
9/60,54.197,1,0.1845135833,1
9/60,54.189,1,0.1845377302,1
9/60,54.135,1,0.1847229577,1
9/60,54.101,1,0.1848405191,1
9/60,54.055,1,0.1849956548,1
9/60,54.05,1,0.1850122607,1
9/60,53.976,1,0.18526855,1
9/60,53.926,1,0.1854391074,1
9/60,53.921,7,0.1854548559,1
9/60,53.921,1,0.1854553044,1
9/60,53.902,1,0.185520591,1
9/60,53.896,1,0.1855410997,1
9/60,53.855,45,0.1856844004,1
9/60,53.764,1,0.1859992319,1
9/60,53.755,1,0.1860299793,1
9/60,53.747,1,0.1860559475,1
9/60,53.732,1,0.1861080645,1
9/60,53.726,1,0.1861306605,1
9/60,53.689,1,0.1862569125,1
9/60,53.632,1,0.1864561788,1
9/60,53.56,1,0.1867071065,1
9/60,53.526,1,0.1868246111,1
9/60,53.464,1,0.1870413376,1
9/60,53.447,1,0.1871022006,1
9/60,53.367,7,0.1873814143,1
9/60,53.347,1,0.1874512736,1
9/60,53.337,1,0.1874884233,1
9/60,53.329,1,0.1875166398,1
9/60,53.316,1,0.1875621079,1
9/60,53.302,1,0.1876117647,1
9/60,53.235,1,0.1878456893,1
9/60,53.223,1,0.1878904554,1
9/60,53.19,7,0.1880049123,1
9/60,53.174,1,0.188061974,1
9/60,53.149,1,0.1881494699,1
9/60,53.124,1,0.1882384503,1
9/60,53.094,1,0.1883462672,1
9/60,53.062,1,0.188460506,1
9/60,53.056,1,0.1884783381,1
9/60,53.042,1,0.1885296788,1
9/60,52.995,1,0.188697398,1
9/60,52.995,1,0.1886977803,1
9/60,52.99,1,0.1887153935,1
9/60,52.987,1,0.1887251694,1
9/60,52.973,1,0.1887750731,1
9/60,52.963,1,0.188810721,1
9/60,52.919,1,0.1889671408,1
9/60,52.883,1,0.1890975025,1
9/60,52.859,1,0.1891818857,1
9/60,52.852,1,0.1892069982,1
9/60,52.843,1,0.1892383272,1
9/60,52.765,1,0.1895201627,1
9/60,52.741,1,0.1896070927,1
9/60,52.704,1,0.1897374449,1
9/60,52.664,1,0.1898847535,1
9/60,52.662,2,0.1898906001,1
9/60,52.62,1,0.1900410615,1
9/60,52.62,1,0.1900424697,1
9/60,52.561,1,0.1902543399,1
9/60,52.537,1,0.1903425423,1
9/60,52.516,1,0.1904183674,1
9/60,52.5,1,0.1904771011,1
9/60,52.426,1,0.1907467983,1
9/60,52.423,1,0.1907544308,1
9/60,52.409,1,0.1908067164,1
9/60,52.397,1,0.1908522103,1
9/60,52.392,1,0.1908701649,1
9/60,52.325,1,0.191112299,1
9/60,52.295,1,0.1912225646,1
9/60,52.277,8,0.1912905141,1
9/60,52.258,1,0.191358412,1
9/60,52.247,1,0.1913993825,1
9/60,52.216,1,0.1915106046,1
9/60,52.213,1,0.191524813,1
9/60,52.173,1,0.1916696698,1
9/60,52.145,1,0.1917720384,1
9/60,52.142,1,0.1917854613,1
9/60,52.108,1,0.1919090832,1
9/60,52.076,1,0.1920258265,1
9/60,51.966,3,0.1924328704,1
9/60,51.942,6,0.1925208522,1
9/60,51.931,1,0.192564622,1
9/60,51.88,1,0.1927512748,1
9/60,51.875,1,0.1927716658,1
9/60,51.786,1,0.1931027432,1
9/60,51.705,1,0.1934052748,1
9/60,51.702,1,0.19341651,1
9/60,51.701,1,0.1934207694,1
9/60,51.689,1,0.1934644495,1
9/60,51.679,1,0.193500453,1
9/60,51.67,1,0.1935353693,1
9/60,51.571,3,0.1939091942,1
9/60,51.489,1,0.1942176749,1
9/60,51.437,1,0.1944135923,1
9/60,51.338,1,0.1947860531,1
9/60,51.291,1,0.194967661,1
9/60,51.28,1,0.1950059099,1
9/60,51.273,1,0.1950351088,1
9/60,51.266,3,0.1950600829,1
9/60,51.156,1,0.195480414,1
9/60,51.145,3,0.1955218024,1
9/60,51.075,1,0.1957904934,1
9/60,51.074,1,0.1957961256,1
9/60,51.052,1,0.1958801035,1
9/60,51.026,5,0.195978784,1
9/60,51.015,9,0.1960192828,1
9/60,51.012,1,0.1960308724,1
9/60,50.988,2,0.1961239778,1
9/60,50.952,1,0.1962617046,1
9/60,50.935,1,0.1963295938,1
9/60,50.925,1,0.1963665522,1
9/60,50.913,1,0.1964146932,1
9/60,50.904,1,0.1964491261,1
9/60,50.896,1,0.1964798814,1
9/60,50.88,78,0.1965424943,1
9/60,50.861,1,0.1966147851,1
9/60,50.851,1,0.1966526221,1
9/60,50.848,4,0.1966627474,1
9/60,50.801,1,0.1968463937,1
9/60,50.766,1,0.1969833441,1
9/60,50.706,1,0.1972170057,1
9/60,50.657,1,0.1974075826,1
9/60,50.647,1,0.1974452367,1
9/60,50.605,1,0.1976083113,1
9/60,50.583,1,0.1976965079,1
9/60,50.542,1,0.1978571677,1
9/60,50.51,1,0.1979796627,1
9/60,50.5,5,0.1980200761,1
9/60,50.486,27,0.1980732841,1
9/60,50.481,1,0.1980928382,1
9/60,50.441,1,0.1982495844,1
9/60,50.434,1,0.1982785932,1
9/60,50.393,1,0.1984390056,1
9/60,50.384,1,0.1984770594,1
9/60,50.363,72,0.1985590315,1
9/60,50.362,1,0.1985642356,1
9/60,50.361,1,0.198567444,1
9/60,50.36,1,0.1985685918,1
9/60,50.354,15,0.1985920837,1
9/60,50.345,1,0.1986275142,1
9/60,50.341,1,0.198643726,1
9/60,50.336,4,0.1986642131,1
9/60,50.311,1,0.1987641881,1
9/60,50.275,1,0.198907765,1
9/60,50.25,1,0.199005853,1
9/60,50.241,1,0.1990410928,1
9/60,50.213,1,0.199150167,1
9/60,50.175,1,0.1993017999,1
9/60,50.169,1,0.1993262952,1
9/60,50.11,1,0.1995609258,1
9/60,50.059,1,0.1997632731,1
9/60,50.053,1,0.1997892405,1
9/60,50,1,0.2000001256,1
9/60,49.995,1,0.2000185445,1
9/60,49.987,1,0.200052605,1
9/60,49.975,1,0.200098357,1
9/60,49.967,1,0.2001326572,1
9/60,49.96,1,0.2001608533,1
9/60,49.915,1,0.2003399539,1
9/60,49.898,1,0.2004101635,1
9/60,49.88,1,0.2004827283,1
9/60,49.749,1,0.2010088414,1
9/60,49.717,1,0.2011379286,1
9/60,49.703,1,0.2011968957,1
9/60,49.696,203,0.2012220352,1
9/60,49.685,1,0.2012687083,1
9/60,49.672,1,0.2013192519,1
9/60,49.656,1,0.2013845397,1
9/60,49.635,2,0.2014709552,1
9/60,49.633,1,0.2014777972,1
9/60,49.632,1,0.2014829419,1
9/60,49.593,1,0.2016416789,1
9/60,49.592,1,0.2016468674,1
9/60,49.535,1,0.2018788101,1
9/60,49.528,4,0.2019057343,1
9/60,49.497,11,0.202031314,1
9/60,49.488,1,0.2020710692,1
9/60,49.48,1,0.2021007779,1
9/60,49.48,1,0.2021015823,1
9/60,49.451,1,0.2022198164,1
9/60,49.442,1,0.2022587032,1
9/60,49.4,1,0.2024303836,1
9/60,49.373,1,0.2025404447,1
9/60,49.364,1,0.2025751933,1
9/60,49.362,7,0.2025862753,1
9/60,49.34,1,0.2026763749,1
9/60,49.331,1,0.2027103262,1
9/60,49.297,1,0.2028506842,1
9/60,49.285,1,0.20290344,1
9/60,49.24,1,0.203088332,1
9/60,49.228,1,0.2031355881,1
9/60,49.155,1,0.2034397071,1
9/60,49.088,1,0.2037161193,1
9/60,49.077,1,0.203762416,1
9/60,49.072,1,0.2037805029,1
9/60,49.062,1,0.203822582,1
9/60,49.047,1,0.2038858565,1
9/60,49.04,1,0.2039146053,1
9/60,49.035,1,0.2039353771,1
9/60,48.99,1,0.2041234316,1
9/60,48.973,1,0.2041927567,1
9/60,48.934,1,0.2043571405,1
9/60,48.933,1,0.2043611224,1
9/60,48.916,1,0.2044303733,1
9/60,48.886,1,0.2045571019,1
9/60,48.883,1,0.2045694638,1
9/60,48.879,1,0.2045862326,1
9/60,48.866,1,0.2046416761,1
9/60,48.828,4,0.2048001116,1
9/60,48.824,1,0.2048174151,1
9/60,48.814,1,0.2048582396,1
9/60,48.784,1,0.2049853566,1
9/60,48.675,1,0.2054449163,1
9/60,48.637,1,0.2056027802,1
9/60,48.622,7,0.2056685003,1
9/60,48.56,1,0.2059322371,1
9/60,48.532,1,0.2060483206,1
9/60,48.499,1,0.2061917187,1
9/60,48.408,1,0.2065778883,1
9/60,48.401,1,0.2066052223,1
9/60,48.392,1,0.2066448354,1
9/60,48.328,1,0.2069210694,1
9/60,48.296,1,0.2070552573,1
9/60,48.294,1,0.207063479,1
9/60,48.288,1,0.2070920712,1
9/60,48.249,1,0.2072575546,1
9/60,48.246,1,0.2072695696,1
9/60,48.239,1,0.2073027069,1
9/60,48.216,1,0.2073991273,1
9/60,48.206,5,0.2074416321,1
9/60,48.205,42,0.2074468512,1
9/60,48.185,1,0.2075335739,1
9/60,48.166,1,0.2076141078,1
9/60,48.166,1,0.2076142001,1
9/60,48.155,1,0.2076640923,1
9/60,48.145,1,0.2077075136,1
9/60,48.139,1,0.2077303458,1
9/60,48.121,1,0.2078111314,1
9/60,48.077,1,0.2079975162,1
9/60,48.005,8,0.2083123666,1
9/60,47.955,1,0.2085293989,1
9/60,47.948,1,0.2085577374,1
9/60,47.923,1,0.2086670359,1
9/60,47.892,1,0.2088017614,1
9/60,47.881,1,0.2088522256,1
9/60,47.868,1,0.208908774,1
9/60,47.855,1,0.2089639829,1
9/60,47.833,1,0.209060617,1
9/60,47.813,1,0.209146937,1
9/60,47.788,1,0.2092584944,1
9/60,47.783,1,0.2092809693,1
9/60,47.76,1,0.2093822375,1
9/60,47.756,1,0.2093989404,1
9/60,47.742,7,0.2094582873,1
9/60,47.722,1,0.2095486011,1
9/60,47.687,2,0.2096990624,1
9/60,47.665,1,0.20979951,1
9/60,47.663,1,0.2098073598,1
9/60,47.619,1,0.2100003852,1
9/60,47.615,1,0.2100193206,1
9/60,47.611,1,0.2100364377,1
9/60,47.517,73,0.2104509342,1
9/60,47.509,1,0.2104856936,1
9/60,47.494,1,0.2105509005,1
9/60,47.487,1,0.210585994,1
9/60,47.475,1,0.2106374066,1
9/60,47.471,1,0.2106544964,1
9/60,47.44,1,0.2107924979,1
9/60,47.41,1,0.2109270836,1
9/60,47.396,1,0.2109875599,1
9/60,47.393,1,0.2110003968,1
9/60,47.369,7,0.2111096894,1
9/60,47.314,1,0.2113540349,1
9/60,47.314,1,0.2113541611,1
9/60,47.307,1,0.211383999,1
9/60,47.282,2,0.2114954239,1
9/60,47.232,1,0.2117199725,1
9/60,47.229,1,0.211734356,1
9/60,47.217,1,0.2117900771,1
9/60,47.211,1,0.2118160505,1
9/60,47.172,1,0.2119896097,1
9/60,47.122,1,0.2122167756,1
9/60,47.106,4,0.2122857687,1
9/60,47.092,1,0.2123500818,1
9/60,47.062,1,0.2124854999,1
9/60,47.058,1,0.2125020216,1
9/60,47.016,1,0.2126923004,1
9/60,47.01,1,0.2127220684,1
9/60,47.007,1,0.2127337619,1
9/60,46.963,1,0.212932809,1
9/60,46.942,1,0.2130284302,1
9/60,46.927,1,0.2130954022,1
9/60,46.92,1,0.2131285611,1
9/60,46.91,1,0.213173441,1
9/60,46.853,1,0.2134342312,1
9/60,46.811,1,0.2136246553,1
9/60,46.807,1,0.213641388,1
9/60,46.775,5,0.2137893551,1
9/60,46.737,1,0.2139628244,1
9/60,46.723,1,0.2140270542,1
9/60,46.686,65,0.214198563,1
9/60,46.655,1,0.2143409058,1
9/60,46.651,1,0.2143578187,1
9/60,46.645,1,0.2143864403,1
9/60,46.642,6,0.2143986869,1
9/60,46.619,1,0.2145032943,1
9/60,46.619,1,0.2145067058,1
9/60,46.61,1,0.2145445663,1
9/60,46.605,1,0.2145688743,1
9/60,46.598,1,0.2145996776,1
9/60,46.594,1,0.2146209727,1
9/60,46.569,1,0.2147336036,1
9/60,46.543,1,0.2148548031,1
9/60,46.504,1,0.2150360563,1
9/60,46.495,1,0.2150765058,1
9/60,46.489,1,0.2151026509,1
9/60,46.472,1,0.215183107,1
9/60,46.457,1,0.215251661,1
9/60,46.43,1,0.215378843,1
9/60,46.429,1,0.2153839764,1
9/60,46.371,1,0.2156505973,1
9/60,46.344,1,0.2157797628,1
9/60,46.319,1,0.2158951764,1
9/60,46.306,1,0.2159543195,1
9/60,46.296,1,0.2160006528,1
9/60,46.28,1,0.2160765697,1
9/60,46.28,1,0.2160780695,1
9/60,46.26,1,0.2161681256,1
9/60,46.23,1,0.2163107397,1
9/60,46.201,1,0.2164461706,1
9/60,46.199,1,0.2164529968,1
9/60,46.183,1,0.2165279852,1
9/60,46.156,1,0.2166575693,1
9/60,46.153,1,0.2166688109,1
9/60,46.152,1,0.2166743568,1
9/60,46.152,1,0.216677608,1
9/60,46.146,1,0.216705029,1
9/60,46.138,1,0.2167398955,1
9/60,46.137,1,0.2167461689,1
9/60,46.095,1,0.2169418868,1
9/60,46.094,1,0.2169481595,1
9/60,46.075,1,0.2170368498,1
9/60,46.074,6,0.2170440101,1
9/60,46.067,1,0.2170760262,1
9/60,46.066,1,0.2170802969,1
9/60,46.032,1,0.2172416378,1
9/60,45.942,6,0.2176645266,1
9/60,45.94,1,0.2176775421,1
9/60,45.921,1,0.2177630081,1
9/60,45.919,1,0.2177731914,1
9/60,45.913,1,0.2178018882,1
9/60,45.902,1,0.2178564676,1
9/60,45.9,6,0.2178630736,1
9/60,45.882,1,0.2179485943,1
9/60,45.866,4,0.2180269169,1
9/60,45.844,1,0.2181318011,1
9/60,45.808,1,0.2183015116,1
9/60,45.784,1,0.2184160635,1
9/60,45.777,7,0.2184494477,1
9/60,45.715,1,0.2187448367,1
9/60,45.706,1,0.218787283,1
9/60,45.695,1,0.2188399382,1
9/60,45.624,1,0.21918141,1
9/60,45.519,1,0.21969009,1
9/60,45.516,1,0.2197018611,1
9/60,45.493,1,0.2198157231,1
9/60,45.459,1,0.2199788406,1
9/60,45.459,1,0.2199803616,1
9/60,45.453,1,0.2200056634,1
9/60,45.434,10,0.2200981509,1
9/60,45.431,28,0.2201146663,1
9/60,45.414,1,0.2201985125,1
9/60,45.4,1,0.2202625191,1
9/60,45.379,1,0.2203649503,1
9/60,45.34,1,0.2205555158,1
9/60,45.33,1,0.2206023596,1
9/60,45.315,1,0.2206758053,1
9/60,45.306,1,0.2207235686,1
9/60,45.305,1,0.2207269142,1
9/60,45.284,1,0.2208306944,1
9/60,45.281,1,0.2208430699,1
9/60,45.28,1,0.2208485026,1
9/60,45.256,1,0.220966255,1
9/60,45.25,1,0.2209941166,1
9/60,45.231,1,0.2210870527,1
9/60,45.228,1,0.2211012252,1
9/60,45.216,1,0.2211604211,1
9/60,45.201,1,0.2212355206,1
9/60,45.17,1,0.221383847,1
9/60,45.144,1,0.2215115075,1
9/60,45.139,1,0.2215380269,1
9/60,45.104,1,0.2217104449,1
9/60,45.096,1,0.2217500526,1
9/60,45.074,1,0.2218583215,1
9/60,45.059,1,0.2219308234,1
9/60,45.042,1,0.2220144755,1
9/60,44.995,2,0.2222463084,1
9/60,44.964,1,0.2224002107,1
9/60,44.928,1,0.2225792033,1
9/60,44.908,1,0.2226788579,1
9/60,44.891,4,0.2227613248,1
9/60,44.89,1,0.2227643892,1
9/60,44.887,1,0.222782476,1
9/60,44.862,1,0.2229080111,1
9/60,44.837,1,0.2230307639,1
9/60,44.831,1,0.223058293,1
9/60,44.78,1,0.2233131396,1
9/60,44.774,1,0.2233436326,1
9/60,44.764,1,0.2233917936,1
9/60,44.749,1,0.223466194,1
9/60,44.747,1,0.2234801535,1
9/60,44.735,1,0.223537761,1
9/60,44.714,1,0.2236453824,1
9/60,44.699,1,0.223718432,1
9/60,44.646,1,0.2239822328,1
9/60,44.646,1,0.2239828922,1
9/60,44.616,1,0.2241338643,1
9/60,44.616,1,0.2241341837,1
9/60,44.607,1,0.224178941,1
9/60,44.601,5,0.2242106125,1
9/60,44.588,1,0.2242765641,1
9/60,44.558,1,0.2244244087,1
9/60,44.554,6,0.2244490903,1
9/60,44.54,2,0.2245151183,1
9/60,44.532,1,0.2245562877,1
9/60,44.522,1,0.2246105674,1
9/60,44.52,1,0.2246161021,1
9/60,44.517,1,0.2246320491,1
9/60,44.498,1,0.2247271625,1
9/60,44.492,1,0.2247573162,1
9/60,44.487,1,0.2247846165,1
9/60,44.487,1,0.224784661,1
9/60,44.414,1,0.2251520797,1
9/60,44.413,1,0.225160182,1
9/60,44.399,1,0.2252301686,1
9/60,44.388,1,0.2252865754,1
9/60,44.37,12,0.2253781451,1
9/60,44.361,1,0.2254252609,1
9/60,44.337,1,0.22554413,1
9/60,44.328,1,0.225592302,1
9/60,44.326,1,0.2255998062,1
9/60,44.306,1,0.2257005377,1
9/60,44.297,1,0.2257480202,1
9/60,44.264,1,0.2259162195,1
9/60,44.245,1,0.2260127888,1
9/60,44.237,1,0.2260530256,1
9/60,44.182,1,0.2263348682,1
9/60,44.181,1,0.2263429125,1
9/60,44.179,1,0.2263529316,1
9/60,44.151,1,0.2264968642,1
9/60,44.142,1,0.2265429255,1
9/60,44.122,1,0.2266444696,1
9/60,44.101,1,0.2267537915,1
9/60,44.074,1,0.226889126,1
9/60,44.063,1,0.2269489137,1
9/60,44.025,1,0.2271449288,1
9/60,44.018,1,0.2271789885,1
9/60,44.016,1,0.2271887328,1
9/60,44.01,1,0.2272217983,1
9/60,43.978,1,0.2273869854,1
9/60,43.834,1,0.2281308441,1
9/60,43.832,1,0.228141696,1
9/60,43.83,1,0.2281540896,1
9/60,43.817,9,0.2282212993,1
9/60,43.797,1,0.228326543,1
9/60,43.796,1,0.2283296854,1
9/60,43.768,1,0.228479104,1
9/60,43.767,1,0.228481084,1
9/60,43.745,2,0.2285990661,1
9/60,43.734,12,0.2286562893,1
9/60,43.731,1,0.2286698366,1
9/60,43.714,1,0.228762022,1
9/60,43.665,1,0.2290176653,1
9/60,43.659,1,0.2290470863,1
9/60,43.649,1,0.2291003743,1
9/60,43.641,1,0.2291404455,1
9/60,43.608,1,0.2293148102,1
9/60,43.608,1,0.2293150631,1
9/60,43.606,1,0.2293247458,1
9/60,43.548,1,0.2296301082,1
9/60,43.543,1,0.2296596389,1
9/60,43.531,1,0.2297238266,1
9/60,43.511,1,0.2298281099,1
9/60,43.482,1,0.2299816056,1
9/60,43.444,1,0.2301819534,1
9/60,43.437,8,0.2302173563,1
9/60,43.421,1,0.230304218,1
