mode,reward,step,vel,action
monkey,23.712,1,0.4217230535,1
monkey,23.709,1,0.4217758179,1
monkey,23.709,1,0.4217881951,1
monkey,23.703,1,0.4218849603,1
monkey,23.702,1,0.4218970756,1
monkey,23.692,1,0.4220918751,1
monkey,23.686,1,0.4221819177,1
monkey,23.678,1,0.4223403696,1
monkey,23.675,1,0.422391464,1
monkey,23.674,1,0.4224114282,1
monkey,23.653,1,0.4227740277,1
monkey,23.645,1,0.4229152506,1
monkey,23.629,1,0.4232145606,1
monkey,23.624,1,0.4232999704,1
monkey,23.615,1,0.4234667065,1
monkey,23.608,1,0.4235826918,1
monkey,23.605,1,0.4236340824,1
monkey,23.605,1,0.423638688,1
monkey,23.605,1,0.4236403224,1
monkey,23.605,1,0.4236447144,1
monkey,23.596,1,0.4237949369,1
monkey,23.591,1,0.4238911957,1
monkey,23.583,1,0.4240413036,1
monkey,23.579,1,0.4241110855,1
monkey,23.578,1,0.4241156772,1
monkey,23.569,1,0.4242782336,1
monkey,23.555,1,0.4245398977,1
monkey,23.552,1,0.4245903738,1
monkey,23.545,1,0.4247171791,1
monkey,23.543,1,0.4247534088,1
monkey,23.541,1,0.4247858994,1
monkey,23.537,1,0.4248679933,1
monkey,23.537,1,0.4248681293,1
monkey,23.523,1,0.4251240611,1
monkey,23.523,1,0.4251246513,1
monkey,23.507,1,0.4253986234,1
monkey,23.484,1,0.4258165547,1
monkey,23.482,1,0.4258602312,1
monkey,23.48,1,0.4259006557,1
monkey,23.463,1,0.426194838,1
monkey,23.463,1,0.4262001792,1
monkey,23.444,1,0.4265412122,1
monkey,23.437,1,0.4266689663,1
monkey,23.437,1,0.4266775024,1
monkey,23.43,1,0.4267941776,1
monkey,23.422,1,0.4269472047,1
monkey,23.414,1,0.4270882658,1
monkey,23.402,1,0.427320271,1
monkey,23.395,1,0.4274390487,1
monkey,23.391,1,0.4275116023,1
monkey,23.385,1,0.4276222198,1
monkey,23.376,1,0.4277954783,1
monkey,23.358,1,0.4281226627,1
monkey,23.353,1,0.4282041024,1
monkey,23.329,1,0.4286495443,1
monkey,23.308,1,0.4290307833,1
monkey,23.308,1,0.4290360954,1
monkey,23.305,1,0.4290872718,1
monkey,23.285,1,0.4294607049,1
monkey,23.274,1,0.4296663457,1
monkey,23.268,1,0.4297774337,1
monkey,23.265,1,0.4298340591,1
monkey,23.264,1,0.4298487535,1
monkey,23.256,1,0.4299969721,1
monkey,23.254,1,0.430034555,1
monkey,23.253,1,0.4300566899,1
monkey,23.251,1,0.4300858792,1
monkey,23.249,1,0.4301305173,1
monkey,23.232,1,0.4304446368,1
monkey,23.214,1,0.4307823212,1
monkey,23.193,1,0.4311726618,1
monkey,23.192,1,0.4311906896,1
monkey,23.174,1,0.4315271953,1
monkey,23.156,1,0.4318539339,1
monkey,23.151,1,0.4319436209,1
monkey,23.147,1,0.4320193298,1
monkey,23.146,1,0.4320383045,1
monkey,23.142,1,0.4321180314,1
monkey,23.14,1,0.4321505514,1
monkey,23.137,1,0.4322146501,1
monkey,23.127,1,0.4323861082,1
monkey,23.123,1,0.4324780867,1
monkey,23.119,1,0.4325368918,1
monkey,23.109,1,0.432735267,1
monkey,23.101,1,0.4328815671,1
monkey,23.1,1,0.4329044927,1
monkey,23.1,1,0.4329066703,1
monkey,23.096,1,0.4329839991,1
monkey,23.074,1,0.4333890694,1
monkey,23.074,1,0.4333969506,1
monkey,23.051,1,0.4338204462,1
monkey,23.038,1,0.4340679717,1
monkey,23.035,1,0.4341134655,1
monkey,23.033,1,0.4341654948,1
monkey,23.03,1,0.4342074216,1
monkey,23.026,1,0.4342943372,1
monkey,23.024,1,0.4343209147,1
monkey,23.024,1,0.4343240507,1
monkey,23.018,1,0.4344395528,1
monkey,23.017,1,0.4344533418,1
monkey,23.008,1,0.4346376707,1
monkey,23.004,1,0.4346989495,1
monkey,23.001,1,0.4347595045,1
monkey,22.992,1,0.4349275222,1
monkey,22.991,1,0.4349603796,1
monkey,22.989,1,0.4349816156,1
monkey,22.985,1,0.4350607512,1
monkey,22.978,1,0.4352012377,1
monkey,22.973,1,0.4352879134,1
monkey,22.97,1,0.4353522977,1
monkey,22.962,1,0.4355061824,1
monkey,22.961,1,0.4355267331,1
monkey,22.948,1,0.4357731751,1
monkey,22.947,1,0.435784956,1
monkey,22.946,1,0.4358079705,1
monkey,22.943,1,0.4358557507,1
monkey,22.936,1,0.4359864704,1
monkey,22.936,1,0.4360005032,1
monkey,22.935,1,0.4360098996,1
monkey,22.929,1,0.4361322089,1
monkey,22.927,1,0.4361721091,1
monkey,22.922,1,0.4362656348,1
monkey,22.921,1,0.4362896844,1
monkey,22.919,1,0.4363130308,1
monkey,22.916,1,0.4363784235,1
monkey,22.914,1,0.4364151141,1
monkey,22.913,1,0.4364276383,1
monkey,22.912,1,0.4364566425,1
monkey,22.904,1,0.4366013995,1
monkey,22.886,1,0.4369389627,1
monkey,22.885,1,0.4369693985,1
monkey,22.881,1,0.437051184,1
monkey,22.862,1,0.4373988218,1
monkey,22.858,1,0.4374849387,1
monkey,22.845,1,0.4377266572,1
monkey,22.84,1,0.4378260175,1
monkey,22.836,1,0.4378981295,1
monkey,22.836,1,0.4379091084,1
monkey,22.831,1,0.4379975486,1
monkey,22.808,1,0.4384422029,1
monkey,22.798,1,0.4386391094,1
monkey,22.794,1,0.4387140282,1
monkey,22.79,1,0.4387827426,1
monkey,22.788,1,0.4388365954,1
monkey,22.786,1,0.4388699054,1
monkey,22.785,1,0.4388795218,1
monkey,22.764,1,0.4392898806,1
monkey,22.75,1,0.4395524642,1
monkey,22.746,1,0.4396347112,1
monkey,22.744,1,0.4396808425,1
monkey,22.744,1,0.439684879,1
monkey,22.743,1,0.4397047196,1
monkey,22.739,1,0.439769796,1
monkey,22.729,1,0.4399708096,1
monkey,22.728,1,0.4399909847,1
monkey,22.723,1,0.4400915496,1
monkey,22.704,1,0.4404545736,1
monkey,22.7,1,0.4405195605,1
monkey,22.689,1,0.4407343113,1
monkey,22.684,1,0.4408374786,1
monkey,22.683,1,0.4408538116,1
monkey,22.683,1,0.4408664887,1
monkey,22.668,1,0.441141545,1
monkey,22.666,1,0.441188653,1
monkey,22.655,1,0.4414100798,1
monkey,22.65,1,0.4414979236,1
monkey,22.65,1,0.4415010936,1
monkey,22.647,1,0.4415654876,1
monkey,22.622,1,0.4420554806,1
monkey,22.595,1,0.4425676221,1
monkey,22.59,1,0.4426790867,1
monkey,22.588,1,0.4427105339,1
monkey,22.583,1,0.4428081136,1
monkey,22.565,1,0.4431677053,1
monkey,22.562,1,0.4432287029,1
monkey,22.547,1,0.4435174577,1
monkey,22.547,1,0.443520934,1
monkey,22.544,1,0.4435866396,1
monkey,22.539,1,0.443669803,1
monkey,22.537,1,0.4437050689,1
monkey,22.536,1,0.4437438992,1
monkey,22.527,1,0.4439036367,1
monkey,22.516,1,0.4441300728,1
monkey,22.515,1,0.4441475241,1
monkey,22.511,1,0.4442195572,1
monkey,22.511,1,0.4442308282,1
monkey,22.501,1,0.4444250344,1
monkey,22.5,1,0.4444537118,1
monkey,22.499,1,0.4444647938,1
monkey,22.49,1,0.4446501342,1
monkey,22.484,1,0.4447599399,1
monkey,22.482,1,0.4448008617,1
monkey,22.479,1,0.4448653448,1
monkey,22.477,1,0.4448954899,1
monkey,22.477,1,0.4449025122,1
monkey,22.477,1,0.4449084458,1
monkey,22.469,1,0.4450478569,1
monkey,22.459,1,0.4452604786,1
monkey,22.454,1,0.4453578788,1
monkey,22.448,1,0.4454800333,1
monkey,22.447,1,0.4454932905,1
monkey,22.439,1,0.4456619228,1
monkey,22.436,1,0.4457215047,1
monkey,22.432,1,0.4457934214,1
monkey,22.425,1,0.4459216457,1
monkey,22.418,1,0.4460786233,1
monkey,22.412,1,0.4461857268,1
monkey,22.411,1,0.4462147764,1
monkey,22.409,1,0.4462531897,1
monkey,22.378,1,0.4468586546,1
monkey,22.378,1,0.4468594966,1
monkey,22.373,1,0.4469618645,1
monkey,22.349,1,0.4474457376,1
monkey,22.348,1,0.4474576418,1
monkey,22.347,1,0.4474790366,1
monkey,22.339,1,0.4476392384,1
monkey,22.337,1,0.4476861329,1
monkey,22.329,1,0.4478467319,1
monkey,22.319,1,0.4480572639,1
monkey,22.297,1,0.4484856133,1
monkey,22.296,1,0.4485059204,1
monkey,22.292,1,0.4485865185,1
monkey,22.286,1,0.4487028328,1
monkey,22.277,1,0.4488844481,1
monkey,22.274,1,0.4489447965,1
monkey,22.27,1,0.4490414798,1
monkey,22.267,1,0.4490952807,1
monkey,22.266,1,0.4491120969,1
monkey,22.264,1,0.4491601869,1
monkey,22.264,1,0.4491605705,1
monkey,22.262,1,0.4492014871,1
monkey,22.261,1,0.4492070476,1
monkey,22.258,1,0.4492751995,1
monkey,22.256,1,0.4493246537,1
monkey,22.232,1,0.4497953563,1
monkey,22.216,1,0.4501283444,1
monkey,22.211,1,0.4502227026,1
monkey,22.189,1,0.4506637451,1
monkey,22.183,1,0.4507984282,1
monkey,22.178,1,0.450888058,1
monkey,22.174,1,0.4509818665,1
monkey,22.147,1,0.4515225106,1
monkey,22.145,1,0.4515735468,1
monkey,22.143,1,0.4516032974,1
monkey,22.14,1,0.4516740385,1
monkey,22.134,1,0.4517875605,1
monkey,22.128,1,0.4519157751,1
monkey,22.127,1,0.4519335342,1
monkey,22.126,1,0.4519606784,1
monkey,22.121,1,0.4520606972,1
monkey,22.109,1,0.4523007688,1
monkey,22.095,1,0.4525963365,1
monkey,22.092,1,0.4526627169,1
monkey,22.09,1,0.4526930906,1
monkey,22.079,1,0.4529285368,1
monkey,22.05,1,0.4535116451,1
monkey,22.04,1,0.4537212196,1
monkey,22.028,1,0.4539575453,1
monkey,22.026,1,0.4540030064,1
monkey,22.025,1,0.4540203483,1
monkey,22.025,1,0.4540305066,1
monkey,22.015,1,0.4542263251,1
monkey,22.003,1,0.4544740954,1
monkey,21.994,1,0.4546606407,1
monkey,21.991,1,0.4547287852,1
monkey,21.977,1,0.4550266879,1
monkey,21.973,1,0.4551016569,1
monkey,21.961,1,0.4553549855,1
monkey,21.958,1,0.4554087644,1
monkey,21.957,1,0.4554274296,1
monkey,21.934,1,0.4559184724,1
monkey,21.924,1,0.4561210607,1
monkey,21.903,1,0.4565662062,1
monkey,21.89,1,0.4568259775,1
monkey,21.875,1,0.4571329988,1
monkey,21.869,1,0.4572775211,1
monkey,21.866,1,0.4573316783,1
monkey,21.86,1,0.4574631096,1
monkey,21.859,1,0.4574693306,1
monkey,21.859,1,0.4574733157,1
monkey,21.847,1,0.4577363209,1
monkey,21.845,1,0.4577732326,1
monkey,21.842,1,0.4578298245,1
monkey,21.839,1,0.4578869428,1
monkey,21.839,1,0.4578987576,1
monkey,21.837,1,0.4579298771,1
monkey,21.837,1,0.4579409331,1
monkey,21.831,1,0.4580634479,1
monkey,21.808,1,0.4585457831,1
monkey,21.781,1,0.4591150529,1
monkey,21.764,1,0.4594697107,1
monkey,21.741,1,0.4599589981,1
monkey,21.719,1,0.4604334096,1
monkey,21.709,1,0.460636761,1
monkey,21.705,1,0.4607203659,1
monkey,21.704,1,0.4607537334,1
monkey,21.695,1,0.4609252094,1
monkey,21.691,1,0.4610141187,1
monkey,21.68,1,0.4612620453,1
monkey,21.669,1,0.4614963314,1
monkey,21.666,1,0.4615523726,1
monkey,21.665,1,0.4615687151,1
monkey,21.664,1,0.4615940166,1
monkey,21.66,1,0.4616777877,1
monkey,21.66,1,0.4616907793,1
monkey,21.656,1,0.4617637395,1
monkey,21.645,1,0.4620031512,1
monkey,21.641,1,0.4620814732,1
monkey,21.632,1,0.4622729446,1
monkey,21.625,1,0.4624313663,1
monkey,21.61,1,0.4627474712,1
monkey,21.603,1,0.4628992358,1
monkey,21.598,1,0.4630015826,1
monkey,21.594,1,0.4630853696,1
monkey,21.587,1,0.4632453568,1
monkey,21.58,1,0.4633982702,1
monkey,21.577,1,0.4634545925,1
monkey,21.576,1,0.4634738241,1
monkey,21.566,1,0.4636861052,1
monkey,21.556,1,0.4639017988,1
monkey,21.554,1,0.4639502018,1
monkey,21.535,1,0.4643541101,1
monkey,21.534,1,0.4643749648,1
monkey,21.532,1,0.4644297124,1
monkey,21.521,1,0.4646718472,1
monkey,21.519,1,0.4647104669,1
monkey,21.514,1,0.4648033684,1
monkey,21.513,1,0.4648276631,1
monkey,21.513,1,0.4648319311,1
monkey,21.509,1,0.4649308573,1
monkey,21.503,1,0.4650447821,1
monkey,21.487,1,0.4653901492,1
monkey,21.486,1,0.4654115509,1
monkey,21.47,1,0.4657587799,1
monkey,21.469,1,0.4657901681,1
monkey,21.469,1,0.4657954172,1
monkey,21.468,1,0.4658090241,1
monkey,21.459,1,0.4659980106,1
monkey,21.451,1,0.4661711634,1
monkey,21.447,1,0.4662749451,1
monkey,21.426,1,0.4667282839,1
monkey,21.421,1,0.4668402971,1
monkey,21.406,1,0.4671611423,1
monkey,21.406,1,0.4671621625,1
monkey,21.405,1,0.4671812943,1
monkey,21.384,1,0.4676386183,1
monkey,21.371,1,0.4679147769,1
monkey,21.369,1,0.4679748017,1
monkey,21.364,1,0.4680809457,1
monkey,21.359,1,0.4681913772,1
monkey,21.358,1,0.4682068349,1
monkey,21.353,1,0.4683283538,1
monkey,21.349,1,0.4684099236,1
monkey,21.347,1,0.4684591717,1
monkey,21.345,1,0.4685014677,1
monkey,21.335,1,0.4687087138,1
monkey,21.332,1,0.4687761594,1
monkey,21.326,1,0.4689185806,1
monkey,21.309,1,0.4692901053,1
monkey,21.308,1,0.4693015152,1
monkey,21.293,1,0.4696277109,1
monkey,21.287,1,0.4697633334,1
monkey,21.27,1,0.4701372881,1
monkey,21.263,1,0.4703029005,1
monkey,21.262,1,0.4703122101,1
monkey,21.247,1,0.4706559583,1
monkey,21.239,1,0.4708320145,1
monkey,21.232,1,0.4709934668,1
monkey,21.228,1,0.4710726713,1
monkey,21.211,1,0.4714451826,1
monkey,21.211,1,0.4714525434,1
monkey,21.196,1,0.4717766289,1
monkey,21.191,1,0.4718888477,1
monkey,21.184,1,0.4720591027,1
monkey,21.181,1,0.4721260775,1
monkey,21.177,1,0.4722178827,1
monkey,21.174,1,0.4722804021,1
monkey,21.165,1,0.4724867349,1
monkey,21.16,1,0.4725821627,1
monkey,21.158,1,0.4726246935,1
monkey,21.157,1,0.4726631948,1
monkey,21.156,1,0.4726810069,1
monkey,21.149,1,0.4728268722,1
monkey,21.149,1,0.4728450988,1
monkey,21.145,1,0.4729155324,1
monkey,21.145,1,0.4729344978,1
monkey,21.143,1,0.4729694326,1
monkey,21.14,1,0.4730421464,1
monkey,21.138,1,0.4730808807,1
monkey,21.135,1,0.4731396783,1
monkey,21.115,1,0.4735873887,1
monkey,21.114,1,0.4736283334,1
monkey,21.107,1,0.4737821679,1
monkey,21.106,1,0.4738058801,1
monkey,21.094,1,0.4740703571,1
monkey,21.093,1,0.474089519,1
monkey,21.093,1,0.4740933956,1
monkey,21.068,1,0.4746634148,1
monkey,21.066,1,0.4746914803,1
monkey,21.065,1,0.4747108149,1
monkey,21.048,1,0.4751156539,1
monkey,21.047,1,0.4751158857,1
monkey,21.043,1,0.4752086547,1
monkey,21.041,1,0.475258964,1
monkey,21.026,1,0.4755959848,1
monkey,21.012,1,0.4759193234,1
monkey,20.987,1,0.476492615,1
monkey,20.981,1,0.4766242964,1
monkey,20.977,1,0.476704627,1
monkey,20.948,1,0.477368793,1
monkey,20.944,1,0.4774544621,1
monkey,20.929,1,0.4778023915,1
monkey,20.928,1,0.4778178894,1
monkey,20.915,1,0.478123487,1
monkey,20.915,1,0.4781313257,1
monkey,20.912,1,0.4781935536,1
monkey,20.908,1,0.4782898271,1
monkey,20.902,1,0.4784286695,1
monkey,20.901,1,0.4784541555,1
monkey,20.881,1,0.4789101839,1
monkey,20.866,1,0.4792384666,1
monkey,20.855,1,0.4794984054,1
monkey,20.855,1,0.4795026118,1
monkey,20.846,1,0.4797195867,1
monkey,20.838,1,0.4798864089,1
monkey,20.837,1,0.4799173821,1
monkey,20.828,1,0.4801175006,1
monkey,20.819,1,0.4803345655,1
monkey,20.812,1,0.4804967752,1
monkey,20.805,1,0.480642439,1
monkey,20.797,1,0.4808420425,1
monkey,20.793,1,0.480924266,1
monkey,20.788,1,0.4810381548,1
monkey,20.783,1,0.4811691448,1
monkey,20.768,1,0.4815147551,1
monkey,20.767,1,0.4815240273,1
monkey,20.761,1,0.4816621485,1
monkey,20.751,1,0.4819130178,1
monkey,20.75,1,0.4819183961,1
monkey,20.748,1,0.4819827893,1
monkey,20.737,1,0.4822235354,1
monkey,20.725,1,0.4825152667,1
monkey,20.716,1,0.482729092,1
monkey,20.702,1,0.4830539948,1
monkey,20.698,1,0.4831338139,1
monkey,20.688,1,0.4833662332,1
monkey,20.655,1,0.4841377181,1
monkey,20.65,1,0.4842580102,1
monkey,20.643,1,0.4844156275,1
monkey,20.637,1,0.4845641425,1
monkey,20.634,1,0.4846351437,1
monkey,20.623,1,0.4849031848,1
monkey,20.611,1,0.4851706641,1
monkey,20.596,1,0.4855351195,1
monkey,20.593,1,0.4856058716,1
monkey,20.587,1,0.485745586,1
monkey,20.586,1,0.4857689392,1
monkey,20.552,1,0.4865700068,1
monkey,20.548,1,0.4866544323,1
monkey,20.545,1,0.4867306891,1
monkey,20.539,1,0.4868697421,1
monkey,20.536,1,0.486945295,1
monkey,20.535,1,0.4869628429,1
monkey,20.531,1,0.4870729848,1
monkey,20.508,1,0.4876158173,1
monkey,20.491,1,0.4880080421,1
monkey,20.479,1,0.488313593,1
monkey,20.475,1,0.4884098584,1
monkey,20.474,1,0.4884179843,1
monkey,20.464,1,0.4886734218,1
monkey,20.458,1,0.4887992473,1
monkey,20.457,1,0.4888229968,1
monkey,20.448,1,0.4890490545,1
monkey,20.443,1,0.4891578247,1
monkey,20.44,1,0.4892330508,1
monkey,20.437,1,0.4893076942,1
monkey,20.434,1,0.4893700252,1
monkey,20.421,1,0.4896907963,1
monkey,20.418,1,0.4897738778,1
monkey,20.412,1,0.489914396,1
monkey,20.409,1,0.4899891642,1
monkey,20.406,1,0.4900462992,1
monkey,20.402,1,0.4901572042,1
monkey,20.391,1,0.4904116983,1
monkey,20.382,1,0.4906232575,1
monkey,20.38,1,0.4906718131,1
monkey,20.366,1,0.4910139036,1
monkey,20.366,1,0.4910244466,1
monkey,20.361,1,0.4911429519,1
monkey,20.357,1,0.4912333348,1
monkey,20.352,1,0.491354576,1
monkey,20.34,1,0.4916488355,1
monkey,20.336,1,0.4917405385,1
monkey,20.331,1,0.4918694266,1
monkey,20.327,1,0.4919528169,1
monkey,20.324,1,0.4920251441,1
monkey,20.293,1,0.4927845702,1
monkey,20.29,1,0.4928602265,1
monkey,20.289,1,0.4928659563,1
monkey,20.258,1,0.4936358302,1
monkey,20.255,1,0.4936988326,1
monkey,20.245,1,0.4939559036,1
monkey,20.236,1,0.4941789672,1
monkey,20.231,1,0.4942900977,1
monkey,20.223,1,0.4944779672,1
monkey,20.22,1,0.4945708718,1
monkey,20.218,1,0.49459763,1
monkey,20.217,1,0.4946308208,1
monkey,20.21,1,0.4948163499,1
monkey,20.194,1,0.4952003255,1
monkey,20.193,1,0.4952283208,1
monkey,20.189,1,0.4953076419,1
monkey,20.18,1,0.495540942,1
monkey,20.159,1,0.4960460664,1
monkey,20.15,1,0.4962680248,1
monkey,20.144,1,0.496420406,1
monkey,20.109,1,0.4972918573,1
monkey,20.106,1,0.4973540025,1
monkey,20.106,1,0.4973672883,1
monkey,20.091,1,0.4977353692,1
monkey,20.081,1,0.497988502,1
monkey,20.08,1,0.4980102916,1
monkey,20.079,1,0.4980205075,1
monkey,20.077,1,0.4980857753,1
monkey,20.059,1,0.4985217581,1
monkey,20.037,1,0.4990833767,1
monkey,20.022,1,0.499454164,1
monkey,20.004,1,0.4998989593,1
monkey,20.002,1,0.4999502704,1
monkey,0,1,0.5005313363,1
monkey,0,1,0.500847637,1
monkey,0,1,0.5009380441,1
monkey,0,1,0.5009482058,1
monkey,0,1,0.5011263217,1
monkey,0,1,0.5015631517,1
monkey,0,1,0.5015857631,1
monkey,0,1,0.5016567433,1
monkey,0,1,0.5019231305,1
monkey,0,1,0.5020979968,1
monkey,0,1,0.5023912614,1
monkey,0,1,0.5026116963,1
monkey,0,1,0.5026192811,1
monkey,0,1,0.5027075052,1
monkey,0,1,0.5027120669,1
monkey,0,1,0.5027180112,1
monkey,0,1,0.503310626,1
monkey,0,1,0.5033888393,1
monkey,0,1,0.5034059317,1
monkey,0,1,0.5036514613,1
monkey,0,1,0.5037068996,1
monkey,0,1,0.5037180041,1
monkey,0,1,0.5040611843,1
monkey,0,1,0.5041870156,1
monkey,0,1,0.5043677572,1
monkey,0,1,0.504671137,1
monkey,0,1,0.5047042201,1
monkey,0,1,0.5047831206,1
monkey,0,1,0.5051941076,1
monkey,0,1,0.5052767394,1
monkey,0,1,0.505421652,1
monkey,0,1,0.5055576369,1
monkey,0,1,0.5064187532,1
monkey,0,1,0.5067145961,1
monkey,0,1,0.5068210011,1
monkey,0,1,0.507198314,1
monkey,0,1,0.5074419668,1
monkey,0,1,0.5076146502,1
monkey,0,1,0.5076666808,1
monkey,0,1,0.5078896312,1
monkey,0,1,0.5084813653,1
monkey,0,1,0.5087260308,1
monkey,0,1,0.5087614543,1
monkey,0,1,0.5088619519,1
monkey,0,1,0.5091327802,1
monkey,0,1,0.5091713148,1
monkey,0,1,0.509808777,1
monkey,0,1,0.5103561012,1
monkey,0,1,0.5107476949,1
monkey,0,1,0.5109251021,1
monkey,0,1,0.5109391315,1
monkey,0,1,0.5111963741,1
monkey,0,1,0.5113528181,1
monkey,0,1,0.5114249174,1
monkey,0,1,0.5119648075,1
monkey,0,1,0.5120808108,1
monkey,0,1,0.5121868738,1
monkey,0,1,0.5123437547,1
monkey,0,1,0.5125691367,1
monkey,0,1,0.5133818008,1
monkey,0,1,0.5136923914,1
monkey,0,1,0.513726342,1
monkey,0,1,0.5144202327,1
monkey,0,1,0.5147707723,1
monkey,0,1,0.5153677813,1
monkey,0,1,0.5153843993,1
monkey,0,1,0.515513938,1
monkey,0,1,0.5156937571,1
monkey,0,1,0.515813958,1
monkey,0,1,0.5160693229,1
monkey,0,1,0.5160705203,1
monkey,0,1,0.5161125912,1
monkey,0,1,0.5163265843,1
monkey,0,1,0.5164834648,1
monkey,0,1,0.5168462633,1
monkey,0,1,0.5171386705,1
monkey,0,1,0.5173609957,1
monkey,0,1,0.5174329477,1
monkey,0,1,0.5175430644,1
monkey,0,1,0.5182639725,1
monkey,0,1,0.5183073014,1
monkey,0,1,0.5190370469,1
monkey,0,1,0.5196065097,1
monkey,0,1,0.5205313156,1
monkey,0,1,0.5208982426,1
monkey,0,1,0.5212803273,1
monkey,0,1,0.5219195931,1
monkey,0,1,0.5219739071,1
monkey,0,1,0.5220766543,1
monkey,0,1,0.5226558771,1
monkey,0,1,0.5231038234,1
monkey,0,1,0.5236487842,1
monkey,0,1,0.5237415764,1
monkey,0,1,0.5239728186,1
monkey,0,1,0.5241672549,1
monkey,0,1,0.5250089938,1
monkey,0,1,0.5250196054,1
monkey,0,1,0.5250649276,1
monkey,0,1,0.5255381522,1
monkey,0,1,0.5256589413,1
monkey,0,1,0.5258264755,1
monkey,0,1,0.5259853715,1
monkey,0,1,0.5263901811,1
monkey,0,1,0.5265495556,1
monkey,0,1,0.526698014,1
monkey,0,1,0.5267149934,1
monkey,0,1,0.5267492516,1
monkey,0,1,0.527214645,1
monkey,0,1,0.5274967131,1
monkey,0,1,0.5275639369,1
monkey,0,1,0.5276929155,1
monkey,0,1,0.5278881086,1
monkey,0,1,0.5283019197,1
monkey,0,1,0.5283550332,1
monkey,0,1,0.5287280808,1
monkey,0,1,0.5287678599,1
monkey,0,1,0.5291241482,1
monkey,0,1,0.5292050382,1
monkey,0,1,0.5293418296,1
monkey,0,1,0.5295609676,1
monkey,0,1,0.5298705085,1
monkey,0,1,0.5301630879,1
monkey,0,1,0.5305298435,1
monkey,0,1,0.5305931045,1
monkey,0,1,0.530650192,1
monkey,0,1,0.5313092831,1
monkey,0,1,0.5313178778,1
monkey,0,1,0.5314383954,1
monkey,0,1,0.5317591059,1
monkey,0,1,0.5318797691,1
monkey,0,1,0.53273502,1
monkey,0,1,0.5340408443,1
monkey,0,1,0.5341525154,1
monkey,0,1,0.5342513543,1
monkey,0,1,0.5343533745,1
monkey,0,1,0.534817417,1
monkey,0,1,0.5352945398,1
monkey,0,1,0.5353266832,1
monkey,0,1,0.5356209374,1
monkey,0,1,0.5356316073,1
monkey,0,1,0.53598995,1
monkey,0,1,0.5364925196,1
monkey,0,1,0.5365907119,1
monkey,0,1,0.5366479781,1
monkey,0,1,0.5369654507,1
monkey,0,1,0.5372118633,1
monkey,0,1,0.5374795066,1
monkey,0,1,0.5376072782,1
monkey,0,1,0.5381611085,1
monkey,0,1,0.5381789447,1
monkey,0,1,0.5382859339,1
monkey,0,1,0.5382864394,1
monkey,0,1,0.5384109026,1
monkey,0,1,0.5385765868,1
monkey,0,1,0.5388822948,1
monkey,0,1,0.539186389,1
monkey,0,1,0.5393197422,1
monkey,0,1,0.5397148814,1
monkey,0,1,0.5398944245,1
monkey,0,1,0.5406214744,1
monkey,0,1,0.5407730999,1
monkey,0,1,0.5410623759,1
monkey,0,1,0.5414632712,1
monkey,0,1,0.5415055279,1
monkey,0,1,0.5422396268,1
monkey,0,1,0.5422982469,1
monkey,0,1,0.5426102875,1
monkey,0,1,0.5427070623,1
monkey,0,1,0.5433246188,1
monkey,0,1,0.5439644206,1
monkey,0,1,0.5441105968,1
monkey,0,1,0.544141271,1
monkey,0,1,0.5444737795,1
monkey,0,1,0.5450987747,1
monkey,0,1,0.5453361565,1
monkey,0,1,0.5458066956,1
monkey,0,1,0.5460855481,1
monkey,0,1,0.5472685817,1
monkey,0,1,0.5482845335,1
monkey,0,1,0.5485432484,1
monkey,0,1,0.5500270462,1
monkey,0,1,0.5501264139,1
monkey,0,1,0.5509315148,1
monkey,0,1,0.5519368113,1
monkey,0,1,0.5520448935,1
monkey,0,1,0.5522443977,1
monkey,0,1,0.5525669973,1
monkey,0,1,0.5529772077,1
monkey,0,1,0.5532579488,1
monkey,0,1,0.5534139733,1
monkey,0,1,0.5542231349,1
monkey,0,1,0.5544750546,1
monkey,0,1,0.5546083592,1
monkey,0,1,0.5549423375,1
monkey,0,1,0.5549453807,1
monkey,0,1,0.5555764215,1
monkey,0,1,0.5557078802,1
monkey,0,1,0.5561898291,1
monkey,0,1,0.5563655606,1
monkey,0,1,0.5565617027,1
monkey,0,1,0.5570149066,1
monkey,0,1,0.5570206876,1
monkey,0,1,0.557283423,1
monkey,0,1,0.5573665911,1
monkey,0,1,0.5574506437,1
monkey,0,1,0.5577838191,1
monkey,0,1,0.5581699951,1
monkey,0,1,0.5593571259,1
monkey,0,1,0.5602156961,1
monkey,0,1,0.5603862712,1
monkey,0,1,0.5603895124,1
monkey,0,1,0.5605285325,1
monkey,0,1,0.5609046386,1
monkey,0,1,0.5615047743,1
monkey,0,1,0.5616496892,1
monkey,0,1,0.5618397753,1
monkey,0,1,0.5618736246,1
monkey,0,1,0.5620567842,1
monkey,0,1,0.5621758452,1
monkey,0,1,0.562289334,1
monkey,0,1,0.5624521755,1
monkey,0,1,0.5625387845,1
monkey,0,1,0.5627677098,1
monkey,0,1,0.5630792884,1
monkey,0,1,0.563096035,1
monkey,0,1,0.5631104922,1
monkey,0,1,0.5638368503,1
monkey,0,1,0.5638875951,1
monkey,0,1,0.5639685595,1
monkey,0,1,0.5639765539,1
monkey,0,1,0.5646692929,1
monkey,0,1,0.5652899386,1
monkey,0,1,0.5654365857,1
monkey,0,1,0.5657316987,1
