#{"t_start": 1532351306.706971, "env_id": "SetDown-v3"}
r,l,t
648.71544,1501,5.060804
632.145534,1497,8.692964
470.25781,1501,12.804952
575.46164,1323,16.315875
0,1501,20.189263
0,1501,24.089332
0,1501,27.966746
0,1501,31.808121
557.699426,1501,35.640435
512.290764,1313,39.011563
0,1501,42.942776
599.409039,1436,47.071551
368.698924,1187,50.17418
492.104428,1321,53.677392
0,1501,58.067766
497.178977,1328,61.606959
468.66926,1129,64.702873
0,1501,68.578512
0,1501,72.360962
567.880929,1421,75.841311
558.323269,1501,79.588166
0,1501,83.478128
636.073877,1501,87.282806
0,1501,91.256024
630.783887,1501,95.107689
0,1501,98.903605
613.927029,1470,102.651855
601.486028,1501,106.44254
576.06949,1498,110.22128
0,1501,113.973146
0,1501,117.906609
123.657199,913,120.4491
560.781316,1501,124.285448
556.069195,1477,128.1496
576.920859,1501,131.879351
615.500828,1501,135.644158
0,1501,139.40088
610.953776,1501,143.17361
0,1501,146.905596
0,1501,150.854783
0,1501,154.608656
545.709456,1405,158.288591
602.931371,1501,162.074561
572.506588,1501,165.851297
597.945919,1473,169.501711
593.64628,1501,173.247853
553.023858,1442,176.854408
541.747273,1401,180.340642
0,1501,184.095383
149.751326,935,186.650221
0,1501,190.404814
0,1501,194.154953
0,1501,197.890137
503.982136,1360,201.080922
0,1501,204.861399
0,1501,208.612468
468.726728,1250,211.823007
0,1501,215.609859
332.724192,1076,218.469407
0,1501,222.238886
0,1501,226.060571
308.946009,1049,228.904749
120.566907,893,231.078044
0,1501,234.777623
0,1501,238.592917
324.441579,1135,241.546431
287.286126,1044,244.316516
6.840974,678,246.05453
0,1501,249.77471
0,1501,253.561528
0,1501,257.406384
305.281752,1122,260.394901
0,1501,264.135543
443.908483,1277,267.463228
0,1501,271.200645
0,1501,275.038703
361.489104,1187,278.304784
377.775227,1215,281.359591
0,1501,285.325078
417.513949,1246,289.051657
382.316602,1174,292.318605
399.447791,1164,295.505942
0,1501,299.391654
0,1501,303.249702
412.265967,1171,306.37564
403.302036,1218,309.356287
0,1501,313.373494
0,1501,317.294166
382.714508,1184,320.422109
391.449252,1106,323.411664
0,1501,327.179627
496.525359,1352,330.813748
105.770344,847,333.117234
0,1501,337.012232
467.940595,1312,340.521459
130.740971,878,343.152129
613.140383,1450,346.813183
649.352337,1501,350.725084
0,1501,354.488888
510.024394,1421,358.183788
551.681801,1445,361.898867
0,1501,365.91458
0,1501,369.661943
615.227649,1501,373.448178
582.072488,1501,377.209436
563.000825,1483,381.013471
0,1501,384.94953
604.631298,1501,388.766909
601.248516,1501,392.55605
611.886998,1501,396.452118
613.236481,1501,400.217718
646.159439,1480,404.189752
0,1501,408.969678
0,1501,413.258383
488.519686,1285,416.732189
535.740506,1301,419.919421
422.941528,1198,423.184448
556.778621,1408,426.963307
525.685416,1260,430.543406
572.788887,1486,434.66744
0,1501,438.502712
0,1501,442.368994
0,1501,446.474756
0,1501,450.405093
0,1501,454.658195
487.322008,1268,458.221172
0,1501,462.242467
0,1501,466.620603
0,1501,470.523921
425.831684,1228,473.896585
0,1501,477.715754
442.346127,1180,480.52185
437.892948,1229,483.736034
0,1501,487.59553
525.238181,1341,491.043245
394.910855,1196,494.218934
426.162064,1202,497.394178
0,1501,501.206496
467.465615,1270,504.559077
0,1501,508.29643
0,1501,512.051055
528.163214,1356,515.41837
514.763899,1329,519.182245
0,1501,523.132747
532.466331,1400,527.012736
0,1501,530.789708
556.04538,1426,534.363261
622.074287,1491,538.077162
6.034285,1501,541.990695
551.71617,1458,545.864841
78.537403,806,548.187669
589.199184,1409,551.835221
0,1501,555.648958
0,1501,559.453989
0,1501,563.59575
0,1501,567.321317
0,1501,571.118119
0,1501,574.895321
0,1501,578.722985
559.584373,1388,582.271791
599.8417,1501,586.089606
69.104448,1501,589.904591
498.136107,1307,593.334814
0,1501,597.099245
0,1501,600.861839
0,1501,604.717912
554.726561,1398,607.979889
665.683989,1501,611.828766
0,1501,615.697408
0,1501,619.609695
588.398928,1415,623.303134
106.103667,907,625.842244
626.100374,1466,629.551837
0,1501,633.370109
0,1501,637.15401
0,1501,641.08486
0,1501,644.859936
0,1501,648.736419
90.61326,1501,652.516012
67.405999,1501,656.278255
0,1501,660.137127
0,1501,664.174711
169.408715,1501,667.963718
596.855204,1388,671.551355
599.740572,1369,675.130924
43.144799,1501,678.936798
679.740989,1501,682.699124
552.355263,1501,686.671087
540.425907,1483,690.512069
571.940699,1459,694.261042
98.013883,1501,698.027067
0,1501,701.783025
128.668145,1501,705.600175
0,1501,709.477862
0,1501,713.335076
514.57499,1354,716.77843
523.828705,1420,720.375722
481.586441,1297,723.420554
539.267007,1340,726.923852
548.195989,1399,730.878182
121.16534,1501,734.720781
471.387509,1320,738.257434
521.855835,1357,741.817096
0,1501,745.985366
77.908161,1501,749.700967
0,1501,753.624761
383.304803,1171,756.803586
444.069041,1203,759.975935
197.210582,1501,763.695238
260.074798,1501,767.414948
69.313976,1501,771.181083
252.466233,1501,774.9639
328.24439,1501,778.749434
109.509673,1501,782.495847
442.285518,1254,785.675691
382.765953,1501,789.421343
407.502563,1301,792.595536
454.490404,1236,795.846884
316.835904,1501,799.902862
303.385584,1235,803.088756
449.204281,1282,806.470224
542.147915,1333,809.841143
491.603955,1268,813.146477
112.638125,1501,817.198917
611.905274,1440,820.88951
0,1501,825.266517
675.288105,1501,829.663757
97.5826,1501,833.956444
117.129699,1501,838.340545
609.092946,1501,842.285239
192.667728,1501,846.32767
639.884494,1501,850.158078
672.104917,1457,853.796135
595.873522,1425,857.526381
233.064293,1501,861.510371
627.709587,1422,864.874788
660.406986,1501,868.675629
0,1501,872.737246
641.964537,1501,876.648685
0,1501,880.36265
646.405913,1501,884.139629
68.901863,1501,888.125594
223.440724,1501,892.061732
633.934597,1451,895.777708
567.313707,1448,899.415155
127.369565,1501,903.142073
166.651452,1501,906.88448
272.76272,1501,910.61482
105.843144,1501,914.355525
508.120659,1404,917.949098
242.84784,1501,921.660372
318.760508,1501,925.423302
507.724302,1501,929.162595
455.323258,1216,932.318951
517.973582,1254,935.565179
518.615558,1313,938.938752
639.607327,1501,942.798921
483.218552,1205,945.958171
700.273085,1484,949.659072
647.586148,1501,953.412955
578.870666,1372,957.008594
372.685909,1501,961.324001
358.533075,1501,965.658031
492.828739,1501,970.041575
475.271075,1501,974.507837
581.79133,1428,978.631735
640.696121,1432,982.37719
525.398619,1355,986.287652
584.356526,1382,990.23466
504.814565,1501,994.081657
580.541915,1501,998.180314
497.869004,1358,1001.651211
642.748727,1501,1005.409204
613.103218,1501,1009.226372
536.548231,1430,1012.982729
692.393368,1501,1016.792632
598.305647,1501,1020.669494
616.260525,1468,1024.529485
615.263399,1501,1028.432563
671.980167,1501,1032.233456
703.614911,1501,1035.971931
677.427695,1501,1039.838287
52.574067,735,1042.066946
534.941237,1501,1045.856608
628.287556,1501,1050.205342
479.789212,1501,1054.109217
621.623365,1501,1057.999932
579.708669,1501,1061.919882
177.909564,823,1064.040488
375.803446,1063,1067.064544
322.007325,1112,1070.17776
659.063189,1501,1074.023795
402.160509,1127,1076.838649
365.786241,1062,1079.768864
379.06864,1139,1082.761308
669.676613,1501,1086.712434
31.692602,679,1088.709753
418.426871,1148,1091.975323
530.373394,1501,1095.93276
644.217139,1501,1099.760471
359.625064,1051,1102.638587
633.810683,1501,1106.377336
312.842681,983,1108.894681
443.532974,1190,1112.103108
491.967719,1501,1115.940866
598.449521,1501,1119.795106
381.883942,1142,1123.010888
306.310806,1018,1125.884646
294.372559,1095,1128.718868
627.18583,1501,1132.579127
721.406333,1501,1136.494404
339.109566,995,1139.393479
334.873506,1068,1142.411594
801.850195,1501,1146.550932
361.428589,1059,1149.332338
378.695901,1090,1152.413916
405.25051,1043,1155.287316
445.868197,1165,1158.773557
375.253672,1109,1161.557314
850.352075,1501,1165.671711
479.907584,1143,1168.763855
660.34954,1501,1172.666326
450.015311,1244,1175.895749
474.027072,1244,1179.166089
716.648542,1501,1183.046975
482.244184,1204,1186.48905
553.871123,1265,1189.499501
588.592319,1321,1192.879915
733.56786,1501,1196.729657
487.010643,1246,1200.097166
460.380782,1203,1203.256533
434.30552,1160,1206.312463
519.736446,1215,1209.484221
591.773271,1366,1212.988112
727.204332,1501,1216.732931
603.984322,1443,1220.08927
523.903835,1328,1223.495052
541.369607,1501,1227.273386
839.863315,1501,1231.128478
492.49261,1267,1234.37728
454.542639,1192,1237.569367
346.163383,1227,1241.065076
844.584661,1501,1244.913828
390.85641,1280,1248.28792
806.301384,1501,1252.065737
549.346069,1263,1255.511585
561.180808,1364,1259.090281
745.728581,1501,1263.501822
626.572448,1418,1267.156185
646.880625,1466,1270.800313
697.684976,1501,1274.484843
797.208912,1501,1278.267271
804.903396,1501,1282.01926
561.489443,1501,1285.788621
808.664082,1501,1289.566094
643.278766,1501,1293.443848
654.148364,1501,1297.288028
579.6513,1501,1301.337141
801.917692,1501,1305.266683
724.016848,1501,1309.097802
516.476356,1501,1312.915717
819.358371,1501,1316.674878
737.280452,1501,1320.558415
837.420371,1501,1324.302757
676.525355,1501,1328.132583
706.963543,1501,1331.859231
805.65037,1501,1335.827536
787.824602,1501,1339.608368
610.965525,1385,1343.338915
600.775904,1501,1348.014774
640.846375,1501,1352.452216
660.311018,1409,1356.599417
673.156343,1467,1360.514143
699.372744,1475,1364.611893
816.258149,1501,1368.484612
621.683293,1371,1372.195061
589.671319,1338,1375.824028
522.060114,1366,1379.588184
701.396256,1501,1383.676416
785.726948,1501,1387.762994
883.007743,1501,1392.297486
597.253406,1378,1396.39003
513.466383,1238,1399.900738
613.127786,1501,1404.274366
526.195236,1410,1408.353805
811.608348,1501,1412.207524
797.908064,1501,1416.237036
615.540628,1389,1419.840548
312.342713,1039,1422.442951
566.59728,1280,1425.930696
682.51222,1501,1429.908784
412.668248,1142,1432.931433
574.925322,1328,1436.522486
500.292841,1203,1439.764538
581.133789,1330,1443.082403
827.96654,1501,1446.918193
210.980471,877,1449.518095
718.78948,1501,1453.374715
809.383388,1501,1457.238912
485.563225,1278,1460.74577
902.198709,1501,1464.610445
874.561633,1501,1468.510424
684.564735,1451,1472.237141
810.813559,1501,1476.066555
583.368199,1353,1479.576659
525.210645,1248,1482.800393
743.898309,1501,1486.679144
645.549248,1473,1490.415167
890.036634,1501,1494.270513
766.481552,1501,1498.193363
753.553552,1501,1501.942763
96.592514,678,1503.719118
856.400422,1501,1507.491629
561.990799,1342,1510.997984
699.020558,1501,1514.812422
848.778866,1501,1518.611383
569.169567,1305,1521.979851
531.151402,1205,1525.066457
882.057628,1501,1528.930459
885.63125,1501,1532.769181
744.959544,1501,1536.713127
407.000146,1110,1539.465241
649.828003,1421,1543.140751
589.30565,1294,1546.486354
636.110829,1442,1550.169509
846.113204,1501,1553.996377
587.068029,1328,1557.480158
661.69212,1420,1561.092769
543.133253,1343,1564.65487
549.329368,1254,1568.194391
657.062525,1501,1571.96175
803.060242,1501,1575.79179
632.890047,1416,1579.418001
801.023609,1501,1583.131588
726.153059,1501,1586.888463
640.025585,1370,1590.085122
721.806881,1501,1593.851451
789.818093,1501,1597.707693
492.209802,1191,1600.852395
816.118388,1501,1604.627314
632.084309,1342,1608.054926
828.339146,1501,1611.78885
93.784455,608,1613.717561
701.68188,1501,1617.672569
701.390421,1501,1621.400859
690.468841,1501,1625.319553
596.734125,1351,1628.583031
282.591104,1049,1631.460192
802.68645,1501,1635.391469
807.385934,1501,1639.147433
590.259065,1295,1642.461754
730.257845,1501,1646.227697
184.221434,730,1648.439559
63.688314,691,1650.218539
539.759115,1228,1653.412552
885.50577,1501,1657.181318
817.904862,1501,1661.062338
