nupdates,value_loss,total_timesteps,policy_entropy,clipfrac,eprewmean,policy_loss,explained_variance,serial_timesteps,approxkl,time_elapsed,fps,eplenmean
194,15.343831,397312,0.9790654,0.019580077,561.86,-0.0013279294,0.955140981823206,397312,0.003029244,1158.5979557037354,350,1263.96
195,33.465527,399360,1.0808178,0.028271485,563.36,-0.0013924686,0.9174506291747093,399360,0.0032169025,1164.1350240707397,369,1270.14
196,52.566456,401408,1.0261385,0.076367185,555.04,-0.00038597462,0.9043401554226875,401408,0.007552209,1169.9515099525452,352,1279.9
197,15.826625,403456,1.1896887,0.18198243,546.79,0.008048879,0.9646988958120346,403456,0.014264074,1175.4251337051392,374,1282.65
198,37.85203,405504,1.0717636,0.08803711,554.02,-0.007432121,0.9233755543828011,405504,0.0063576726,1180.9753975868225,369,1293.26
199,10.918871,407552,0.889291,0.08461914,548.53,-0.0018697303,0.8814783319830894,407552,0.0072536566,1186.860535621643,348,1310.03
200,13.84875,409600,1.1773322,0.16186523,537.27,0.00330677,0.9824096597731113,409600,0.012393365,1192.4284150600433,367,1311.1
201,50.408085,411648,1.1825562,0.030712891,535.9,-0.0015994953,0.8019240200519562,411648,0.0034177874,1198.2689950466156,350,1311.1
202,12.014245,413696,0.87894785,0.112695314,526.19,-0.004074334,0.8404311239719391,413696,0.008689137,1203.8636267185211,366,1311.1
203,35.21891,415744,1.0590848,0.059765626,531.55,-0.002439396,0.7992238402366638,415744,0.0073114773,1209.3344113826752,374,1319.87
204,41.559776,417792,0.956148,0.17270508,531.27,0.0045767687,0.876452699303627,417792,0.018949974,1215.195203781128,349,1319.87
205,25.842722,419840,1.067621,0.13515624,539.04,-0.0022969337,0.9531312845647335,419840,0.009914337,1220.7016367912292,371,1330.62
206,14.121036,421888,1.0610434,0.14575195,547.11,-0.005816703,0.9807383716106415,421888,0.01183832,1226.1634533405304,374,1339.09
207,24.691431,423936,1.0231434,0.20078126,539.83,-0.0010450643,0.9676683433353901,423936,0.015417466,1232.0909202098846,345,1343.13
208,6.009392,425984,1.1052182,0.16757813,533.18,-0.0037120078,0.9909376120194793,425984,0.012495784,1237.6624331474304,367,1349.07
209,28.480932,428032,1.1221225,0.04897461,543.53,-0.0037168264,0.9570734165608883,428032,0.0052915486,1243.1453385353088,373,1354.43
210,23.548647,430080,1.0110443,0.04897461,548.27,-0.0009443293,0.9696249961853027,430080,0.0052704625,1248.9703187942505,351,1358.47
211,19.142845,432128,1.2361687,0.038671874,549.07,-0.0041873464,0.9648075699806213,432128,0.005280246,1254.4759588241577,372,1362.1
212,38.69153,434176,1.1260313,0.10546875,557.16,-0.0021464662,0.9277725890278816,434176,0.00863594,1260.676661491394,330,1355.16
213,32.239395,436224,1.1350397,0.049560547,563.54,-0.004469827,0.8988462686538696,436224,0.0054815356,1266.251647233963,367,1362.75
214,24.377668,438272,1.2242057,0.17978516,565.13,-0.0032839584,0.8155640810728073,438272,0.01201194,1271.7265861034393,374,1362.75
215,41.64105,440320,1.0614243,0.016845703,574.64,-0.0009928256,0.9088379964232445,440320,0.004278929,1277.7872595787048,337,1370.51
216,20.723,442368,1.1520774,0.18935546,579.41,-0.0014589444,0.8362863510847092,442368,0.019878915,1283.258691072464,374,1370.51
217,37.089703,444416,1.155153,0.07319336,585.71,-0.0022617606,0.8672613501548767,444416,0.0075638676,1288.7580943107605,372,1375.83
218,41.67829,446464,1.0566089,0.11049805,597.51,-0.0025627594,0.8833176866173744,446464,0.008828167,1294.5225925445557,355,1390.32
219,27.068008,448512,1.1883019,0.22338867,597.64,-0.00073156756,0.9595580324530602,448512,0.014897697,1299.9756634235382,375,1390.32
220,28.22762,450560,1.191512,0.13803712,591.58,-0.0027658069,0.7822897136211395,450560,0.010746024,1305.4575080871582,373,1390.32
221,50.36835,452608,1.1070629,0.026611328,585.96,-0.0015641649,0.9196358025074005,452608,0.0047308137,1311.2889957427979,351,1390.32
222,25.696024,454656,1.1543443,0.08183594,592.37,-0.0055842404,0.9142292812466621,454656,0.008164014,1316.8488547801971,368,1404.85
223,26.522654,456704,1.2449257,0.08432617,605.34,-0.0019364033,0.9342239126563072,456704,0.0064701103,1322.7188167572021,348,1420.13
224,15.933833,458752,1.0275269,0.049902342,608.4,-0.0024632884,0.9195399880409241,458752,0.0053792456,1328.2855141162872,367,1432.05
225,34.75665,460800,1.3347408,0.08413086,605.58,-0.0021440727,0.7531843930482864,460800,0.007678787,1333.939983844757,362,1432.05
226,51.394756,462848,1.2188014,0.036132812,612.07,-0.0024929617,0.9015101939439774,462848,0.0052028047,1339.7505676746368,352,1444.75
227,17.741917,464896,1.2202021,0.11000977,622.1,-0.00029992108,0.950910571962595,464896,0.0089975335,1345.2101469039917,375,1456.53
228,46.41368,466944,1.1858592,0.050830077,619.04,-0.004924276,0.8629520684480667,466944,0.008193329,1350.6949212551117,373,1456.53
229,40.347004,468992,1.0284737,0.12871094,619.34,-0.0005546956,0.9151589423418045,468992,0.010790583,1356.6262729167938,345,1466.18
230,24.843262,471040,1.2460295,0.07099609,627.64,-0.0010589967,0.922641284763813,471040,0.006497752,1362.1834104061127,368,1476.1
231,28.879475,473088,1.0711524,0.088085935,617.97,-0.0053452617,0.9577066786587238,473088,0.009846777,1368.1023564338684,346,1468.34
232,37.397007,475136,1.151339,0.07050781,616.68,-0.0018696163,0.9430390074849129,475136,0.0070706764,1373.9505274295807,350,1468.34
233,26.936148,477184,1.1139667,0.27055663,621.03,0.014736846,0.9437587149441242,477184,0.039342664,1379.5803010463715,363,1468.34
234,24.903538,479232,1.2332072,0.2620117,621.06,0.0077773333,0.9486762955784798,479232,0.021720516,1385.1072323322296,370,1468.34
235,20.92951,481280,1.0913603,0.046240233,634.05,-0.0037749452,0.9658012241125107,481280,0.0044114795,1391.2881228923798,331,1451.63
236,20.730686,483328,1.1982042,0.17939453,623.9,-0.004207815,0.9358854815363884,483328,0.011232725,1397.1206493377686,351,1438.11
237,4.834877,485376,1.0772647,0.1324707,599.4,-0.00913518,0.994045683182776,485376,0.02190657,1403.6725039482117,312,1398.96
238,9.193243,487424,1.0560814,0.15786132,589.19,-0.003530382,0.9869947843253613,487424,0.010680127,1409.8975067138672,329,1377.93
239,20.393522,489472,1.11978,0.115625,610.55,-0.0036147118,0.9720342084765434,489472,0.0075271814,1416.0240116119385,334,1362.75
240,23.410458,491520,1.0978328,0.17133789,621.42,-0.0017893736,0.948993943631649,491520,0.015302827,1421.5459632873535,370,1362.75
241,17.666355,493568,1.1597912,0.10078125,622.48,-0.0027393647,0.9721739739179611,493568,0.008172838,1428.3995645046234,298,1314.02
242,18.91707,495616,1.109021,0.060253907,617.18,-0.00076559104,0.9463686645030975,495616,0.0053323605,1433.97496509552,367,1314.02
243,15.349863,497664,1.3038231,0.17045899,620.2,0.0016831262,0.9201570600271225,497664,0.011431146,1439.5128586292267,369,1314.02
244,28.011547,499712,1.2763201,0.09804688,644.18,-0.0009065395,0.9379540607333183,499712,0.006851734,1445.5955510139465,336,1313.16
245,19.015364,501760,1.1990156,0.19501953,656.02,-0.0010468757,0.9741084482520819,501760,0.016488228,1452.270073890686,306,1275.02
246,57.163612,503808,0.9939574,0.040966798,639.69,-0.0009870939,0.9047305732965469,503808,0.0038453457,1459.1688792705536,296,1221.52
247,21.180868,505856,1.065103,0.115429685,644.24,-0.0010948849,0.9600224755704403,505856,0.0093921805,1464.7098042964935,369,1221.52
248,36.23004,507904,1.1984062,0.066064455,641.96,-0.00069203664,0.9528628140687943,507904,0.0053849155,1470.8823237419128,331,1201.43
249,20.495832,509952,0.95390016,0.17553711,644.93,0.0023010664,0.9625506587326527,509952,0.019093947,1476.748202085495,349,1189.46
250,24.223463,512000,1.1695094,0.14472656,644.17,-0.00045616264,0.9623032361268997,512000,0.010921147,1483.2658998966217,314,1153.86
251,17.587662,514048,1.132743,0.10991211,640.32,-0.003313744,0.9774385448545218,514048,0.007976304,1489.3666377067566,335,1128.4
252,36.05607,516096,1.08336,0.059570312,633.53,-0.0038761925,0.9313330203294754,516096,0.0052680387,1495.8196382522583,317,1083.9
253,19.586843,518144,1.3085635,0.15322265,645.17,-0.004632141,0.9044838324189186,518144,0.010440818,1501.3297560214996,371,1083.9
254,18.076303,520192,1.2332298,0.12016602,638.3,-0.0036708168,0.9640303440392017,520192,0.00900655,1507.1433081626892,352,1071.19
255,15.980858,522240,1.1348557,0.19370118,633.41,-0.0023507485,0.9791237097233534,522240,0.013389747,1513.3583326339722,329,1047.29
256,30.212826,524288,1.2134972,0.049902342,626.79,0.00027470282,0.957166563719511,524288,0.004956196,1519.4796130657196,334,1035.6
257,16.28148,526336,1.1248198,0.12133789,626.36,-0.0012228239,0.979790773242712,526336,0.009056843,1525.6604988574982,331,1011.65
258,15.339951,528384,1.2238061,0.14169922,612.98,-0.008502447,0.9747683554887772,528384,0.009815531,1531.7355015277863,337,985.01
259,21.58491,530432,1.1849052,0.08901367,611.4,-0.0045098416,0.9616258181631565,530432,0.007270915,1537.9676759243011,328,973.99
260,16.489986,532480,1.1351669,0.13901368,605.86,0.00044852603,0.9749318715184927,532480,0.011342527,1543.7263338565826,355,962.89
261,19.096312,534528,1.1252809,0.2607422,592.84,0.0012038747,0.9723461177200079,534528,0.020561012,1549.588706254959,349,951.97
262,21.58109,536576,1.2142022,0.09487305,583.73,-0.0010818371,0.9624215736985207,536576,0.0072973864,1555.4771485328674,347,939.19
263,29.90643,538624,1.1835396,0.13666992,585.47,-0.0046365694,0.9155954420566559,538624,0.009633076,1561.260421037674,354,939.19
264,16.53428,540672,1.1992458,0.14199218,585.61,-0.0034803655,0.9300306662917137,540672,0.00941244,1566.6967356204987,376,939.19
265,22.25391,542720,1.0894744,0.20610352,567.04,0.0037707775,0.9694075081497431,542720,0.01720767,1573.4847393035889,301,889.2
266,18.03833,544768,1.1007442,0.17792968,558.68,-0.0019774106,0.9776500854641199,544768,0.012538915,1579.5986258983612,334,864.22
267,23.50573,546816,0.8159879,0.14663085,510.75,-0.0034337759,0.9491496086120605,546816,0.014630301,1586.8050503730774,284,792.93
268,30.646229,548864,1.0700681,0.19570312,489.67,-0.0049834186,0.946386456489563,548864,0.013330909,1592.8985908031464,336,766.58
269,11.064693,550912,1.1274308,0.08066406,474.53,-0.0022220935,0.9858206640928984,550912,0.006922922,1598.9834496974945,336,750.46
270,27.669556,552960,1.2846835,0.07397461,466.85,-0.00065402064,0.9297064319252968,552960,0.0065799365,1604.7293820381165,356,737.26
271,19.229158,555008,1.1561238,0.20380859,459.89,-0.0032397967,0.9795123059302568,555008,0.015456589,1610.8793849945068,333,731.58
272,22.806463,557056,1.168564,0.2040039,464.67,-0.0026175533,0.9739387948065996,557056,0.016089985,1617.2723863124847,320,734.03
273,17.38914,559104,1.0205796,0.084179685,470.37,0.0013198343,0.9402164965867996,559104,0.0064252154,1622.79638838768,370,746.17
274,20.051252,561152,0.99957436,0.087890625,469.64,3.8878003e-05,0.9635258838534355,561152,0.008450851,1628.9088819026947,335,749.2
275,20.657162,563200,1.0402917,0.11723633,446.47,-0.003222712,0.9626873880624771,563200,0.012632149,1635.6643371582031,303,723.15
276,39.477448,565248,1.1882913,0.07299805,440.95,-0.0047923066,0.944096278399229,565248,0.006358267,1641.9655992984772,325,720.15
277,19.59255,567296,1.2396812,0.19985351,450.53,-0.0028563202,0.9804393332451582,567296,0.014159789,1648.2410299777985,326,722.07
278,23.12201,569344,1.2488486,0.058642577,438.91,-0.002837242,0.9569129608571529,569344,0.006631455,1654.1331131458282,347,710.34
279,21.423748,571392,1.374569,0.17465821,440.35,-0.0030915085,0.8067503124475479,571392,0.011317554,1659.691031217575,368,711.2
280,20.845238,573440,1.3813157,0.06704102,453.72,0.00070795964,0.8857872635126114,573440,0.0054510445,1665.4231810569763,357,723.01
281,35.689323,575488,1.1596667,0.064208984,465.79,-0.0021269813,0.9579094424843788,575488,0.005340503,1672.3612949848175,295,734.58
282,22.102917,577536,1.1104978,0.110839844,475.43,-0.0020653175,0.9706624206155539,577536,0.00802482,1678.8369724750519,316,740.98
283,22.955555,579584,1.0683713,0.14804688,455.68,-0.0047580684,0.9702360276132822,579584,0.010315095,1685.9433016777039,288,716.75
284,20.789839,581632,1.2752268,0.09453125,464.29,0.00015686157,0.9271256104111671,581632,0.007818883,1691.8020741939545,349,725.94
285,33.90612,583680,1.1466324,0.27690428,466.27,-0.021050595,0.92791797965765,583680,0.049483307,1697.8823990821838,336,726.76
286,105.79879,585728,1.3317139,0.07109375,477.82,-0.0012061853,0.8248059153556824,585728,0.006300089,1703.747017621994,349,750.08
287,28.757914,587776,1.4548823,0.04375,488.83,-0.004475195,0.8963398188352585,587776,0.005211291,1709.5873901844025,350,762.36
288,30.926752,589824,1.2148839,0.13100585,474.94,-0.0015470271,0.9552831500768661,589824,0.009085061,1715.6870272159576,335,762.36
289,46.379463,591872,1.3727357,0.014599609,485.23,-0.0022128215,0.8476586788892746,591872,0.002909137,1721.7735033035278,336,775.06
290,51.548077,593920,1.2824357,0.059326172,491.62,-0.0050859214,0.9423418864607811,593920,0.005224482,1727.5488111972809,354,787.82
291,30.36501,595968,1.0657134,0.1996582,491.04,0.0016805606,0.8570371121168137,595968,0.017983684,1733.6569194793701,335,813.56
292,17.966349,598016,1.1024095,0.20341797,489.15,-0.006999366,0.8785174936056137,598016,0.011633172,1739.4405863285065,354,824.05
293,16.51461,600064,1.3407221,0.019628907,486.44,-0.0010537778,0.9581829197704792,600064,0.002820618,1745.2374432086945,353,832.32
294,35.383377,602112,1.2923936,0.059667967,488.04,-0.0044500222,0.9452909454703331,602112,0.004982207,1751.5107610225677,326,832.32
295,15.353266,604160,1.2166058,0.0652832,489.38,-0.007872422,0.9679841585457325,604160,0.005186676,1757.2663469314575,355,845.03
296,22.305626,606208,1.451338,0.05595703,489.75,-0.0024167742,0.8278122544288635,606208,0.0057396507,1762.8768184185028,365,845.03
297,39.694496,608256,1.0721278,0.17329101,501.29,-0.00062639546,0.8992482498288155,608256,0.013271083,1769.565465927124,306,868.93
298,23.723536,610304,1.2600132,0.044970702,500.12,-0.0009315509,0.9689952880144119,610304,0.0057027573,1775.0550999641418,373,868.93
299,15.870944,612352,1.0223227,0.113867186,487.44,-0.0034612275,0.8047498315572739,612352,0.012495877,1780.9817752838135,345,880.62
300,17.549463,614400,1.384382,0.0105957035,498.1,-0.00024493845,0.8934194445610046,614400,0.0016999036,1786.5637981891632,366,890.7
301,22.254095,616448,1.1774828,0.1665039,510.21,-0.005639515,0.9704140312969685,616448,0.010464283,1792.1500687599182,366,902.88
302,27.935558,618496,1.1840056,0.0010253906,497.55,-0.0025718643,0.9597329497337341,618496,0.0013099331,1798.0691456794739,346,902.88
303,7.3913755,620544,1.2750471,0.11396484,497.55,-0.0065393895,0.9910601126030087,620544,0.008188054,1803.8013226985931,357,915.81
304,40.77883,622592,1.1793996,0.024169922,509.96,-0.0027258382,0.9164202958345413,622592,0.0037701249,1809.7206757068634,346,941.89
305,28.748022,624640,1.1619272,0.06850586,508.45,-0.0040588095,0.9647644571959972,624640,0.005161983,1815.3942601680756,361,941.89
306,7.381523,626688,1.1044282,0.06269531,509.59,-0.0022917697,0.7837762087583542,626688,0.0068743327,1821.060889005661,361,955.28
307,5.8062487,628736,1.033066,0.20893554,497.17,0.0030450718,0.8404910713434219,628736,0.0179699,1826.9802238941193,346,966.38
308,20.798334,630784,1.0514563,0.051074218,490.1,-0.0012580834,0.680578351020813,630784,0.005486666,1832.5812225341797,365,966.38
309,26.450459,632832,1.2490197,0.041748047,494.45,-0.0035834298,0.9477171041071415,632832,0.004995969,1838.2031342983246,364,977.3
310,21.754921,634880,1.039782,0.007861328,495.08,-0.0013063855,0.9338773638010025,634880,0.0014075965,1844.2887918949127,336,990.08
311,15.80016,636928,1.1342993,0.0073242188,486.47,-0.00094094116,0.7201218903064728,636928,0.0024521858,1849.940907716751,362,990.08
312,5.5409803,638976,1.1321963,0.03251953,475.55,-0.0044766585,0.8502721637487411,638976,0.0053895963,1855.5804090499878,363,990.08
313,22.709255,641024,1.1588695,0.047802735,469.6,-0.0039531766,0.962228637188673,641024,0.004322689,1861.5224952697754,344,999.15
314,31.187313,643072,1.2000778,0.0053710938,475.58,-0.00066553056,0.7587020993232727,643072,0.002355423,1867.1309170722961,365,1011.84
315,31.736624,645120,1.310512,0.11679687,479.6,-0.001552558,0.9198788851499557,645120,0.012475746,1873.0688054561615,344,1024.95
316,26.031311,647168,1.1620301,0.032324217,487.5,-0.0007239155,0.9411426968872547,647168,0.0037489855,1878.6782488822937,365,1039.22
317,33.06584,649216,1.1909332,0.04897461,486.97,-0.00066172733,0.9374712631106377,649216,0.0044087614,1884.6044082641602,345,1048.86
318,22.536245,651264,1.0120364,0.06196289,492.72,-0.0023107273,0.8752773180603981,651264,0.005377243,1890.2044270038605,365,1061.8
319,30.776333,653312,1.1138221,0.14868164,502.15,0.00975584,0.894302137196064,653312,0.014392276,1895.7624719142914,368,1074.24
320,28.65858,655360,1.176286,0.1315918,511.24,-0.0113242,0.8735720068216324,655360,0.0111783305,1901.6685621738434,346,1095.28
321,43.428665,657408,1.1485612,0.10092773,516.07,-0.0018013356,0.8484392315149307,657408,0.008444384,1907.7551002502441,336,1108.03
322,41.78926,659456,1.1629754,0.074121095,519.35,-0.004064928,0.8400300890207291,659456,0.0076616793,1914.1888482570648,318,1116.58
323,31.142365,661504,1.2938936,0.12402344,522.25,0.0005192434,0.9270960316061974,661504,0.009710969,1920.3421897888184,332,1117.85
324,21.347616,663552,1.3224723,0.058496095,532.48,-0.0030717573,0.9708407558500767,663552,0.0061144596,1925.9688923358917,364,1128.86
325,23.02744,665600,1.2211925,0.11601563,526.84,-0.0038809036,0.9589466936886311,665600,0.0074159056,1931.9183835983276,344,1128.91
326,28.59052,667648,1.2599982,0.19604492,536.14,-0.0010941573,0.9630323685705662,667648,0.016179828,1937.9051539897919,342,1139.75
327,9.550757,669696,1.3699168,0.08388672,539.81,-0.0022811354,0.9765753336250782,669696,0.007988306,1943.465737104416,368,1150.35
328,31.070898,671744,1.2698281,0.11484375,553.71,-0.004841356,0.9606773257255554,671744,0.008867942,1949.3183643817902,349,1163.52
329,18.300428,673792,1.3261591,0.05126953,558.6,-0.004297531,0.9671742282807827,673792,0.0063471855,1954.8393557071686,370,1176.25
330,28.888794,675840,1.2175751,0.121875,559.18,-0.001755102,0.9554215855896473,675840,0.009304305,1960.361224412918,370,1176.25
331,17.419905,677888,1.1498467,0.1015625,552.94,-0.0063541704,0.9303504899144173,677888,0.007665126,1966.5858035087585,329,1176.43
332,18.971277,679936,1.3192294,0.16791992,563.29,-0.0041469103,0.9811086021363735,679936,0.011275479,1972.1700584888458,366,1186.23
333,26.599283,681984,1.1550926,0.015136719,561.4,-0.001088002,0.9185622930526733,681984,0.0025214155,1978.079588651657,346,1197.83
334,27.295752,684032,1.4022663,0.13408203,578.25,-0.007670188,0.8817167654633522,684032,0.008329575,1984.000727891922,345,1214.69
335,3.3122668,686080,1.0466229,0.16743164,578.61,-0.0018420406,0.9079000130295753,686080,0.012459501,1989.5500507354736,369,1227.47
336,19.63204,688128,1.2749751,0.06801758,581.99,-0.0009556922,0.9671533145010471,688128,0.0067537786,1995.1127076148987,368,1238.66
337,18.247833,690176,1.0581486,0.123535156,583.57,-0.0022110392,0.9667484387755394,690176,0.009944172,2001.0439102649689,345,1251.31
338,46.916836,692224,1.4193819,0.10683594,593.53,-0.005025831,0.7534203976392746,692224,0.008158235,2006.6343171596527,366,1262.54
339,50.82703,694272,1.3503689,0.15395507,585.18,0.003041578,0.8890330269932747,694272,0.011104707,2012.2246413230896,366,1262.54
340,21.608406,696320,1.1727593,0.26044923,606.82,0.001220754,0.9778953101485968,696320,0.02148981,2018.187387228012,343,1285.87
341,28.314865,698368,1.1681471,0.081445314,610.95,-0.0030442136,0.9079311341047287,698368,0.0070755584,2023.7251043319702,369,1297.6
342,36.10929,700416,1.2109783,0.16987304,602.7,-0.00046188026,0.9235527068376541,700416,0.01295034,2029.6310436725616,346,1297.6
343,41.287132,702464,1.3103186,0.08496094,592.44,-0.005654095,0.9491606093943119,702464,0.00699724,2035.2587749958038,363,1297.6
344,33.33879,704512,1.2794324,0.06342773,587.01,-0.004105135,0.8998160064220428,704512,0.0065469993,2041.0120539665222,355,1297.6
345,67.18752,706560,1.2319677,0.12216797,587.02,-0.0019045178,0.9067622199654579,706560,0.008706812,2047.07350564003,337,1310.5
346,31.7925,708608,1.2216396,0.14501953,594.11,0.0022653323,0.9181181639432907,708608,0.010191708,2052.6700913906097,365,1321.65
347,20.840765,710656,1.251871,0.053515624,602.71,-0.0038534377,0.9758990742266178,710656,0.0053855996,2058.565118789673,347,1342.2
348,36.508923,712704,1.2738802,0.061523438,605.92,-0.005192521,0.9396637044847012,712704,0.005057782,2064.5327122211456,343,1351.49
349,23.016659,714752,1.1680654,0.15029296,605.08,-0.0059150844,0.9252370148897171,714752,0.011419242,2070.5160217285156,342,1352.63
350,21.694708,716800,1.3850666,0.11118164,613.24,-0.0060090716,0.9400099590420723,716800,0.00720599,2076.1708006858826,362,1365.3
351,58.7071,718848,1.2909381,0.060839843,602.69,-0.0042275856,0.9282098859548569,718848,0.006023425,2082.0748946666718,346,1365.3
352,27.146229,720896,1.359698,0.12104492,593.75,-0.01246917,0.9453115463256836,720896,0.00945206,2087.987193584442,346,1359.15
353,40.07206,722944,1.2859251,0.1597168,591.02,-0.005708962,0.9385358244180679,722944,0.010651361,2093.9835793972015,341,1359.15
354,25.692215,724992,1.3309706,0.03203125,592.09,-0.0018318377,0.9670004770159721,724992,0.004685358,2099.5850009918213,365,1359.15
355,26.769455,727040,1.2810401,0.22158203,599.64,-0.002430358,0.9552790150046349,727040,0.017803878,2105.0884470939636,372,1359.15
356,9.03948,729088,1.1588447,0.061767578,592.45,-0.004546254,0.9358511865139008,729088,0.0061358334,2111.083795070648,341,1358.22
357,18.996265,731136,1.2347593,0.05126953,595.05,-0.0025799803,0.9562612697482109,731136,0.0052927868,2116.6338181495667,369,1356.06
358,25.662495,733184,1.1788168,0.12880859,603.4,-0.0036280188,0.9359063282608986,733184,0.009886957,2122.5024983882904,348,1350.73
359,27.32454,735232,1.228795,0.123535156,609.07,-0.00062112516,0.9610016457736492,735232,0.009179903,2128.1154923439026,364,1350.73
360,32.615562,737280,1.1853878,0.1739746,589.33,-0.0036333292,0.9125352278351784,737280,0.013802381,2134.0673983097076,344,1350.03
361,13.194534,739328,1.1367126,0.14326172,590.17,0.0014672943,0.9434873573482037,739328,0.01202449,2139.6071186065674,369,1350.03
362,8.0034,741376,1.1089137,0.12856445,565.71,-0.004545943,0.9311242923140526,741376,0.00828952,2145.4873361587524,348,1350.03
363,18.100506,743424,1.1540449,0.2199707,573.02,-0.0012642771,0.9657103233039379,743424,0.01768748,2151.188965320587,359,1350.03
364,11.536277,745472,1.1637752,0.09169922,562.08,-0.0072645843,0.9405599124729633,745472,0.0061092796,2156.7733170986176,366,1350.03
365,52.128498,747520,1.2322363,0.122802734,564.13,-0.006223181,0.8684645593166351,747520,0.009120216,2162.6495327949524,348,1350.03
366,4.771646,749568,1.1293324,0.09291992,553.13,-0.00399519,0.7846006751060486,749568,0.0075524203,2168.374860525131,357,1351.72
367,8.049178,751616,1.0498608,0.13662109,541.02,-0.0053570843,0.9253717288374901,751616,0.009638665,2173.9160516262054,369,1350.75
368,49.923832,753664,0.89591753,0.15419921,529.64,-0.006923081,0.8937549889087677,753664,0.013959581,2179.738027572632,351,1350.75
369,16.571386,755712,1.0377846,0.18823242,529.64,-0.0090972455,0.907311387360096,755712,0.014690176,2185.273293495178,370,1350.75
370,21.240461,757760,1.230572,0.043066405,525.55,-0.0022208618,0.9674630351364613,757760,0.005006744,2191.193158864975,345,1350.75
371,7.2353964,759808,1.0752866,0.091113284,515.15,-0.005196272,0.9703099746257067,759808,0.0070177997,2196.88969373703,359,1349.97
372,33.93696,761856,1.3470085,0.09243164,517.56,-0.0031027365,0.8356619626283646,761856,0.0071926974,2202.466994047165,367,1349.97
373,12.557653,763904,1.0611188,0.060791016,522.46,-0.0028714123,0.9693018067628145,763904,0.0058853743,2208.480914592743,340,1347.63
374,11.922524,765952,1.1896834,0.09057617,528.32,-0.0021019923,0.9839003179222345,765952,0.0066543473,2214.230901479721,356,1347.63
375,3.0896168,768000,0.99647987,0.0953125,513.33,-0.001667877,0.9031023159623146,768000,0.007608746,2220.428692340851,330,1343.77
376,4.920162,770048,1.0177262,0.083789065,512.08,-0.0005571458,0.9268925711512566,770048,0.0060770605,2226.0481922626495,364,1342.11
377,3.6777592,772096,0.9986881,0.10688476,507.87,-0.0036479526,0.8956946805119514,772096,0.011651337,2232.0534162521362,341,1337.14
378,28.640066,774144,1.3607385,0.012109375,502.11,-0.0015551199,0.882025234401226,774144,0.0023273379,2238.060027360916,340,1333.94
379,26.122868,776192,1.3387564,0.009667968,497.98,-0.002583175,0.8936516270041466,776192,0.0019592294,2244.029911518097,343,1322.41
380,29.877346,778240,1.3863763,0.12705079,481.08,-0.010203517,0.8103790283203125,778240,0.009626197,2250.0213351249695,341,1311.91
381,25.392365,780288,1.4114091,0.050048828,481.07,-0.0073958486,0.8507182598114014,780288,0.006550493,2255.7309942245483,358,1314.89
382,28.64654,782336,1.3437092,0.050683595,482.47,-0.0033242307,0.8876046240329742,782336,0.005813377,2261.816344022751,336,1306.88
383,10.589832,784384,0.8931521,0.15229492,477.17,0.0013438301,0.8866436332464218,784384,0.013889743,2267.9395480155945,334,1296.88
384,16.360092,786432,1.0160105,0.1149414,469.13,-0.0040354053,0.9358671829104424,786432,0.008852424,2274.3173730373383,321,1290.92
385,17.365406,788480,1.0123986,0.095703125,466.3,-0.006245059,0.9493937529623508,788480,0.006958411,2280.7858085632324,316,1288.59
386,5.4305105,790528,0.86384314,0.08686523,444.59,-0.0021771395,0.9498099200427532,790528,0.006138363,2287.12766623497,322,1277.0
387,10.2893715,792576,0.94300544,0.09077148,439.77,-0.006503721,0.9480705298483372,792576,0.0075618373,2293.0822665691376,343,1274.16
388,14.51135,794624,1.0002487,0.035009764,418.2,-0.0032855817,0.9418563805520535,794624,0.0040286304,2299.3999145030975,324,1253.67
389,20.50276,796672,1.0630648,0.062207032,383.37,-0.00032772994,0.9448716081678867,796672,0.005998471,2305.9635639190674,312,1223.02
390,10.51828,798720,0.89842796,0.077783205,375.16,-0.00320203,0.938233595341444,798720,0.006587185,2312.268524646759,324,1204.38
391,12.268273,800768,1.0184397,0.11806641,357.47,-0.004278728,0.9676086381077766,800768,0.008046546,2318.9499208927155,306,1180.65
392,11.746033,802816,1.0331109,0.05307617,347.51,-0.00088589557,0.9745787922292948,802816,0.005632311,2325.3529653549194,319,1156.57
393,6.978235,804864,0.7455956,0.12241211,295.24,-0.0031880639,0.6999617218971252,804864,0.013076251,2333.0459973812103,266,1075.25
394,12.107518,806912,0.89186466,0.04272461,260.13,-0.0016161557,0.9616294577717781,806912,0.0055755866,2340.12100148201,289,1015.22
395,11.374835,808960,0.90616816,0.047753908,246.35,-0.0018910129,0.9768443014472723,808960,0.004513471,2346.796051502228,306,983.02
396,16.37639,811008,1.3277647,0.2099121,246.97,0.00880182,0.904463492333889,811008,0.018438824,2352.4703838825226,361,983.02
397,29.077082,813056,1.1929781,0.11274414,259.86,-0.0042428332,0.9412232413887978,813056,0.00873329,2358.8351440429688,321,991.78
398,7.6648393,815104,1.0777582,0.12358399,253.41,-0.005455693,0.986392829567194,815104,0.0086344145,2364.464832544327,363,985.34
399,22.670547,817152,1.1309195,0.028466797,256.14,-0.0028449772,0.9632138796150684,817152,0.005086859,2370.8520662784576,320,975.31
400,19.560589,819200,1.1369883,0.06704102,260.85,-0.0004068179,0.9731407016515732,819200,0.005690365,2376.8590886592865,340,979.48
