nupdates,fps,eprewmean,time_elapsed,explained_variance,policy_loss,approxkl,policy_entropy,total_timesteps,clipfrac,serial_timesteps,eplenmean,value_loss
409,300,52.13666666666666,3199.4610571861267,0.21766996383666992,-6.304154e-05,2.0450905e-05,1.5375781,837632,0.0,209408,1479.74,0.9231431
410,300,51.9,3206.2854006290436,0.1402198076248169,-0.0009627736,0.00015912233,1.5455805,839680,0.0,209920,1479.74,1.7176924
411,265,51.71666666666667,3213.9889421463013,0.17338848114013672,0.0005285091,0.0012802598,1.5538263,841728,0.019856771,210432,1479.74,3.3266585
412,309,51.71666666666667,3220.600979566574,0.24799340963363647,-1.2889504e-06,7.791649e-05,1.5612369,843776,0.0,210944,1479.74,2.7064543
413,294,52.43333333333333,3227.5560829639435,0.20411145687103271,-7.374197e-05,0.00017186259,1.5647234,845824,0.0,211456,1479.74,6.997947
414,261,51.81,3235.374591112137,0.3228929042816162,7.857918e-05,0.00032804348,1.558497,847872,0.0037434895,211968,1479.74,0.812892
415,306,51.81,3242.0473985671997,0.03711438179016113,-7.2456896e-07,2.8031121e-05,1.5557586,849920,0.0,212480,1479.74,0.89949065
416,278,51.333333333333336,3249.400136947632,0.03744286298751831,-0.00012253581,0.00018600798,1.5601215,851968,0.0,212992,1479.74,1.4532889
417,271,51.49666666666667,3256.947197675705,0.17745691537857056,1.1617628e-05,7.044398e-05,1.5599254,854016,0.0,213504,1479.74,2.41029
418,309,51.49666666666667,3263.565155982971,0.15992718935012817,-7.6739425e-06,1.9806079e-05,1.5630487,856064,0.0,214016,1479.74,7.665098
419,274,52.333333333333336,3271.028322458267,0.24258673191070557,-0.00041493788,6.253024e-05,1.5621644,858112,0.0,214528,1479.74,1.7558737
420,282,52.333333333333336,3278.2882359027863,0.06433486938476562,-0.00012181668,2.9134573e-05,1.5537182,860160,0.0,215040,1479.74,0.68446714
421,312,52.333333333333336,3284.832879304886,-0.025327682495117188,-8.478598e-05,1.8549203e-05,1.5558223,862208,0.0,215552,1479.74,0.80137223
422,265,52.126666666666665,3292.5590195655823,0.008143723011016846,-9.370114e-05,1.2428604e-05,1.5532923,864256,0.0,216064,1477.3633333333332,1.0526803
423,287,51.9,3299.6955478191376,0.08023941516876221,-0.0002608892,4.379373e-05,1.5511132,866304,0.0,216576,1477.3633333333332,0.4385502
424,296,51.99666666666667,3306.612581729889,0.06489145755767822,-0.00010289958,5.0623756e-05,1.5499697,868352,0.0,217088,1477.3633333333332,0.84135157
425,279,51.68666666666667,3313.952883005142,0.03547656536102295,-0.0005547821,9.648328e-05,1.5514588,870400,0.0,217600,1477.3633333333332,1.3499483
426,292,52.14666666666667,3320.946319580078,-0.0040700435638427734,-5.3770684e-05,2.8074028e-05,1.5482835,872448,0.0,218112,1477.3633333333332,3.4503458
427,300,51.88666666666666,3327.754713535309,0.007279813289642334,7.546748e-05,4.62552e-05,1.5504521,874496,0.0,218624,1477.3633333333332,18.016294
428,291,53.35666666666667,3334.77685546875,-0.00037288665771484375,-3.7253525e-05,1.3521949e-05,1.5469016,876544,0.0,219136,1477.3633333333332,7.7240443
429,302,53.306666666666665,3341.5500218868256,-0.007457613945007324,-0.0005903577,0.00017669697,1.5476543,878592,0.0,219648,1477.3633333333332,0.43283233
430,285,53.20666666666666,3348.7356276512146,0.005794644355773926,5.0176826e-05,0.00024702042,1.5568684,880640,0.0,220160,1477.3633333333332,0.79713607
431,276,52.29666666666667,3356.1439831256866,0.0614437460899353,-0.00013155972,0.00010289632,1.562867,882688,0.0,220672,1477.3633333333332,0.41694424
432,292,51.95666666666666,3363.136048555374,0.08482861518859863,4.204999e-05,5.929919e-05,1.5681998,884736,0.0,221184,1477.3633333333332,0.3192704
433,282,51.99,3370.389443397522,0.14029264450073242,-0.00019766639,9.2124974e-05,1.5649428,886784,0.0,221696,1477.3633333333332,0.24855484
434,285,51.38666666666666,3377.552891254425,0.5623709559440613,-0.00014910412,0.00010598291,1.5664588,888832,0.0,222208,1477.3633333333332,0.11032649
435,295,51.29333333333334,3384.4925060272217,0.31322187185287476,1.808023e-05,7.874965e-05,1.5717818,890880,0.0,222720,1477.3633333333332,0.36304414
436,275,50.75666666666667,3391.9166207313538,0.23784947395324707,0.00013028411,5.2028216e-05,1.5678755,892928,0.0,223232,1477.3633333333332,0.7774574
437,299,51.25,3398.7603063583374,0.1171078085899353,0.0004104475,0.00014109224,1.574529,894976,0.00016276042,223744,1477.3633333333332,3.887889
438,293,51.17666666666667,3405.7488873004913,0.6663299798965454,-0.00027515876,5.178513e-05,1.5769836,897024,0.0,224256,1477.3633333333332,0.10270813
439,284,51.08,3412.958671808243,0.44881707429885864,0.00011702685,0.0004541739,1.577323,899072,0.0081380205,224768,1477.3633333333332,0.3381823
440,287,49.876666666666665,3420.0769302845,0.4716463088989258,-8.391364e-05,0.00023673876,1.5654181,901120,0.0,225280,1477.3633333333332,0.25005844
441,307,49.876666666666665,3426.7347309589386,0.953948114067316,-0.00060873915,0.00048398334,1.5599295,903168,0.0066731772,225792,1477.3633333333332,0.014452598
442,275,49.2,3434.1688754558563,0.7283686995506287,-0.00019860624,0.00021460476,1.56332,905216,0.0014648438,226304,1477.3633333333332,0.14381565
443,269,46.31,3441.7657611370087,0.368344247341156,-0.00051145145,0.0011696685,1.5657272,907264,0.009928386,226816,1477.3633333333332,0.5866525
444,305,46.31,3448.480382204056,0.16334980726242065,2.4894563e-05,2.5216852e-05,1.5622166,909312,0.0,227328,1477.3633333333332,3.184498
445,276,47.24333333333333,3455.879179239273,0.148992657661438,0.003998302,0.0050266976,1.5658971,911360,0.075683594,227840,1477.3633333333332,5.7452216
446,282,47.29,3463.129908323288,0.24865859746932983,0.002724207,0.0067471694,1.5695233,913408,0.10091146,228352,1477.3633333333332,2.8230665
447,310,47.29,3469.7365639209747,0.08856916427612305,0.00015218445,0.00013068333,1.5594506,915456,0.0,228864,1477.3633333333332,12.592668
448,279,48.64333333333333,3477.0568146705627,0.12327033281326294,0.0015828284,0.00087004696,1.5534128,917504,0.0053710938,229376,1477.3633333333332,4.6307564
449,278,48.803333333333335,3484.415277481079,0.49545109272003174,-0.00024079873,1.6669414e-05,1.5538799,919552,0.0,229888,1477.3633333333332,0.21162492
450,301,48.803333333333335,3491.2130196094513,0.9459979794919491,-0.00031941044,0.00018257381,1.5635699,921600,0.0,230400,1477.3633333333332,0.018994514
451,258,48.81666666666667,3499.1289722919464,0.8756652772426605,0.00042163758,0.00017746804,1.56789,923648,0.0,230912,1477.3633333333332,0.13377045
452,276,48.82,3506.5483815670013,0.4216592311859131,-0.00031308518,0.00017970765,1.569084,925696,0.0,231424,1477.3633333333332,0.15810929
453,274,48.82,3513.997322320938,0.11165684461593628,-0.00057522906,0.00015624546,1.5697922,927744,0.0,231936,1477.3633333333332,3.335798
454,270,49.25,3521.5565025806427,0.866296723484993,-0.00027049182,3.6015525e-05,1.5705242,929792,0.0,232448,1475.59,0.07068079
455,289,49.25,3528.6366004943848,0.8538517206907272,-0.00014878034,9.211324e-05,1.5764676,931840,0.0,232960,1475.59,0.04955831
456,288,49.03666666666667,3535.7259652614594,0.35182321071624756,-0.00017386551,0.00018755558,1.5784197,933888,0.00032552084,233472,1475.59,0.09350899
457,284,48.803333333333335,3542.9272191524506,0.5510574877262115,-0.00018063358,6.529496e-05,1.5703582,935936,0.0,233984,1475.59,0.12626325
458,299,48.52333333333333,3549.775222301483,0.32951807975769043,-0.0005790349,0.0011781229,1.5519303,937984,0.017089844,234496,1475.59,0.25856808
459,297,48.28666666666667,3556.6642196178436,0.49947047233581543,0.00021901401,0.0005817316,1.564092,940032,0.0073242188,235008,1475.59,0.14979444
460,280,47.9,3563.960742712021,0.3164141774177551,0.00029788446,0.0028982088,1.5798135,942080,0.041178387,235520,1475.59,0.18332972
461,288,47.653333333333336,3571.067242860794,0.13143134117126465,0.0015937969,0.0037591204,1.5845214,944128,0.044759113,236032,1475.59,0.21317314
462,294,47.373333333333335,3578.01634144783,0.43578916788101196,-4.6596087e-05,0.00022137487,1.5909839,946176,0.0,236544,1475.59,0.021366084
463,281,47.06666666666667,3585.2802579402924,0.5296038389205933,-0.00050283625,0.00091187196,1.585578,948224,0.002766927,237056,1475.59,0.03640581
464,289,46.666666666666664,3592.3482949733734,0.3534444570541382,-0.00189943,0.0038577693,1.5678778,950272,0.036458332,237568,1475.59,0.116701625
465,276,46.723333333333336,3599.7573115825653,0.30727535486221313,-0.0007716394,0.00012089701,1.5628182,952320,0.0,238080,1475.59,0.18803954
466,305,46.54,3606.456949234009,0.4030364751815796,0.0013012657,0.0021525014,1.5760208,954368,0.03125,238592,1475.59,0.11453725
467,285,46.61333333333334,3613.631703853607,0.41478025913238525,-0.00022364315,0.00022586486,1.5692731,956416,0.0,239104,1475.59,0.12897582
468,291,45.68333333333333,3620.664632320404,0.1976989507675171,0.0022990496,0.0018733126,1.5677522,958464,0.020996094,239616,1475.59,0.2875317
469,288,45.82666666666667,3627.7624971866608,0.0794527530670166,-0.00088061177,0.00023696538,1.5541908,960512,0.0013020834,240128,1475.59,1.7013475
470,303,45.21666666666667,3634.5042362213135,0.044178307056427,0.0001399087,0.00081660383,1.5659405,962560,0.0060221353,240640,1475.59,1.707322
471,275,46.00666666666667,3641.9351370334625,0.024067282676696777,-0.00018035404,0.00050277996,1.5639634,964608,0.00081380206,241152,1475.59,14.514214
472,274,45.95666666666666,3649.3928003311157,0.06483590602874756,-9.244929e-06,0.00017099944,1.5556782,966656,0.0,241664,1475.59,10.111894
473,291,47.43,3656.411893606186,0.17091405391693115,-0.00061792444,0.00020136223,1.5596375,968704,0.0,242176,1475.59,1.979197
474,274,47.72,3663.86687207222,0.2249664068222046,0.00023256801,4.512317e-05,1.5609688,970752,0.0,242688,1475.59,1.1943337
475,286,47.72,3671.0132579803467,0.894234761595726,-8.908784e-05,0.00051615323,1.5623351,972800,0.0069986978,243200,1475.5433333333333,0.019702358
476,289,47.806666666666665,3678.0841801166534,0.8976233378052711,0.00032007662,0.001381999,1.5655712,974848,0.020996094,243712,1475.5433333333333,0.027992526
477,263,46.623333333333335,3685.8448147773743,0.64046311378479,-0.0001519968,0.003689859,1.5591297,976896,0.06917318,244224,1475.5433333333333,0.06867892
478,303,46.623333333333335,3692.5879831314087,0.39052432775497437,0.0010616141,0.002164975,1.5658298,978944,0.029785156,244736,1475.5433333333333,0.38109648
479,297,45.54333333333334,3699.4694650173187,0.3366205096244812,-0.00045649303,0.00029961977,1.5609039,980992,0.0016276041,245248,1475.5433333333333,0.6374407
480,266,45.663333333333334,3707.1543514728546,0.3337913155555725,-0.00024759118,0.0002952718,1.5737958,983040,0.001953125,245760,1475.5433333333333,0.6228167
481,299,45.663333333333334,3713.988699197769,0.4256225824356079,0.00048429208,0.0009938781,1.5737158,985088,0.0146484375,246272,1475.5433333333333,0.35319772
482,286,45.663333333333334,3721.1485600471497,0.20294326543807983,-0.00013301855,5.7540397e-05,1.5725303,987136,0.0,246784,1475.5433333333333,1.191811
483,253,46.08,3729.2304768562317,0.11787950992584229,-0.00020524673,6.127659e-05,1.5681471,989184,0.0,247296,1475.5433333333333,6.088293
484,287,46.24,3736.3534138202667,0.2107318639755249,5.118192e-05,2.736526e-05,1.5673355,991232,0.0,247808,1475.5433333333333,1.34772
485,302,46.24,3743.1262197494507,0.48030418157577515,-0.0001056393,1.261296e-05,1.5687886,993280,0.0,248320,1475.5433333333333,0.21370262
486,267,46.08,3750.7938463687897,0.15850156545639038,-0.0004800946,0.00010190497,1.567347,995328,0.0,248832,1475.5433333333333,0.42630294
487,302,45.8,3757.5565133094788,0.14294862747192383,-0.00016696565,8.247629e-05,1.5676159,997376,0.0,249344,1475.5433333333333,0.30099186
488,311,45.8,3764.1314554214478,-0.003479599952697754,-0.000257122,0.00012280424,1.5700446,999424,0.0,249856,1475.5433333333333,20.854538
489,274,46.31666666666667,3771.605185508728,0.002426326274871826,-1.4625392e-05,0.00016828394,1.5622972,1001472,0.0,250368,1475.5433333333333,7.981013
490,296,44.96,3778.5110487937927,0.09258264303207397,8.9514535e-05,3.118302e-05,1.5622779,1003520,0.0,250880,1475.5433333333333,0.40134957
491,310,44.96,3785.10062623024,0.12909168004989624,-0.00012504729,8.742358e-05,1.5700583,1005568,0.0,251392,1475.5433333333333,0.79677457
492,263,45.156666666666666,3792.869150876999,0.13496237993240356,0.00012191447,2.254727e-05,1.5731379,1007616,0.0,251904,1477.81,1.9638318
493,295,45.45,3799.7974860668182,0.3039667010307312,2.1592869e-05,1.1484019e-05,1.5736713,1009664,0.0,252416,1477.81,0.886138
494,321,45.45,3806.1717116832733,0.8651747107505798,-0.0007154814,0.0001240812,1.5733207,1011712,0.0,252928,1477.81,0.023669386
495,270,45.48,3813.7390773296356,0.5169937610626221,-0.0004860287,0.0001712796,1.5728406,1013760,0.0,253440,1477.81,0.3014036
496,295,45.5,3820.6692821979523,0.8411021679639816,-0.00044198334,0.00016099389,1.5721593,1015808,0.0,253952,1477.81,0.056600913
497,301,45.49666666666667,3827.4609520435333,0.23527169227600098,-0.0002450205,8.795795e-05,1.5681077,1017856,0.0,254464,1477.81,0.9042027
498,270,44.21666666666667,3835.034525871277,0.2774575352668762,0.00030430188,0.00012078931,1.5683621,1019904,0.0,254976,1477.81,0.60913104
499,289,44.1,3842.0982506275177,0.11220896244049072,5.4095563e-05,7.105466e-05,1.5698808,1021952,0.0,255488,1477.81,1.727225
500,281,44.32666666666667,3849.3651123046875,0.03256654739379883,9.6772485e-05,0.00013451358,1.5711174,1024000,0.0,256000,1477.81,2.8982117
501,281,45.093333333333334,3856.6397075653076,0.21507632732391357,-0.00018753577,0.00010374541,1.5592145,1026048,0.0,256512,1477.81,2.0950987
502,303,45.13666666666666,3863.380070924759,0.6023859679698944,0.00018657061,3.8079423e-05,1.5553164,1028096,0.0,257024,1477.81,0.17784677
503,286,45.13666666666666,3870.525575876236,0.4575437307357788,-0.00011938283,1.856107e-05,1.5546951,1030144,0.0,257536,1477.81,0.46714544
504,288,45.056666666666665,3877.6238989830017,0.22324299812316895,1.9515088e-05,1.916323e-05,1.5553149,1032192,0.0,258048,1477.81,1.8417277
505,295,45.53666666666667,3884.5638720989227,0.24438107013702393,-7.5068325e-05,2.1642976e-05,1.557999,1034240,0.0,258560,1477.81,2.9600594
506,278,45.96666666666667,3891.9169058799744,0.3003689646720886,-0.00015578745,0.00034808522,1.5559956,1036288,0.0016276041,259072,1477.81,2.4432714
507,286,46.03333333333333,3899.062324285507,0.3859589695930481,-0.0003254575,3.1186482e-05,1.5573149,1038336,0.0,259584,1477.81,0.62005186
508,291,46.03333333333333,3906.092411518097,0.21692252159118652,0.00010547787,2.4741166e-05,1.5615592,1040384,0.0,260096,1477.81,2.1342828
509,282,47.07666666666667,3913.3314480781555,0.13686758279800415,0.000102665275,2.8833456e-05,1.5628967,1042432,0.0,260608,1477.81,9.555173
510,281,47.263333333333335,3920.5975511074066,0.45308375358581543,-0.00011748128,4.234656e-06,1.5572659,1044480,0.0,261120,1477.81,0.3781346
511,287,47.376666666666665,3927.7301392555237,0.6589803099632263,-0.00048714862,0.00022924146,1.5547787,1046528,0.0,261632,1477.81,0.14008151
512,268,47.413333333333334,3935.351280927658,0.24776571989059448,0.0002654836,0.0008162753,1.556225,1048576,0.0100911455,262144,1477.81,2.0224164
513,291,47.413333333333334,3942.370288133621,0.20271426439285278,0.0012779454,0.002485166,1.5487229,1050624,0.044433594,262656,1477.81,13.038834
514,299,48.28666666666667,3949.217830657959,0.15272992849349976,0.0071009495,0.0035728868,1.5346328,1052672,0.03955078,263168,1477.81,14.581784
515,280,49.11,3956.51007270813,0.16452789306640625,-0.00037067477,0.0038660152,1.5368692,1054720,0.057291668,263680,1480.49,2.4897165
516,298,49.11,3963.379276752472,0.6975091099739075,0.0007942381,0.0011573856,1.5412437,1056768,0.0087890625,264192,1480.49,0.10923016
517,302,48.47666666666667,3970.1398961544037,0.5725350081920624,0.0009422715,0.0060106292,1.5402349,1058816,0.109375,264704,1480.49,0.30859867
518,254,47.96333333333333,3978.180500984192,0.4929009675979614,-0.00031002736,8.093144e-05,1.5516728,1060864,0.0,265216,1480.49,0.677978
519,313,47.96333333333333,3984.708694934845,0.5369586646556854,0.0009812645,0.0017516982,1.5348119,1062912,0.030273438,265728,1480.49,0.57739824
520,296,47.96333333333333,3991.618720293045,0.2937203645706177,0.0029370494,0.0033638142,1.5430199,1064960,0.05501302,266240,1480.49,5.8826737
521,262,48.94,3999.4182891845703,0.26128286123275757,0.003571383,0.003378721,1.5468365,1067008,0.048339844,266752,1485.75,7.701773
522,291,48.94,4006.4480867385864,0.4894688129425049,0.0040562116,0.008154177,1.5495315,1069056,0.16796875,267264,1485.75,0.69834924
523,314,48.94,4012.9552104473114,0.3148888945579529,-8.366692e-06,9.9220946e-05,1.5614551,1071104,0.0,267776,1485.75,2.207945
524,268,48.88666666666666,4020.577926158905,0.2985799312591553,-0.000351352,0.00017668655,1.5590501,1073152,0.00016276042,268288,1485.75,1.6621891
525,289,49.25,4027.656599998474,0.4062129855155945,-0.00088606955,0.0002790672,1.5551434,1075200,0.0011393229,268800,1485.75,0.9825506
526,285,49.25,4034.837383031845,0.3218618631362915,-0.0002539122,0.00022107143,1.5655221,1077248,0.0009765625,269312,1485.75,2.0751143
527,253,48.526666666666664,4042.925644159317,0.2110147476196289,0.00018243206,0.0001049098,1.5694752,1079296,0.0,269824,1485.75,1.9989468
528,284,48.60333333333333,4050.12717461586,0.09210556745529175,6.382664e-07,3.0954794e-05,1.5660996,1081344,0.0,270336,1488.25,2.8358622
529,312,48.60333333333333,4056.6749033927917,0.069638192653656,-0.00055840984,0.00015265324,1.5613574,1083392,0.0,270848,1488.25,5.2397485
530,260,49.49666666666667,4064.5322687625885,0.07417333126068115,-7.3555544e-05,0.00024047075,1.5583922,1085440,0.0,271360,1488.25,5.6310143
531,289,49.93666666666667,4071.6147224903107,0.012619078159332275,3.9410777e-05,9.806137e-05,1.5559187,1087488,0.00016276042,271872,1488.25,6.275904
532,319,49.93666666666667,4078.0155744552612,0.007000625133514404,0.0001617698,0.00010848558,1.5568835,1089536,0.0,272384,1488.25,7.432858
533,265,51.583333333333336,4085.7306911945343,0.08882880210876465,5.550838e-05,0.00013868313,1.5595607,1091584,0.0,272896,1488.25,17.17419
534,304,52.22666666666667,4092.447031736374,0.3299575448036194,-0.0002378185,7.139872e-05,1.5583564,1093632,0.0,273408,1488.25,4.1486526
535,316,52.22666666666667,4098.9258670806885,0.2603565454483032,-0.00058393925,6.594681e-05,1.5600005,1095680,0.0,273920,1488.25,8.02504
536,272,53.45666666666666,4106.442988872528,0.4762614369392395,0.00017409648,0.0016917313,1.5593613,1097728,0.023763021,274432,1488.25,2.737995
537,307,53.95,4113.103955030441,0.4488036632537842,-7.506848e-05,0.00034959512,1.5557036,1099776,0.0024414062,274944,1488.25,4.562148
538,292,54.586666666666666,4120.109291791916,0.41722601652145386,-0.00030617384,8.947963e-05,1.5588895,1101824,0.0,275456,1488.25,4.96123
539,283,54.346666666666664,4127.331248760223,0.8690645843744278,-0.00033865092,0.00031023563,1.5609726,1103872,0.0,275968,1488.25,0.7927637
540,288,54.346666666666664,4134.439845085144,0.7774292379617691,-0.0004959774,0.00014571701,1.560984,1105920,0.0,276480,1488.25,0.38451624
541,291,54.663333333333334,4141.470484018326,0.4857720732688904,-0.00012140069,4.3606804e-05,1.5594727,1107968,0.0,276992,1488.25,2.945515
542,271,54.733333333333334,4149.010392904282,0.47559553384780884,-0.00032531098,0.00018801818,1.5536858,1110016,0.0,277504,1488.25,4.707684
543,297,54.60666666666667,4155.8892295360565,0.7683778703212738,-8.728045e-06,1.600725e-05,1.5548983,1112064,0.0,278016,1488.25,0.96689695
544,296,54.60666666666667,4162.798720359802,0.35086220502853394,0.001512994,0.002810289,1.5597491,1114112,0.033528645,278528,1488.25,6.991751
545,278,54.89,4170.15518784523,0.5585603415966034,0.00083281565,0.0010703175,1.5573546,1116160,0.01171875,279040,1488.25,2.0614617
546,299,55.223333333333336,4176.990996360779,0.5200709104537964,-7.726997e-05,0.0001923195,1.557392,1118208,0.0,279552,1488.25,4.316832
547,267,55.15,4184.656165599823,0.40258002281188965,0.00367193,0.0035779749,1.5604919,1120256,0.040690105,280064,1488.25,4.9005046
548,300,55.82,4191.4724979400635,0.4266757369041443,-0.0005277349,0.0001055314,1.5653572,1122304,0.0,280576,1488.25,1.5960965
549,299,55.81666666666667,4198.310331821442,0.24198567867279053,9.6085794e-05,0.00046010732,1.5684072,1124352,0.0068359375,281088,1488.25,2.5736666
550,275,56.33,4205.742650747299,0.11293315887451172,0.000113300084,0.00011284277,1.5633345,1126400,0.0,281600,1488.25,8.736377
551,280,56.59,4213.052713394165,0.5511896014213562,-0.0005246031,0.00028797565,1.5584487,1128448,0.0,282112,1488.25,2.5080402
552,302,56.983333333333334,4219.819735527039,0.664029449224472,-6.686462e-05,5.7535613e-05,1.5599407,1130496,0.0,282624,1488.25,0.9687106
553,276,56.473333333333336,4227.23139834404,0.30755043029785156,0.0017669682,0.0038804866,1.5591615,1132544,0.04671224,283136,1488.25,6.3750324
554,291,56.473333333333336,4234.248965024948,0.40279507637023926,-0.00033592238,6.8714005e-05,1.5606934,1134592,0.00032552084,283648,1488.25,2.5016136
555,295,56.61,4241.17299747467,0.33204931020736694,-5.4320943e-05,9.0617345e-05,1.5585908,1136640,0.0,284160,1488.25,10.826699
556,274,58.123333333333335,4248.623018980026,0.29877030849456787,-0.00030815726,0.000246577,1.5612482,1138688,0.001953125,284672,1488.25,23.497393
557,289,59.21666666666667,4255.687936544418,0.3283449411392212,0.00051438174,0.0016799629,1.5514952,1140736,0.019856771,285184,1488.25,5.617148
558,295,59.21666666666667,4262.628772735596,0.14204972982406616,0.001996109,0.0047688317,1.5528884,1142784,0.055664062,285696,1488.25,20.208677
559,254,61.16,4270.688417434692,0.2306179404258728,0.0016366536,0.0015434144,1.5399438,1144832,0.016764322,286208,1488.25,14.883044
560,323,61.16,4277.020482778549,0.3441264033317566,0.009450939,0.006461043,1.5342693,1146880,0.078938805,286720,1488.25,4.601627
561,303,61.196666666666665,4283.767921447754,0.38015663623809814,0.0013995246,0.0051614237,1.5299658,1148928,0.05061849,287232,1488.25,0.5427516
562,276,60.873333333333335,4291.170551300049,0.6468133926391602,-7.625902e-05,0.0053042267,1.5283498,1150976,0.06217448,287744,1486.73,0.58953077
563,308,60.873333333333335,4297.800649404526,0.3069400191307068,-0.00058701326,0.00032645217,1.5334123,1153024,0.0037434895,288256,1486.73,0.19284587
564,289,60.75333333333333,4304.870877027512,0.09541916847229004,-0.001529523,0.001078145,1.5256559,1155072,0.013834636,288768,1486.73,0.86748797
565,288,60.193333333333335,4311.975143194199,0.32790064811706543,0.0005559533,0.0042450144,1.5120465,1157120,0.061197918,289280,1485.2233333333334,0.016901435
566,294,59.74,4318.940328359604,-0.17266690731048584,0.0010008562,0.0004699612,1.5166785,1159168,0.0029296875,289792,1485.2233333333334,0.008562802
567,259,58.99666666666667,4326.827482700348,-0.28678131103515625,-0.00044548418,0.00024268807,1.518593,1161216,0.0,290304,1485.2233333333334,0.0069437246
568,301,58.99666666666667,4333.618098258972,0.42331141233444214,2.8445074e-05,0.00023872427,1.5285364,1163264,0.0,290816,1485.2233333333334,0.0017253648
569,293,58.99666666666667,4340.602432489395,-0.6103624105453491,0.00016175646,8.2784834e-05,1.5355605,1165312,0.0,291328,1485.2233333333334,0.0016584275
570,270,58.18666666666667,4348.183840274811,-0.4417036771774292,-0.00023485441,8.79247e-05,1.5379175,1167360,0.0,291840,1483.7566666666667,0.0034418069
571,312,58.18666666666667,4354.746837377548,0.6114100515842438,-0.00065704924,0.00014643029,1.5415868,1169408,0.0,292352,1483.7566666666667,0.00073809404
572,290,57.89333333333333,4361.8071138858795,-1.3856775760650635,-0.0005053175,0.00022805527,1.5414182,1171456,0.0,292864,1483.7566666666667,0.0019266041
573,275,57.89333333333333,4369.236636638641,0.4546995759010315,-0.0007327714,0.00014730175,1.5498885,1173504,0.0,293376,1488.2,0.25942847
574,306,57.89333333333333,4375.914926528931,0.3380911946296692,-0.0006687723,0.00037193997,1.5539888,1175552,0.0014648438,293888,1488.2,0.67516875
575,269,57.776666666666664,4383.520123720169,0.13768458366394043,0.0005929719,0.0010315565,1.5596261,1177600,0.021158854,294400,1488.2,0.6979018
576,282,58.03333333333333,4390.7633645534515,0.4299033284187317,0.00024066307,0.00038418363,1.565564,1179648,0.0060221353,294912,1487.0866666666666,0.24101116
577,316,58.03333333333333,4397.242438554764,0.28685659170150757,3.3049222e-05,0.00020163409,1.5584434,1181696,0.0,295424,1487.0866666666666,0.93228894
578,253,58.03333333333333,4405.307417392731,0.13280057907104492,-0.00019574318,7.2334624e-05,1.5545789,1183744,0.0,295936,1487.0866666666666,1.4738884
579,299,59.00333333333333,4412.143662214279,0.020326852798461914,-1.4903179e-05,0.00014133891,1.5399381,1185792,0.0,296448,1487.0866666666666,13.391524
580,301,59.00333333333333,4418.926126003265,0.030781328678131104,0.00010525994,0.00011653045,1.5374788,1187840,0.0,296960,1487.0866666666666,6.4762893
581,265,60.11,4426.633296728134,0.05030101537704468,-7.846742e-05,9.869044e-06,1.5407292,1189888,0.0,297472,1486.0866666666666,2.4929075
582,281,60.11,4433.918714523315,0.07966035604476929,9.10003e-06,1.0650593e-05,1.5387667,1191936,0.0,297984,1486.0866666666666,0.94838876
583,283,59.79,4441.146009922028,0.030805647373199463,-3.95244e-05,1.9681427e-05,1.5362102,1193984,0.0,298496,1486.0866666666666,5.454435
584,280,60.06,4448.437335729599,0.030527234077453613,3.961167e-05,2.3069564e-05,1.535694,1196032,0.0,299008,1484.9766666666667,22.263535
585,301,61.14666666666667,4455.238276720047,0.12414485216140747,8.990709e-05,0.00012926741,1.5458913,1198080,0.0,299520,1484.11,0.88590974
586,280,61.336666666666666,4462.540213346481,0.09606224298477173,-0.00013409827,2.610177e-05,1.5504895,1200128,0.0,300032,1484.11,2.90158
587,281,59.96,4469.820269107819,0.31855589151382446,-0.00063284085,0.0007773118,1.5528938,1202176,0.0052083335,300544,1484.11,0.155151
588,320,59.96,4476.2148904800415,0.2458035945892334,-0.0011054385,0.0028027508,1.559351,1204224,0.048665363,301056,1484.11,0.40184644
589,285,60.596666666666664,4483.383301258087,0.10987722873687744,0.00061745365,0.0004139827,1.5572566,1206272,0.0,301568,1484.11,12.586376
590,274,59.873333333333335,4490.856822013855,0.8099596500396729,0.00056877785,0.0015341504,1.5700021,1208320,0.005859375,302080,1484.11,0.06444504
591,311,59.873333333333335,4497.441851139069,0.38448214530944824,-0.00033140182,0.00017678914,1.5578824,1210368,0.0,302592,1484.11,0.33323395
592,286,59.60666666666667,4504.579682350159,0.22768396139144897,0.00035961717,0.0013069062,1.548731,1212416,0.022786459,303104,1484.11,1.4357759
593,277,60.013333333333335,4511.96751666069,0.21631181240081787,-0.00010330323,0.0032857254,1.5572981,1214464,0.0616862,303616,1484.11,1.7401296
594,317,60.013333333333335,4518.4261302948,0.528335452079773,-6.9020316e-05,2.608233e-05,1.558416,1216512,0.0,304128,1484.11,0.20629758
595,278,59.95,4525.768821716309,0.30633115768432617,0.0050937883,0.0019103391,1.5568203,1218560,0.026692709,304640,1484.11,1.0798907
596,275,60.81666666666667,4533.217185974121,0.1402631402015686,0.001844264,0.0027533018,1.5495313,1220608,0.028971354,305152,1484.11,10.758461
597,315,60.81666666666667,4539.70863366127,0.2847917079925537,0.0002922047,0.00015352908,1.5476307,1222656,0.00016276042,305664,1484.11,2.0277002
598,266,61.00666666666667,4547.382243871689,0.17421960830688477,-0.00029615717,7.082162e-05,1.5508084,1224704,0.0,306176,1483.1233333333332,10.415372
