#{"t_start": 1534089715.3671384, "env_id": "SetDown-v3"}
r,l,t
3,559,311.420713
1,1500,333.017051
1,1500,350.036141
0,1500,373.589015
10,1500,398.032609
1,1500,438.250772
3,1500,463.037466
1,1500,487.674723
4,718,512.309391
4,1500,533.77004
3,1500,558.309881
0,587,583.291812
0,1500,608.810308
0,1500,633.311172
19,1500,663.256759
0,1500,697.628561
1,1500,722.682429
1,1500,748.19491
15,1500,772.731479
1,1500,797.156354
0,1500,822.746666
0,1500,848.526939
0,1500,873.546355
74,1500,898.713987
7,1500,924.801314
0,1500,950.129953
65,1500,970.522697
0,1500,996.245652
0,1500,1020.076121
1,1500,1041.171016
6,1500,1062.19137
4,1500,1084.021037
9,1500,1106.221612
16,1500,1127.36748
0,1500,1148.3346
5,1500,1169.175444
0,1500,1189.738994
2,1500,1210.971259
10,1500,1231.934413
761,1500,1253.903795
3,1500,1271.071705
0,1500,1292.32164
19,1500,1313.513795
28,1500,1334.469255
16,1500,1355.743469
0,1500,1376.972377
0,1500,1398.421896
36,1500,1419.55202
0,1500,1440.832535
0,1500,1462.413194
4,1500,1483.40102
0,1500,1504.283287
5,1500,1525.59555
5,1500,1546.100219
2,1500,1563.40498
164,1500,1584.704194
55,1500,1606.204053
0,1106,1626.257932
0,1500,1643.225391
0,1500,1664.191479
89,1500,1684.951015
5,1500,1706.016927
0,1500,1727.408565
196,1500,1748.737293
0,1500,1769.851146
0,1500,1791.774895
236,1500,1812.682217
175,1500,1833.99684
70,1500,1855.270927
19,1500,1876.379019
37,1500,1897.667083
0,1500,1918.78184
110,1500,1935.936668
0,1500,1957.649201
71,1500,1978.436216
94,1500,1999.567477
8,1500,2020.578339
107,1500,2042.348272
737,1500,2063.951851
110,1500,2085.637713
1,1500,2107.991818
0,1500,2131.084351
0,1500,2152.878534
0,1500,2173.962221
142,1500,2195.291311
45,1500,2216.088815
55,1500,2232.687397
0,1500,2253.962647
69,1500,2275.034274
0,1500,2295.903413
0,1500,2316.341987
71,1500,2337.158817
