#{"t_start": 1534089715.0845735, "env_id": "SetDown-v3"}
r,l,t
9,535,311.108621
4,1500,328.191978
5,1500,349.734174
3,1500,373.222284
14,1500,397.642593
3,1500,437.883758
10,1500,462.697373
0,1500,487.270569
5,756,513.88597
11,1500,534.942171
6,1500,559.467843
0,583,585.356107
0,1500,609.99124
0,1500,634.509577
6,1500,665.889536
0,98,678.628723
0,1500,699.017478
0,1500,724.288192
4,1500,749.536636
0,1500,774.111441
0,1500,798.450182
0,1500,824.089922
0,1500,849.981429
112,1500,874.941166
2,1500,900.165919
0,1500,926.200608
9,1500,951.491725
0,1500,976.788641
0,1500,1002.636255
8,1500,1025.566947
5,1500,1042.337267
30,1500,1063.374585
41,1500,1085.202045
16,1500,1107.416694
0,1500,1128.534501
3,1500,1149.466176
2,1500,1170.293123
1,1500,1190.950156
6,1500,1212.108776
35,1500,1233.053764
0,1500,1255.09304
0,897,1268.704446
9,1500,1285.568851
76,1500,1306.737019
14,1500,1327.871916
0,1500,1348.866917
0,1500,1370.445373
2,1500,1391.685978
0,1500,1412.984982
0,1500,1434.074003
518,1500,1455.877953
0,1500,1476.860693
196,1500,1497.771695
7,1500,1519.045735
0,1500,1539.642183
70,1500,1561.117752
1,1500,1578.04959
0,1500,1599.536197
1,1500,1620.694167
0,1500,1642.302438
109,1500,1663.27378
58,1500,1684.096271
0,1500,1705.026369
283,1500,1726.508882
0,1500,1747.840436
0,1500,1768.985541
85,1500,1790.84036
6,1500,1811.753235
71,1500,1833.110058
56,1500,1854.316691
128,1500,1871.295885
0,1500,1892.498368
126,1500,1913.599917
0,1500,1935.061488
140,1500,1956.787913
63,1500,1977.578492
24,1500,1998.561667
123,1500,2019.713781
16,1500,2041.440242
146,1500,2063.020701
0,1500,2084.773969
0,1500,2106.905699
0,1500,2130.194824
0,1500,2151.921304
65,1500,2168.884968
71,1500,2189.746537
85,1500,2211.215315
0,1500,2231.82139
123,1500,2252.934678
0,1500,2274.106814
0,1500,2295.044856
174,1500,2315.48559
0,1500,2336.25348
37,1500,2357.20201
32,1500,2378.361719
71,1500,2399.965942
0,1500,2421.463495
0,1500,2442.717252
403,1500,2459.771436
1,1500,2480.833516
0,1500,2503.284746
0,1500,2524.845587
0,1500,2546.062835
1,1500,2567.525013
29,696,2580.415633
0,1500,2597.062003
5,1500,2618.30822
0,73,2629.168232
154,1500,2647.22911
305,1500,2668.170149
1,1500,2689.276843
1,1500,2710.649237
0,1500,2731.493475
72,1500,2752.465114
94,1500,2773.317642
0,1500,2794.220498
1,1500,2814.511387
110,1500,2836.36622
0,1500,2857.009453
7,1500,2877.727133
0,1500,2898.457518
97,1500,2919.388857
0,1500,2935.509944
223,1500,2955.784819
0,1500,2977.233652
1,1500,3006.083165
0,1500,3027.257098
0,1500,3048.105126
96,1500,3069.252676
76,1500,3090.622759
59,1500,3111.993773
0,1500,3132.499943
0,1500,3153.15294
0,1500,3174.404652
30,1500,3195.881684
0,1500,3216.438033
270,1500,3233.349526
0,1500,3254.123773
25,567,3265.962776
0,1500,3283.028841
0,1500,3304.14831
83,1500,3325.392836
0,1500,3346.173966
52,1500,3367.450493
0,1500,3388.829924
271,1500,3409.793895
71,1500,3431.03909
251,1500,3452.430026
95,1500,3473.851449
13,1500,3495.127602
91,1500,3516.1135
21,1500,3536.897439
4,1500,3558.390304
0,1500,3575.053681
0,1500,3596.144619
8,1500,3616.919297
222,1500,3638.564297
38,1500,3659.552526
0,1500,3681.084355
19,1500,3703.885471
1,1500,3725.14343
38,1500,3745.86244
22,1500,3767.141138
0,1500,3788.29417
43,1500,3809.05768
54,1500,3830.143101
0,1486,3851.837672
0,1500,3868.977053
79,1500,3890.197918
15,1500,3911.882577
54,1500,3933.541406
38,1500,3954.343224
10,1500,3975.064495
0,1500,3995.985337
19,1500,4016.885505
145,1500,4038.646064
0,1500,4059.561071
20,1500,4080.412692
56,1500,4101.695498
0,1500,4123.517725
0,1500,4144.520236
0,1500,4161.139265
330,1500,4182.421785
6,1500,4203.570016
3,1500,4225.494392
152,1500,4246.957294
214,1500,4268.176649
0,1500,4288.898071
0,1500,4309.51964
161,1500,4330.77006
0,1500,4351.862112
202,1500,4373.264155
188,1500,4394.119175
0,1500,4415.466956
335,1500,4436.677496
0,1500,4453.690069
0,1044,4471.73434
0,1500,4488.215338
0,1500,4508.948007
0,1500,4530.801579
0,1500,4551.529679
77,1166,4571.478364
0,1500,4588.343263
129,1500,4609.766922
0,1500,4631.350248
0,1500,4652.235766
0,1500,4672.929214
122,1500,4693.917839
0,1500,4714.989554
353,1500,4736.371164
30,801,4750.287223
106,1500,4766.965906
0,1500,4788.12113
0,1500,4809.158222
118,1500,4830.52537
0,1500,4851.947368
253,1500,4873.026999
3,1240,4892.626915
0,1500,4909.576533
113,1500,4930.639622
247,1500,4952.291477
627,1500,4973.351348
0,1500,4994.646188
0,1500,5016.362711
0,1500,5037.080334
183,1500,5057.886091
93,1500,5078.749887
201,1500,5100.225621
0,1500,5122.281102
136,1500,5143.301818
84,1500,5164.474104
245,1500,5186.268974
114,1500,5203.46459
0,1500,5224.05232
182,1500,5244.781989
124,1500,5265.91104
76,1160,5288.679124
0,1500,5309.942669
162,1500,5333.198448
52,1500,5354.707984
0,1500,5376.022203
0,1500,5396.895679
132,1500,5418.222318
79,1500,5439.441732
40,1500,5460.291478
0,1500,5481.078579
0,1500,5501.883684
0,1500,5522.943559
0,1500,5544.115015
205,1500,5565.478323
76,1500,5586.432938
0,1500,5603.007612
0,1500,5623.940579
0,1500,5644.703794
0,1500,5665.957147
161,1500,5686.988592
0,1500,5707.826046
0,1500,5729.235778
0,1500,5751.555695
167,1500,5773.627467
0,1500,5795.286809
161,1500,5817.396122
406,1500,5839.059216
0,1500,5860.757729
0,1500,5882.337713
16,1500,5899.326532
2,1500,5921.381745
77,1500,5944.659186
0,1500,5966.663336
165,1500,5987.879124
1,1500,6009.661562
0,1500,6032.129522
0,1500,6053.847351
